"Date","MLPA.Open","MLPA.High","MLPA.Low","MLPA.Close","MLPA.Volume","MLPA.Adjusted"
2013-06-13,20.703,20.768,20.611,15.87,15500,12.142526
2013-06-14,20.755,20.912,20.755,15.99,19100,12.234341
2013-06-17,20.925,21.016,20.912,16.07,43400,12.295551
2013-06-18,20.938,21.042,20.925,16.040001,45700,12.272597
2013-06-19,21.029,21.055,20.951,16.030001,8100,12.264947
2013-06-20,20.872,20.872,20.48,15.77,24300,12.066015
2013-06-21,20.716,20.755,20.35,15.72,41600,12.027757
2013-06-24,20.533,20.533,20.01,15.69,29400,12.004802
2013-06-25,20.559,20.755,20.48,15.88,19300,12.150178
2013-06-26,20.807,20.99,20.807,16.049999,11400,12.280249
2013-06-27,21.042,21.238,21.042,16.23,22800,12.41797
2013-06-28,21.186,21.291,21.108,16.290001,18800,12.463881
2013-07-01,21.434,21.434,21.265,16.35,26600,12.509787
2013-07-02,21.356,21.408,21.238,16.26,48900,12.440927
2013-07-03,21.265,21.265,21.134,16.209999,11900,12.402669
2013-07-05,21.395,21.395,20.99,16.23,18400,12.41797
2013-07-08,21.33,21.343,21.186,16.33,80100,12.494482
2013-07-09,21.317,21.382,21.251,16.32,55300,12.486832
2013-07-10,21.408,21.408,21.33,16.370001,39100,12.525088
2013-07-11,21.513,21.617,21.447,16.530001,23900,12.647509
2013-07-12,21.63,21.761,21.5,16.610001,27100,12.708719
2013-07-15,21.813,21.813,21.591,16.66,124900,12.746975
2013-07-16,21.827,21.827,21.447,16.49,34600,12.616904
2013-07-17,21.604,21.604,21.487,16.49,24000,12.616904
2013-07-18,21.604,21.63,21.447,16.41,30800,12.555693
2013-07-19,21.487,21.487,21.408,16.440001,87400,12.578648
2013-07-22,21.565,21.565,21.474,16.48,47600,12.60925
2013-07-23,21.63,21.63,21.408,16.459999,35700,12.593949
2013-07-24,21.5,21.5,21.304,16.360001,31600,12.517437
2013-07-25,21.382,21.421,21.369,16.370001,11800,12.525088
2013-07-26,21.343,21.474,21.291,16.43,29700,12.570996
2013-07-29,21.487,21.487,21.291,16.33,12600,12.494482
2013-07-30,21.421,21.434,21.199,16.309999,22400,12.479181
2013-07-31,21.33,21.33,21.199,16.23,73700,12.41797
2013-08-01,21.343,21.395,21.186,16.209999,115900,12.402669
2013-08-02,21.265,21.278,21.173,16.200001,12200,12.39502
2013-08-05,21.186,21.265,21.108,16.209999,21700,12.402669
2013-08-06,21.082,21.369,21.082,16.299999,42300,12.47153
2013-08-07,21.251,21.251,21.003,16.190001,9100,12.387366
2013-08-08,21.238,21.238,21.095,16.16,39900,12.364411
2013-08-09,20.583,20.635,20.532,15.93,20000,12.359756
2013-08-12,20.609,20.609,20.493,15.91,22600,12.344238
2013-08-13,20.493,20.506,20.3,15.83,23100,12.282166
2013-08-14,20.3,20.403,20.235,15.83,5100,12.282166
2013-08-15,20.274,20.416,20.274,15.83,18000,12.282166
2013-08-16,20.39,20.39,20.248,15.71,50300,12.189064
2013-08-19,20.3,20.3,20.196,15.67,21300,12.158029
2013-08-20,20.274,20.403,20.184,15.83,18900,12.282166
2013-08-21,20.351,20.493,20.351,15.88,15100,12.320962
2013-08-22,20.467,20.596,20.08,15.92,14400,12.351997
2013-08-23,20.557,20.596,20.544,15.97,5200,12.390792
2013-08-26,20.519,20.583,20.441,15.86,18800,12.305443
2013-08-27,20.39,20.493,20.364,15.85,21500,12.297687
2013-08-28,20.454,20.544,20.454,15.92,9800,12.351997
2013-08-29,20.544,20.544,20.467,15.91,17600,12.344238
