"Date","ZMLP.Open","ZMLP.High","ZMLP.Low","ZMLP.Close","ZMLP.Volume","ZMLP.Adjusted"
2014-08-26,51.376,51.496,51.364,43.150002,13400,36.207211
2014-08-27,51.484,51.591,51.376,43.25,11300,36.291122
2014-08-28,51.508,51.591,50.852,43.259998,25200,36.299507
2014-08-29,51.817,51.817,51.543,43.41,16700,36.425373
2014-09-02,51.901,51.901,51.531,43.310001,23800,36.341476
2014-09-03,51.627,51.627,51.376,43.119999,15900,36.182037
2014-09-04,51.281,51.341,51.114,42.91,23800,36.005825
2014-09-05,51.555,51.555,51.078,43.07,12100,36.140083
2014-09-08,51.591,51.591,51.174,43.009998,5700,36.089737
2014-09-09,51.138,51.364,51.138,43.099998,20600,36.165257
2014-09-10,51.496,51.496,51.293,43.119999,14500,36.182037
2014-09-11,51.329,51.329,51.031,42.990002,18200,36.07296
2014-09-12,51.901,51.901,50.649,42.59,13300,35.737316
2014-09-15,51.055,51.055,50.495,42.549999,15600,35.703754
2014-09-16,50.626,51.078,50.626,42.759998,11000,35.879963
2014-09-17,50.888,51.067,50.888,42.82,16100,35.930309
2014-09-18,51.067,51.162,50.9,42.889999,11800,35.989044
2014-09-19,51.472,51.472,51.102,43.169998,21500,36.223988
2014-09-22,51.484,51.484,50.935,42.82,13200,35.930309
2014-09-23,49.727,49.727,48.978,41.84,21500,35.742371
2014-09-24,48.931,48.931,48.603,41.66,14800,35.588604
2014-09-25,48.814,48.814,48.416,41.419998,25100,35.383579
2014-09-26,48.521,48.826,48.252,41.700001,11400,35.622772
2014-09-29,49.013,49.025,48.697,41.849998,10300,35.750912
