"Date","JNK.Open","JNK.High","JNK.Low","JNK.Close","JNK.Volume","JNK.Adjusted"
2008-02-06,99.503,99.503,98.017,45.75,21500,21.237373
2008-02-07,97.479,98.34,97.479,45.439999,130200,21.093464
2008-02-08,97.952,97.952,97.543,45.380001,48100,21.065617
2008-02-11,97.349,97.435,97.285,45.23,16200,20.995991
2008-02-12,97.134,97.694,97.048,45.349998,13600,21.051685
2008-02-13,97.069,97.802,97.069,45.299999,20700,21.028482
2008-02-14,98.642,98.642,96.962,45.349998,21900,21.051685
2008-02-15,97.069,97.263,96.725,45.150002,50900,20.958847
2008-02-19,98.017,98.017,96.94,45.369999,65900,21.06097
2008-02-20,97.78,97.78,97.177,45.299999,25800,21.028482
2008-02-21,97.112,97.586,97.048,45.16,14500,20.963491
2008-02-22,97.263,97.349,97.112,45.189999,1418400,20.977413
2008-02-25,97.134,97.802,96.294,45.099998,62200,20.935635
2008-02-26,97.974,97.974,96.94,45.189999,23900,20.977413
2008-02-27,97.888,97.888,96.918,45.049999,26700,20.912418
2008-02-28,96.94,97.263,96.681,45.040001,47000,20.90778
2008-02-29,96.854,97.996,95.647,44.849998,35700,20.819588
2008-03-03,97.218,98.929,95.164,44.790001,76700,20.93504
2008-03-04,96.341,96.405,94.993,44.650002,28800,20.869602
2008-03-05,96.169,96.169,94.672,44.709999,21100,20.897642
2008-03-06,95.592,95.635,95.207,44.689999,23300,20.888288
2008-03-07,95.1,95.399,95.1,44.560001,20800,20.827541
2008-03-10,95.613,95.613,94.822,44.450001,34500,20.776123
2008-03-11,95.1,95.399,95.057,44.5,38600,20.799498
2008-03-12,95.207,95.207,94.672,44.299999,26900,20.706007
2008-03-13,94.543,94.543,93.773,44,14400,20.565781
2008-03-14,94.137,94.329,91.976,43.59,15500,20.374149
2008-03-17,93.452,93.452,92.49,43.400002,67900,20.285341
2008-03-18,92.746,94.116,92.746,43.75,29300,20.448931
2008-03-19,95.292,95.292,93.388,43.650002,65600,20.402195
2008-03-20,93.73,94.009,93.495,43.939999,23400,20.537739
2008-03-24,94.543,94.822,94.415,44.259998,40200,20.687319
2008-03-25,94.971,95.207,94.629,44.48,129700,20.790134
2008-03-26,95.485,96.341,95.185,44.52,48700,20.808847
2008-03-27,95.207,95.592,95.014,44.470001,201800,20.785458
2008-03-28,95.399,95.891,95.314,44.75,53500,20.916338
2008-03-31,95.613,95.849,95.249,44.75,78700,20.916338
2008-04-01,94.838,94.859,93.946,44.48,80300,20.960173
2008-04-02,94.328,94.328,93.586,44.290001,59400,20.870621
2008-04-03,93.904,94.35,93.904,44.439999,60300,20.941305
2008-04-04,94.434,94.838,94.328,44.689999,105300,21.059113
2008-04-07,95.177,95.177,94.88,44.790001,36500,21.106236
2008-04-08,96.429,96.429,95.305,45.080002,50000,21.242886
2008-04-09,95.517,95.665,94.434,44.990002,74100,21.200495
2008-04-10,95.432,95.899,94.222,45.169998,160200,21.285299
2008-04-11,96.302,96.302,94.859,44.93,133300,21.172216
2008-04-14,95.389,95.411,95.156,44.950001,118100,21.181637
2008-04-15,95.877,95.877,94.965,44.98,32400,21.19578
2008-04-16,95.708,95.771,95.283,45.09,24800,21.247614
2008-04-17,95.495,96.111,95.495,45.25,48100,21.323013
2008-04-18,96.429,96.981,96.429,45.580002,107500,21.478508
2008-04-21,97.108,97.108,96.175,45.560001,219100,21.46909
2008-04-22,97.299,97.299,96.514,45.700001,776600,21.53507
2008-04-23,97.596,97.596,97.193,45.860001,119100,21.610456
2008-04-24,97.533,97.533,97.151,45.82,178100,21.591595
2008-04-25,97.469,97.469,97.066,45.799999,87600,21.582178
2008-04-28,97.724,97.724,97.299,46.02,203400,21.685843
2008-04-29,97.49,97.766,97.32,46.049999,183900,21.699993
2008-04-30,97.702,98.403,97.427,46.040001,132700,21.695276
2008-05-01,97.409,97.851,96.798,46.34,140700,21.997663
2008-05-02,97.935,98.209,96.84,45.970001,85600,21.822029
2008-05-05,97.851,98.02,96.798,46.110001,107200,21.888481
2008-05-06,96.903,97.029,96.65,45.880001,107600,21.779295
2008-05-07,96.376,96.84,96.376,45.919998,89200,21.798286
2008-05-08,96.671,96.945,96.503,45.919998,70100,21.798286
2008-05-09,96.376,96.482,96.06,45.759998,43000,21.722338
2008-05-12,96.461,96.819,96.103,45.959999,55100,21.817276
2008-05-13,96.777,96.777,96.419,45.799999,73500,21.741323
2008-05-14,96.734,96.756,96.376,45.799999,53500,21.741323
2008-05-15,96.292,96.924,96.292,45.959999,125500,21.817276
2008-05-16,96.903,96.903,96.587,45.919998,85200,21.798286
2008-05-19,97.261,97.535,96.756,46.18,54800,21.921717
2008-05-20,97.072,97.43,97.008,46.110001,40100,21.888481
2008-05-21,97.472,97.472,97.05,46.139999,247000,21.902723
2008-05-22,96.777,96.924,96.44,45.889999,38600,21.784044
2008-05-23,96.545,96.65,95.218,45.299999,82000,21.503965
2008-05-27,95.934,96.313,95.428,45.299999,60600,21.503965
2008-05-28,94.923,95.976,94.923,45.220001,91100,21.465992
2008-05-29,95.808,95.976,95.281,45.540001,42900,21.617895
2008-05-30,96.355,96.735,96.334,45.880001,70000,21.779295
2008-06-02,94.79,95.271,94.707,45.450001,52200,21.74437
2008-06-03,94.686,94.832,94.393,45.25,140200,21.648689
2008-06-04,94.331,94.498,94.059,45.150002,67200,21.600849
2008-06-05,93.975,95.104,93.933,45.41,55900,21.725231
2008-06-06,94.728,94.916,94.477,45.400002,24700,21.720467
2008-06-09,94.832,94.937,94.665,45.360001,26300,21.701319
2008-06-10,94.79,94.79,94.477,45.290001,30800,21.66781
2008-06-11,94.581,94.874,94.477,45.279999,32500,21.663046
2008-06-12,94.832,94.832,94.372,45.34,22300,21.69175
2008-06-13,94.77,95.02,94.372,45.169998,30600,21.610409
2008-06-16,94.623,94.623,94.059,45.27,40800,21.658257
2008-06-17,94.79,94.79,94.372,45.32,33400,21.682178
2008-06-18,94.226,94.811,94.101,45.02,36800,21.538649
2008-06-19,94.059,94.059,93.745,44.869999,32000,21.466894
2008-06-20,93.787,93.787,93.118,44.759998,93800,21.414257
2008-06-23,93.327,93.432,93.035,44.619999,51600,21.347275
2008-06-24,93.578,93.578,91.028,43.880001,268300,20.993254
2008-06-25,91.655,92.157,91.091,43.900002,42700,21.002823
2008-06-26,91.467,92.115,91.446,43.75,63100,20.931053
2008-06-27,91.948,91.948,91.3,43.900002,29700,21.002823
2008-06-30,91.969,91.969,91.195,43.950001,42100,21.026733
2008-07-01,90.274,90.398,89.673,43.549999,823800,21.004557
2008-07-02,90.15,91,89.445,43.220001,51000,20.845387
2008-07-03,90.17,90.17,89.631,43.380001,15000,20.92256
2008-07-07,89.756,89.901,88.947,42.98,44700,20.729635
2008-07-08,89.155,89.88,89.155,43.259998,67900,20.864677
2008-07-09,89.673,89.673,89.072,43.049999,21200,20.763393
2008-07-10,89.777,89.942,89.3,43.369999,79700,20.91773
2008-07-11,89.486,90.067,88.512,43.439999,167500,20.951502
2008-07-14,89.777,90.399,89.175,43.27,166900,20.869501
2008-07-15,89.155,89.217,88.512,43,132400,20.739277
2008-07-16,88.74,88.802,87.952,42.610001,27000,20.551184
2008-07-17,88.843,89.88,88.802,42.900002,117100,20.691051
2008-07-18,89.258,89.507,88.947,42.900002,55800,20.691051
2008-07-21,89.486,90.253,89.155,43.16,77900,20.816442
2008-07-22,89.154,90.087,89.154,43.349998,76900,20.908096
2008-07-23,89.859,90.253,89.03,43.450001,90500,20.956326
2008-07-24,90.067,90.357,89.859,43.419998,82900,20.941851
2008-07-25,89.652,89.839,89.341,43.25,41100,20.859859
2008-07-28,89.922,89.963,89.466,43.279999,661700,20.874319
2008-07-29,89.528,89.839,89.155,43.240002,36000,20.855032
2008-07-30,89.673,89.756,89.466,43.23,75100,20.850208
2008-07-31,89.362,89.486,89.154,43.110001,41600,20.792337
2008-08-01,87.884,88.089,87.719,42.830002,48200,20.824429
2008-08-04,87.678,87.822,86.958,42.34,57200,20.586178
2008-08-05,87.637,88.11,87.267,42.700001,187400,20.761221
2008-08-06,87.678,87.678,87.308,42.529999,61100,20.678558
2008-08-07,87.39,87.411,86.896,42.43,50000,20.62994
2008-08-08,87.308,87.513,86.958,42.52,61600,20.673714
2008-08-11,86.917,87.164,86.896,42.330002,47000,20.581329
2008-08-12,86.938,87.596,86.876,42.470001,55300,20.649382
2008-08-13,87.02,87.411,86.855,42.470001,43200,20.649382
2008-08-14,87.349,87.637,87.102,42.610001,59600,20.717449
2008-08-15,87.801,87.801,87.102,42.639999,46600,20.732048
2008-08-18,87.925,88.007,87.328,42.709999,28200,20.766087
2008-08-19,87.596,87.801,87.452,42.669998,48900,20.746637
2008-08-20,87.513,87.678,86.896,42.560001,72300,20.693157
2008-08-21,86.917,87.822,86.917,42.599998,73100,20.712587
2008-08-22,87.328,87.411,86.917,42.5,55000,20.663979
2008-08-25,87.349,87.637,87.143,42.59,90900,20.707735
2008-08-26,87.493,87.76,87.246,42.5,817800,20.663979
2008-08-27,87.452,87.513,87.226,42.48,227200,20.65424
2008-08-28,87.596,87.616,87.287,42.5,118000,20.663979
2008-08-29,87.74,87.904,87.267,42.669998,151600,20.746637
2008-09-02,86.865,86.906,86.498,42.599998,89200,20.881927
2008-09-03,86.763,86.947,86.6,42.52,144700,20.842709
2008-09-04,86.62,86.967,86.518,42.450001,38000,20.808397
2008-09-05,86.477,86.498,85.702,42.009998,59800,20.592716
2008-09-08,86.947,87.232,86.09,42.599998,99400,20.881927
2008-09-09,86.355,86.987,86.09,42.5,112700,20.832907
2008-09-10,86.702,86.804,86.192,42.389999,107200,20.778976
2008-09-11,85.947,86.294,85.58,42.18,101700,20.676037
2008-09-12,85.58,85.967,85.151,41.950001,164300,20.563297
2008-09-15,83.662,85.294,81.602,40.77,295700,19.984884
2008-09-16,82.744,83.193,78.807,39.400002,151000,19.313332
2008-09-17,80.826,81.153,75.482,38.560001,247800,18.901583
2008-09-18,80.112,82.01,79.582,39.75,173000,19.484894
2008-09-19,82.132,84.05,82.132,40.970001,273900,20.082924
2008-09-22,83.642,84.254,80.99,41.139999,84800,20.166258
2008-09-23,83.846,84.743,82.663,41.16,152700,20.176054
2008-09-24,83.846,84.56,82.581,41,304500,20.097628
2008-09-25,83.111,83.234,79.419,40.139999,153200,19.67606
2008-09-26,81.602,82.173,78.684,39.950001,66500,19.582928
2008-09-29,80.48,80.969,76.42,38.23,139200,18.739819
2008-09-30,78.358,80.01,76.461,39.099998,139000,19.166279
2008-10-01,79.223,79.628,76.312,39.040001,100600,19.31221
2008-10-02,80.416,80.416,77.02,38.470001,135000,19.030233
2008-10-03,78.233,78.233,75.019,37.599998,125300,18.599861
2008-10-06,76.777,76.777,72.876,36.869999,197700,18.238754
2008-10-07,77.323,78.314,70.753,35.209999,132300,17.417591
2008-10-08,70.066,71.218,66.831,33.380001,289300,16.512329
2008-10-09,68.105,70.753,66.366,33.639999,428000,16.640947
2008-10-10,65.72,74.594,56.603,28.76,522700,14.226915
2008-10-13,61.191,68.914,61.151,32,357200,15.829675
2008-10-14,69.439,73.341,67.216,35.459999,417700,17.54126
2008-10-15,72.087,72.087,67.013,34.77,621100,17.199924
2008-10-16,67.943,68.226,65.234,32.689999,230200,16.170998
2008-10-17,64.83,66.831,64.143,32.25,278400,15.953348
2008-10-20,67.963,67.963,64.729,32.380001,205400,16.017656
2008-10-21,65.881,65.881,64.709,32.220001,369600,15.938502
2008-10-22,65.275,65.275,63.819,31.57,192300,15.616961
2008-10-23,63.779,64.689,63.233,31.85,334400,15.755471
2008-10-24,61.394,64.486,61.151,30.799999,205000,15.236058
2008-10-27,62.364,64.183,62.263,31.48,198400,15.572433
2008-10-28,63.476,64.264,62.768,31.43,166900,15.547709
2008-10-29,62.991,64.264,62.162,31.469999,368600,15.567497
2008-10-30,63.557,64.183,63.193,31.6,187500,15.631806
2008-10-31,63.738,63.981,63.213,31.35,202600,15.508141
2008-11-03,63.3,63.64,59.064,31.700001,246800,15.864976
2008-11-04,64.439,64.439,62.921,31.65,446300,15.839943
2008-11-05,63.7,63.7,62.941,31.780001,312700,15.905009
2008-11-06,63.42,63.84,63.28,31.950001,183700,15.990087
2008-11-07,64.319,64.319,63.34,31.85,148600,15.940043
2008-11-10,63.46,63.94,62.301,31.65,164200,15.839943
2008-11-11,63.54,64.439,62.941,31.84,236000,15.935033
2008-11-12,63.56,63.62,61.961,31.27,200300,15.649771
2008-11-13,62.821,62.821,61.622,31.15,221300,15.589709
2008-11-14,62.321,62.361,61.542,30.799999,159700,15.414542
2008-11-17,61.362,61.362,60.203,30.43,126000,15.229368
2008-11-18,60.443,60.443,58.645,29.5,242400,14.763934
2008-11-19,58.944,58.944,56.647,28.51,169500,14.268463
2008-11-20,57.086,57.086,54.948,27.5,291900,13.762989
2008-11-21,56.507,56.706,52.95,27.200001,280200,13.612845
2008-11-24,56.127,56.627,54.848,27.780001,214600,13.903111
2008-11-25,56.087,56.327,55.148,28.059999,231000,14.043245
2008-11-26,56.067,57.646,55.947,28.83,247700,14.428611
2008-11-28,56.567,57.626,55.787,28.389999,161800,14.208407
2008-12-01,55.524,55.642,54.36,27.799999,169700,14.099367
2008-12-02,54.38,55.997,54.38,27.85,203200,14.124727
2008-12-03,54.695,54.952,54.222,27.85,168300,14.124727
2008-12-04,54.557,54.557,53.749,27.59,225700,13.99286
2008-12-05,54.104,54.439,53.67,27.610001,243900,14.003003
2008-12-08,53.749,55.464,53.631,28.049999,510700,14.226158
2008-12-09,54.696,55.208,54.143,27.790001,241800,14.09429
2008-12-10,54.853,54.912,54.242,27.67,252200,14.033438
2008-12-11,54.577,54.597,53.631,27.34,203500,13.866065
2008-12-12,53.591,53.769,53.236,27,174700,13.693635
2008-12-15,53.394,53.828,53.276,27.139999,200400,13.764632
2008-12-16,55.386,56.391,53.236,28.09,626000,14.246446
2008-12-17,54.814,55.563,54.498,27.889999,618100,14.145007
2008-12-18,55.248,58.126,55.248,29,2171200,14.707967
2008-12-19,57.338,57.614,56.214,28.9,992200,14.657264
2008-12-22,57.042,58.481,56.983,29.110001,771600,14.763764
2008-12-23,57.614,58.245,57.377,29.290001,837600,14.85505
2008-12-24,57.988,62.03,57.85,31.459999,657200,15.955611
2008-12-26,61.695,63.825,60.335,31.860001,452300,16.158484
2008-12-29,59.632,61.113,58.716,30.719999,595300,15.763866
2008-12-30,59.301,61.951,59.047,30.959999,785100,15.887033
2008-12-31,60.314,63.12,60.314,32.389999,732100,16.620829
2009-01-02,61.074,64.348,61.074,31.889999,775700,16.36425
2009-01-05,61.698,66.063,61.503,33,2391100,16.933846
2009-01-06,65.225,66.238,64.348,33.669998,1024500,17.277651
2009-01-07,64.796,65.05,63.042,32.669998,762800,16.764509
2009-01-08,63.491,64.777,61.873,32.25,869400,16.548983
2009-01-09,62.809,64.212,62.809,32.740002,450900,16.800432
2009-01-12,64.562,65.342,62.945,32.66,1255900,16.759371
2009-01-13,63.822,64.114,63.14,32.880001,796100,16.872271
2009-01-14,62.711,62.886,59.983,31.299999,899500,16.061502
2009-01-15,61.503,61.561,59.632,31.389999,460200,16.107677
2009-01-16,61.99,63.159,60.528,32.290001,990000,16.569517
2009-01-20,62.458,62.516,60.217,30.9,846000,15.856237
2009-01-21,61.055,61.23,60.412,31.35,1428300,16.087151
2009-01-22,61.055,62.146,60.47,31.620001,829500,16.225712
2009-01-23,60.899,61.23,60.509,31.379999,1046500,16.102549
2009-01-26,60.899,62.048,60.782,31.82,748700,16.328337
2009-01-27,61.815,62.146,61.444,31.780001,946600,16.307804
2009-01-28,62.146,63.919,62.087,32.610001,1517500,16.733719
2009-01-29,63.237,63.315,62.126,32,549300,16.420698
2009-01-30,62.321,62.594,61.639,31.879999,508000,16.359116
2009-02-02,60.296,60.296,59.313,30.92,478100,16.045675
2009-02-03,59.795,60.142,59.352,31.200001,491400,16.190983
2009-02-04,60.065,60.411,59.352,31.059999,369100,16.11833
2009-02-05,60.065,60.219,59.39,30.93,452800,16.050865
2009-02-06,60.065,60.662,59.467,31.48,612100,16.336287
2009-02-09,60.488,60.681,59.987,31.41,486900,16.299959
2009-02-10,60.585,61.028,59.814,31.139999,652900,16.159845
2009-02-11,60.527,60.527,59.833,31.24,375900,16.211746
2009-02-12,60.315,60.315,59.159,31.09,409300,16.1339
2009-02-13,60.026,60.084,59.486,31.139999,429500,16.159845
2009-02-17,59.602,59.66,57.559,30.1,1300900,15.620148
2009-02-18,58.658,59.236,55.71,29.540001,1253000,15.329537
2009-02-19,57.193,58.388,57.174,29.719999,535400,15.422954
2009-02-20,57.078,57.694,56.191,29.879999,682800,15.505978
2009-02-23,57.54,57.54,54.862,28.530001,658800,14.805408
2009-02-24,55.401,57.29,54.977,29.700001,841700,15.412568
2009-02-25,57.058,57.058,55.478,28.9,940300,14.997418
2009-02-26,55.999,56.365,54.919,28.52,478200,14.80022
2009-02-27,54.977,55.074,54.457,28.309999,734200,14.691237
2009-03-02,53.104,53.104,51.224,27.209999,803400,14.326373
2009-03-03,51.395,52.914,50.901,27.209999,780300,14.326373
2009-03-04,51.68,52.667,50.92,26.98,640700,14.205267
2009-03-05,51.509,51.851,49.401,26.280001,1031300,13.836716
2009-03-06,49.553,50.616,49.382,26.290001,509200,13.841985
2009-03-09,49.837,49.951,48.527,25.85,549300,13.61032
2009-03-10,49.837,50.92,49.249,26.799999,1261500,14.110502
2009-03-11,51.642,52.231,50.92,27.33,666600,14.389549
2009-03-12,52.003,53.161,51.699,27.889999,811400,14.684394
2009-03-13,52.591,53.579,52.591,28.129999,720500,14.810753
2009-03-16,53.769,54.434,53.56,28.360001,808000,14.931849
2009-03-17,53.864,54.548,53.408,28.57,803100,15.042425
2009-03-18,54.035,55.08,53.389,28.85,1094500,15.189844
2009-03-19,54.985,55.345,54.339,28.76,514900,15.142457
2009-03-20,54.909,55.554,54.358,29.25,608600,15.400448
2009-03-23,55.345,56.352,55.307,29.66,921300,15.616325
2009-03-24,56.181,56.485,55.364,29.299999,505900,15.42677
2009-03-25,56.01,56.333,55.839,29.5,587800,15.532079
2009-03-26,56.504,56.903,56.257,29.620001,1246000,15.595256
2009-03-27,56.352,56.732,56.2,29.73,531700,15.653174
2009-03-30,56.409,56.428,54.776,28.92,733200,15.2267
2009-03-31,55.421,56.58,55.08,29.440001,627000,15.50049
2009-04-01,54.234,54.234,53.411,28.870001,525200,15.437402
2009-04-02,54.384,55.58,54.234,29.66,1054900,15.859819
2009-04-03,55.487,56.572,54.982,30.15,1799100,16.121832
2009-04-06,56.048,56.403,55.73,29.969999,662800,16.025585
2009-04-07,56.011,56.347,55.412,29.9,930500,15.98816
2009-04-08,55.954,56.141,55.169,29.9,560900,15.98816
2009-04-09,56.983,57.32,56.385,30.42,1663400,16.266209
2009-04-13,57.077,58.273,56.572,30.74,621000,16.437321
2009-04-14,57.451,57.675,57.039,30.5,723500,16.30899
2009-04-15,57.75,58.442,57.226,31.25,740100,16.710032
2009-04-16,58.591,60.069,58.273,32.09,1122400,17.159191
2009-04-17,59.844,61.509,59.844,32.740002,871600,17.506767
2009-04-20,60.817,60.817,57.787,31.209999,1400600,16.688637
2009-04-21,57.955,59.657,57.076,31.860001,895100,17.036211
2009-04-22,58.816,60.069,58.517,31.85,959600,17.030859
2009-04-23,59.601,59.957,58.947,31.809999,616400,17.00947
2009-04-24,59.826,60.087,59.395,32.080002,459100,17.153852
2009-04-27,59.882,59.882,59.395,31.93,638900,17.073641
2009-04-28,59.844,60.181,59.358,32.040001,512700,17.132454
2009-04-29,60.256,61.434,60.031,32.470001,861300,17.362379
2009-04-30,61.958,62.257,61.453,33.110001,969100,17.704613
2009-05-01,60.891,61.002,60.06,33,832600,17.868132
2009-05-04,60.799,61.353,60.319,32.900002,1037100,17.813986
2009-05-05,60.559,61.593,60.559,33.299999,1069400,18.030563
2009-05-06,61.611,62.332,61.316,33.5,1301000,18.138853
2009-05-07,62.295,62.756,60.706,32.959999,1637000,17.846466
2009-05-08,62.332,63.44,61.722,33.419998,2290400,18.095545
2009-05-11,64.252,65.028,62.701,34.209999,2444600,18.5233
2009-05-12,62.978,63.07,62.147,34.110001,1005900,18.469156
2009-05-13,62.609,62.627,61.316,33.41,1112100,18.090132
2009-05-14,61.851,62.258,61.26,33.599998,655400,18.192999
2009-05-15,61.962,62.055,60.596,32.950001,1036400,17.841063
2009-05-18,61.851,62.849,61.168,33.540001,947000,18.160509
2009-05-19,62.11,62.978,61.87,34.099998,1425500,18.463722
2009-05-20,63.015,63.643,62.83,34.380001,1493200,18.615341
2009-05-21,63.089,63.384,62.258,33.91,854100,18.360867
2009-05-22,63.274,64.012,62.535,34.650002,754500,18.761536
2009-05-26,63.477,63.957,62.904,34.41,827500,18.631578
2009-05-27,63.846,64.456,63.514,34.41,1087200,18.631578
2009-05-28,63.938,64.4,63.661,34.860001,881600,18.87524
2009-05-29,64.437,64.659,64.215,35,946000,18.951038
2009-06-01,63.573,64.504,63.244,35.34,1698100,19.361958
2009-06-02,63.883,64.066,63.591,35.07,932200,19.214033
2009-06-03,63.993,64.011,63.427,34.799999,742600,19.066093
2009-06-04,63.956,63.956,63.335,34.919998,875800,19.13184
2009-06-05,64.248,64.339,63.627,35.139999,806900,19.252378
2009-06-08,64.193,64.358,63.774,35.200001,840900,19.285246
2009-06-09,64.412,64.595,64.011,35.380001,947500,19.383873
2009-06-10,64.704,64.869,64.12,35.5,1008500,19.449606
2009-06-11,64.96,65.215,64.613,35.52,1077600,19.460571
2009-06-12,64.814,64.996,64.339,35.610001,620200,19.50988
2009-06-15,64.96,64.96,63.554,34.84,998100,19.088024
2009-06-16,63.755,64.339,62.843,34.900002,1185600,19.120893
2009-06-17,63.445,63.646,62.879,34.5,1384600,18.901737
2009-06-18,62.97,63.701,62.167,34.889999,1189900,19.115406
2009-06-19,63.682,63.938,63.408,35.029999,838800,19.192114
2009-06-22,63.591,63.792,62.624,34.580002,1168600,18.94557
2009-06-23,63.226,63.39,62.751,34.459999,1000800,18.879824
2009-06-24,63.372,63.518,62.97,34.700001,749100,19.011316
2009-06-25,63.189,63.408,62.843,34.619999,799200,18.967478
2009-06-26,63.317,63.591,63.043,34.84,599700,19.088024
2009-06-29,63.554,64.102,63.427,35.119999,933500,19.241419
2009-06-30,64.047,64.248,63.536,35.189999,957900,19.279774
2009-07-01,62.451,62.848,62.108,34.419998,1135100,19.075281
2009-07-02,62.524,62.686,61.17,33.970001,717200,18.825891
2009-07-06,61.351,61.351,60.25,33.66,1237100,18.654085
2009-07-07,60.737,61.152,60.539,33.610001,580800,18.626379
2009-07-08,61.17,61.278,60.286,33.599998,1276000,18.620844
2009-07-09,60.629,61.477,60.466,34,756400,18.84251
2009-07-10,61.206,61.26,60.448,33.639999,749000,18.643009
2009-07-13,60.972,61.459,60.503,33.790001,997000,18.726135
2009-07-14,61.513,61.513,60.827,33.900002,748300,18.787094
2009-07-15,61.351,62.343,61.351,34.5,1073800,19.11961
2009-07-16,62.307,62.704,62.072,34.73,872100,19.247074
2009-07-17,62.469,62.993,62.361,34.889999,1111900,19.335735
2009-07-20,63.281,64.328,62.993,35.389999,1410800,19.612841
2009-07-21,64.292,64.454,63.57,35.389999,1501500,19.612841
2009-07-22,64.021,64.184,63.624,35.490002,1270400,19.668259
2009-07-23,63.967,64.851,63.913,35.700001,1305100,19.784639
2009-07-24,64.599,65.05,64.147,35.970001,1139000,19.934273
2009-07-27,65.104,65.302,64.851,36.099998,1205800,20.006317
2009-07-28,64.959,65.555,64.959,36.150002,1460300,20.034025
2009-07-29,65.573,65.681,65.302,36.259998,1470000,20.094988
2009-07-30,65.862,66.529,65.771,36.75,1351200,20.366541
2009-07-31,66.421,67.233,66.15,37.080002,1887400,20.549425
2009-08-03,65.692,65.87,65.406,36.759998,1372800,20.598179
2009-08-04,65.674,65.71,64.586,36.459999,1701900,20.430067
2009-08-05,65.496,65.496,64.693,36.599998,779400,20.508518
2009-08-06,65.496,65.656,64.8,36.32,872200,20.351624
2009-08-07,65.192,66.388,64.978,37.130001,1198200,20.805502
2009-08-10,66.352,66.37,65.621,36.91,1154200,20.682234
2009-08-11,66.013,66.245,65.478,36.799999,1166500,20.620586
2009-08-12,65.585,65.746,65.353,36.799999,1015600,20.620586
2009-08-13,65.674,65.763,64.8,36.349998,1274500,20.368433
2009-08-14,65.157,65.264,64.693,36.549999,624000,20.480499
2009-08-17,64.853,64.853,63.247,35.599998,1107800,19.948172
2009-08-18,63.622,64.889,63.443,36.09,1486000,20.222748
2009-08-19,64.443,64.728,63.782,36.27,1157300,20.323614
2009-08-20,64.514,64.96,64.282,36.310001,1189500,20.346025
2009-08-21,64.818,65.174,64.532,36.48,914900,20.44128
2009-08-24,65.067,65.371,64.693,36.299999,1400100,20.340422
2009-08-25,64.925,65.103,64.728,36.389999,1035200,20.390846
2009-08-26,65.014,65.121,64.871,36.470001,794600,20.435677
2009-08-27,65.121,65.21,64.746,36.34,1774500,20.362835
2009-08-28,65.067,65.317,64.871,36.599998,1264800,20.508518
2009-08-31,65.282,65.389,64.96,36.639999,1003800,20.530926
2009-09-01,63.912,64.071,63.065,36.080002,1513000,20.43578
2009-09-02,63.736,63.736,62.535,35.48,1372500,20.095953
2009-09-03,62.818,63.118,62.535,35.599998,1318200,20.163912
2009-09-04,63.135,63.806,62.853,36.02,1044200,20.401794
2009-09-08,63.7,64.354,63.7,36.450001,959300,20.645351
2009-09-09,64.442,64.442,63.948,36.23,818800,20.520733
2009-09-10,64.142,65.06,64.142,36.849998,1152600,20.871901
2009-09-11,65.042,65.325,65.024,37,1052400,20.956875
2009-09-14,65.219,65.642,64.972,37.110001,977300,21.019171
2009-09-15,65.907,66.437,65.678,37.619999,1303300,21.308041
2009-09-16,66.896,67.337,66.843,38.080002,1676200,21.56859
2009-09-17,67.443,67.585,66.808,37.990002,1297100,21.517599
2009-09-18,67.143,67.39,66.737,38.040001,1294500,21.545923
2009-09-21,67.161,67.161,66.79,38,786000,21.523264
2009-09-22,67.284,67.461,67.037,38.18,825800,21.625233
2009-09-23,67.39,67.902,67.39,38.34,1111000,21.715839
2009-09-24,67.461,67.955,66.755,37.900002,1398800,21.466627
2009-09-25,66.878,67.726,66.79,38.360001,877800,21.727177
2009-09-28,67.832,68.132,67.655,38.560001,804500,21.84045
2009-09-29,68.008,68.008,67.743,38.5,1080200,21.806473
2009-09-30,68.061,68.061,67.567,38.490002,1243400,21.800808
2009-10-01,66.278,66.505,65.002,37.25,4731700,21.312197
2009-10-02,64.355,65.194,63.359,37.290001,2466800,21.335083
2009-10-05,65.194,65.893,65.002,37.700001,753800,21.569662
2009-10-06,66.068,66.33,65.911,37.779999,1438200,21.615425
2009-10-07,65.945,66.26,65.91,37.84,749100,21.649761
2009-10-08,66.208,66.452,66.068,37.900002,1042000,21.684092
2009-10-09,66.243,66.522,66.155,37.959999,805300,21.71843
2009-10-12,66.505,66.61,66.295,38.029999,671200,21.758467
2009-10-13,66.627,66.627,66.155,38.02,507700,21.75275
2009-10-14,66.749,66.837,66.312,38.220001,1109100,21.867178
2009-10-15,66.837,66.942,66.61,38.23,873600,21.872896
2009-10-16,66.872,66.924,66.522,38.189999,831200,21.850012
2009-10-19,66.872,67.151,66.784,38.419998,822000,21.981598
2009-10-20,67.099,67.291,66.942,38.459999,977600,22.00449
2009-10-21,67.379,67.553,67.239,38.59,878800,22.078869
2009-10-22,67.501,67.641,67.309,38.689999,810700,22.136086
2009-10-23,67.763,67.833,67.466,38.66,926700,22.118916
2009-10-26,67.746,67.833,67.361,38.540001,968900,22.050257
2009-10-27,67.536,67.606,66.942,38.369999,1066400,21.952995
2009-10-28,67.116,67.134,65.736,37.849998,2254200,21.655485
2009-10-29,66.12,67.029,65.98,38.189999,1386000,21.850012
