"Date","TFI.Open","TFI.High","TFI.Low","TFI.Close","TFI.Volume","TFI.Adjusted"
2007-11-08,29.761,29.802,29.694,22.030001,10200,32.569778
2007-11-09,29.761,29.788,29.707,22.01,14300,32.540222
2007-11-12,29.761,29.761,29.653,21.959999,6400,32.466293
2007-11-13,29.707,30.14,29.626,21.99,23600,32.510647
2007-11-14,29.748,30.086,29.748,22.040001,16700,32.584564
2007-11-15,29.815,29.856,29.788,22.07,14000,32.62891
2007-11-16,29.897,30.032,29.829,22.1,32700,32.673267
2007-11-19,29.883,29.991,29.788,22.17,9300,32.776756
2007-11-20,29.883,30.262,29.761,22.09,17000,32.658489
2007-11-21,30.005,30.005,29.951,22.15,16900,32.747162
2007-11-23,29.964,29.991,29.964,22.17,2800,32.776756
2007-11-26,30.086,30.194,30.032,22.32,17400,32.998501
2007-11-27,30.208,30.208,29.991,22.209999,26100,32.835888
2007-11-28,30.1,31.98,29.897,22.200001,18900,32.821098
2007-11-29,30.167,30.492,30.032,22.32,27700,32.998501
2007-11-30,30.059,30.072,30.018,22.190001,7800,32.806347
2007-12-03,30.056,30.056,29.867,22.209999,14100,32.942768
2007-12-04,29.988,30.002,29.867,22.15,17900,32.853794
2007-12-05,30.164,30.164,29.894,22.200001,6600,32.927956
2007-12-06,30.056,30.056,29.854,22.26,26900,33.01693
2007-12-07,30.393,30.393,29.732,22.16,43100,32.868622
2007-12-10,29.867,29.894,29.705,22.139999,13000,32.838943
2007-12-11,29.881,29.988,29.881,22.200001,21800,32.927956
2007-12-12,29.921,30.029,29.84,22.24,100500,32.987278
2007-12-13,29.813,31.809,29.8,22.16,45900,32.868622
2007-12-14,29.813,31.606,29.665,22.15,22800,32.853794
2007-12-17,30.069,30.069,29.678,22.200001,17900,32.927956
2007-12-18,29.921,30.218,29.773,22.219999,53700,32.957626
2007-12-19,29.988,30.083,29.881,22.290001,26200,33.061436
2007-12-20,30.029,30.15,29.975,22.26,15600,33.01693
2007-12-21,29.88,29.988,29.88,22.23,5900,32.972469
2007-12-24,29.894,30.042,29.881,22.26,7200,33.01693
2007-12-26,29.921,30.015,29.759,22.23,14900,32.972469
2007-12-27,29.975,30.042,29.961,22.27,13400,33.03178
2007-12-28,32.308,32.308,29.796,22.27,22200,33.15535
2007-12-31,29.783,29.957,29.783,22.26,14800,33.140472
2008-01-02,30.871,30.871,29.904,22.360001,53500,33.289322
2008-01-03,29.957,30.105,29.89,22.41,19500,33.363781
2008-01-04,30.065,30.266,30.011,22.440001,42600,33.408459
2008-01-07,30.092,30.186,30.024,22.459999,14700,33.438232
2008-01-08,30.172,30.239,30.105,22.51,18800,33.512634
2008-01-09,30.978,30.978,30.092,22.610001,29800,33.661522
2008-01-10,30.374,30.374,30.226,22.58,17400,33.616879
2008-01-11,30.333,30.427,30.307,22.610001,16600,33.661522
2008-01-14,30.32,30.374,30.226,22.610001,34300,33.661522
2008-01-15,30.374,30.521,30.374,22.709999,18200,33.810413
2008-01-16,30.454,30.589,30.401,22.700001,59100,33.795517
2008-01-17,30.414,30.669,30.118,22.83,535900,33.989063
2008-01-18,30.562,30.575,30.427,22.709999,28700,33.810413
2008-01-22,30.401,30.696,30.347,22.85,56000,34.018852
