"Date","TFI.Open","TFI.High","TFI.Low","TFI.Close","TFI.Volume","TFI.Adjusted"
2008-01-23,30.696,30.777,30.602,22.790001,31500,33.929523
2008-01-24,30.656,30.696,30.508,22.73,42000,33.840179
2008-01-25,30.468,30.562,30.293,22.57,22500,33.601986
2008-01-28,30.468,30.468,30.347,22.67,17900,33.75087
2008-01-29,30.307,30.521,30.307,22.66,51800,33.735966
2008-01-30,30.36,30.562,30.038,22.549999,76200,33.572193
2008-01-31,30.253,30.333,30.172,22.57,49300,33.601986
2008-02-01,30.176,30.217,30.016,22.540001,18900,33.642265
2008-02-04,30.136,30.15,29.815,22.450001,35600,33.507946
2008-02-05,30.123,30.337,30.123,22.6,16800,33.731823
2008-02-06,30.257,30.284,30.163,22.59,20100,33.716915
2008-02-07,30.243,30.284,30.016,22.530001,21800,33.62735
2008-02-08,30.136,30.324,30.083,22.620001,45900,33.761677
2008-02-11,30.337,30.391,30.19,22.620001,46900,33.761677
2008-02-12,30.19,30.337,29.895,22.6,48100,33.731823
2008-02-13,30.136,30.217,30.096,22.540001,13900,33.642265
2008-02-14,30.042,30.203,30.029,22.540001,39900,33.642265
2008-02-15,29.908,30.042,29.748,22.370001,40400,33.388546
2008-02-19,29.935,29.962,29.279,22.309999,41200,33.298973
2008-02-20,29.815,29.895,29.667,22.280001,22700,33.254219
2008-02-21,29.788,29.895,29.413,22.200001,32300,33.134815
2008-02-22,29.694,29.815,29.64,22.18,50500,33.104946
2008-02-25,29.6,29.667,29.198,21.9,44500,32.687046
2008-02-26,29.319,29.882,29.212,21.950001,11500,32.761669
2008-02-27,29.279,29.627,29.064,21.709999,57600,32.403458
2008-02-28,28.997,29.037,28.823,21.540001,57200,32.149731
2008-02-29,28.796,28.823,27.456,21.309999,105100,31.806433
2008-03-03,28.541,29.303,28.354,21.780001,106800,32.61507
2008-03-04,29.049,29.57,28.608,21.549999,122700,32.270649
2008-03-05,28.955,29.423,28.902,21.639999,67600,32.40543
2008-03-06,29.076,30.091,28.902,21.940001,1223700,32.85466
2008-03-07,29.263,29.503,29.129,22.040001,167400,33.00441
2008-03-10,29.69,30.184,28.715,22.129999,63900,33.139172
2008-03-11,29.81,29.81,28.782,21.85,140900,32.719898
2008-03-12,29.369,29.864,29.009,21.809999,76100,32.659988
2008-03-13,29.116,29.303,29.009,21.889999,103900,32.779797
2008-03-14,29.116,29.383,28.849,21.83,42100,32.689938
2008-03-17,29.249,29.249,28.875,21.76,73000,32.585121
2008-03-18,29.369,29.543,29.263,22.059999,87500,33.034344
2008-03-19,29.222,29.53,29.009,21.799999,55200,32.645016
2008-03-20,29.169,29.383,28.207,21.83,75200,32.689938
2008-03-24,29.022,29.503,29.022,21.870001,73900,32.74984
2008-03-25,29.062,29.209,29.062,21.809999,43500,32.659988
2008-03-26,29.69,29.69,28.862,21.870001,63600,32.74984
2008-03-27,29.49,29.49,28.942,21.879999,54400,32.764835
2008-03-28,29.623,29.623,29.076,21.889999,45800,32.779797
2008-03-31,29.436,29.436,29.089,21.9,216000,32.794785
2008-04-01,29.31,29.31,28.791,21.82,233900,32.770733
2008-04-02,29.044,29.097,28.591,21.780001,60200,32.710659
2008-04-03,29.217,29.656,28.871,21.74,83100,32.65062
2008-04-04,29.15,29.217,29.044,21.9,364000,32.890865
2008-04-07,29.257,29.31,29.084,21.940001,56400,32.95097
2008-04-08,29.27,29.297,28.991,21.9,77300,32.890865
2008-04-09,29.297,29.43,29.217,22.09,56300,33.176243
2008-04-10,29.31,29.616,29.31,22.15,76000,33.266361
2008-04-11,29.297,29.523,29.297,22.16,36800,33.281364
2008-04-14,29.51,29.67,29.417,22.280001,90000,33.461594
2008-04-15,29.577,29.63,29.47,22.200001,30200,33.34145
2008-04-16,29.59,29.683,29.47,22.209999,36400,33.356464
2008-04-17,29.75,29.75,29.457,22.18,45900,33.311401
2008-04-18,29.443,29.55,29.377,22.18,43200,33.311401
2008-04-21,29.51,29.523,29.417,22.17,47200,33.296394
2008-04-22,29.51,29.55,29.483,22.18,49000,33.311401
2008-04-23,29.643,29.643,29.457,22.139999,52900,33.251328
2008-04-24,29.483,29.523,29.31,22.09,58500,33.176243
2008-04-25,29.417,29.417,29.177,21.950001,66600,32.966019
2008-04-28,29.39,29.763,29.244,22.02,40700,33.071102
2008-04-29,29.497,29.497,29.23,22.01,69200,33.056099
2008-04-30,29.43,29.457,29.31,22.09,45200,33.176243
2008-05-01,29.256,29.296,29.017,21.950001,166900,33.072285
2008-05-02,29.176,29.322,29.017,22.09,53600,33.283218
2008-05-05,29.415,29.415,29.163,22.030001,54900,33.19281
2008-05-06,29.269,29.322,29.176,22,53500,33.14761
2008-05-07,29.176,29.216,29.017,21.92,66700,33.027096
2008-05-08,29.269,29.282,29.203,22.02,73900,33.177742
2008-05-09,29.362,29.415,29.243,22.08,55300,33.268158
2008-05-12,29.428,29.521,29.269,22.120001,79000,33.328426
2008-05-13,29.389,29.428,29.309,22.17,36000,33.403744
2008-05-14,29.428,29.428,29.335,22.139999,53400,33.358543
2008-05-15,29.402,29.442,29.362,22.18,41000,33.418816
2008-05-16,29.481,30.185,29.428,22.26,49200,33.539364
2008-05-19,29.614,29.72,29.495,22.33,52700,33.644821
2008-05-20,29.827,29.827,29.428,22.26,86500,33.539364
2008-05-21,29.508,29.574,29.389,22.190001,67700,33.433872
2008-05-22,29.455,29.495,29.282,22.209999,50300,33.464046
2008-05-23,29.389,29.588,29.389,22.25,28000,33.524292
2008-05-27,29.455,29.481,29.349,22.209999,57500,33.464046
2008-05-28,29.468,29.468,29.335,22.18,54100,33.418816
2008-05-29,29.282,29.349,29.229,22.08,46400,33.268158
2008-05-30,29.243,29.362,29.203,22.120001,32200,33.328426
2008-06-02,29.204,29.323,29.178,22.09,23000,33.387375
2008-06-03,29.27,29.31,29.204,22.139999,37600,33.46294
2008-06-04,29.323,29.323,29.217,22.08,60300,33.372257
2008-06-05,29.217,29.323,29.165,22.110001,42500,33.417603
2008-06-06,29.098,29.35,29.098,22.139999,40800,33.46294
2008-06-09,29.085,29.204,29.059,22.030001,14600,33.296688
2008-06-10,29.165,29.257,29.019,22,58600,33.251328
2008-06-11,29.165,29.178,29.059,21.969999,46700,33.205971
2008-06-12,29.032,29.112,28.887,21.9,54400,33.100208
2008-06-13,29.019,29.019,28.807,21.85,23800,33.024612
2008-06-16,28.754,29.006,28.701,21.84,66500,33.009514
2008-06-17,28.9,28.94,28.741,21.74,42300,32.858372
2008-06-18,28.847,28.887,28.701,21.690001,30200,32.782784
2008-06-19,28.794,28.873,28.648,21.75,39200,32.873486
2008-06-20,28.648,28.688,28.45,21.65,49200,32.722347
2008-06-23,28.622,28.622,27.722,21.1,205700,31.891066
2008-06-24,28.384,28.463,28.212,21.459999,25000,32.435177
2008-06-25,28.344,28.45,28.251,21.469999,22700,32.450279
2008-06-26,28.278,28.582,28.278,21.6,29300,32.64679
2008-06-27,28.596,28.596,28.437,21.58,23100,32.616543
2008-06-30,28.529,28.781,28.529,21.700001,48200,32.797916
2008-07-01,28.464,28.662,28.358,21.68,40000,32.873741
2008-07-02,28.767,28.767,28.556,21.690001,41000,32.888878
2008-07-03,28.793,28.793,28.569,21.74,26400,32.964703
2008-07-07,28.939,28.939,28.767,21.809999,40000,33.070843
2008-07-08,28.846,28.886,28.688,21.82,14000,33.086025
2008-07-09,28.899,28.939,28.78,21.940001,17100,33.267967
2008-07-10,28.939,28.939,28.728,21.92,32700,33.237659
2008-07-11,28.939,28.939,28.648,21.809999,19900,33.070843
2008-07-14,28.952,29.558,28.53,21.9,79900,33.207325
2008-07-15,28.833,29.018,28.833,21.99,44400,33.343796
2008-07-16,28.952,28.991,28.873,21.950001,20100,33.283127
2008-07-17,28.978,28.978,28.714,21.860001,19500,33.146656
2008-07-18,28.886,28.886,28.556,21.700001,19300,32.904064
2008-07-21,28.582,28.793,28.582,21.799999,11300,33.055664
2008-07-22,28.807,28.807,28.464,21.76,35800,32.995041
2008-07-23,28.596,28.635,28.477,21.6,27900,32.752434
2008-07-24,28.516,28.609,28.345,21.65,19100,32.828224
2008-07-25,28.543,28.596,28.371,21.629999,12200,32.797913
2008-07-28,28.543,28.622,28.424,21.65,24900,32.828224
2008-07-29,28.622,28.662,28.517,21.73,20800,32.949528
2008-07-30,28.596,28.688,28.49,21.719999,53600,32.934372
2008-07-31,28.675,28.675,28.569,21.73,24400,32.949528
2008-08-01,26.346,28.568,26.346,21.709999,14600,33.027134
2008-08-04,28.476,28.607,28.239,21.709999,31200,33.027134
2008-08-05,28.634,28.634,28.436,21.700001,43300,33.011917
2008-08-06,28.542,28.621,28.463,21.77,64300,33.118408
2008-08-07,28.555,28.621,28.489,21.74,42800,33.072773
2008-08-08,28.621,28.686,28.502,21.790001,21100,33.148834
2008-08-11,28.686,28.699,28.542,21.75,29900,33.087978
2008-08-12,28.621,28.726,28.555,21.809999,83300,33.17926
2008-08-13,28.634,28.87,28.502,21.85,60500,33.240101
2008-08-14,28.699,28.805,28.699,21.879999,25700,33.28574
2008-08-15,28.778,28.883,28.726,21.950001,41800,33.392227
2008-08-18,28.989,29.002,28.805,21.91,44500,33.331383
2008-08-19,28.989,29.081,28.844,22.120001,87100,33.650837
2008-08-20,29.002,29.041,28.883,22.08,22600,33.590004
2008-08-21,29.002,29.015,28.923,22.040001,17000,33.529171
2008-08-22,28.975,29.081,28.936,22.110001,137400,33.635632
2008-08-25,29.015,29.054,28.936,22.1,44700,33.620441
2008-08-26,29.028,29.067,28.936,22.1,65400,33.620441
2008-08-27,28.962,28.989,28.936,22.040001,23900,33.529171
2008-08-28,28.949,28.975,28.91,22,46900,33.468288
2008-08-29,28.989,29.028,28.883,22,42900,33.468288
2008-09-02,28.751,28.83,28.476,21.940001,33500,33.485085
2008-09-03,28.816,28.908,28.738,22.040001,33900,33.637722
2008-09-04,28.895,28.987,28.436,21.969999,95400,33.530891
2008-09-05,28.816,29.026,28.816,22.139999,56700,33.790325
2008-09-08,28.974,29.092,28.633,22.129999,21200,33.775066
2008-09-09,28.987,29.157,28.895,22.25,32700,33.958225
2008-09-10,29.052,29.157,28.856,22.16,49900,33.820858
2008-09-11,28.974,29.17,28.974,22.190001,35200,33.866619
2008-09-12,29.118,29.157,28.908,22.15,57200,33.805588
2008-09-15,28.581,29.341,28.567,22.389999,67300,34.171883
2008-09-16,28.581,28.895,28.581,22.049999,58800,33.652969
2008-09-17,28.712,28.83,26.772,20.51,116200,31.30261
2008-09-18,27.126,28.305,27.126,21.35,88800,32.584629
2008-09-19,28.266,29.354,27.06,21.6,107800,32.966183
2008-09-22,29.249,29.249,27.467,21.07,57900,32.157299
2008-09-23,27.663,28.253,27.336,21.02,36500,32.080967
2008-09-24,27.611,28.122,26.536,21,42700,32.050434
2008-09-25,27.48,27.899,27.191,20.75,50200,31.668907
2008-09-26,26.746,27.965,26.733,21.24,40100,32.416737
2008-09-29,27.296,27.454,25.291,20.559999,125400,31.378916
2008-09-30,26.785,27.205,26.576,20.629999,34500,31.485752
2008-10-01,26.706,27.072,26.641,20.540001,57100,31.456659
2008-10-02,27.659,28.208,26.915,20.879999,56100,31.977345
2008-10-03,27.516,28.195,27.059,20.98,110200,32.130508
2008-10-06,26.719,27.96,26.719,21.35,162700,32.697151
2008-10-07,27.411,27.477,26.915,20.610001,75300,31.563856
2008-10-08,27.49,27.62,26.445,20.25,71800,31.012541
2008-10-09,27.176,27.176,26.014,20.200001,66700,30.935957
2008-10-10,26.027,26.38,25.152,19.74,48800,30.231464
2008-10-13,25.283,25.857,22.201,19.799999,90800,30.323362
2008-10-14,26.027,26.393,25.244,19.5,64600,29.863918
2008-10-15,25.779,25.779,24.238,19.5,62400,29.863918
2008-10-16,25.374,25.792,24.617,18.940001,26300,29.006285
2008-10-17,25.466,25.466,24.643,19.290001,59600,29.542297
2008-10-20,25.518,25.635,25.257,19.559999,49500,29.955793
2008-10-21,25.361,26.118,25.361,19.98,134000,30.599014
2008-10-22,26.367,26.758,26.079,20.049999,42100,30.706215
2008-10-23,27.02,27.033,26.536,20.65,149100,31.625111
2008-10-24,26.954,27.333,26.628,20.73,43200,31.747623
2008-10-27,27.085,27.359,26.236,20.5,75700,31.395399
2008-10-28,27.229,27.229,26.38,20.309999,88100,31.104403
2008-10-29,27.072,27.072,26.21,20.549999,99100,31.471975
2008-10-30,26.967,27.033,26.536,20.68,55000,31.671062
2008-10-31,27.059,27.189,26.484,20.77,297000,31.808886
2008-11-03,27.173,27.173,26.692,20.790001,33400,31.950289
2008-11-04,27.069,27.147,26.705,20.559999,79600,31.596819
2008-11-05,26.861,27.186,26.861,20.799999,48400,31.965654
2008-11-06,27.199,27.29,26.887,20.940001,56800,32.180809
2008-11-07,26.991,27.486,26.991,20.879999,88700,32.088585
2008-11-10,27.381,27.525,27.212,20.91,42300,32.134712
2008-11-11,27.394,27.538,27.368,21.139999,55300,32.488167
2008-11-12,27.394,27.564,27.134,21.15,108900,32.503532
2008-11-13,27.512,27.538,27.264,21.08,52800,32.395962
2008-11-14,27.316,27.72,27.316,21.190001,154500,32.564999
2008-11-17,27.577,27.668,27.355,21.23,74000,32.626461
2008-11-18,27.603,27.694,27.446,21.27,30600,32.687946
2008-11-19,27.642,27.655,27.472,21.110001,40500,32.442055
2008-11-20,27.668,27.668,27.264,20.959999,83600,32.211529
2008-11-21,27.472,27.59,27.381,21.040001,62800,32.334488
2008-11-24,27.147,27.472,27.069,20.98,100100,32.242271
2008-11-25,27.342,27.368,27.147,20.98,57600,32.242271
2008-11-26,27.486,27.499,26.952,20.9,73600,32.119324
2008-11-28,27.29,27.616,26.731,21.030001,11200,32.319134
2008-12-01,27.107,27.172,26.9,20.84,62600,32.13562
2008-12-02,27.12,27.12,26.848,20.780001,70800,32.043079
2008-12-03,27.043,27.094,26.563,20.809999,102700,32.089359
2008-12-04,26.822,26.9,26.264,20.620001,92500,31.796377
2008-12-05,26.744,26.744,26.29,20.59,61000,31.750107
2008-12-08,26.614,26.627,26.161,20.17,74000,31.102486
2008-12-09,26.459,26.459,26.083,20.25,55300,31.22583
2008-12-10,26.342,26.394,26.199,20.32,78800,31.333754
2008-12-11,26.187,26.394,26.187,20.299999,118300,31.302919
2008-12-12,26.238,26.251,25.953,20.040001,96300,30.901987
2008-12-15,26.135,26.225,25.81,19.9,103200,30.686127
2008-12-16,25.875,26.148,25.797,19.950001,230400,30.763203
2008-12-17,26.07,26.666,25.927,20.530001,185700,31.657576
2008-12-18,26.796,27.081,26.355,20.870001,268600,32.181904
2008-12-19,27.146,27.315,26.939,21,124100,32.382336
2008-12-22,27.237,27.445,27.055,21.07,157100,32.490288
2008-12-23,27.38,27.484,27.03,21.190001,129500,32.675304
2008-12-24,27.367,27.795,27.367,21.290001,103900,32.829514
2008-12-26,27.95,27.95,27.367,21.43,128900,33.045406
2008-12-29,27.608,27.75,27.376,21.450001,113800,33.190868
2008-12-30,27.634,27.712,27.479,21.389999,92500,33.098015
2008-12-31,27.582,27.725,27.376,21.42,128400,33.144417
2009-01-02,27.634,27.841,27.466,21.26,62900,32.896832
2009-01-05,27.738,27.854,27.505,21.549999,100500,33.345592
2009-01-06,27.789,27.789,27.557,21.35,85500,33.036121
2009-01-07,27.751,28.112,27.686,21.48,108600,33.237267
2009-01-08,27.919,28.177,27.88,21.799999,52800,33.732445
2009-01-09,28.28,28.384,28.099,21.959999,134200,33.980007
2009-01-12,28.436,28.526,28.164,21.9,283400,33.887173
2009-01-13,28.306,28.642,28.268,22.16,57600,34.289482
2009-01-14,28.746,28.888,28.487,22.309999,106900,34.521595
2009-01-15,28.94,28.94,28.591,22.35,42800,34.583473
2009-01-16,28.849,28.849,28.616,22.27,105500,34.459686
2009-01-20,28.823,28.823,28.474,22.139999,110100,34.258537
2009-01-21,28.513,28.513,28.203,21.84,144300,33.794319
2009-01-22,28.293,28.448,28.229,21.940001,213200,33.949066
2009-01-23,28.28,28.332,27.957,21.790001,124100,33.716965
2009-01-26,28.19,28.216,27.88,21.690001,79300,33.562237
2009-01-27,28.087,28.177,27.957,21.799999,71200,33.732445
2009-01-28,28.306,28.397,27.996,21.9,92900,33.887173
2009-01-29,28.293,28.358,28.151,21.92,54000,33.918114
2009-01-30,28.436,28.461,28.229,22,191800,34.041912
2009-02-02,28.323,28.362,27.975,21.91,129900,34.006214
2009-02-03,28.22,28.31,28.027,21.940001,95300,34.05278
2009-02-04,28.22,28.465,28.194,21.879999,58500,33.959641
2009-02-05,28.388,28.645,28.285,22.190001,115900,34.440788
2009-02-06,28.736,28.736,28.413,22.049999,42200,34.223499
2009-02-09,28.581,28.607,28.375,22.139999,62500,34.363182
2009-02-10,28.568,28.607,28.529,22.200001,53900,34.456322
2009-02-11,28.658,28.71,28.529,22.24,42500,34.518394
2009-02-12,28.658,28.736,28.632,22.26,90700,34.549438
2009-02-13,28.723,28.748,28.645,22.299999,45400,34.6115
2009-02-17,28.736,28.748,28.581,22.25,58300,34.533913
2009-02-18,28.658,28.658,28.542,22.190001,126700,34.440788
2009-02-19,28.594,28.697,28.504,22.16,165300,34.394245
2009-02-20,28.555,28.594,28.336,22.1,111500,34.301117
2009-02-23,28.452,28.478,28.246,22.02,90900,34.176926
2009-02-24,28.349,28.388,28.233,21.950001,76700,34.068306
2009-02-25,28.272,28.388,28.272,21.98,92400,34.114845
2009-02-26,28.349,28.362,28.181,21.959999,97500,34.08379
2009-02-27,28.323,28.362,28.207,21.93,74200,34.037243
2009-03-02,28.14,28.166,27.883,21.74,153900,33.853485
2009-03-03,27.909,28.089,27.819,21.719999,255400,33.822353
2009-03-04,27.986,27.986,27.716,21.59,77500,33.619907
2009-03-05,27.678,27.922,27.678,21.709999,77100,33.806774
2009-03-06,27.909,27.935,27.755,21.719999,50400,33.822353
2009-03-09,27.871,27.922,27.755,21.610001,100200,33.651058
2009-03-10,27.832,27.871,27.716,21.700001,92000,33.79121
2009-03-11,27.922,27.973,27.691,21.6,111600,33.635487
2009-03-12,27.806,27.858,27.678,21.59,93300,33.619907
2009-03-13,27.832,27.883,27.691,21.67,88200,33.74448
2009-03-16,27.845,27.845,27.742,21.66,70500,33.72892
2009-03-17,27.729,27.858,27.549,21.52,84600,33.510899
2009-03-18,27.588,27.742,27.447,21.549999,92800,33.557621
2009-03-19,27.832,28.513,27.768,21.950001,97800,34.180534
2009-03-20,28.14,28.14,28.012,21.879999,69500,34.071514
2009-03-23,28.089,28.102,27.883,21.799999,113000,33.946915
2009-03-24,28.063,28.089,27.909,21.860001,118000,34.040337
2009-03-25,28.115,28.115,27.948,21.82,116500,33.978085
2009-03-26,28.012,28.025,27.845,21.790001,108100,33.931366
2009-03-27,27.973,28.05,27.909,21.82,95200,33.978085
2009-03-30,28.05,28.076,27.948,21.85,98900,34.02478
2009-03-31,28.089,28.384,28.025,22.1,102400,34.414082
2009-04-01,28.011,28.063,27.883,21.9,67300,34.212563
2009-04-02,28.075,28.088,27.883,21.83,79400,34.103226
2009-04-03,28.05,28.075,27.909,21.889999,191900,34.196938
2009-04-06,28.024,28.088,27.935,21.870001,51000,34.165699
2009-04-07,28.05,28.063,27.909,21.91,50500,34.228184
2009-04-08,28.037,28.114,27.999,21.93,86600,34.259438
2009-04-09,28.075,28.075,27.909,21.870001,62400,34.165699
2009-04-13,28.101,28.152,27.986,21.9,121700,34.212563
2009-04-14,27.973,28.165,27.973,21.889999,106100,34.196938
2009-04-15,28.101,28.28,28.075,22.09,98500,34.509411
2009-04-16,28.255,28.524,28.255,22.27,199400,34.790577
2009-04-17,28.472,28.549,28.421,22.27,115000,34.790577
2009-04-20,28.613,28.664,28.421,22.379999,119000,34.962429
2009-04-21,28.716,28.792,28.524,22.49,72700,35.134285
2009-04-22,28.613,28.792,28.613,22.450001,88100,35.071789
2009-04-23,28.703,28.805,28.421,22.26,155500,34.774963
2009-04-24,28.472,28.716,28.434,22.389999,76800,34.978043
2009-04-27,28.69,28.69,28.549,22.33,144200,34.884323
2009-04-28,28.626,28.639,28.472,22.360001,68800,34.931187
2009-04-29,28.588,28.613,28.447,22.32,67500,34.868675
2009-04-30,28.575,28.626,28.447,22.290001,85000,34.821831
2009-05-01,28.343,28.356,28.229,22.18,55100,34.760708
2009-05-04,28.343,28.433,28.229,22.15,83800,34.713684
2009-05-05,28.28,28.356,28.267,22.190001,107200,34.776371
2009-05-06,28.292,28.394,28.19,22.25,74800,34.870419
2009-05-07,28.356,28.471,28.254,22.26,71100,34.886059
2009-05-08,28.407,29.096,28.203,22.129999,110800,34.682339
2009-05-11,28.484,28.497,28.331,22.280001,75700,34.917427
2009-05-12,28.522,28.522,28.458,22.35,60300,35.027145
2009-05-13,28.535,28.586,28.394,22.389999,69100,35.089828
2009-05-14,28.586,28.637,28.484,22.43,60100,35.152519
2009-05-15,28.637,28.65,28.535,22.450001,90300,35.183857
2009-05-18,28.713,28.713,28.216,22.35,111600,35.027145
2009-05-19,28.662,28.688,28.535,22.4,148900,35.10548
2009-05-20,28.624,28.816,28.573,22.57,122100,35.371933
2009-05-21,28.739,28.867,28.739,22.57,97000,35.371933
2009-05-22,28.841,28.918,28.65,22.549999,58200,35.340565
2009-05-26,28.816,28.816,28.65,22.450001,42300,35.183857
2009-05-27,28.599,28.701,28.497,22.440001,65700,35.168179
2009-05-28,28.65,28.65,28.394,22.280001,63500,34.917427
2009-05-29,28.484,28.497,28.305,22.299999,1e+05,34.94878
2009-06-01,28.305,28.356,28.051,22.049999,72100,34.665783
2009-06-02,28.267,28.267,28,22.02,103900,34.618641
2009-06-03,28.153,28.216,28.051,22.09,82900,34.728676
2009-06-04,28.178,28.191,28.076,22.139999,65600,34.807289
2009-06-05,28.178,28.178,27.987,22.030001,102600,34.634331
2009-06-08,28.038,28.102,27.987,22.059999,48600,34.681511
2009-06-09,28.025,28.064,27.835,22,106000,34.587162
2009-06-10,27.924,27.962,27.682,21.860001,112000,34.367077
2009-06-11,27.682,27.796,27.631,21.790001,76800,34.257042
2009-06-12,27.733,27.809,27.631,21.75,84300,34.194141
2009-06-15,27.784,27.822,27.682,21.82,48200,34.304184
2009-06-16,27.784,27.835,27.682,21.879999,47300,34.398518
2009-06-17,27.822,27.898,27.758,21.93,63600,34.477135
2009-06-18,27.796,27.898,27.733,21.91,151200,34.44569
2009-06-19,27.924,28.382,27.771,21.870001,56800,34.382809
2009-06-22,27.86,27.898,27.758,21.92,56800,34.461411
2009-06-23,27.809,27.936,27.809,21.940001,64300,34.492867
2009-06-24,27.885,27.962,27.72,21.940001,70500,34.492867
2009-06-25,27.809,27.962,27.746,21.969999,78300,34.540001
2009-06-26,27.949,27.962,27.873,21.969999,51600,34.540001
2009-06-29,27.962,28.013,27.873,21.969999,149700,34.540001
2009-06-30,27.936,28.013,27.873,22.02,51600,34.618641
2009-07-01,27.832,27.87,27.629,21.9,541200,34.542908
2009-07-02,27.769,27.858,27.718,21.870001,59700,34.495598
2009-07-06,27.693,27.946,27.693,21.969999,426200,34.653328
2009-07-07,27.87,27.959,27.718,22.040001,94600,34.763737
2009-07-08,27.984,28.048,27.858,22.049999,40600,34.77951
2009-07-09,28.187,28.251,28.061,22.24,60300,35.079174
2009-07-10,28.225,28.276,28.073,22.139999,63100,34.921467
2009-07-13,28.048,28.251,28.048,22.219999,49800,35.047646
2009-07-14,28.289,28.289,28.086,22.280001,82500,35.142281
2009-07-15,28.238,28.238,28.124,22.23,66200,35.063408
2009-07-16,28.073,28.251,28.073,22.25,115200,35.094978
2009-07-17,28.111,28.187,28.099,22.200001,53000,35.016102
2009-07-20,28.149,28.213,28.073,22.24,65600,35.079174
2009-07-21,28.2,28.2,28.124,22.200001,67700,35.016102
2009-07-22,28.213,28.225,28.137,22.25,93700,35.094978
2009-07-23,28.251,28.263,28.149,22.200001,65000,35.016102
2009-07-24,28.2,28.238,28.149,22.24,131000,35.079174
2009-07-27,28.2,28.2,28.086,22.200001,66000,35.016102
2009-07-28,28.073,28.2,28.023,22.18,110900,34.98455
2009-07-29,28.137,28.175,28.048,22.16,85500,34.95303
2009-07-30,28.162,28.251,28.086,22.24,84500,35.079174
2009-07-31,28.213,28.276,28.162,22.290001,104600,35.15807
2009-08-03,28.072,28.11,27.996,22.16,92700,35.064705
2009-08-04,28.098,28.098,28.022,22.23,69500,35.175457
2009-08-05,28.085,28.135,27.996,22.26,76400,35.222958
2009-08-06,28.06,28.199,28.047,22.209999,58200,35.143822
2009-08-07,28.047,28.123,28.022,22.24,153800,35.191292
2009-08-10,28.148,28.148,28.072,22.27,98400,35.23877
2009-08-11,28.06,28.148,28.06,22.25,47400,35.207104
2009-08-12,28.186,28.186,28.06,22.280001,82500,35.254581
2009-08-13,28.098,28.186,28.06,22.299999,60400,35.286236
2009-08-14,28.199,28.224,28.11,22.309999,102900,35.302059
2009-08-17,28.237,28.262,28.173,22.290001,108700,35.270401
2009-08-18,28.249,28.312,28.186,22.389999,71900,35.428635
2009-08-19,28.325,28.363,28.249,22.440001,81700,35.507759
2009-08-20,28.35,28.363,28.312,22.4,74200,35.44445
2009-08-21,28.287,28.388,28.262,22.440001,282800,35.507759
2009-08-24,28.376,28.376,28.3,22.440001,89700,35.507759
2009-08-25,28.376,28.376,28.312,22.42,89200,35.476112
2009-08-26,28.312,28.388,28.312,22.450001,74500,35.523582
2009-08-27,28.3,28.414,28.3,22.48,86400,35.571037
2009-08-28,28.363,28.54,28.338,22.52,96400,35.63435
2009-08-31,28.489,28.489,28.439,22.5,80800,35.602688
2009-09-01,28.313,28.413,28.25,22.540001,87800,35.777313
2009-09-02,28.363,28.514,28.325,22.629999,110300,35.920143
2009-09-03,28.502,28.577,28.439,22.66,89200,35.967777
2009-09-04,28.565,28.577,28.476,22.68,83000,35.999516
2009-09-08,28.552,28.59,28.502,22.68,129700,35.999516
2009-09-09,28.514,28.59,28.514,22.690001,91400,36.0154
2009-09-10,28.59,28.716,28.539,22.780001,82400,36.158237
2009-09-11,28.703,28.804,28.64,22.860001,114400,36.285229
2009-09-14,28.791,28.854,28.741,22.879999,86000,36.316967
2009-09-15,28.741,28.817,28.741,22.860001,92800,36.285229
2009-09-16,28.842,28.842,28.741,22.889999,115900,36.332851
2009-09-17,28.779,28.943,28.766,22.959999,114500,36.443966
2009-09-18,28.955,28.98,28.854,23,101300,36.507439
2009-09-21,29.018,29.043,28.98,23.01,56600,36.523342
2009-09-22,29.018,29.106,28.993,23.1,82200,36.666172
2009-09-23,29.119,29.157,29.043,23.139999,66300,36.729671
2009-09-24,29.094,29.182,29.081,23.1,57600,36.666172
2009-09-25,29.195,29.207,29.106,23.18,75900,36.793163
2009-09-28,29.245,29.283,29.182,23.23,67200,36.87252
2009-09-29,29.258,29.295,29.119,23.24,160900,36.88839
2009-09-30,29.27,29.396,29.22,23.24,239700,36.88839
2009-10-01,29.156,29.193,29.03,23.209999,429900,36.953682
2009-10-02,29.143,29.206,29.068,23.17,45200,36.889988
2009-10-05,29.156,29.181,29.055,23.129999,100500,36.826302
2009-10-06,29.08,29.168,29.068,23.18,67700,36.90591
2009-10-07,29.118,29.118,28.93,23.120001,83100,36.810383
2009-10-08,28.992,29.017,28.766,23,100800,36.61932
2009-10-09,28.766,28.892,28.389,22.790001,148800,36.284969
2009-10-12,28.666,28.754,28.54,22.780001,68000,36.269066
2009-10-13,28.553,28.678,28.44,22.66,84800,36.077984
2009-10-14,28.415,28.553,28.013,22.360001,243500,35.600342
2009-10-15,28.025,28.465,27.824,22.66,204500,36.077984
2009-10-16,28.452,28.502,28.276,22.51,152300,35.839176
2009-10-19,28.402,28.477,28.264,22.610001,133000,35.99839
2009-10-20,28.301,28.553,28.276,22.67,162800,36.093899
2009-10-21,28.465,28.477,28.339,22.639999,106400,36.046154
2009-10-22,28.352,28.452,28.352,22.65,109500,36.06208
