"Date","SCHP.Open","SCHP.High","SCHP.Low","SCHP.Close","SCHP.Volume","SCHP.Adjusted"
2011-03-03,55.197,55.229,55.099,50.779999,27300,46.771992
2011-03-04,55.251,55.511,55.207,51.099998,36300,47.06673
2011-03-07,55.414,55.598,55.273,51.09,67000,47.057529
2011-03-08,55.555,55.555,55.435,51.119999,43800,47.085163
2011-03-09,55.577,55.685,55.457,51.23,38400,47.18647
2011-03-10,55.718,55.967,55.631,51.540001,39300,47.472012
2011-03-11,55.967,55.967,55.707,51.380001,66800,47.324631
2011-03-14,55.837,55.935,55.815,51.439999,71800,47.379894
2011-03-15,56.011,56.054,55.891,51.509998,103800,47.444378
2011-03-16,56.185,56.51,56.109,51.82,91900,47.729908
2011-03-17,56.261,56.402,56.185,51.919998,26100,47.822021
2011-03-18,56.217,56.347,56.141,51.860001,64100,47.76675
2011-03-21,56.293,56.293,56.043,51.720001,335900,47.637802
2011-03-22,56.033,56.033,55.902,51.549999,59000,47.481216
2011-03-23,56.109,56.109,55.837,51.459999,55000,47.398319
2011-03-24,55.805,55.935,55.718,51.5,50700,47.435169
2011-03-25,56.011,56.022,55.642,51.290001,51200,47.241741
2011-03-28,55.598,55.772,55.598,51.279999,35700,47.232513
2011-03-29,55.653,55.739,55.533,51.200001,23000,47.15884
2011-03-30,55.62,55.772,55.577,51.360001,35500,47.306217
2011-03-31,55.967,55.967,55.739,51.360001,30000,47.306217
2011-04-01,55.414,55.739,55.317,51.419998,33500,47.490929
2011-04-04,55.761,55.934,55.761,51.610001,41400,47.666424
2011-04-05,55.858,55.869,55.761,51.529999,61500,47.592518
2011-04-06,55.696,55.696,55.447,51.209999,48500,47.296986
2011-04-07,55.512,55.62,55.458,51.349998,29800,47.426273
2011-04-08,55.533,55.728,55.512,51.41,35100,47.481697
2011-04-11,55.761,55.793,55.674,51.43,24700,47.500168
2011-04-12,55.815,56.01,55.75,51.669998,31200,47.721836
2011-04-13,55.902,56.107,55.847,51.799999,44700,47.841896
2011-04-14,56.14,56.216,55.988,51.75,23600,47.795712
2011-04-15,56.248,56.454,56.205,52.07,47300,48.09127
2011-04-18,59.767,59.767,56.259,52.150002,88000,48.165157
2011-04-19,56.389,56.692,56.389,52.330002,63000,48.331398
2011-04-20,56.735,56.735,56.421,52.119999,58900,48.137447
2011-04-21,56.378,56.443,56.27,52.009998,60600,48.035843
2011-04-25,56.443,56.53,56.367,52.16,56100,48.174377
2011-04-26,56.573,56.67,56.519,52.32,49200,48.32217
2011-04-27,56.573,56.573,56.421,52.169998,41200,48.183624
2011-04-28,56.681,56.833,56.616,52.369999,38500,48.368343
2011-04-29,56.714,56.908,56.67,52.5,76000,48.488415
2011-05-02,56.517,56.625,56.452,52.389999,59000,48.536583
2011-05-03,56.614,56.646,56.528,52.459999,37000,48.60144
2011-05-04,56.754,56.862,56.7,52.560001,36000,48.694096
2011-05-05,56.733,56.733,56.56,52.509998,33700,48.647755
2011-05-06,56.452,56.711,56.377,52.439999,40900,48.582912
2011-05-09,56.668,56.765,56.657,52.580002,49000,48.712627
2011-05-10,56.722,56.722,56.539,52.439999,135900,48.582912
2011-05-11,56.593,56.614,56.441,52.32,21600,48.471725
2011-05-12,56.528,56.528,56.29,52.220001,77000,48.379093
2011-05-13,56.269,56.387,56.215,52.220001,28100,48.379093
2011-05-16,56.474,56.474,56.312,52.25,28500,48.406887
2011-05-17,56.29,56.42,56.236,52.27,16400,48.425423
2011-05-18,56.495,56.517,56.333,52.240002,13600,48.397617
2011-05-19,56.269,56.344,56.15,52.119999,23900,48.286442
2011-05-20,56.193,56.258,56.085,52.119999,31500,48.286442
2011-05-23,56.258,56.333,56.247,52.130001,57500,48.295712
2011-05-24,56.409,56.528,56.398,52.369999,15700,48.518063
2011-05-25,56.549,56.582,56.441,52.369999,22800,48.518063
2011-05-26,56.56,56.722,56.56,52.509998,27300,48.647755
2011-05-27,56.647,56.776,56.571,52.549999,74200,48.684807
2011-05-31,56.711,56.733,56.646,52.509998,80100,48.647755
2011-06-01,56.158,56.372,56.158,52.52,31900,48.930988
2011-06-02,56.19,56.276,56.136,52.360001,47300,48.781918
2011-06-03,56.48,56.48,56.136,52.459999,31300,48.875088
2011-06-06,56.222,56.34,56.158,52.470001,24700,48.884399
2011-06-07,56.276,56.383,56.158,52.529999,46900,48.940304
2011-06-08,56.447,56.598,56.383,52.549999,59400,48.958939
2011-06-09,56.598,56.598,56.286,52.459999,28600,48.875088
2011-06-10,56.49,56.49,56.265,52.48,42300,48.893723
2011-06-13,56.286,56.415,56.211,52.450001,43600,48.865772
2011-06-14,56.211,56.233,56.082,52.290001,29300,48.716702
2011-06-15,56.286,56.555,56.243,52.619999,16300,49.024158
2011-06-16,56.469,56.555,56.447,52.59,64400,48.996193
2011-06-17,56.512,56.512,56.19,52.509998,34700,48.921665
2011-06-20,56.544,56.544,56.168,52.43,54500,48.847149
2011-06-21,56.233,56.351,56.222,52.48,33300,48.893723
2011-06-22,56.404,56.404,56.158,52.380001,32900,48.800552
2011-06-23,56.34,56.694,56.34,52.740002,59300,49.135948
2011-06-24,56.684,57.006,56.684,52.93,37600,49.312977
2011-06-27,56.93,56.93,56.651,52.860001,75100,49.247761
2011-06-28,56.694,56.737,56.437,52.650002,26500,49.052109
2011-06-29,56.587,56.619,56.437,52.689999,39700,49.089378
2011-06-30,56.641,56.641,56.19,52.599998,48500,49.00552
2011-07-01,55.925,56.085,55.711,52.360001,55600,49.041111
2011-07-05,56.042,56.074,55.882,52.439999,60400,49.116032
2011-07-06,56.096,56.16,55.989,52.52,34300,49.190975
2011-07-07,56.032,56.128,55.936,52.540001,31300,49.209698
2011-07-08,56.32,56.437,56.277,52.790001,34700,49.443859
2011-07-11,56.651,56.811,56.448,53.099998,55200,49.7342
2011-07-12,56.907,56.907,56.715,53.25,32100,49.874695
2011-07-13,56.822,57.057,56.726,53.439999,29300,50.052647
2011-07-14,56.854,56.95,56.619,53.049999,39900,49.687374
2011-07-15,56.523,56.832,56.491,53.23,61100,49.855972
2011-07-18,57.067,57.067,56.736,53.25,60500,49.874695
2011-07-19,57.025,57.195,56.896,53.52,56400,50.12759
2011-07-20,56.971,56.993,56.811,53.259998,35300,49.884064
2011-07-21,56.726,56.8,56.587,53.139999,27100,49.771683
2011-07-22,57.025,57.025,56.758,53.330002,34900,49.949623
2011-07-25,56.715,57.035,56.683,53.400002,45100,50.01519
2011-07-26,57.089,57.163,57.035,53.439999,105400,50.052647
2011-07-27,56.993,57.163,56.993,53.529999,23300,50.136951
2011-07-28,57.462,57.462,57.185,53.720001,28100,50.314907
2011-07-29,57.58,58.124,57.484,54.34,50400,50.895599
2011-08-01,57.473,57.856,57.409,54.290001,27500,51.094193
2011-08-02,57.749,58.111,57.664,54.669998,91600,51.451817
2011-08-03,58.047,58.408,57.622,54.299999,57600,51.1036
2011-08-04,57.739,58.196,57.558,54.720001,57700,51.498867
2011-08-05,58.036,58.143,57.548,54.16,63400,50.971836
2011-08-08,57.675,58.238,57.601,54.68,67300,51.461239
2011-08-09,58.398,59.343,58.153,55.220001,44800,51.969448
2011-08-10,59.333,59.97,59.205,56.27,96300,52.95763
2011-08-11,59.46,59.46,58.387,55.099998,78800,51.85651
2011-08-12,58.823,59.003,58.748,55.459999,33900,52.19532
2011-08-15,58.684,58.78,58.461,55.040001,84100,51.800037
2011-08-16,58.514,58.77,58.483,55.139999,112000,51.89415
2011-08-17,58.748,58.908,58.557,55.439999,22000,52.176495
2011-08-18,59.428,59.492,58.493,55.099998,59400,51.85651
2011-08-19,58.631,58.95,58.621,55.360001,49000,52.101208
2011-08-22,58.791,58.961,58.695,55.389999,38000,52.129429
2011-08-23,58.706,58.844,58.302,55,36000,51.762394
2011-08-24,58.302,58.302,57.643,54.27,61800,51.075356
2011-08-25,57.771,58.174,57.771,54.709999,24000,51.489464
2011-08-26,58.366,58.461,58.036,54.82,26000,51.592987
2011-08-29,57.834,57.973,57.803,54.470001,34100,51.263584
2011-08-30,58.121,58.27,58.121,54.779999,20800,51.555351
2011-08-31,58.238,58.313,57.93,54.560001,46300,51.348282
2011-09-01,57.879,58.261,57.646,54.939999,23400,51.808475
2011-09-02,58.674,58.717,58.441,55.349998,25300,52.195114
2011-09-06,59.088,59.088,58.324,55.110001,67900,51.968792
2011-09-07,58.346,58.377,58.134,54.84,56400,51.714176
2011-09-08,58.441,58.526,58.24,55.18,32200,52.034801
2011-09-09,58.547,58.696,58.484,55.299999,19400,52.147953
2011-09-12,58.59,58.664,58.441,55.150002,16300,52.006516
2011-09-13,58.43,58.43,58.197,54.889999,25100,51.761322
2011-09-14,58.176,58.176,58.017,54.779999,35200,51.657589
2011-09-15,58.028,58.102,57.943,54.639999,22500,51.525578
2011-09-16,57.932,58.155,57.89,54.799999,53400,51.67646
2011-09-19,58.441,58.441,58.229,54.939999,38000,51.808475
2011-09-20,58.261,58.43,58.197,55.099998,24300,51.959358
2011-09-21,58.537,58.727,58.42,55.18,35500,52.034801
2011-09-22,58.579,58.696,58.356,55.150002,43300,52.006516
2011-09-23,58.399,58.399,57.964,54.799999,42300,51.67646
2011-09-26,58.049,58.091,57.784,54.57,35200,51.45956
2011-09-27,57.625,57.89,57.582,54.57,22900,51.45956
2011-09-28,57.815,57.964,57.731,54.549999,22000,51.440704
2011-09-29,57.9,58.006,57.773,54.48,27200,51.374695
2011-09-30,57.9,57.953,57.667,54.43,37500,51.327553
2011-10-03,57.845,58.216,57.697,54.900002,57700,51.839336
2011-10-04,58.268,58.438,58.067,54.84,31500,51.782673
2011-10-05,58.268,58.279,57.887,54.779999,35300,51.726025
2011-10-06,58.057,58.088,57.887,54.68,32000,51.631588
2011-10-07,57.866,58.004,57.728,54.66,20300,51.612717
2011-10-10,57.824,57.824,57.326,54.32,33400,51.29166
2011-10-11,57.675,57.686,57.538,54.369999,8400,51.338871
2011-10-12,57.315,57.474,57.178,54.169998,43700,51.150024
2011-10-13,57.538,57.591,57.315,54.150002,25200,51.131138
2011-10-14,57.178,57.347,57.104,54.07,24300,51.055599
2011-10-17,57.273,57.559,57.273,54.32,21100,51.29166
2011-10-18,57.633,57.728,57.527,54.389999,28800,51.357758
2011-10-19,57.485,57.834,57.485,54.450001,38600,51.41441
2011-10-20,57.686,57.898,57.517,54.529999,33200,51.489948
2011-10-21,57.76,57.845,57.633,54.459999,20400,51.423855
2011-10-24,57.813,57.813,57.697,54.540001,49700,51.499405
2011-10-25,57.813,58.321,57.813,55.07,23500,51.999855
2011-10-26,58.184,58.353,58.11,54.950001,24500,51.886547
2011-10-27,58.353,58.353,57.781,54.639999,48800,51.593838
2011-10-28,57.972,58.12,57.93,54.84,35400,51.782673
2011-10-31,58.374,58.639,58.374,55.360001,42800,52.273685
2011-11-01,58.776,59.072,58.702,55.869999,47300,52.850719
2011-11-02,58.808,59.146,58.808,55.939999,19400,52.916943
2011-11-03,58.977,59.093,58.797,55.689999,42400,52.680454
2011-11-04,58.819,59.167,58.819,55.900002,23500,52.879101
2011-11-07,59.146,59.548,59.136,56.119999,42200,53.087208
2011-11-08,59.241,59.337,58.935,55.779999,40300,52.765575
2011-11-09,59.252,59.284,58.967,55.810001,34700,52.793957
2011-11-10,58.85,59.041,58.819,55.830002,44200,52.812881
2011-11-11,58.84,58.903,58.776,55.619999,43800,52.614231
2011-11-14,58.935,59.009,58.882,55.799999,37400,52.784512
2011-11-15,58.956,58.977,58.565,55.549999,56200,52.548004
2011-11-16,58.649,58.649,58.512,55.43,20500,52.434505
2011-11-17,58.406,58.597,58.311,55.400002,48100,52.406116
2011-11-18,58.607,58.639,58.512,55.41,27100,52.415577
2011-11-21,58.85,58.85,58.417,55.299999,66100,52.311523
2011-11-22,58.459,58.66,58.375,55.470001,18000,52.47234
2011-11-23,58.554,58.893,58.554,55.669998,32600,52.661522
2011-11-25,58.776,58.787,58.628,55.540001,7600,52.538563
2011-11-28,58.597,58.914,58.597,55.639999,36400,52.633148
2011-11-29,58.829,59.019,58.776,55.619999,33900,52.614231
2011-11-30,58.893,58.945,58.692,55.57,49200,52.56694
2011-12-01,58.514,58.578,58.377,55.450001,92700,52.536617
2011-12-02,58.419,58.757,58.388,55.669998,40900,52.745056
2011-12-05,58.578,58.799,58.472,55.650002,61100,52.726105
2011-12-06,58.588,58.747,58.525,55.509998,38800,52.593456
2011-12-07,58.609,58.63,58.504,55.450001,53200,52.536617
2011-12-08,58.599,58.704,58.419,55.450001,27500,52.536617
2011-12-09,58.546,58.546,58.208,55.169998,36000,52.271317
2011-12-12,58.462,58.609,58.462,55.459999,46400,52.546082
2011-12-13,58.504,58.842,58.451,55.66,25100,52.73558
2011-12-14,58.799,58.831,58.704,55.73,47800,52.801891
2011-12-15,58.715,58.852,58.567,55.57,117400,52.650318
2011-12-16,58.704,58.884,58.673,55.709999,57600,52.782959
2011-12-19,58.768,59.095,58.757,55.959999,25800,53.019817
2011-12-20,58.915,59.053,58.852,55.939999,42400,53.00087
2011-12-21,59.116,59.148,58.81,55.740002,55800,52.811378
2011-12-22,58.937,59.032,58.736,55.669998,48500,52.745056
2011-12-23,58.63,58.725,58.514,55.549999,71700,52.631355
2011-12-27,58.662,58.673,58.43,55.48,120600,52.565044
2011-12-28,58.694,58.799,58.652,55.66,50500,52.73558
2011-12-29,58.725,58.736,58.609,55.610001,85800,52.68821
2011-12-30,58.789,58.842,58.609,55.619999,85300,52.697685
2012-01-03,58.683,59.981,58.493,55.490002,380600,52.57452
2012-01-04,58.683,59.359,58.599,55.669998,107300,52.745056
2012-01-05,58.905,59.01,58.789,55.779999,219700,52.849274
2012-01-06,58.968,59.095,58.958,55.900002,63000,52.962978
2012-01-09,59.042,59.19,59.01,55.950001,98200,53.010349
2012-01-10,59.021,59.063,58.831,55.77,60000,52.839802
2012-01-11,58.873,59.021,58.842,55.860001,64400,52.925076
2012-01-12,58.958,59,58.778,55.830002,55600,52.896656
2012-01-13,59.084,59.169,59.053,55.98,22200,53.038765
2012-01-17,59.127,59.264,59.105,56.119999,53300,53.171417
2012-01-18,59.359,59.38,59.053,56,63600,53.057713
2012-01-19,58.937,59.021,58.799,55.849998,54500,52.9156
2012-01-20,58.915,58.926,58.736,55.700001,48400,52.773479
2012-01-23,58.662,58.694,58.557,55.57,44200,52.650318
2012-01-24,58.725,58.736,58.588,55.630001,24200,52.707161
2012-01-25,58.652,59.412,58.652,56.060001,150400,53.114567
2012-01-26,59.591,59.602,59.369,56.299999,49300,53.341953
2012-01-27,59.623,59.623,59.317,56.380001,103500,53.417751
2012-01-30,59.749,59.813,59.633,56.540001,67100,53.569344
2012-01-31,59.749,59.96,59.749,56.810001,54000,53.82515
2012-02-01,59.855,59.918,59.749,56.77,104100,53.787262
2012-02-02,59.939,60.045,59.876,56.830002,69500,53.844101
2012-02-03,59.633,59.675,59.433,56.380001,88900,53.417751
2012-02-06,59.517,59.76,59.454,56.610001,34600,53.635666
2012-02-07,59.675,59.675,59.475,56.389999,38500,53.427235
2012-02-08,59.57,59.591,59.475,56.389999,55200,53.427235
2012-02-09,59.507,59.507,59.2,56.200001,38900,53.247219
2012-02-10,59.485,59.612,59.338,56.439999,21600,53.474606
2012-02-13,59.58,59.686,59.517,56.540001,51500,53.569344
2012-02-14,59.665,59.76,59.633,56.509998,47300,53.54092
2012-02-15,59.697,59.844,59.697,56.610001,30900,53.635666
2012-02-16,59.728,59.844,59.454,56.48,43700,53.512505
2012-02-17,59.58,59.612,59.38,56.43,47700,53.465115
2012-02-21,59.528,59.602,59.369,56.34,69800,53.379852
2012-02-22,59.57,59.749,59.538,56.610001,49000,53.635666
2012-02-23,59.781,59.834,59.697,56.650002,41100,53.673565
2012-02-24,59.844,59.844,59.728,56.669998,43700,53.692516
2012-02-27,59.929,59.96,59.834,56.75,61900,53.768311
2012-02-28,59.971,60.013,59.823,56.720001,67500,53.739895
2012-02-29,59.929,59.929,59.644,56.540001,61600,53.569344
2012-03-01,59.559,59.58,59.433,56.389999,129000,53.427235
2012-03-02,59.549,59.633,59.433,56.389999,202200,53.427235
2012-03-05,59.57,59.57,59.169,56.110001,95400,53.161942
2012-03-06,59.327,59.517,59.327,56.32,38000,53.360912
2012-03-07,59.538,59.538,59.433,56.41,41700,53.446171
2012-03-08,59.443,59.528,59.38,56.360001,78900,53.3988
2012-03-09,59.475,59.633,59.317,56.5,33200,53.531448
2012-03-12,59.686,59.707,59.612,56.529999,74100,53.559875
2012-03-13,59.654,59.654,59.475,56.360001,42600,53.3988
2012-03-14,59.338,59.338,58.894,55.889999,95600,52.953499
2012-03-15,58.989,59.2,58.958,55.98,47600,53.038765
2012-03-16,58.937,59.148,58.852,56.02,54200,53.07666
2012-03-19,59.116,59.116,58.747,55.799999,108700,52.868229
2012-03-20,58.842,58.958,58.736,55.77,52900,52.839802
2012-03-21,58.884,59.021,58.873,55.880001,34200,52.944023
2012-03-22,59.105,59.105,58.915,55.919998,30400,52.981918
2012-03-23,59.137,59.285,59.116,56.119999,31200,53.171417
2012-03-26,59.169,59.19,58.937,55.93,67900,52.99139
2012-03-27,59.021,59.253,59.021,56.119999,26300,53.171417
2012-03-28,59.158,59.264,59.116,56.09,56300,53.142998
2012-03-29,59.317,59.39,59.243,56.200001,49900,53.247219
2012-03-30,59.317,59.348,58.947,55.950001,50500,53.010349
2012-04-02,59.268,59.31,59.131,56.220001,129800,53.290916
2012-04-03,59.363,59.489,58.878,55.830002,69700,52.921242
2012-04-04,59.025,59.057,58.846,55.849998,41300,52.940201
2012-04-05,59.078,59.078,58.962,55.98,29600,53.063431
2012-04-09,59.479,59.479,59.342,56.27,44700,53.338318
2012-04-10,59.521,59.732,59.479,56.599998,45900,53.651119
2012-04-11,59.595,59.785,59.511,56.639999,318100,53.689034
2012-04-12,59.753,59.795,59.616,56.52,31000,53.575287
2012-04-13,59.859,59.901,59.774,56.75,13900,53.793308
2012-04-16,59.859,59.943,59.838,56.759998,37200,53.802792
2012-04-17,59.838,59.985,59.816,56.860001,34200,53.897575
2012-04-18,59.975,59.975,59.869,56.810001,14600,53.850193
2012-04-19,59.869,59.922,59.774,56.66,16300,53.708004
2012-04-20,59.732,59.911,59.679,56.790001,75700,53.831226
2012-04-23,60.08,60.08,59.985,56.889999,54500,53.926018
2012-04-24,60.027,60.049,59.943,56.860001,19400,53.897575
2012-04-25,59.848,59.964,59.743,56.82,34500,53.859653
2012-04-26,60.059,60.207,60.017,57.07,43900,54.096638
2012-04-27,60.196,60.238,60.101,57.049999,59800,54.077667
2012-04-30,60.228,60.27,60.133,57.029999,109000,54.058716
2012-05-01,60.011,60.011,59.811,56.889999,62000,54.035919
2012-05-02,59.926,59.99,59.916,56.959999,52000,54.102406
2012-05-03,59.916,60,59.874,56.900002,45000,54.045425
2012-05-04,59.947,59.947,59.821,56.939999,41100,54.083416
2012-05-07,59.979,60.021,59.905,56.939999,27000,54.083416
2012-05-08,60.053,60.158,60.053,57.07,445900,54.206902
2012-05-09,60.242,60.263,59.969,56.990002,35900,54.130913
2012-05-10,59.947,60,59.895,56.990002,23000,54.130913
2012-05-11,60.042,60.063,59.969,57.029999,40000,54.168903
2012-05-14,60.105,60.263,60.105,57.240002,71800,54.36837
2012-05-15,60.253,60.39,60.232,57.349998,44000,54.472851
2012-05-16,60.232,60.305,60.2,57.25,38500,54.377869
2012-05-17,60.137,60.611,60.116,57.459999,41300,54.577328
2012-05-18,60.39,60.621,60.39,57.529999,46700,54.643814
2012-05-21,60.642,60.769,60.59,57.639999,67500,54.748295
2012-05-22,60.653,60.653,60.495,57.529999,30300,54.643814
2012-05-23,60.611,60.684,60.548,57.509998,51000,54.624821
2012-05-24,60.527,60.527,60.442,57.439999,32600,54.558331
2012-05-25,60.516,60.516,60.421,57.450001,29600,54.567829
2012-05-29,60.516,60.516,60.337,57.32,38500,54.444363
2012-05-30,60.495,60.705,60.463,57.66,29200,54.767296
2012-05-31,60.832,61.074,60.779,57.939999,76300,55.033249
2012-06-01,60.811,60.968,60.727,58.029999,129400,55.328823
2012-06-04,60.758,60.884,60.674,57.889999,84900,55.195339
2012-06-05,60.716,60.811,60.601,57.830002,39400,55.138134
2012-06-06,60.79,60.79,60.328,57.529999,50100,54.852085
2012-06-07,60.381,60.496,60.276,57.540001,24700,54.861629
2012-06-08,60.569,60.569,60.297,57.549999,50400,54.871159
2012-06-11,60.234,60.475,60.234,57.619999,65400,54.937908
2012-06-12,60.339,60.402,60.202,57.450001,24200,54.775818
2012-06-13,60.307,60.454,60.223,57.549999,28800,54.871159
2012-06-14,60.381,60.402,60.202,57.459999,24700,54.785343
2012-06-15,60.485,60.664,60.485,57.799999,16100,55.109524
2012-06-18,60.748,60.748,60.569,57.860001,41400,55.166733
2012-06-19,60.496,60.611,60.464,57.77,39100,55.080929
2012-06-20,60.517,60.685,60.402,57.669998,49600,54.985569
2012-06-21,60.36,60.433,60.265,57.5,66100,54.823483
2012-06-22,60.087,60.181,59.993,57.200001,40900,54.537453
2012-06-25,60.192,60.297,60.181,57.48,14000,54.804413
2012-06-26,60.171,60.286,60.15,57.369999,25600,54.699539
2012-06-27,60.339,60.339,60.223,57.450001,20100,54.775818
2012-06-28,60.402,60.475,60.276,57.509998,66500,54.833015
2012-06-29,60.129,60.202,59.972,57.380001,154900,54.709076
2012-07-02,59.903,60.07,59.871,57.369999,101000,54.877426
2012-07-03,60.08,60.164,59.997,57.389999,106400,54.896549
2012-07-05,60.08,60.425,60.08,57.740002,305700,55.231358
2012-07-06,60.31,60.331,60.237,57.639999,98700,55.135696
2012-07-09,60.331,60.436,60.289,57.799999,82000,55.288738
2012-07-10,60.457,60.603,60.415,57.93,49900,55.413105
2012-07-11,60.53,60.634,60.478,57.880001,35900,55.365265
2012-07-12,60.572,60.572,60.519,57.939999,27400,55.422653
2012-07-13,60.519,60.582,60.425,57.950001,26000,55.432224
2012-07-16,60.687,60.802,60.687,58.09,30300,55.566147
2012-07-17,60.687,60.697,60.488,57.919998,41300,55.403526
2012-07-18,60.666,60.666,60.593,57.959999,42900,55.441799
2012-07-19,60.572,60.655,60.53,58.02,46100,55.499187
2012-07-20,60.739,60.885,60.739,58.189999,64100,55.661793
2012-07-23,60.896,60.896,60.791,58.18,27400,55.652225
2012-07-24,60.76,60.875,60.739,58.189999,30200,55.661793
2012-07-25,60.812,60.854,60.687,58.110001,61800,55.585274
2012-07-26,60.666,60.718,60.519,58.040001,30900,55.518318
2012-07-27,60.593,60.593,60.237,57.880001,34000,55.365265
2012-07-30,60.457,60.676,60.457,58.040001,70400,55.518318
2012-07-31,60.823,60.896,60.708,58.25,36600,55.719193
2012-08-01,60.854,60.979,60.76,58.220001,180700,55.690498
2012-08-02,61.053,61.073,60.749,58.150002,119600,55.623535
2012-08-03,60.676,60.718,60.53,58.080002,40100,55.55658
2012-08-06,60.718,60.875,60.718,58.130001,33700,55.604408
2012-08-07,60.645,60.718,60.603,58.080002,186800,55.55658
2012-08-08,60.718,60.718,60.457,57.860001,37700,55.346134
2012-08-09,60.415,60.457,60.279,57.740002,37000,55.231358
2012-08-10,60.478,60.478,60.363,57.77,22600,55.260056
2012-08-13,60.498,60.519,60.3,57.68,30900,55.173958
2012-08-14,60.154,60.195,60.07,57.470001,56200,54.973072
2012-08-15,59.746,59.777,59.589,57.040001,44800,54.561768
2012-08-16,59.631,59.683,59.39,56.869999,78100,54.399147
2012-08-17,59.432,59.558,59.422,56.889999,64300,54.418282
2012-08-20,59.464,59.516,59.422,56.889999,34800,54.418282
2012-08-21,59.422,59.579,59.307,56.970001,45700,54.494808
2012-08-22,59.767,60.07,59.725,57.459999,34600,54.963512
2012-08-23,60.342,60.363,60.227,57.709999,70700,55.20266
2012-08-24,60.436,60.436,60.269,57.669998,30900,55.164375
2012-08-27,60.352,60.499,60.352,57.830002,52900,55.31744
2012-08-28,60.561,60.687,60.54,57.970001,22800,55.451355
2012-08-29,60.593,60.593,60.436,57.84,22800,55.327007
2012-08-30,60.519,60.593,60.384,57.779999,31500,55.269608
2012-08-31,60.363,60.708,60.363,58.009998,209400,55.489624
2012-09-04,60.634,60.77,60.603,58.040001,31600,55.518318
2012-09-05,60.655,60.739,60.624,58.099998,31500,55.575703
2012-09-06,60.572,60.572,60.404,57.810001,84600,55.298309
2012-09-07,60.76,60.833,60.603,58,31500,55.480061
2012-09-10,60.687,60.812,60.634,58.139999,35000,55.613976
2012-09-11,60.739,60.76,60.634,58.080002,35400,55.55658
2012-09-12,60.551,60.551,60.394,57.82,47100,55.307877
2012-09-13,60.551,60.969,60.3,58.32,70000,55.786156
2012-09-14,61.272,61.335,60.645,58.459999,315800,55.920074
2012-09-17,61.094,61.283,60.948,58.41,44700,55.872238
2012-09-18,61.032,61.115,60.969,58.369999,67700,55.833981
2012-09-19,61.021,61.105,60.917,58.330002,53200,55.795719
2012-09-20,61.199,61.251,60.791,58.220001,72700,55.690498
2012-09-21,60.791,60.938,60.791,58.259998,92800,55.728764
2012-09-24,61,61.021,60.833,58.220001,70900,55.690498
2012-09-25,60.958,61.021,60.885,58.369999,29700,55.833981
2012-09-26,61.178,61.209,61.053,58.52,37600,55.977459
2012-09-27,61.157,61.262,61.042,58.419998,34800,55.881802
2012-09-28,61.157,61.178,60.948,58.369999,43700,55.833981
2012-10-01,60.958,61.115,60.948,58.459999,61400,55.920074
2012-10-02,61.053,61.387,60.948,58.689999,34600,56.140087
2012-10-03,61.418,61.523,61.387,58.759998,64500,56.207035
2012-10-04,61.492,61.607,61.439,58.860001,46800,56.302696
2012-10-05,61.471,61.492,61.283,58.689999,108800,56.140087
2012-10-08,61.356,61.513,61.356,58.799999,54900,56.245293
2012-10-09,61.387,61.492,61.335,58.740002,43000,56.187904
2012-10-10,61.345,61.345,61.199,58.66,139700,56.111378
2012-10-11,61.22,61.262,61.157,58.560001,25100,56.015724
2012-10-12,61.251,61.303,61.168,58.509998,24600,55.967896
2012-10-15,61.324,61.356,61.209,58.549999,41800,56.006149
2012-10-16,61.22,61.22,60.958,58.310001,28500,55.776588
2012-10-17,60.917,60.917,60.728,58.110001,37100,55.585274
2012-10-18,60.749,60.843,60.687,58.119999,41500,55.594837
2012-10-19,60.854,61.084,60.833,58.330002,25200,55.795719
2012-10-22,61,61,60.896,58.25,37500,55.719193
2012-10-23,61.063,61.105,60.979,58.369999,40300,55.833981
2012-10-24,60.969,60.969,60.896,58.27,15800,55.738312
2012-10-25,60.655,60.76,60.613,58.110001,32000,55.585274
2012-10-26,60.864,61.011,60.823,58.360001,63600,55.824421
2012-10-31,61.241,61.45,61.22,58.77,59100,56.216602
2012-11-01,61.251,61.283,61.157,58.610001,72000,56.063549
2012-11-02,61.115,61.199,61.053,58.439999,47500,55.900932
2012-11-05,61.168,61.272,61.157,58.560001,115000,56.015724
2012-11-06,61.209,61.22,61.042,58.41,22800,55.872238
2012-11-07,61.46,61.502,61.356,58.790001,43000,56.235733
2012-11-08,61.502,61.753,61.429,59.07,75400,56.503567
2012-11-09,61.68,61.68,61.471,58.880001,51000,56.321823
2012-11-12,61.669,61.669,61.554,58.990002,23900,56.427044
2012-11-13,61.69,61.69,61.554,58.98,43900,56.41748
2012-11-14,61.429,61.586,61.408,58.900002,30800,56.34095
2012-11-15,61.418,61.554,61.408,58.82,39300,56.264427
2012-11-16,61.471,61.596,61.471,58.82,51100,56.264427
2012-11-19,61.429,61.46,61.366,58.759998,80200,56.207035
2012-11-20,61.366,61.387,61.23,58.59,62700,56.044418
2012-11-21,61.157,61.188,61.094,58.48,40900,55.939205
2012-11-23,61.105,61.157,61.063,58.470001,43100,55.929642
2012-11-26,61.293,61.356,61.209,58.549999,62900,56.006149
2012-11-27,61.23,61.314,61.209,58.610001,24800,56.063549
2012-11-28,61.418,61.429,61.335,58.689999,19600,56.140087
