"Date","FNDX.Open","FNDX.High","FNDX.Low","FNDX.Close","FNDX.Volume","FNDX.Adjusted"
2014-05-16,29.639,29.671,29.512,27.98,24500,26.385246
2014-05-19,29.629,29.767,29.629,28.07,18200,26.470119
2014-05-20,29.735,29.735,29.48,27.879999,28000,26.290949
2014-05-21,29.639,29.756,29.586,28.059999,23400,26.460686
2014-05-22,29.809,29.862,29.756,28.129999,24600,26.526695
2014-05-23,29.851,29.936,29.83,28.23,98700,26.620996
2014-05-27,30.053,30.064,29.968,28.34,24400,26.72473
2014-05-28,30.085,30.117,29.989,28.360001,27600,26.743589
2014-05-29,30.127,30.191,30.021,28.469999,30200,26.847321
2014-05-30,30.201,30.318,30.138,28.559999,52200,26.932192
2014-06-02,30.329,30.329,30.201,28.559999,58300,26.932192
2014-06-03,30.265,30.297,30.212,28.559999,32600,26.932192
2014-06-04,30.233,30.35,30.212,28.6,77400,26.96991
2014-06-05,30.392,30.541,30.276,28.790001,21300,27.149084
2014-06-06,30.583,30.668,30.583,28.91,20700,27.262241
2014-06-09,30.657,30.753,30.615,28.93,72800,27.281103
2014-06-10,30.679,30.689,30.573,28.91,39400,27.262241
2014-06-11,30.594,30.594,30.498,28.82,84300,27.177374
2014-06-12,30.615,30.615,30.318,28.65,42100,27.017061
2014-06-13,30.466,30.541,30.382,28.73,23500,27.092499
2014-06-16,30.488,30.594,30.456,28.809999,21900,27.167942
2014-06-17,30.509,30.647,30.488,28.879999,53000,27.233952
2014-06-18,30.636,30.774,30.562,29.02,12800,27.365969
2014-06-19,30.88,30.901,30.827,29.139999,25300,27.479136
2014-06-20,30.997,31.018,30.869,29.219999,49100,27.554573
2014-06-23,31.029,31.029,30.922,29.200001,34100,27.535715
2014-06-24,30.954,31.018,30.742,29.030001,35800,27.375401
2014-06-25,30.7,30.869,30.647,29.110001,41600,27.450844
2014-06-26,30.891,30.891,30.647,29.07,32600,27.41312
2014-06-27,30.785,30.859,30.732,29.1,22000,27.441408
2014-06-30,30.62,30.63,30.556,28.950001,14600,27.418682
2014-07-01,30.662,30.831,30.662,29.129999,27200,27.589161
2014-07-02,30.789,30.789,30.725,29.15,26700,27.608103
2014-07-03,30.894,30.958,30.852,29.309999,19400,27.759642
2014-07-07,30.873,30.873,30.778,29.200001,19500,27.655458
2014-07-08,30.82,30.82,30.62,29.030001,52100,27.494453
2014-07-09,30.746,30.799,30.672,29.139999,23400,27.598631
2014-07-10,30.461,30.704,30.461,29.07,19900,27.532333
2014-07-11,30.683,30.683,30.588,29.02,17000,27.48498
2014-07-14,30.841,30.862,30.789,29.190001,22200,27.645987
2014-07-15,30.852,30.884,30.662,29.16,22100,27.617575
2014-07-16,30.926,30.989,30.884,29.35,33600,27.797522
2014-07-17,30.926,31.01,30.63,29.040001,27700,27.503922
2014-07-18,30.736,30.989,30.725,29.290001,311300,27.7407
2014-07-21,30.82,30.884,30.704,29.25,34000,27.702816
2014-07-22,30.915,31.042,30.915,29.379999,20300,27.825935
2014-07-23,31.021,31.053,30.968,29.4,52500,27.844879
2014-07-24,31.063,31.116,31.031,29.43,29300,27.873293
2014-07-25,30.936,30.947,30.873,29.280001,24600,27.731228
2014-07-28,30.915,30.979,30.757,29.290001,37100,27.7407
2014-07-29,31.042,31.053,30.789,29.200001,26600,27.655458
2014-07-30,30.947,30.947,30.662,29.16,35600,27.617575
2014-07-31,30.599,30.609,30.208,28.610001,46100,27.096672
2014-08-01,30.06,30.282,29.933,28.540001,61700,27.030373
2014-08-04,30.176,30.366,30.049,28.73,34300,27.210318
2014-08-05,30.208,30.218,29.902,28.42,31300,26.916714
2014-08-06,29.881,30.102,29.807,28.42,83900,26.916714
2014-08-07,30.166,30.166,29.743,28.24,23000,26.746239
2014-08-08,29.902,30.208,29.849,28.59,12900,27.077724
2014-08-11,30.303,30.345,30.25,28.66,24900,27.144024
2014-08-12,30.25,30.25,30.155,28.639999,25200,27.12508
2014-08-13,30.366,30.408,30.282,28.799999,55100,27.276617
2014-08-14,30.451,30.525,30.419,28.91,31500,27.380798
2014-08-15,30.63,30.641,30.292,28.91,24900,27.380798
2014-08-18,30.609,30.715,30.599,29.09,24400,27.551275
2014-08-19,30.831,30.915,30.789,29.280001,56000,27.731228
2014-08-20,30.81,30.979,30.81,29.34,21800,27.788054
2014-08-21,31.021,31.137,30.958,29.450001,35800,27.892237
2014-08-22,31.074,31.074,30.958,29.360001,20400,27.806997
2014-08-25,31.158,31.179,31.095,29.5,20700,27.93959
2014-08-26,31.2,31.264,31.169,29.540001,31200,27.977478
2014-08-27,31.2,31.221,31.126,29.559999,39700,27.996418
2014-08-28,31.137,31.211,31.021,29.540001,42900,27.977478
2014-08-29,31.264,31.264,31.158,29.610001,31600,28.043774
2014-09-02,31.348,31.348,31.095,29.57,84200,28.005888
2014-09-03,31.38,31.38,31.221,29.6,42100,28.0343
2014-09-04,31.327,31.401,31.126,29.52,40000,27.95853
2014-09-05,31.243,31.338,31.148,29.67,18000,28.100599
2014-09-08,31.338,31.338,31.19,29.610001,15800,28.043774
2014-09-09,31.253,31.253,31,29.42,35800,27.863821
2014-09-10,31.105,31.158,30.936,29.459999,16600,27.901703
2014-09-11,31.031,31.19,30.936,29.52,65800,27.95853
2014-09-12,31.19,31.19,30.926,29.34,23700,27.788054
2014-09-15,31.01,31.042,30.947,29.379999,39600,27.825935
2014-09-16,30.926,31.316,30.926,29.620001,79700,28.053244
2014-09-17,31.338,31.401,31.126,29.620001,179700,28.053244
2014-09-18,31.39,31.401,31.316,29.74,24000,28.166891
2014-09-19,31.507,31.528,31.327,29.76,26600,28.185839
2014-09-22,31.369,31.369,31.063,29.450001,55300,27.892237
2014-09-23,31.063,31.084,30.915,29.290001,24700,27.7407
2014-09-24,30.958,31.148,30.831,29.49,120300,27.93012
2014-09-25,31.074,31.074,30.609,29.08,46500,27.541809
2014-09-26,30.736,30.926,30.694,29.24,57800,27.693342
2014-09-29,30.319,30.551,30.319,29.040001,36000,27.622955
2014-09-30,30.572,30.624,30.372,29.01,124700,27.594418
2014-10-01,30.803,30.803,29.973,28.58,64000,27.185402
2014-10-02,29.952,30.12,29.731,28.540001,64300,27.147354
2014-10-03,30.246,30.383,30.141,28.9,36500,27.489784
2014-10-06,30.488,30.509,30.172,28.860001,102400,27.451735
2014-10-07,30.288,30.288,29.878,28.42,40000,27.033209
2014-10-08,29.909,30.33,29.752,28.85,16600,27.442226
2014-10-09,30.33,30.33,29.71,28.280001,107400,26.900038
2014-10-10,29.741,29.794,29.394,27.99,88800,26.624189
2014-10-13,29.426,29.489,28.984,27.57,69900,26.224684
2014-10-14,29.121,29.226,28.827,27.58,35000,26.234196
2014-10-15,28.679,28.837,28.112,27.33,120800,25.996397
2014-10-16,28.375,28.974,28.375,27.379999,66500,26.043953
2014-10-17,29.1,29.31,28.995,27.77,68600,26.414925
2014-10-20,29.089,29.384,29.089,27.91,34200,26.548098
2014-10-21,29.594,29.962,29.584,28.469999,53300,27.080767
2014-10-22,30.036,30.109,29.741,28.290001,82000,26.909554
2014-10-23,30.046,30.183,29.941,28.610001,98800,27.213938
2014-10-24,30.12,30.246,29.952,28.77,290200,27.366129
2014-10-27,30.141,30.225,30.109,28.719999,68200,27.318571
2014-10-28,30.319,30.509,30.256,28.98,131600,27.565884
2014-10-29,30.582,30.656,30.298,29,33000,27.584906
2014-10-30,30.435,30.803,30.351,29.17,108100,27.746607
2014-10-31,31.076,31.076,30.856,29.440001,71700,28.003437
2014-11-03,31.076,31.129,30.94,29.459999,138900,28.022459
2014-11-04,30.94,30.94,30.782,29.379999,65600,27.946363
2014-11-05,31.108,31.118,30.95,29.57,17800,28.127092
2014-11-06,31.139,31.213,30.992,29.67,36500,28.222212
2014-11-07,31.255,31.339,31.182,29.719999,61200,28.269772
2014-11-10,31.329,31.371,31.276,29.790001,23000,28.336355
2014-11-11,31.402,31.402,31.308,29.790001,26900,28.336355
2014-11-12,31.245,31.371,31.245,29.82,45100,28.364895
2014-11-13,31.392,31.413,31.224,29.76,27600,28.307819
2014-11-14,31.371,31.444,31.308,29.799999,261600,28.345867
2014-11-17,31.329,31.455,31.287,29.879999,25800,28.421967
2014-11-18,31.465,31.623,31.465,30.01,29400,28.545622
2014-11-19,31.55,31.581,31.423,30.02,46800,28.555132
2014-11-20,31.486,31.634,31.465,30.059999,60400,28.59318
2014-11-21,31.886,31.928,31.739,30.25,27600,28.773909
2014-11-24,31.907,31.907,31.781,30.309999,74800,28.830982
2014-11-25,31.928,31.928,31.739,30.280001,54900,28.802446
2014-11-26,31.875,31.875,31.802,30.309999,21400,28.830982
2014-11-28,31.802,31.802,31.676,30.129999,5300,28.659769
2014-12-01,31.644,31.644,31.486,30.049999,294700,28.58367
2014-12-02,31.592,31.802,31.592,30.209999,125600,28.735863
2014-12-03,31.791,31.96,31.791,30.35,64200,28.869032
2014-12-04,31.823,31.896,31.707,30.280001,31700,28.802446
2014-12-05,31.896,31.938,31.812,30.26,54100,28.783424
2014-12-08,31.833,31.844,31.518,30.07,49600,28.602695
2014-12-09,31.308,31.581,31.013,30.040001,55200,28.574158
2014-12-10,31.423,31.423,31.013,29.5,202300,28.060503
2014-12-11,31.171,31.497,31.161,29.639999,38400,28.193676
2014-12-12,31.024,31.076,30.698,29.219999,43700,27.79417
2014-12-15,30.877,30.919,30.435,29.030001,59300,27.613443
2014-12-16,30.435,31.003,30.414,28.950001,49800,27.537348
2014-12-17,30.645,30.982,30.467,29.469999,25800,28.031973
2014-12-18,31.465,31.655,31.203,30.110001,41400,28.640745
2014-12-19,31.886,31.96,31.697,30.32,68100,28.840496
2014-12-22,31.586,31.722,31.534,30.27,58100,28.922668
2014-12-23,31.858,31.931,31.795,30.43,48200,29.075546
2014-12-24,31.931,31.931,31.858,30.5,20100,29.142429
2014-12-26,31.952,31.973,31.9,30.49,17700,29.132874
2014-12-29,31.889,31.994,31.868,30.51,25400,29.151985
2014-12-30,31.91,31.91,31.806,30.43,39700,29.075546
2014-12-31,31.879,31.879,31.523,30.120001,20700,28.779343
2015-01-02,31.649,31.649,31.293,30.120001,32200,28.779343
2015-01-05,31.324,31.324,30.822,29.48,33800,28.16783
2015-01-06,30.958,31,30.518,29.33,285200,28.024508
2015-01-07,30.906,31.021,30.811,29.6,116900,28.28249
2015-01-08,31.324,31.565,31.261,30.15,73100,28.80801
2015-01-09,31.649,31.649,31.188,29.9,44200,28.569134
2015-01-12,31.324,31.345,30.958,29.65,62800,28.330263
2015-01-13,31.282,31.408,30.738,29.540001,39300,28.225159
2015-01-14,30.602,30.749,30.351,29.360001,1042900,28.053173
2015-01-15,30.864,30.864,30.466,29.15,209600,27.852518
2015-01-16,30.435,30.927,30.225,29.549999,75900,28.234715
2015-01-20,31.01,31.01,30.665,29.52,44200,28.206051
2015-01-21,30.906,31.125,30.874,29.690001,54700,28.368484
2015-01-22,31.282,31.544,31.052,30.139999,195700,28.798452
2015-01-23,31.502,31.502,31.282,29.889999,27700,28.55958
2015-01-26,31.335,31.398,31.199,29.959999,47800,28.626463
2015-01-27,31.136,31.23,30.906,29.68,43400,28.358925
2015-01-28,31.251,31.251,30.56,29.200001,29900,27.900295
2015-01-29,30.675,30.853,30.351,29.440001,41700,28.129612
2015-01-30,30.644,30.78,30.393,29.040001,269800,27.747416
2015-02-02,30.55,30.77,30.246,29.370001,34000,28.062729
2015-02-03,30.979,31.335,30.979,29.940001,65500,28.607355
2015-02-04,31.251,31.345,31.167,29.799999,67200,28.473583
2015-02-05,31.408,31.502,31.377,30.1,50000,28.760233
2015-02-06,31.523,31.68,31.345,30.02,33800,28.683796
2015-02-09,31.272,31.471,31.272,29.92,33500,28.588243
2015-02-10,31.565,31.67,31.335,30.26,39000,28.913113
2015-02-11,31.628,31.691,31.429,30.209999,378100,28.865337
2015-02-12,31.67,31.91,31.67,30.49,379600,29.132874
2015-02-13,31.963,32.046,31.858,30.620001,62400,29.257092
2015-02-17,31.973,32.088,31.9,30.639999,45800,29.276197
2015-02-18,32.025,32.057,31.921,30.59,30400,29.228424
2015-02-19,31.931,32.025,31.868,30.48,47200,29.123322
2015-02-20,31.868,32.12,31.743,30.68,45900,29.314419
2015-02-23,32.099,32.12,31.994,30.690001,55900,29.323975
2015-02-24,32.13,32.245,32.099,30.799999,36800,29.429073
2015-02-25,32.224,32.235,32.099,30.690001,45700,29.323975
2015-02-26,32.13,32.13,31.963,30.639999,40900,29.276197
2015-02-27,31.984,32.088,31.984,30.59,40900,29.228424
2015-03-02,31.952,32.099,31.931,30.67,34100,29.304863
2015-03-03,32.067,32.067,31.879,30.559999,38200,29.199759
2015-03-04,31.931,31.931,31.67,30.4,37400,29.046881
2015-03-05,31.942,31.942,31.753,30.469999,104900,29.113764
2015-03-06,31.722,31.722,31.356,30,54800,28.664684
2015-03-09,31.46,31.586,31.429,30.129999,41800,28.788898
2015-03-10,31.335,31.335,31.052,29.67,145300,28.349375
2015-03-11,31.125,31.125,30.958,29.610001,167400,28.292044
2015-03-12,31.073,31.345,31.073,29.950001,176100,28.616911
2015-03-13,31.335,31.335,30.958,29.799999,217500,28.473583
2015-03-16,31.241,31.555,31.241,30.110001,317800,28.769791
2015-03-17,31.356,31.502,31.293,30.040001,308300,28.702906
2015-03-18,31.324,31.994,31.293,30.4,407100,29.046881
2015-03-19,31.806,31.806,31.596,30.27,228200,28.922668
2015-03-20,31.837,32.025,31.785,30.58,243700,29.218868
2015-03-23,31.921,32.099,31.921,30.51,222800,29.151985
2015-03-24,31.942,31.952,31.711,30.35,260900,28.999107
2015-03-25,31.837,31.837,31.345,29.99,342000,28.655132
2015-03-26,31.293,31.377,31.136,29.889999,388800,28.55958
2015-03-27,31.199,31.335,31.188,29.91,231400,28.578693
2015-03-30,31.213,31.536,31.213,30.200001,175700,28.96813
