"Date","VNQI.Open","VNQI.High","VNQI.Low","VNQI.Close","VNQI.Volume","VNQI.Adjusted"
2011-02-28,64.428,64.824,64.428,50.650002,12500,39.645542
2011-03-01,65.194,65.194,64.045,50.25,85300,39.332447
2011-03-02,64.402,64.645,64.134,50.369999,163500,39.426388
2011-03-03,65.016,65.348,64.709,51.099998,55600,39.997784
2011-03-04,65.361,65.373,64.671,50.919998,63800,39.856884
2011-03-07,65.795,65.795,64.415,50.52,16500,39.543793
2011-03-08,64.671,65.054,64.671,50.759998,13400,39.731659
2011-03-09,65.156,65.156,64.76,50.939999,16500,39.872543
2011-03-10,64.313,64.313,63.559,49.849998,19200,39.019356
2011-03-11,63.048,63.815,63.048,49.919998,9700,39.074154
2011-03-14,62.473,62.588,62.039,48.990002,21600,38.346214
2011-03-15,59.841,61.068,59.267,47.689999,142600,37.328655
2011-03-16,60.595,60.685,58.985,46.599998,36400,36.475471
2011-03-17,60.8,61.196,60.582,47.759998,11800,37.383438
2011-03-18,61.924,62.384,61.924,48.75,5400,38.158356
2011-03-21,63.01,63.84,63.01,49.919998,49100,39.074154
2011-03-22,63.687,63.687,63.099,49.639999,44900,38.854988
2011-03-23,63.355,63.955,62.92,49.959999,60200,39.105465
2011-03-24,64.326,64.479,63.738,50.43,28200,39.473347
2011-03-25,64.032,64.236,63.776,49.919998,38600,39.074154
2011-03-28,63.815,63.866,63.559,49.75,34200,38.941086
2011-03-29,63.406,63.776,63.265,49.849998,50400,39.019356
2011-03-30,64.415,64.722,64.172,50.57,125100,39.582928
2011-03-31,64.607,64.735,64.492,50.59,93200,39.598591
2011-04-01,65.143,65.386,64.735,51.09,133800,39.989956
2011-04-04,65.59,65.59,65.194,51.130001,17300,40.021259
2011-04-05,65.194,65.578,64.798,51.150002,19200,40.036919
2011-04-06,65.603,65.935,65.603,51.549999,26400,40.35001
2011-04-07,65.501,65.642,64.952,51.07,42500,39.9743
2011-04-08,65.987,66.012,65.539,51.48,61300,40.295223
2011-04-11,65.897,65.897,65.079,51.029999,54400,39.942978
2011-04-12,65.156,65.156,64.645,50.720001,13000,39.700348
2011-04-13,65.399,65.565,64.977,50.880001,17600,39.825581
2011-04-14,65.45,65.757,65.156,51.41,15000,40.240425
2011-04-15,65.705,65.846,65.373,51.419998,15800,40.248253
2011-04-18,65.041,65.041,64.07,50.610001,78300,39.614246
2011-04-19,64.709,65.079,64.709,50.939999,12600,39.872543
2011-04-20,66.025,66.102,65.795,51.650002,26700,40.428288
2011-04-21,66.434,66.574,66.255,51.970001,28200,40.678764
2011-04-25,66.689,66.689,66.063,51.98,30600,40.686584
2011-04-26,66.945,66.957,66.434,52.290001,31400,40.929241
2011-04-27,67.021,67.366,66.383,52.650002,247000,41.211025
2011-04-28,67.136,67.251,66.855,52.529999,21500,41.117088
2011-04-29,67.52,67.673,67.29,52.849998,108000,41.367554
2011-05-02,68.133,68.133,67.405,52.869999,28000,41.383217
2011-05-03,67.354,67.354,66.625,52.279999,15000,40.92141
2011-05-04,67.021,67.021,65.884,51.830002,45000,40.569172
2011-05-05,65.935,65.935,64.977,51.040001,39200,39.950813
2011-05-06,66.523,66.574,65.603,51.5,15100,40.310875
2011-05-09,66.153,66.331,65.808,51.900002,16000,40.623974
2011-05-10,66.306,66.843,66.306,52.279999,10100,40.92141
2011-05-11,66.536,66.536,65.373,51.34,23800,40.185638
2011-05-12,65.59,65.974,65.079,51.580002,16000,40.373501
2011-05-13,65.935,65.935,64.811,50.98,98300,39.903854
2011-05-16,65.041,65.322,64.671,50.790001,26800,39.755135
2011-05-17,64.888,65.233,64.479,51.049999,23700,39.958645
2011-05-18,65.297,66.114,65.297,51.630001,17100,40.412636
2011-05-19,66.383,66.421,65.897,51.860001,11600,40.592663
2011-05-20,65.923,66.204,65.527,51.470001,16000,40.287392
2011-05-23,64.709,64.747,64.351,50.619999,16700,39.62207
2011-05-24,65.156,65.194,64.85,50.900002,18500,39.841232
2011-05-25,64.952,65.348,64.837,51.02,21300,39.935165
2011-05-26,65.361,65.68,65.079,51.32,23800,40.169971
2011-05-27,66.191,66.357,65.948,51.790001,10600,40.537868
2011-05-31,67.43,67.43,66.804,52.630001,18300,41.195366
2011-06-01,67.111,67.111,65.948,51.669998,50400,40.443935
2011-06-02,66.689,66.689,65.935,52.02,18500,40.717899
2011-06-03,65.859,66.702,65.808,51.900002,9400,40.623974
2011-06-06,65.897,66.242,65.59,51.419998,20600,40.248253
2011-06-07,66.025,66.51,66.025,51.740002,9900,40.498734
2011-06-08,65.961,65.961,65.437,51.23,31100,40.099533
2011-06-09,65.795,66.165,65.488,51.700001,27100,40.467419
2011-06-10,65.539,65.539,64.594,50.689999,24600,39.676857
2011-06-13,65.143,65.143,64.402,50.68,17000,39.669029
2011-06-14,65.68,65.91,65.45,51.439999,14500,40.263908
2011-06-15,65.092,65.092,64.109,50.290001,12200,39.36377
2011-06-16,63.994,64.249,63.406,50.110001,105100,39.222874
2011-06-17,64.556,64.556,64.108,50.240002,12900,39.324635
2011-06-20,63.789,64.045,63.623,50,46400,39.136768
2011-06-21,64.39,64.901,64.3,50.77,37500,39.739479
2011-06-22,64.223,64.709,64.134,50.200001,139500,39.29332
2011-06-23,63.725,63.994,63.24,50.09,142600,39.207218
2011-06-24,64.147,64.3,63.597,49.939999,69800,39.089809
2011-06-27,63.508,64.313,63.419,50.259998,17400,39.340275
2011-06-28,64.364,64.875,64.313,50.779999,16500,39.747299
2011-06-29,65.169,65.539,64.964,51.220001,134500,40.091713
2011-06-30,65.923,66.434,65.923,51.950001,29600,40.663105
2011-07-01,65.999,66.996,65.999,52.400002,31000,41.015331
2011-07-05,67.085,67.085,66.638,52.369999,105900,40.991848
2011-07-06,66.843,66.843,66.434,52.23,17500,40.882275
2011-07-07,67.021,67.405,67.009,52.630001,29400,41.195366
2011-07-08,66.919,66.919,66.472,52.310001,26200,40.944885
2011-07-11,66.012,66.012,65.22,51.130001,23000,40.021259
2011-07-12,65.156,65.309,64.99,50.900002,21800,39.841232
2011-07-13,65.757,66.357,64.99,51.389999,41900,40.224773
2011-07-14,65.629,66.076,65.194,51.130001,10000,40.021259
2011-07-15,65.412,65.693,65.258,51.279999,40800,40.138672
2011-07-18,65.067,65.067,64.428,50.639999,32100,39.637714
2011-07-19,65.348,65.642,65.233,51.360001,13700,40.201294
2011-07-20,65.948,66.14,65.795,51.560001,7400,40.357838
2011-07-21,66.331,66.881,66.331,52.169998,19500,40.8353
2011-07-22,66.996,66.996,66.574,52.290001,35200,40.929241
2011-07-25,66.74,66.843,66.549,52.240002,17500,40.890095
2011-07-26,66.919,67.175,66.689,52.279999,19200,40.92141
2011-07-27,66.753,66.932,65.833,51.720001,60800,40.483078
2011-07-28,66.217,66.561,65.935,51.68,63600,40.451763
2011-07-29,66.025,66.689,66.025,52.040001,28000,40.733555
2011-08-01,66.791,66.894,65.731,51.889999,40800,40.616135
2011-08-02,66.14,66.293,65.028,50.98,15900,39.903854
2011-08-03,65.348,65.348,64.198,50.950001,35400,39.880367
2011-08-04,63.444,63.457,61.566,48.240002,51300,37.759151
2011-08-05,61.975,62.026,59.624,47.919998,33700,37.508675
2011-08-08,59.113,59.177,56.507,44.23,61900,34.620392
2011-08-09,58.423,60.174,57.337,47.099998,59300,36.866837
2011-08-10,58.743,58.743,57.248,44.84,156400,35.097855
2011-08-11,58.117,60.25,57.81,46.77,59800,36.60854
2011-08-12,60.25,60.25,59.573,46.93,30300,36.733772
2011-08-15,60.825,61.323,60.723,48,42100,37.571301
2011-08-16,60.761,61.017,60.34,47.529999,17000,37.203419
2011-08-17,61.4,61.656,60.544,47.650002,212200,37.29734
2011-08-18,59.241,59.241,57.951,45.630001,118800,35.716225
2011-08-19,57.951,59.139,57.938,45.380001,27100,35.520527
2011-08-22,59.139,59.139,57.925,45.709999,14000,35.778835
2011-08-23,58.717,59.688,58.717,46.720001,13200,36.569397
2011-08-24,59.203,59.765,58.934,46.599998,31000,36.475471
2011-08-25,59.675,59.675,58.347,45.860001,14900,35.896248
2011-08-26,58.308,59.381,58.002,46.369999,10400,36.295448
2011-08-29,60.186,60.889,60.186,47.549999,15200,37.219067
2011-08-30,60.8,61.132,60.391,47.830002,27200,37.438232
2011-08-31,61.886,62.218,61.528,48.389999,66300,37.876568
2011-09-01,62.052,62.345,61.387,48.169998,33000,37.704365
2011-09-02,60.71,60.94,60.365,47.400002,10200,37.101654
2011-09-06,59.075,59.382,58.372,46.470001,35800,36.373711
2011-09-07,59.956,60.634,59.918,47.290001,6600,37.015556
2011-09-08,59.854,60.122,59.254,46.5,58300,36.397202
2011-09-09,58.551,58.551,57.516,45.209999,17900,35.38747
2011-09-12,57.171,57.593,56.507,45.080002,32200,35.285717
2011-09-13,57.465,57.657,56.711,44.889999,7900,35.13699
2011-09-14,56.929,57.35,56.085,44.75,16600,35.027409
2011-09-15,57.465,57.695,57.069,45.119999,8700,35.31702
2011-09-16,57.823,58.129,57.465,45.32,33900,35.473568
2011-09-19,56.379,56.66,55.906,44.349998,46100,34.714321
2011-09-20,56.647,56.826,56.124,44.099998,14500,34.518627
2011-09-21,56.277,56.277,54.552,42.700001,32500,33.42281
2011-09-22,53.109,53.109,51.869,41.029999,35900,32.115635
2011-09-23,52.713,53.16,52.713,41.349998,9600,32.366112
2011-09-26,52.61,53.275,52.125,41.689999,20000,32.632236
2011-09-27,54.118,54.987,54.118,42.490002,26000,33.258434
2011-09-28,54.603,54.603,53.428,41.82,19800,32.733997
2011-09-29,54.936,54.936,53.505,42.389999,23900,33.180153
2011-09-30,53.287,53.326,52.38,41,27900,32.092152
2011-10-03,52.125,52.278,50.975,39.900002,32200,31.23114
2011-10-04,50.132,51.588,49.979,40.380001,30000,31.606855
2011-10-05,51.652,52.585,51.269,41.060001,25100,32.139118
2011-10-06,52.636,53.837,52.534,42.139999,9000,32.984474
2011-10-07,54.105,54.297,53.53,41.900002,54900,32.796612
2011-10-10,54.425,55.485,54.425,43.299999,16300,33.892445
2011-10-11,54.297,55.255,54.297,43.049999,8200,33.696751
2011-10-12,55.881,56.941,55.881,44.119999,14900,34.534283
2011-10-13,56.647,56.916,56.149,44.450001,10000,34.792591
2011-10-14,57.58,57.58,57.044,44.950001,4300,35.18396
2011-10-17,57.836,57.836,56.443,44.290001,6100,34.667347
2011-10-18,56.418,57.261,55.664,44.52,18500,34.847382
2011-10-19,56.967,56.967,55.97,43.919998,18800,34.377735
2011-10-20,56.047,56.047,55.14,43.68,16600,34.189884
2011-10-21,56.136,56.877,56.136,44.52,15800,34.847382
2011-10-24,57.261,58.168,57.261,45.349998,18500,35.497044
2011-10-25,57.491,57.491,56.852,44.5,19200,34.831726
2011-10-26,57.159,57.235,56.584,44.75,8100,35.027409
2011-10-27,59.509,60.493,59.369,47.09,36200,36.859009
2011-10-28,60.008,60.442,59.905,47.290001,11600,37.015556
2011-10-31,58.922,58.922,58.117,45.490002,25700,35.606636
2011-11-01,56.226,57.018,56.213,44.389999,58000,34.745628
2011-11-02,57.759,57.759,56.954,44.91,9900,35.152645
2011-11-03,58.168,58.206,57.312,45.560001,9100,35.661423
2011-11-04,58.078,58.078,57.274,45.23,38000,35.403122
2011-11-07,57.785,58.129,57.222,45.400002,34200,35.53619
2011-11-08,57.797,58.551,57.644,45.830002,23600,35.872768
2011-11-09,57.005,57.222,55.855,43.869999,52800,34.338593
2011-11-10,56.507,56.941,55.907,43.990002,44700,34.432529
2011-11-11,56.481,57.299,56.469,44.68,16000,34.972614
2011-11-14,56.775,56.775,56.06,44.009998,13300,34.448181
2011-11-15,56.213,56.558,55.664,44.110001,15000,34.526463
2011-11-16,55.242,55.664,54.693,42.82,57400,33.516727
2011-11-17,54.667,54.821,53.696,42.119999,51700,32.968815
2011-11-18,54.706,54.706,53.977,42.41,23200,33.195805
2011-11-21,53.173,53.173,52.278,41.330002,28700,32.350449
2011-11-22,52.904,53.147,52.534,41.459999,33400,32.452213
2011-11-23,52.406,52.406,51.639,40.439999,33700,31.653818
2011-11-25,51.614,52.304,51.614,40.5,6800,31.700785
2011-11-28,53.684,53.684,53.019,41.82,24600,32.733997
2011-11-29,53.837,54.028,53.53,42.02,16600,32.890541
2011-11-30,55.753,56.328,55.753,44.09,55200,34.510803
2011-12-01,55.907,55.996,55.664,43.709999,16300,34.213364
2011-12-02,56.341,56.341,55.574,43.630001,16500,34.150738
2011-12-05,56.213,56.481,55.83,43.919998,38800,34.377735
2011-12-06,55.804,55.983,55.549,43.630001,36100,34.150738
2011-12-07,55.485,56.188,55.28,43.849998,73100,34.322945
2011-12-08,55.485,55.485,54.131,42.369999,73600,33.164497
2011-12-09,54.693,55.191,54.68,43.049999,10400,33.696751
2011-12-12,53.977,53.977,53.147,41.790001,30300,32.710518
2011-12-13,53.786,54.105,52.84,41.470001,22700,32.460037
2011-12-14,52.828,52.93,52.214,40.91,77100,32.021709
2011-12-15,53.032,53.032,52.61,41.259998,72600,32.295658
2011-12-16,52.891,53.262,52.636,41.279999,43000,32.311317
2011-12-19,52.7,52.7,51.818,40.650002,58700,31.818197
2011-12-20,53.134,53.837,53.134,42.119999,36700,32.968815
2011-12-21,50.177,50.177,49.534,40.349998,42200,32.616383
2011-12-22,50.14,50.709,50.14,40.91,44200,33.069054
2011-12-23,50.858,50.858,50.536,41.049999,36500,33.18222
2011-12-27,50.783,50.845,50.672,41.009998,41900,33.149876
2011-12-28,50.709,50.721,49.781,40.380001,71600,32.640629
2011-12-29,50.115,50.412,49.868,40.75,69600,32.939713
2011-12-30,50.165,50.536,50.165,40.700001,94800,32.899296
2012-01-03,51.389,51.736,51.08,41.66,40300,33.675304
2012-01-04,51.476,51.526,51.055,41.490002,35100,33.537884
2012-01-05,51.093,51.13,50.721,41.330002,22200,33.40855
2012-01-06,51.105,51.105,50.412,40.869999,18400,33.036713
2012-01-09,51.006,51.006,50.536,41.09,22700,33.214546
2012-01-10,51.736,52.02,51.538,41.759998,46300,33.756126
2012-01-11,51.526,51.686,51.278,41.75,76800,33.748055
2012-01-12,52.02,52.119,51.761,42.130001,15600,34.055225
2012-01-13,51.785,51.798,51.34,41.790001,24200,33.780384
2012-01-17,52.627,52.701,52.367,42.400002,53200,34.273468
2012-01-18,52.726,53.307,52.713,43.080002,76400,34.823139
2012-01-19,54.074,54.42,53.74,43.759998,30900,35.37281
2012-01-20,54.458,54.693,54.26,44.200001,31600,35.728474
2012-01-23,55.027,55.274,54.829,44.540001,24900,36.003304
2012-01-24,54.495,54.792,54.408,44.279999,40700,35.79314
2012-01-25,54.878,55.46,54.458,44.740002,45600,36.164982
2012-01-26,56.128,56.128,55.336,44.830002,29300,36.237736
2012-01-27,55.348,55.732,55.286,44.93,43500,36.318558
2012-01-30,54.952,55.088,54.655,44.470001,40200,35.94672
2012-01-31,55.534,55.559,54.853,44.560001,24800,36.019478
2012-02-01,56.053,56.251,55.756,45.32,29200,36.633812
2012-02-02,56.288,56.412,56.128,45.459999,14300,36.746975
2012-02-03,56.709,56.882,56.474,45.889999,19000,37.094566
2012-02-06,56.35,56.474,56.239,45.650002,23900,36.900558
2012-02-07,56.486,56.585,56.14,45.689999,22400,36.932896
2012-02-08,56.845,57.117,56.808,46.110001,19300,37.2724
2012-02-09,57.105,57.488,57.093,46.279999,24600,37.409813
2012-02-10,56.635,56.635,56.301,45.599998,27700,36.860149
2012-02-13,57.055,57.055,56.622,45.93,10100,37.126888
2012-02-14,56.944,57.093,56.573,45.91,34000,37.110737
2012-02-15,57.612,57.921,57.439,46.470001,86800,37.5634
2012-02-16,57.513,58.082,57.377,46.950001,30700,37.951405
2012-02-17,58.726,58.726,58.28,47.259998,28700,38.201981
2012-02-21,58.528,58.528,58.119,47.080002,62300,38.056484
2012-02-22,58.317,58.317,57.996,47.009998,10300,37.999901
2012-02-23,58.268,58.565,58.082,47.290001,26200,38.226238
2012-02-24,59.01,59.134,58.787,47.650002,62700,38.517239
2012-02-27,58.503,58.763,58.119,47.400002,279700,38.315155
2012-02-28,59.06,59.369,59.06,47.990002,29000,38.792076
2012-02-29,59.653,59.653,58.824,47.639999,41200,38.509159
2012-03-01,59.097,59.183,58.837,47.799999,99000,38.638485
2012-03-02,59.072,59.233,58.899,47.849998,32400,38.678902
2012-03-05,59.146,59.146,58.565,47.540001,33400,38.428322
2012-03-06,57.526,57.526,56.771,46.080002,34200,37.248146
2012-03-07,57.575,57.798,57.303,46.669998,21500,37.725063
2012-03-08,58.676,59.159,58.565,47.77,30500,38.614246
2012-03-09,59.072,59.134,58.688,47.48,20500,38.379814
2012-03-12,58.849,58.849,58.367,47.389999,19400,38.307072
2012-03-13,59.208,59.765,59.047,48.310001,28700,39.050735
2012-03-14,59.678,59.678,58.998,47.77,40800,38.614246
2012-03-15,59.394,59.542,59.146,48.049999,12700,38.840572
2012-03-16,59.827,59.827,59.53,48.349998,15400,39.083073
2012-03-19,59.418,59.641,59.27,48.07,27000,38.856731
2012-03-20,59.022,59.022,58.627,47.560001,38300,38.444492
2012-03-21,58.639,58.639,58.255,47.310001,30800,38.242405
2012-03-22,58.02,58.02,57.6,46.77,24700,37.805901
2012-03-23,57.81,57.971,57.464,46.849998,21000,37.870567
2012-03-26,58.664,58.849,58.392,47.57,19700,38.452568
2012-03-27,59.109,59.134,58.8,47.580002,47300,38.460663
2012-03-28,58.787,58.787,58.107,47.16,21700,38.121159
2012-03-29,57.389,57.798,57.167,46.529999,64900,37.611904
2012-03-30,58.169,58.218,57.822,47.009998,21800,37.999901
2012-04-02,58.02,58.911,58.02,47.52,23900,38.412159
2012-04-03,58.874,58.874,58.02,47.150002,22900,38.113075
2012-04-04,57.649,57.649,57.093,46.400002,27700,37.506817
2012-04-05,57.179,57.773,57.179,46.549999,19500,37.628059
2012-04-09,57.216,57.439,57.093,46.360001,17300,37.474487
2012-04-10,57.439,57.439,56.412,45.689999,49400,36.932896
2012-04-11,57.427,57.513,57.105,46.240002,17500,37.377483
2012-04-12,57.612,58.218,57.612,46.990002,24700,37.983738
2012-04-13,58.255,58.255,57.686,46.639999,15800,37.700813
2012-04-16,57.897,57.959,57.538,46.689999,11300,37.741238
2012-04-17,58.144,58.478,57.872,47.150002,8100,38.113075
2012-04-18,58.342,58.392,58.07,47.119999,19000,38.088818
2012-04-19,58.392,58.404,57.822,46.950001,13200,37.951405
2012-04-20,58.404,58.8,58.268,47.360001,9500,38.282829
2012-04-23,57.798,57.81,57.352,46.709999,32100,37.757404
2012-04-24,58.107,58.54,58.107,47.040001,9700,38.024151
2012-04-25,59.022,59.022,58.688,47.669998,15300,38.533405
2012-04-26,58.874,59.369,58.763,47.900002,24900,38.719326
2012-04-27,59.455,59.455,59.121,47.950001,56000,38.759731
2012-04-30,59.344,59.344,58.973,47.889999,21900,38.711239
2012-05-01,59.146,59.604,58.787,47.93,29000,38.743568
2012-05-02,58.849,59.332,58.849,47.93,20000,38.743568
2012-05-03,59.344,59.344,58.837,47.619999,14400,38.492989
2012-05-04,58.812,58.812,58.144,47.049999,16800,38.032238
2012-05-07,58.169,58.54,58.144,47.25,18700,38.193901
2012-05-08,58.082,58.602,57.29,46.790001,39900,37.822067
2012-05-09,57.068,57.365,56.709,46.130001,29000,37.288567
2012-05-10,57.723,57.723,57.154,46.209999,22000,37.35323
2012-05-11,56.845,57.241,56.759,45.900002,12300,37.102654
2012-05-14,56.091,56.301,55.917,45.23,21000,36.561054
2012-05-15,56.091,56.091,55.398,44.82,35700,36.229641
2012-05-16,55.509,55.534,54.816,44.349998,24000,35.849724
2012-05-17,55.175,55.175,54.309,43.93,38800,35.51022
2012-05-18,54.618,54.643,53.827,43.509998,46000,35.170727
2012-05-21,54.321,55.15,54.321,44.52,16900,35.987141
2012-05-22,55.323,55.46,54.594,44.18,20300,35.712311
2012-05-23,54.556,54.668,53.839,44.130001,22900,35.671894
2012-05-24,54.915,54.915,53.851,43.779999,92500,35.388969
2012-05-25,54.062,54.42,54.062,43.869999,7600,35.461727
2012-05-29,55.336,55.559,55.039,44.790001,15900,36.205391
2012-05-30,54.668,54.668,54.346,43.950001,7500,35.526398
2012-05-31,54.73,54.928,54.247,44.32,26000,35.825481
2012-06-01,53.814,54.012,53.567,43.310001,30800,35.009056
2012-06-04,53.678,53.678,53.22,43.310001,30500,35.009056
2012-06-05,53.926,54.074,53.604,43.709999,29600,35.33239
2012-06-06,55.237,55.831,55.002,45.119999,30500,36.472141
2012-06-07,56.61,56.61,55.62,44.959999,27500,36.342808
2012-06-08,55.175,55.509,54.754,44.869999,19500,36.270061
2012-06-11,55.979,55.979,54.878,44.369999,20200,35.865891
2012-06-12,55.398,55.967,55.361,45.240002,24400,36.569145
2012-06-13,55.756,55.979,55.311,44.709999,49300,36.140728
2012-06-14,55.756,55.954,55.559,45.189999,15500,36.528732
2012-06-15,56.375,56.709,56.301,45.720001,20000,36.957146
2012-06-18,56.771,56.919,56.449,45.959999,36700,37.15115
2012-06-19,57.229,57.847,57.229,46.619999,47900,37.684647
2012-06-20,57.86,57.971,57.488,46.57,22700,37.644234
2012-06-21,57.501,57.501,56.103,45.380001,177200,36.682312
2012-06-22,56.239,56.882,56.239,45.830002,23700,37.046078
2012-06-25,56.561,56.561,55.843,45.419998,19700,36.714642
2012-06-26,56.66,56.82,56.326,45.849998,18400,37.062233
2012-06-27,57.538,57.6,57.303,46.52,12300,37.603817
2012-06-28,57.352,57.587,56.932,46.48,32700,37.57148
2012-06-29,59.01,59.183,58.33,47.799999,47000,38.638485
2012-07-02,59.554,59.604,59.134,48.18,29600,38.94566
2012-07-03,59.468,60.062,59.468,48.43,9000,39.147739
2012-07-05,60.049,60.049,59.381,48.18,61000,38.94566
2012-07-06,59.666,59.666,59.084,48.080002,29300,38.864819
2012-07-09,59.27,59.27,58.874,47.830002,20500,38.662735
2012-07-10,59.653,59.653,58.627,47.389999,22700,38.307072
2012-07-11,59.072,59.418,58.973,47.919998,11200,38.735489
2012-07-12,58.701,58.899,58.416,47.490002,42400,38.387905
2012-07-13,59.146,59.666,59.01,48.169998,68800,38.937569
2012-07-16,59.592,59.715,59.22,48.150002,15000,38.921406
2012-07-17,60.433,60.445,59.74,48.82,28300,39.462982
2012-07-18,60.198,60.606,59.888,48.900002,37900,39.52766
2012-07-19,60.556,60.816,60.396,49.119999,28100,39.705486
2012-07-20,60.099,60.099,59.728,48.330002,17000,39.06691
2012-07-23,58.923,59.22,58.565,47.84,36100,38.670822
2012-07-24,59.06,59.084,58.379,47.470001,18300,38.371742
2012-07-25,59.344,59.431,58.923,47.84,86400,38.670822
2012-07-26,60.309,60.495,60.012,48.790001,23500,39.438736
2012-07-27,60.779,61.534,60.606,49.580002,17600,40.077328
2012-07-30,61.15,61.262,60.915,49.360001,30500,39.89949
2012-07-31,61.274,61.361,60.866,49.200001,46600,39.770157
2012-08-01,61.744,61.744,61.076,49.43,49900,39.956078
2012-08-02,60.816,61.101,60.297,48.990002,31300,39.60041
2012-08-03,61.855,62.499,61.781,50.25,110400,40.618912
2012-08-06,62.486,62.66,62.288,50.349998,47000,40.699749
2012-08-07,62.61,62.709,62.239,50.419998,19600,40.756329
2012-08-08,62.128,62.35,61.855,50.25,47500,40.618912
2012-08-09,62.103,62.227,61.967,50.16,34900,40.546162
2012-08-10,62.004,62.152,61.756,50.240002,28600,40.610825
2012-08-13,62.227,62.227,61.794,50.130001,44600,40.521912
2012-08-14,62.165,62.165,61.707,49.959999,29100,40.384491
2012-08-15,61.954,61.954,61.645,49.959999,33600,40.384491
2012-08-16,61.917,62.165,61.67,50.110001,36300,40.505741
2012-08-17,62.227,62.227,61.905,50.200001,38400,40.578499
2012-08-20,62.103,62.103,61.645,50.119999,32800,40.513832
2012-08-21,62.227,62.424,61.818,50.040001,52900,40.449165
2012-08-22,61.979,62.326,61.707,50.27,32800,40.635075
2012-08-23,62.363,62.363,61.781,50,28900,40.416824
2012-08-24,61.855,62.14,61.633,50.110001,19200,40.505741
2012-08-27,62.202,62.202,61.62,49.869999,39400,40.311745
2012-08-28,61.695,61.868,61.596,49.939999,29300,40.368328
2012-08-29,62.202,62.202,61.744,49.93,17900,40.360241
2012-08-30,61.472,61.472,60.89,49.299999,21400,39.850998
2012-08-31,61.571,62.783,61.274,50.75,29500,41.023079
2012-09-04,61.893,61.893,61.2,49.73,41400,40.198586
2012-09-05,61.62,61.682,61.224,49.599998,45700,40.093494
2012-09-06,62.004,62.561,61.657,50.549999,86700,40.861416
2012-09-07,63.241,63.241,63.08,51.029999,33900,41.249416
2012-09-10,63.13,63.13,62.486,50.619999,61200,40.917992
2012-09-11,63.191,63.266,62.956,51.119999,16900,41.322166
2012-09-12,63.921,63.921,63.575,51.52,38100,41.6455
2012-09-13,63.872,64.985,63.6,52.310001,43600,42.284088
2012-09-14,65.641,65.888,65.307,52.880001,182200,42.744835
2012-09-17,65.369,65.369,64.763,52.450001,141200,42.397251
2012-09-18,64.824,64.899,64.602,52.349998,59100,42.316422
2012-09-19,64.973,65.01,64.639,52.439999,37700,42.389172
2012-09-20,64.503,64.589,64.169,52.200001,36600,42.195168
2012-09-21,65.084,65.084,64.577,52.200001,25600,42.195168
2012-09-24,62.825,62.947,62.532,51.439999,42700,42.175488
2012-09-25,63.362,63.545,62.349,51.119999,30600,41.913128
2012-09-26,62.752,62.752,62.203,51.200001,25300,41.978718
2012-09-27,63.081,63.423,62.764,51.860001,35400,42.519855
2012-09-28,63.191,63.191,62.532,51.43,43400,42.167286
2012-10-01,63.154,63.362,62.703,51.509998,91800,42.23288
2012-10-02,63.166,63.423,62.605,51.5,27000,42.224678
2012-10-03,62.825,63.288,62.813,51.68,24800,42.372265
2012-10-04,63.618,63.764,63.301,52.259998,28000,42.847797
2012-10-05,64.106,64.106,63.532,52.09,40600,42.708424
2012-10-08,63.374,63.374,63.093,51.790001,11700,42.462456
2012-10-09,63.24,63.301,62.776,51.610001,55800,42.314869
2012-10-10,63.179,63.179,62.764,51.540001,23100,42.257481
2012-10-11,63.447,63.447,63.057,51.75,43900,42.429661
2012-10-12,63.459,63.484,63.057,51.77,33700,42.446053
2012-10-15,63.654,63.813,63.252,52.220001,63400,42.815006
2012-10-16,64.337,64.557,64.228,52.889999,63300,43.36433
2012-10-17,64.898,65.033,64.557,53.220001,77900,43.634911
2012-10-18,64.752,64.837,64.398,52.889999,72700,43.36433
2012-10-19,64.459,64.459,63.593,52.400002,45500,42.962589
2012-10-22,64.447,64.569,64.154,52.919998,31100,43.388935
2012-10-23,63.971,63.971,63.264,52.130001,83700,42.741219
2012-10-24,64.362,64.594,64.093,52.630001,28200,43.151165
2012-10-25,64.886,64.886,64.398,53.07,25500,43.511917
2012-10-26,64.569,64.569,64.13,52.799999,34600,43.29055
2012-10-31,64.813,65.24,64.118,52.889999,58000,43.36433
2012-11-01,64.947,65.496,64.837,53.619999,79900,43.962868
2012-11-02,65.508,65.85,64.776,53.310001,56300,43.708694
2012-11-05,65.167,65.264,64.789,53.509998,51600,43.872677
2012-11-06,65.337,65.74,65.106,53.779999,61000,44.094044
2012-11-07,65.216,65.216,64.264,53.009998,88700,43.462734
2012-11-08,64.752,64.752,63.935,52.450001,48700,43.003586
2012-11-09,64.093,64.313,63.801,52.419998,28700,42.978992
2012-11-12,64.264,64.264,63.935,52.5,46800,43.044571
2012-11-13,63.776,63.996,63.545,52.220001,38500,42.815006
2012-11-14,64.154,64.179,62.996,51.950001,124100,42.593639
2012-11-15,63.349,63.606,63.24,52.09,39800,42.708424
2012-11-16,63.484,63.728,63.142,52.220001,38700,42.815006
2012-11-19,64.496,64.679,64.215,53.029999,64100,43.479126
2012-11-20,64.325,64.386,64.008,52.790001,27900,43.282352
2012-11-21,64.423,64.423,64.057,52.73,36100,43.233166
2012-11-23,64.947,65.435,64.947,53.650002,23700,43.987457
