"Date","VSS.Open","VSS.High","VSS.Low","VSS.Close","VSS.Volume","VSS.Adjusted"
2009-11-09,104.146,107.472,104.133,83.709999,81500,66.697304
2009-11-10,104.271,104.297,102.929,82.849998,56500,66.012077
2009-11-11,104.849,104.987,103.908,83.190002,31000,66.28299
2009-11-12,102.903,104.171,102.665,82.050003,36100,65.37468
2009-11-13,103.782,104.711,103.129,83.220001,22600,66.3069
2009-11-16,105.137,106.895,104.472,84.75,52300,67.525948
2009-11-17,105.112,105.464,104.259,84,37600,66.928383
2009-11-18,105.74,105.74,104.786,83.910004,29800,66.856667
2009-11-19,104.058,104.297,102.464,82.440002,37600,65.68541
2009-11-20,102.489,102.954,102.138,82.010002,17800,65.342796
2009-11-23,104.171,104.899,103.97,83.120003,29000,66.227211
2009-11-24,104.171,104.171,103.368,82.760002,25600,65.940369
2009-11-25,104.472,104.924,104.159,83.5,435100,66.529984
2009-11-27,104.786,104.786,100.418,81.160004,36900,64.665573
2009-11-30,102.263,102.527,101.335,81.610001,47600,65.024086
2009-12-01,103.682,105.426,103.682,83.82,19500,66.784943
2009-12-02,105.426,105.966,104.999,84.059998,27700,66.976173
2009-12-03,106.016,106.254,104.937,83.669998,14000,66.665443
2009-12-04,106.079,106.142,103.682,83.25,22300,66.33078
2009-12-07,104.184,105.012,103.845,83.040001,19000,66.163475
2009-12-08,103.18,103.18,101.987,81.43,38500,64.880684
2009-12-09,102.389,102.64,101.51,81.779999,16300,65.159523
2009-12-10,103.293,103.293,102.477,81.940002,29500,65.287033
2009-12-11,103.267,103.267,102.414,81.889999,37400,65.247185
2009-12-14,103.506,103.82,103.041,82.57,22800,65.789009
2009-12-15,102.728,103.067,102.427,81.910004,48700,65.263107
2009-12-16,103.104,103.933,103.104,82.529999,15400,65.757118
2009-12-17,102.226,102.226,101.297,80.93,44700,64.4823
2009-12-18,102.037,102.1,101.008,81.309998,28600,64.785065
2009-12-21,102.389,102.74,101.774,81.349998,23200,64.81694
2009-12-22,102.452,102.602,101.673,81.459999,40400,64.904587
2009-12-23,103.067,103.456,102.452,82.169998,50700,65.470276
2009-12-24,100.429,100.429,99.788,81.379997,19700,66.017052
2009-12-28,100.824,100.824,100.146,81.599998,65100,66.195511
2009-12-29,101.292,101.354,100.75,81.879997,33400,66.422653
2009-12-30,100.614,101.045,100.38,81.919998,48100,66.455086
2009-12-31,101.785,101.896,100.737,81.720001,40600,66.292862
2010-01-04,101.97,103.918,101.97,84.190002,48500,68.29657
2010-01-05,104.127,104.719,103.733,84.529999,51200,68.57238
2010-01-06,104.423,105.212,104.164,85.190002,19100,69.107788
2010-01-07,104.694,105.039,104.201,85.089996,39700,69.026657
2010-01-08,105.175,105.939,104.817,85.93,48400,69.708092
2010-01-11,106.827,107.012,106.346,86.629997,199500,70.275948
2010-01-12,106.013,106.013,104.768,85.190002,86200,69.107788
2010-01-13,107.973,107.973,105.2,86.32,35000,70.02446
2010-01-14,106.186,106.913,106.075,86.669998,58500,70.308395
2010-01-15,106.445,106.445,105.101,85.720001,55400,69.537758
2010-01-19,105.422,106.79,105.422,86.540001,39600,70.202942
2010-01-20,104.879,104.941,103.227,84.480003,57100,68.53183
2010-01-21,103.733,104.83,101.304,82.349998,43000,66.803917
2010-01-22,101.07,101.304,99.381,80.669998,47700,65.441093
2010-01-25,100.676,101.501,100.589,81.709999,34600,66.284752
2010-01-26,99.554,100.54,99.246,80.730003,39700,65.489754
2010-01-27,99.233,99.566,97.988,80.769997,72300,65.522194
2010-01-28,100.158,100.158,97.853,79.989998,43900,64.889465
2010-01-29,99.061,99.085,97.088,79.150002,40700,64.208015
2010-02-01,98.001,99.196,98.001,80.470001,43900,65.278839
2010-02-02,99.911,100.947,99.64,81.839996,48800,66.390205
2010-02-03,100.491,100.762,99.615,81.099998,39000,65.789902
2010-02-04,98.74,98.74,96.176,78.07,70800,63.331905
2010-02-05,95.104,96.152,93.033,76.970001,131300,62.439575
2010-02-08,94.66,95.19,93.464,75.860001,40000,61.53912
2010-02-09,94.746,97.273,94.746,78.239998,60900,63.46981
2010-02-10,96.608,96.608,95.437,78.110001,22900,63.364357
2010-02-11,96.152,97.729,95.93,79.199997,44400,64.248573
2010-02-12,96.41,96.903,95.276,78.610001,56500,63.76997
2010-02-16,97.483,98.79,97.014,80.080002,37900,64.962471
2010-02-17,98.95,99.011,98.272,80.120003,19000,64.994904
2010-02-18,98.481,99.394,98.469,80.610001,21600,65.39241
2010-02-19,98.136,98.95,97.618,79.980003,51800,64.881348
2010-02-22,99.332,99.332,98.605,80.160004,51100,65.027351
2010-02-23,98.568,98.568,97.187,79,22500,64.086342
2010-02-24,97.754,98.284,97.458,79.309998,12700,64.337807
2010-02-25,96.534,97.557,95.535,79.139999,37600,64.199928
2010-02-26,97.014,98.173,96.768,79.510002,28200,64.500069
2010-03-01,98.075,99.283,98.075,80.110001,39500,64.986794
2010-03-02,99.985,100.577,99.554,81.050003,28700,65.749352
2010-03-03,100.959,101.563,100.466,82.040001,39500,66.552444
2010-03-04,101.341,101.341,100.343,81.82,31000,66.373978
2010-03-05,101.908,102.734,101.81,83.309998,40400,67.582687
2010-03-08,103.005,103.018,102.253,83.25,54400,67.534012
2010-03-09,101.834,102.747,101.341,82.93,20800,67.274437
2010-03-10,102.747,103.449,102.377,83.919998,41000,68.077522
2010-03-11,102.981,103.499,102.611,83.82,106800,67.996407
2010-03-12,103.831,104.176,103.659,84.290001,23400,68.377716
2010-03-15,103.486,103.511,102.685,83.940002,38200,68.093781
2010-03-16,104.226,104.867,103.634,85.059998,30300,69.002319
2010-03-17,101.884,105.939,101.884,85.580002,32300,69.424164
2010-03-18,105.508,105.508,104.522,85.150002,38200,69.075348
2010-03-19,103.77,105.089,103.215,84.18,26200,68.28846
2010-03-22,102.636,104.263,102.451,84.5,22400,68.548042
2010-03-23,104.287,104.867,103.905,84.919998,113200,68.888756
2010-03-24,103.597,103.646,103.018,83.800003,26300,67.980202
2010-03-25,104.287,104.287,102.993,83.599998,35500,67.817963
2010-03-26,103.93,104.374,103.462,84.459999,46600,68.515594
2010-03-29,104.657,105.249,104.571,85.379997,30400,69.261932
2010-03-30,105.693,105.693,104.854,85.360001,30600,69.245697
2010-03-31,105.335,105.705,104.941,85.510002,18200,69.367378
2010-04-01,106.691,107.271,106.63,87.019997,23200,70.592339
2010-04-05,107.714,108.084,107.32,87.599998,63600,71.062836
2010-04-06,107.801,108.343,107.443,87.760002,31000,71.192627
2010-04-07,108.06,108.158,107.221,87.199997,48000,70.73835
2010-04-08,107.258,108.146,106.765,87.639999,26400,71.095284
2010-04-09,108.713,109.231,108.479,88.610001,24000,71.882156
2010-04-12,109.44,109.489,109.046,88.580002,35500,71.857819
2010-04-13,109.095,109.095,108.084,88.290001,52300,71.622581
2010-04-14,109.317,110.352,109.194,89.519997,31900,72.620369
2010-04-15,109.921,110.352,109.711,89.349998,31800,72.482475
2010-04-16,109.255,109.428,107.283,87.720001,52100,71.160179
2010-04-19,106.802,107.554,106.21,87.019997,26100,70.592339
2010-04-20,108.479,108.762,108.133,88.160004,27600,71.51712
2010-04-21,108.602,108.762,107.998,88.150002,25700,71.508995
2010-04-22,107.85,108.762,107.258,88.220001,25000,71.565788
2010-04-23,108.565,109.884,108.269,89.139999,34800,72.312111
2010-04-26,110.02,110.167,109.674,89.010002,43600,72.206642
2010-04-27,108.491,108.922,105.631,85.970001,78300,69.74054
2010-04-28,106.272,106.79,104.596,85.830002,44300,69.626984
2010-04-29,106.987,107.764,106.987,87.279999,32300,70.803246
2010-04-30,107.788,107.887,106.321,86.379997,36200,70.073143
2010-05-03,106.802,107.665,106.605,87.059998,26400,70.624779
2010-05-04,104.879,104.879,102.648,83.43,63100,67.680046
2010-05-05,101.329,101.723,99.961,81.660004,92200,66.244202
2010-05-06,99.763,100.934,91.221,78.959999,105500,64.053894
2010-05-07,96.361,97.655,93.686,77.769997,75200,63.088528
2010-05-10,101.637,102.241,97.101,82.760002,54600,67.136536
2010-05-11,102.401,102.401,99.961,81.970001,55600,66.495659
2010-05-12,101.329,102.722,101.329,83.190002,21100,67.485352
2010-05-13,102.463,102.722,101.403,82.300003,35900,66.763359
2010-05-14,100.651,100.651,98.654,80.629997,33800,65.40863
2010-05-17,99.369,99.369,96.669,79.989998,36000,64.889465
2010-05-18,99.159,99.196,95.683,78,43500,63.275124
2010-05-19,95.387,95.979,94.093,77.57,34500,62.926285
2010-05-20,92.453,92.873,90.851,74.029999,76900,60.054577
2010-05-21,90.074,93.883,90.074,76.160004,171600,61.782463
2010-05-24,92.996,94.302,91.664,74.410004,560800,60.362835
2010-05-25,90.493,90.617,88.151,73.510002,184600,59.632751
2010-05-26,90.949,91.849,89.828,72.93,141300,59.162235
2010-05-27,91.134,94.919,91.134,77,109700,62.463905
2010-05-28,95.128,95.128,93.464,76,62000,61.652676
2010-06-01,93.489,95.153,92.774,75.279999,80900,61.068611
2010-06-02,93.945,95.338,93.329,77.339996,43100,62.739708
2010-06-03,95.745,95.942,94.315,77.360001,83800,62.755947
2010-06-04,93.735,94.13,91.356,74.32,35400,60.289829
2010-06-07,92.268,92.478,90.629,73.519997,569300,59.640854
2010-06-08,91.196,91.911,90.382,74.449997,175800,60.39529
2010-06-09,92.799,93.612,91.332,74.290001,108200,60.265495
2010-06-10,94.413,95.387,92.811,77.260002,69900,62.674831
2010-06-11,94.253,95.387,93.945,77.260002,29700,62.674831
2010-06-14,96.472,97.397,95.831,77.739998,56500,63.064209
2010-06-15,97.323,98.901,97.101,80.230003,257400,65.084129
2010-06-16,97.68,98.617,97.631,79.82,41200,64.751541
2010-06-17,98.753,98.753,97.705,80.019997,30400,64.913795
2010-06-18,98.876,99.159,98.494,80.389999,20000,65.213928
2010-06-21,100.33,100.663,98.605,80.300003,56500,65.14093
2010-06-22,99.381,99.788,97.754,79.339996,27600,64.362167
2010-06-23,97.384,98.9,97.384,80,23100,64.89756
2010-06-24,97.791,97.853,96.706,78.620003,14800,63.77808
2010-06-25,96.805,97.988,96.805,79.089996,24100,64.159355
2010-06-28,97.532,98.001,96.94,78.949997,8800,64.045769
2010-06-29,95.535,95.535,93.304,76,38900,61.652676
2010-06-30,94.192,94.475,92.922,75.389999,22800,61.157829
2010-07-01,93.883,94.253,92.478,76.040001,42600,61.685139
2010-07-02,94.931,95.141,93.415,76.25,18100,61.85548
2010-07-06,96.534,96.916,94.968,77.389999,17400,62.780293
2010-07-07,95.868,97.927,95.868,79.419998,192400,64.427055
2010-07-08,98.839,98.839,97.471,79.989998,15000,64.889465
2010-07-09,97.877,98.974,97.84,80.209999,18900,65.067917
2010-07-12,98.42,98.79,98.075,80.029999,362300,64.921898
2010-07-13,99.468,100.158,99.468,80.989998,44000,65.700668
2010-07-14,99.911,101.699,99.344,81.190002,29600,65.862915
2010-07-15,100.441,100.934,99.221,81.410004,27200,66.041389
2010-07-16,99.776,99.776,97.655,79.360001,17100,64.378372
2010-07-19,98.679,98.679,97.446,79.650002,18600,64.613632
2010-07-20,97.409,99.406,97.175,80.550003,13500,65.343735
2010-07-21,99.874,99.874,97.655,79.660004,65200,64.621735
2010-07-22,100.22,101.317,100.22,81.919998,38700,66.455086
2010-07-23,101.058,102.056,100.774,82.790001,25500,67.160881
2010-07-26,102.451,102.821,101.723,83.410004,25900,67.663818
2010-07-27,103.227,103.363,101.896,83.160004,29600,67.461021
2010-07-28,102.167,102.179,101.575,82.669998,11200,67.063522
2010-07-29,103.326,103.326,101.662,82.889999,23100,67.241997
2010-07-30,101.748,102.944,101.612,83.230003,26500,67.517807
2010-08-02,104.645,105.73,104.349,85.440002,30700,69.310593
2010-08-03,105.138,105.372,104.608,85.32,25600,69.213234
2010-08-04,105.385,105.569,104.682,85.370003,36000,69.25383
2010-08-05,105.385,105.631,104.805,85.43,23900,69.30249
2010-08-06,104.768,105.717,104.682,85.730003,50400,69.545853
2010-08-09,106.198,106.334,105.545,86,22400,69.76487
2010-08-10,104.435,105.15,103.548,85.07,30600,69.010437
2010-08-11,101.588,102.377,100.589,81.75,33500,66.317207
2010-08-12,99.32,100.934,99.32,81.879997,37900,66.422653
2010-08-13,101.292,101.341,100.565,81.82,31300,66.373978
2010-08-16,100.897,101.822,100.651,82.379997,16100,66.828278
2010-08-17,103.215,103.548,102.5,83.449997,19000,67.696259
2010-08-18,103.289,103.757,102.747,83.830002,32900,68.004539
2010-08-19,103.03,103.277,101.563,82.900002,33500,67.250084
2010-08-20,101.514,101.514,100.515,82.040001,17100,66.552444
2010-08-23,102.106,102.106,100.959,81.93,25700,66.463219
2010-08-24,99.8,100.084,98.617,80.779999,16700,65.530312
2010-08-25,98.629,99.726,98.309,80.690002,44200,65.457306
2010-08-26,100.392,100.478,99.332,80.629997,19200,65.40863
2010-08-27,100.306,101.514,99.566,82.25,20100,66.722816
2010-08-30,101.169,101.304,100.269,81.370003,43300,66.008942
2010-08-31,99.973,101.267,99.973,81.650002,50500,66.236076
2010-09-01,102.352,103.708,102.327,84.080002,52500,68.207321
2010-09-02,103.56,104.14,103.363,84.480003,26000,68.53183
2010-09-03,105.828,105.828,104.731,85.559998,46500,69.407951
2010-09-07,105.286,105.286,103.942,84.470001,72600,68.52372
2010-09-08,105.089,105.754,104.941,85.290001,45300,69.188927
2010-09-09,106.704,106.704,105.385,85.769997,30200,69.578293
2010-09-10,105.939,106.556,105.939,86.360001,18800,70.056923
2010-09-13,107.825,108.22,107.554,87.669998,49800,71.119606
2010-09-14,108.318,109.379,108.072,88.400002,66000,71.711815
2010-09-15,108.281,108.947,107.899,88.32,12400,71.646896
2010-09-16,108.442,108.861,108.084,88.300003,19800,71.630699
2010-09-17,108.972,108.996,108.38,88.239998,20600,71.582031
2010-09-20,108.861,110.402,108.861,89.540001,20000,72.636597
2010-09-21,110.476,111.043,109.502,89.629997,73600,72.709602
2010-09-22,110.735,111.24,110.044,89.68,59500,72.750168
2010-09-23,109.958,110.611,109.452,88.959999,100100,72.166092
2010-09-24,111.166,112.275,111.08,91.07,26200,73.877777
2010-09-27,112.707,112.769,112.091,91.040001,29200,73.853416
2010-09-28,112.559,113.249,111.388,91.769997,33700,74.445587
2010-09-29,112.941,113.779,112.941,92.010002,46100,74.640312
2010-09-30,114.075,114.248,112.349,91.720001,30200,74.40506
2010-10-01,114.494,114.716,113.792,93,78000,75.443428
2010-10-04,114.211,114.272,112.916,92.040001,60600,74.66465
2010-10-05,114.95,116.06,114.568,94.019997,30600,76.270866
2010-10-06,116.491,116.812,116.011,94.550003,41600,76.700806
2010-10-07,117.317,117.699,115.554,94.269997,26700,76.473656
2010-10-08,116.319,117.206,115.912,94.949997,41100,77.025291
2010-10-11,117.847,117.847,116.553,94.769997,39100,76.879272
2010-10-12,116.417,117.12,115.567,94.900002,37700,76.984734
2010-10-13,118.303,119.105,118.131,96.150002,46200,77.998764
2010-10-14,119.314,119.499,118.464,96.540001,109900,78.315132
2010-10-15,119.573,120.128,117.847,96.199997,35300,78.03933
2010-10-18,118.377,118.821,117.749,96.050003,48000,77.917641
2010-10-19,116.59,116.664,114.938,93.5,68800,75.849037
2010-10-20,116.38,118.094,115.739,95.489998,54400,77.463364
2010-10-21,118.402,118.612,116.75,95.25,50800,77.268669
2010-10-22,118.069,118.069,117.428,95.720001,46400,77.649933
2010-10-25,119.425,119.548,118.562,96.370003,90600,78.177216
2010-10-26,118.414,118.599,117.786,96.080002,49900,77.941971
2010-10-27,117.724,117.884,116.072,95.099998,127400,77.146973
2010-10-28,118.18,118.217,117.33,95.330002,90600,77.333557
2010-10-29,117.946,118.39,117.527,96.010002,144200,77.885185
2010-11-01,118.957,119.376,117.971,96.129997,64600,77.982521
2010-11-02,119.511,119.968,119.228,97.199997,31800,78.85054
2010-11-03,119.992,120.646,119.018,97.730003,40400,79.280495
2010-11-04,122.31,123.086,122.199,99.849998,111200,81.000275
2010-11-05,122.926,123.185,121.792,99.580002,96500,80.78125
2010-11-08,122.236,122.593,121.582,99.32,132200,80.570328
2010-11-09,123.259,123.407,120.522,98.300003,38200,79.742897
2010-11-10,121.422,121.792,119.968,98.75,25800,80.107918
2010-11-11,120.695,120.695,119.795,97.690002,26900,79.248032
2010-11-12,119.511,119.82,117.81,96.230003,59600,78.06366
2010-11-15,119.413,119.413,118.291,96.050003,36100,77.917641
2010-11-16,117.305,117.305,114.642,93.620003,162300,75.946358
2010-11-17,115.48,116.43,115.48,93.93,28900,76.197838
2010-11-18,118.451,118.883,118.217,96.269997,20400,78.0961
2010-11-19,118.427,119.191,117.86,96.690002,32600,78.436813
2010-11-22,118.907,119.031,117.169,96.360001,47800,78.169113
2010-11-23,116.528,116.528,114.852,93.790001,83500,76.08429
2010-11-24,116.195,117.539,116.195,95.349998,38200,77.349777
2010-11-26,116.245,116.738,115.172,94.309998,24300,76.506111
2010-11-29,115.394,115.937,114.051,93.839996,38800,76.12484
2010-11-30,114.359,115.69,114.359,93.400002,31900,75.767921
2010-12-01,117.428,118.365,117.28,95.949997,35700,77.83651
2010-12-02,118.698,120.633,118.698,97.809998,31400,79.345383
2010-12-03,120.165,121.755,119.758,98.68,27200,80.051147
2010-12-06,121.225,122.001,121.052,98.82,35400,80.164719
2010-12-07,123.481,123.505,121.718,98.790001,50800,80.140381
2010-12-08,121.447,122.038,120.818,98.620003,37700,80.002472
2010-12-09,121.607,121.607,120.51,98.339996,31100,79.775322
2010-12-10,121.36,121.767,120.88,98.779999,39200,80.132271
2010-12-13,122.618,123.653,122.408,99.860001,139800,81.008377
2010-12-14,123.703,124.023,122.877,100.139999,48500,81.235512
2010-12-15,122.975,123.222,121.718,99.099998,97900,80.391853
2010-12-16,122.359,122.408,121.496,99.300003,41400,80.5541
2010-12-17,122.359,122.359,121.545,99.169998,30200,80.448624
2010-12-20,122.556,122.667,121.755,99.220001,41500,80.489189
2010-12-21,123.037,123.222,122.852,99.900002,309700,81.04084
2010-12-22,116.371,116.371,115.725,97.019997,89500,81.095169
2010-12-23,116.299,116.371,115.749,97.220001,108200,81.262352
2010-12-27,115.821,116.311,115.45,96.900002,109500,80.994865
2010-12-28,116.586,116.598,115.809,97.129997,57600,81.187126
2010-12-29,117.448,117.855,117.233,98.360001,98300,82.215218
2010-12-30,118.142,118.142,117.544,98.5,81000,82.332245
2010-12-31,118.369,119.326,118.285,99.620003,102100,83.268402
2011-01-03,120.403,120.534,119.876,100.370003,138300,83.895309
2011-01-04,120.702,120.917,118.74,99.970001,89300,83.560959
2011-01-05,118.716,119.171,117.914,99.580002,63300,83.23497
2011-01-06,119.434,119.434,117.448,98.449997,78700,82.290428
2011-01-07,117.938,117.938,116.347,97.919998,65300,81.847435
2011-01-10,116.634,116.921,115.749,97.720001,68300,81.680275
2011-01-11,117.867,118.154,117.412,98.669998,44500,82.474335
2011-01-12,119.338,120.188,119.218,100.459999,69600,83.97052
2011-01-13,120.523,120.594,119.625,100.160004,68700,83.719765
2011-01-14,119.673,120.546,119.482,100.760002,44800,84.221283
2011-01-18,120.869,121.312,120.259,100.900002,153500,84.338295
2011-01-19,120.941,121.145,119.637,100.309998,90100,83.845131
2011-01-20,119.207,119.207,117.663,99.209999,47900,82.925697
2011-01-21,119.266,119.266,118.453,99.019997,36400,82.766891
2011-01-24,118.716,119.242,118.225,99.669998,67000,83.310196
2011-01-25,118.656,119.003,117.962,99.470001,46200,83.143021
2011-01-26,119.601,120.008,119.099,100.099998,69400,83.669601
2011-01-27,119.673,120.056,119.338,100.239998,72500,83.786652
2011-01-28,119.506,119.506,117.244,98.059998,130000,81.964455
2011-01-31,117.807,118.812,117.807,98.860001,34000,82.633163
2011-02-01,119.47,121.157,119.47,100.949997,53700,84.380081
2011-02-02,120.702,120.858,120.271,100.82,59900,84.271431
2011-02-03,120.63,120.834,119.637,100.989998,38800,84.413536
2011-02-04,120.965,121.121,119.984,101.139999,49400,84.53891
2011-02-07,121.827,121.862,121.073,101.480003,44200,84.82309
2011-02-08,121.348,121.767,121.001,101.730003,81400,85.032089
2011-02-09,121.216,121.348,120.606,101.139999,39800,84.53891
2011-02-10,119.577,119.984,118.489,100.050003,51500,83.627831
2011-02-11,119.326,120.271,119.027,100.389999,63000,83.91201
2011-02-14,120.044,120.487,119.697,100.629997,38200,84.112625
2011-02-15,120.307,120.391,119.793,100.349998,41100,83.878571
2011-02-16,120.427,120.977,120.116,100.93,66200,84.363396
2011-02-17,120.81,121.468,120.475,101.470001,50300,84.814751
2011-02-18,121.575,121.851,121.133,101.620003,33000,84.940117
2011-02-22,119.829,119.829,117.902,98.75,70000,82.541206
2011-02-23,118.142,118.931,117.256,98.730003,52400,82.524475
2011-02-24,117.436,117.723,116.586,98.349998,49000,82.206856
2011-02-25,118.034,119.218,118.034,99.639999,36500,83.285118
2011-02-28,120.786,120.786,119.829,100.580002,106300,84.070839
2011-03-01,120.834,121.324,119.218,99.860001,47200,83.469025
2011-03-02,119.769,120.582,119.769,100.620003,46800,84.104271
2011-03-03,121.432,122.126,121.133,101.970001,23400,85.232674
2011-03-04,121.898,122.365,120.738,101.540001,252500,84.87326
2011-03-07,122.437,122.461,120.152,100.839996,105000,84.288155
2011-03-08,120.714,121.228,120.211,101.230003,39800,84.614136
2011-03-09,121.24,121.276,120.774,101.150002,36200,84.547272
2011-03-10,119.35,119.35,117.843,98.610001,71900,82.424171
2011-03-11,117.209,118.656,116.646,98.980003,443100,82.733444
2011-03-14,116.18,116.586,115.342,97.290001,51200,81.320831
2011-03-15,110.844,113.775,109.301,94.739998,113200,79.1894
2011-03-16,113.524,113.931,110.15,93.349998,81700,78.027557
2011-03-17,114.66,114.852,113.655,95.5,70700,79.824661
2011-03-18,116.598,117.017,116.335,97.620003,33200,81.596687
2011-03-21,118.608,119.482,118.106,99.790001,38700,83.410515
2011-03-22,119.242,119.613,118.441,99.610001,38800,83.260048
2011-03-23,118.812,119.888,118.441,100,22900,83.586037
2011-03-24,120.259,121.025,119.817,100.870003,40000,84.31324
2011-03-25,120.271,120.714,119.817,100.199997,43600,83.753189
2011-03-28,120.331,120.415,119.709,100.160004,57200,83.719765
2011-03-29,119.757,120.642,119.338,100.839996,40300,84.288155
2011-03-30,121.36,122.174,120.977,101.879997,83300,85.157433
2011-03-31,121.623,122.185,121.516,101.93,34400,85.199242
2011-04-01,122.305,123.023,121.815,102.580002,41100,85.742554
2011-04-04,123.681,123.681,122.712,103.18,77700,86.24408
2011-04-05,122.712,123.633,122.425,103.169998,49700,86.235718
2011-04-06,124.136,124.423,123.621,103.57,44600,86.570061
2011-04-07,123.729,124.076,123.119,103.309998,20100,86.352707
2011-04-08,124.961,124.985,123.98,104.029999,33200,86.954536
2011-04-11,124.698,124.973,123.573,103.540001,31600,86.544983
2011-04-12,123.346,123.346,121.839,102.260002,55300,85.475082
2011-04-13,123.633,123.908,122.425,102.610001,25200,85.767632
2011-04-14,123.298,124.04,123.095,103.489998,45200,86.503174
2011-04-15,123.872,124.195,123.454,103.379997,21500,86.411232
2011-04-18,122.006,122.006,120.69,101.510002,61400,84.848175
2011-04-19,122.413,122.987,122.114,102.589996,18300,85.7509
2011-04-20,124.554,125.499,124.554,104.800003,21500,87.598152
2011-04-21,125.822,126.504,125.476,105.419998,33800,88.116394
2011-04-25,126.277,126.277,125.38,104.910004,41300,87.690117
2011-04-26,126.385,126.923,125.763,106.07,68000,88.659706
2011-04-27,127.079,128.012,125.858,107,29300,89.437057
2011-04-28,127.426,128.012,127.33,106.910004,57200,89.361832
2011-04-29,127.964,128.478,127.689,107.18,56000,89.587517
2011-05-02,128.634,129.017,127.689,106.959999,35000,89.40361
2011-05-03,127.246,127.366,125.978,105.879997,27000,88.50087
2011-05-04,126.672,126.672,125.021,104.919998,38000,87.698456
2011-05-05,124.638,124.722,122.604,103.059998,34800,86.143753
2011-05-06,125.284,128.921,123.226,103.599998,21900,86.595123
2011-05-09,124.279,125.392,123.908,104.650002,36000,87.472794
2011-05-10,125.607,126.457,125.344,105.589996,33800,88.258499
2011-05-11,125.906,125.906,123.669,103.82,38300,86.779015
2011-05-12,123.31,124.985,122.855,104.040001,37000,86.962906
2011-05-13,124.028,124.028,121.683,102.470001,45900,85.650589
2011-05-16,122.162,123.214,121.994,101.970001,24400,85.232674
2011-05-17,121.324,122.257,120.786,102.110001,36900,85.349701
2011-05-18,122.76,123.502,122.185,103.190002,28100,86.252426
2011-05-19,123.406,123.884,122.688,103.519997,74700,86.528244
2011-05-20,122.999,123.238,121.994,102.370003,30600,85.567017
2011-05-23,119.661,120.618,119.159,100.230003,69500,83.778282
2011-05-24,121.085,121.169,120.235,101.040001,33200,84.455322
2011-05-25,120.295,121.372,120.235,101.230003,22200,84.614136
2011-05-26,121.288,122.209,121.001,102.099998,24500,85.341354
2011-05-27,122.508,123.382,122.508,102.730003,23900,85.867943
2011-05-31,125.32,125.595,124.674,104.910004,66700,87.690117
2011-06-01,125.428,125.595,123.25,103.160004,39400,86.227333
2011-06-02,124.387,124.662,123.31,103.989998,18400,86.92112
2011-06-03,123.322,124.865,123.011,103.790001,20300,86.753944
2011-06-06,123.549,123.813,122.425,102.410004,17500,85.600441
2011-06-07,123.872,124.435,123.609,103.459999,18200,86.478096
2011-06-08,122.592,122.736,121.48,101.589996,41400,84.915047
2011-06-09,121.516,122.939,121.516,102.629997,28200,85.78434
2011-06-10,121.539,121.539,119.613,100.339996,39300,83.870216
2011-06-13,120.271,120.594,119.278,100.269997,42000,83.811707
2011-06-14,121.013,122.138,120.69,101.699997,17900,85.006989
2011-06-15,119.9,120.164,118.202,99.059998,68200,82.800323
2011-06-16,117.448,118.046,116.551,98.089996,36000,81.989548
2011-06-17,118.549,118.788,117.974,98.830002,24300,82.60807
2011-06-20,117.209,117.544,116.527,98.160004,59800,82.048035
2011-06-21,118.202,119.781,118.202,99.989998,34100,83.577675
2011-06-22,119.218,119.673,118.824,99.339996,133500,83.034355
2011-06-23,117.041,117.855,116.048,98.449997,95100,82.290428
2011-06-24,117.591,117.711,116.646,97.709999,17000,81.671906
2011-06-27,116.766,117.783,116.431,98.269997,32900,82.139977
2011-06-28,117.902,118.955,117.663,99.43,23700,83.109589
2011-06-29,120.104,121.001,119.685,101.010002,47900,84.430244
2011-06-30,121.803,122.999,121.803,102.730003,56800,85.867943
2011-07-01,122.712,124.195,122.293,103.809998,41300,86.770645
2011-07-05,124.207,124.494,123.609,103.580002,48800,86.578415
2011-07-06,123.155,123.31,122.449,103,50400,86.093613
2011-07-07,124.171,124.77,123.777,104.120003,66300,87.029785
2011-07-08,123.178,123.513,122.413,102.93,28100,86.035103
2011-07-11,120.869,120.917,119.649,100.019997,27400,83.602737
2011-07-12,119.051,120.235,119.027,99.559998,44300,83.218254
2011-07-13,120.762,122.341,120.487,101.400002,92000,84.756233
2011-07-14,121.755,121.994,120.116,100.68,17100,84.154411
2011-07-15,120.929,121.456,120.499,101.330002,21500,84.697723
2011-07-18,119.649,119.793,118.429,99.75,216000,83.377052
2011-07-19,120.546,121.085,120.427,101.019997,62800,84.438599
2011-07-20,121.946,122.09,121.24,102.019997,39300,85.274452
2011-07-21,122.915,123.896,122.353,103.519997,23200,86.528244
2011-07-22,124.112,124.375,123.597,103.879997,23400,86.829147
2011-07-25,123.681,123.992,123.334,103.089996,159900,86.168831
2011-07-26,124.339,124.435,123.693,103.620003,18700,86.611847
2011-07-27,123.358,123.753,121.539,101.610001,36000,84.931763
2011-07-28,121.707,122.425,120.917,101.07,46800,84.480408
2011-07-29,120.654,121.707,120.271,101.279999,93700,84.655937
2011-08-01,122.76,122.939,119.434,100.959999,51100,84.388466
2011-08-02,119.027,119.553,117.244,98,151700,81.914307
2011-08-03,117.926,117.926,115.582,98.32,113400,82.181763
2011-08-04,113.655,114.026,109.408,91.459999,182100,76.447777
