"Date","VSS.Open","VSS.High","VSS.Low","VSS.Close","VSS.Volume","VSS.Adjusted"
2009-08-17,91.633,91.633,88.156,71.43,21300,56.91301
2009-08-18,89.826,91.219,89.826,72.57,23800,57.821335
2009-08-19,90.114,92.035,89.662,72.989998,33700,58.155972
2009-08-20,91.608,92.863,91.608,73.800003,21600,58.80135
2009-08-21,93.503,94.545,93.49,75.120003,33800,59.853096
2009-08-24,95.109,95.135,94.093,75.230003,31200,59.940727
2009-08-25,95.737,95.737,94.745,75.620003,26900,60.251465
2009-08-26,96.013,96.013,93.503,75.080002,32100,59.821224
2009-08-27,93.741,95.172,93.152,75.650002,28500,60.275368
2009-08-28,96.038,96.038,94.708,75.720001,16900,60.331135
2009-08-31,94.08,94.256,93.076,75.099998,27300,59.837143
2009-09-01,93.051,94.306,91.821,73.160004,27400,58.291412
2009-09-02,91.909,92.649,91.671,73.580002,15900,58.626068
2009-09-03,95.574,95.574,93.265,74.870003,25400,59.653885
2009-09-04,94.532,95.662,93.992,76.150002,23000,60.673763
2009-09-08,96.829,99.389,96.829,77.639999,55100,61.860931
2009-09-09,100.054,100.054,97.846,78.470001,62700,62.52224
2009-09-10,98.624,99.377,97.745,79.160004,47100,63.072025
2009-09-11,100.293,100.293,99.063,79.190002,26900,63.095905
2009-09-14,98.511,99.628,98.297,79.379997,44300,63.247295
2009-09-15,99.59,100.381,98.85,79.849998,46600,63.62178
2009-09-16,100.782,102.213,100.782,81.32,67900,64.793045
2009-09-17,101.548,102.364,100.958,80.68,35100,64.283104
2009-09-18,101.686,101.812,100.87,80.82,29200,64.39463
2009-09-21,100.218,101.159,99.439,79.980003,55200,63.725376
2009-09-22,101.385,103.908,101.385,81.190002,44800,64.689445
2009-09-23,102.1,102.69,100.883,80.379997,81000,64.04406
2009-09-24,101.422,101.422,98.787,79.220001,504300,63.119827
2009-09-25,99.038,99.615,98.712,79,104000,62.944523
2009-09-28,99.352,100.795,98.937,79.93,128700,63.685532
2009-09-29,99.703,100.958,99.352,79.610001,139300,63.430565
2009-09-30,101.008,101.623,99.452,80.330002,64300,64.004242
2009-10-01,100.368,100.368,98.084,78.279999,65000,62.370865
2009-10-02,96.992,97.67,96.226,77.43,36400,61.693623
2009-10-05,97.544,99.377,97.544,79.059998,35300,62.99234
2009-10-06,99.916,102.075,99.916,80.599998,42400,64.219353
2009-10-07,103.004,103.004,100.996,81.019997,557500,64.553993
2009-10-08,104.297,104.297,102.188,82.209999,84600,65.502151
2009-10-09,103.154,103.493,102.59,82.389999,83900,65.645576
2009-10-12,104.41,104.635,103.544,82.769997,42300,65.948326
2009-10-13,104.02,104.133,103.318,82.839996,26800,66.004105
2009-10-14,105.225,107.309,105.225,84.650002,38600,67.446266
2009-10-15,105.577,106.255,105.263,84.620003,56200,67.422348
2009-10-16,105.037,105.677,104.384,83.900002,49400,66.848701
2009-10-19,106.681,108.074,105.527,84.879997,75800,67.629524
2009-10-20,106.581,108.363,104.786,84.07,35900,66.984131
2009-10-21,104.736,106.581,104.736,83.629997,36600,66.63356
2009-10-22,104.836,105.79,104.058,84.190002,30100,67.079758
2009-10-23,105.564,105.577,103.845,83,43000,66.131607
2009-10-26,104.435,105.025,102.176,81.650002,31900,65.055977
2009-10-27,102.339,102.339,100.845,80.559998,23500,64.187492
2009-10-28,98.937,101.159,97.205,77.699997,80700,61.908726
2009-10-29,98.774,101.51,98.774,80.730003,451900,64.322937
2009-10-30,100.619,100.695,97.77,78.150002,37900,62.267281
2009-11-02,99.126,99.967,97.557,78.760002,18100,62.753311
2009-11-03,98.184,99.126,97.544,78.940002,30400,62.896732
2009-11-04,100.331,101.661,100.331,80.279999,32400,63.964405
2009-11-05,101.761,102.414,101.498,81.580002,167600,65.000191
2009-11-06,101.535,102.514,101.096,81.550003,116500,64.976288
