"Date","VMBS.Open","VMBS.High","VMBS.Low","VMBS.Close","VMBS.Volume","VMBS.Adjusted"
2010-01-15,58.861,59.003,58.861,50.139999,4100,42.625603
2010-01-19,58.991,58.991,58.909,50.130001,7700,42.617107
2010-01-20,59.003,59.038,58.956,50.169998,7300,42.651131
2010-01-21,59.014,59.085,59.014,50.220001,6300,42.693615
2010-01-22,59.05,59.05,59.003,50.169998,4900,42.651131
2010-01-25,59.003,59.014,59.003,50.169998,1100,42.651131
2010-01-26,59.085,59.108,59.038,50.189999,1000,42.668129
2010-01-27,59.085,59.085,59.085,50.23,300,42.702122
2010-01-28,59.003,59.097,59.003,50.240002,4700,42.710632
2010-01-29,58.889,58.889,58.889,50.169998,300,42.742168
2010-02-01,58.912,58.912,58.806,50.169998,9200,42.742168
2010-02-02,58.877,58.9,58.842,50.130001,2100,42.708065
2010-02-03,58.865,58.865,58.83,50.139999,3000,42.716599
2010-02-04,58.842,58.994,58.842,50.259998,400,42.818829
2010-02-05,59.041,59.088,59.018,50.32,2100,42.869942
2010-02-08,59.018,59.018,59.018,50.279999,500,42.83588
2010-02-09,59.018,59.018,58.994,50.259998,2200,42.818829
2010-02-10,58.971,58.983,58.9,50.189999,1700,42.759197
2010-02-11,58.818,58.83,58.76,50.080002,1200,42.665478
2010-02-12,58.842,58.842,58.83,50.130001,1800,42.708065
2010-02-16,58.771,58.877,58.771,50.139999,6000,42.716599
2010-02-17,59.03,59.03,58.771,50.080002,1600,42.665478
2010-02-18,58.795,58.795,58.677,50.009998,5000,42.605827
2010-02-19,58.642,58.677,58.63,49.990002,5900,42.588802
2010-02-22,58.689,58.76,58.689,50.060001,2800,42.64843
2010-02-23,58.842,58.912,58.842,50.189999,5300,42.759197
2010-02-24,58.889,58.889,58.818,50.130001,1300,42.708065
2010-02-25,58.83,58.889,58.83,50.130001,5600,42.708065
2010-02-26,58.523,58.605,58.523,50.02,4100,42.709797
2010-03-01,58.511,58.628,58.511,50.029999,1900,42.718334
2010-03-02,58.581,58.593,58.581,50.029999,600,42.718334
2010-03-03,58.757,58.827,58.757,50.23,2300,42.88908
2010-03-04,58.886,58.886,58.863,50.279999,1100,42.931782
2010-03-05,58.851,58.851,58.781,50.240002,3900,42.897636
2010-03-08,58.816,58.851,58.816,50.240002,2900,42.897636
2010-03-09,58.898,58.921,58.874,50.290001,4400,42.940311
2010-03-10,58.781,58.886,58.769,50.27,5200,42.923241
2010-03-11,58.816,58.851,58.781,50.240002,30200,42.897636
2010-03-12,58.851,58.909,58.839,50.299999,9100,42.948868
2010-03-15,58.886,58.909,58.886,50.299999,2400,42.948868
2010-03-16,58.898,59.12,58.886,50.48,23600,43.102543
2010-03-17,58.956,58.991,58.909,50.369999,6400,43.008636
2010-03-18,58.933,58.944,58.933,50.330002,600,42.97448
2010-03-19,59.026,59.026,58.956,50.400002,2100,43.034252
2010-03-22,59.062,59.097,59.05,50.459999,21400,43.085476
2010-03-23,59.073,59.214,59.073,50.560001,10300,43.170868
2010-03-24,59.144,59.144,58.898,50.290001,3400,42.940311
2010-03-25,58.734,58.827,58.734,50.23,1500,42.88908
2010-03-26,58.874,58.933,58.687,50.130001,33600,42.803707
2010-03-29,58.769,58.816,58.71,50.16,2500,42.829311
2010-03-30,58.769,58.792,58.617,50.18,3600,42.846382
2010-03-31,58.47,58.576,58.424,50.060001,1700,42.807926
2010-04-01,58.517,58.541,58.435,50.060001,1400,42.807926
2010-04-05,58.447,58.447,58.365,49.91,1700,42.679642
2010-04-06,58.318,58.377,58.26,49.91,1800,42.679642
2010-04-07,58.517,58.646,58.412,50.049999,3100,42.799366
2010-04-08,58.611,58.646,58.611,50.150002,200,42.884888
2010-04-09,58.435,58.435,58.435,49.970001,500,42.730942
2010-04-12,58.693,58.798,58.576,50.209999,3100,42.936184
2010-04-13,58.798,58.798,58.704,50.220001,1700,42.944744
2010-04-14,58.775,58.775,58.541,50.060001,3200,42.807926
2010-04-15,58.681,58.728,58.564,50.09,10400,42.83358
2010-04-16,58.821,58.821,58.646,50.200001,1300,42.927658
2010-04-19,58.681,58.751,58.681,50.189999,7100,42.91909
2010-04-20,58.669,58.693,58.494,50.189999,8000,42.91909
2010-04-21,58.587,58.798,58.552,50.130001,26200,42.867775
2010-04-22,58.669,58.669,58.506,50.029999,21700,42.782261
2010-04-23,58.552,58.658,58.552,50.16,600,42.893433
2010-04-26,58.739,58.739,58.658,50.189999,2400,42.91909
2010-04-27,58.868,58.868,58.81,50.32,1100,43.030251
2010-04-28,58.739,58.891,58.552,50.099998,5800,42.842129
2010-04-29,58.868,58.868,58.669,50.220001,4800,42.944744
2010-04-30,58.675,58.768,58.57,50.209999,12300,43.00042
2010-05-03,58.687,58.71,58.523,50.23,11100,43.017525
2010-05-04,58.827,58.827,58.652,50.290001,1600,43.06892
2010-05-05,58.757,58.909,58.173,50.330002,27100,43.103172
2010-05-06,59.014,62.12,59.014,53.200001,900,45.561077
2010-05-07,58.874,58.979,58.874,50.5,1900,43.248764
2010-05-10,59.095,59.095,58.804,50.360001,1900,43.12888
2010-05-11,58.78,58.885,58.78,50.389999,44500,43.154564
2010-05-12,58.932,58.944,58.92,50.48,2000,43.231628
2010-05-13,59.049,59.049,59.025,50.549999,800,43.29158
2010-05-14,59.154,59.177,59.084,50.599998,5800,43.334385
2010-05-17,59.352,59.352,59.165,50.669998,3800,43.394356
2010-05-18,59.119,59.271,59.119,50.75,5500,43.462875
2010-05-19,59.201,59.282,59.177,50.77,4100,43.48
2010-05-20,59.668,59.668,59.247,50.77,5000,43.48
2010-05-21,59.376,59.492,59.306,50.91,3700,43.599888
2010-05-24,59.422,59.422,59.177,50.73,2700,43.445744
2010-05-25,59.446,59.457,59.247,50.830002,32700,43.531395
2010-05-26,59.481,59.481,59.236,50.73,2000,43.445744
2010-05-27,59.294,59.329,59.119,50.77,2400,43.48
2010-05-28,59.138,59.161,59.126,50.740002,1000,43.526325
2010-06-01,59.009,59.173,59.009,50.75,1600,43.534897
2010-06-02,59.231,59.231,59.208,50.790001,1000,43.569199
2010-06-03,59.126,59.242,59.091,50.82,44100,43.594959
2010-06-04,59.371,59.441,59.347,50.990002,2800,43.740784
2010-06-07,59.441,59.452,59.347,50.990002,1300,43.740784
2010-06-08,59.511,59.522,59.417,51,1500,43.749359
2010-06-09,59.359,59.359,59.359,50.919998,400,43.680725
2010-06-10,59.382,59.382,59.161,50.75,2500,43.534897
2010-06-11,59.289,59.452,59.289,51,2500,43.749359
2010-06-14,59.382,59.452,59.336,51,2600,43.749359
2010-06-15,59.324,59.452,59.301,50.869999,413500,43.637829
2010-06-16,59.336,59.429,59.336,50.970001,800,43.723629
2010-06-17,59.546,59.592,59.476,51.119999,3600,43.852314
2010-06-18,59.487,59.615,59.487,51.119999,11100,43.852314
2010-06-21,59.592,59.604,59.452,51.130001,4500,43.860882
2010-06-22,59.639,59.697,59.639,51.189999,1400,43.912346
2010-06-23,59.779,59.79,59.685,51.290001,9900,43.998146
2010-06-24,59.744,59.744,59.639,51.169998,9500,43.895184
2010-06-25,59.697,59.779,59.65,51.259998,1100,43.972393
2010-06-28,59.895,59.895,59.779,51.369999,2100,44.066753
2010-06-29,59.93,59.93,59.802,51.310001,3500,44.015282
