"Date","VMBS.Open","VMBS.High","VMBS.Low","VMBS.Close","VMBS.Volume","VMBS.Adjusted"
2010-06-30,59.495,59.564,59.495,51.18,1500,43.984344
2010-07-01,59.471,59.576,59.471,51.189999,17000,43.992935
2010-07-02,59.518,59.53,59.518,51.150002,2300,43.958549
2010-07-06,59.518,59.623,59.518,51.240002,4200,44.035923
2010-07-07,59.623,59.623,59.564,51.209999,2500,44.010136
2010-07-08,59.588,59.658,59.588,51.259998,4300,44.053097
2010-07-09,59.681,59.681,59.681,51.290001,100,44.07888
2010-07-12,59.704,59.751,59.623,51.34,58500,44.121857
2010-07-13,59.704,63.23,59.588,51.310001,30200,44.096069
2010-07-14,59.739,59.809,59.681,51.400002,2500,44.173409
2010-07-15,59.82,59.867,59.797,51.389999,18800,44.164829
2010-07-16,59.89,59.89,59.89,51.470001,300,44.233566
2010-07-19,59.832,59.844,59.739,51.389999,13800,44.164829
2010-07-20,59.879,59.879,59.727,51.400002,5600,44.173409
2010-07-21,59.82,59.902,59.739,51.48,8000,44.24218
2010-07-22,59.914,59.914,59.774,51.459999,4700,44.224976
2010-07-23,59.925,59.937,59.914,51.490002,7900,44.250771
2010-07-26,59.972,59.972,59.937,51.529999,2900,44.285152
2010-07-27,59.89,59.983,59.867,51.540001,3200,44.293736
2010-07-28,59.995,60.018,59.902,51.580002,2700,44.328091
2010-07-29,59.972,60.076,59.902,51.57,28200,44.319508
2010-07-30,59.747,59.829,59.747,51.52,6200,44.365143
2010-08-02,59.747,59.747,59.62,51.419998,5900,44.279022
2010-08-03,59.771,59.817,59.724,51.5,19500,44.347935
2010-08-04,59.794,59.805,59.771,51.470001,1400,44.322102
2010-08-05,59.724,59.817,59.724,51.48,34500,44.330708
2010-08-06,59.817,59.84,59.794,51.509998,2800,44.356552
2010-08-09,59.805,59.817,59.747,51.5,6500,44.347935
2010-08-10,59.829,59.875,59.782,51.560001,2400,44.399605
2010-08-11,59.805,59.805,59.701,51.5,42200,44.347935
2010-08-12,59.62,59.713,59.62,51.369999,2100,44.235989
2010-08-13,59.689,59.736,59.689,51.439999,1900,44.296268
2010-08-16,59.817,59.829,59.736,51.439999,8200,44.296268
2010-08-17,59.713,59.736,59.631,51.400002,8500,44.261826
2010-08-18,59.62,59.643,59.515,51.25,4400,44.132656
2010-08-19,59.469,59.631,59.469,51.349998,6100,44.218758
2010-08-20,59.55,59.585,59.492,51.27,5600,44.149879
2010-08-23,59.585,59.585,59.538,51.290001,4600,44.16711
2010-08-24,59.492,59.596,59.329,51.32,17900,44.192921
2010-08-25,59.655,59.724,59.596,51.330002,5600,44.201538
2010-08-26,59.689,59.724,59.666,51.43,3700,44.287666
2010-08-27,59.666,59.701,59.596,51.360001,4100,44.227371
2010-08-30,59.666,59.782,59.666,51.459999,2700,44.313473
2010-08-31,59.462,59.624,59.462,51.439999,6000,44.379063
2010-09-01,59.555,59.555,59.485,51.360001,3100,44.310062
2010-09-02,59.52,59.52,59.439,51.34,4900,44.292778
2010-09-03,59.358,59.462,59.358,51.299999,21800,44.258263
2010-09-07,59.578,59.578,59.462,51.400002,30600,44.344543
2010-09-08,59.508,59.543,59.427,51.330002,11500,44.284157
2010-09-09,59.404,59.427,59.369,51.220001,6000,44.189247
2010-09-10,59.323,59.369,59.23,51.220001,14400,44.189247
2010-09-13,59.056,59.439,59.056,51.27,9400,44.232368
2010-09-14,59.381,59.427,59.358,51.259998,1700,44.223755
2010-09-15,59.3,59.404,59.3,51.23,4800,44.197872
2010-09-16,59.323,59.323,59.288,51.16,3600,44.137486
2010-09-17,59.184,59.346,59.184,51.150002,8900,44.128849
2010-09-20,59.138,59.311,59.114,51.09,37600,44.077087
2010-09-21,59.358,59.439,59.288,51.27,4000,44.232368
2010-09-22,59.311,59.427,59.311,51.25,6500,44.215145
2010-09-23,59.427,59.427,59.3,51.200001,7200,44.172012
2010-09-24,59.288,59.323,59.161,51.130001,31000,44.111629
2010-09-27,59.346,59.381,59.23,51.23,2800,44.197872
2010-09-28,59.335,59.427,59.335,51.240002,1700,44.206516
2010-09-29,59.439,59.439,59.311,51.200001,6400,44.172012
2010-09-30,59.222,59.269,59.002,51.200001,6300,44.229885
2010-10-01,59.269,59.292,59.153,51.220001,4000,44.247154
2010-10-04,59.361,59.396,59.292,51.220001,11000,44.247154
2010-10-05,59.292,59.419,59.292,51.310001,2200,44.324902
2010-10-06,59.338,59.419,59.338,51.330002,800,44.342182
2010-10-07,59.454,59.558,59.454,51.380001,9100,44.385372
2010-10-08,59.627,59.824,59.627,51.599998,7800,44.575413
2010-10-11,59.708,59.708,59.523,51.560001,4300,44.540874
2010-10-12,59.57,59.755,59.57,51.610001,2900,44.584057
2010-10-13,59.72,59.836,59.651,51.68,4100,44.644535
2010-10-14,59.813,59.847,59.512,51.41,11300,44.411278
2010-10-15,59.755,59.755,59.488,51.529999,23800,44.514942
2010-10-18,59.535,59.789,59.535,51.650002,1300,44.618626
2010-10-19,59.639,59.859,59.639,51.709999,4600,44.670441
2010-10-20,59.813,59.986,59.789,51.790001,6900,44.739552
2010-10-21,59.813,59.986,59.813,51.82,3000,44.765476
2010-10-22,59.963,60.033,59.928,51.790001,1900,44.739552
2010-10-25,59.905,60.009,59.905,51.75,3400,44.705006
2010-10-26,59.813,59.94,59.778,51.759998,8600,44.713646
2010-10-27,59.708,59.94,59.708,51.740002,4300,44.696365
2010-10-28,59.952,59.952,59.847,51.740002,2200,44.696365
2010-10-29,59.748,59.748,59.713,51.73,4400,44.805496
2010-11-01,59.725,59.748,59.667,51.689999,2700,44.770836
2010-11-02,59.736,59.748,59.725,51.75,4900,44.822834
2010-11-03,59.886,60.175,59.436,51.779999,18300,44.848808
2010-11-04,60.036,60.036,59.84,51.959999,2800,45.004723
2010-11-05,59.967,59.967,59.632,51.84,9200,44.900784
2010-11-08,59.898,59.898,59.805,51.84,5700,44.900784
2010-11-09,59.725,59.725,59.424,51.580002,4100,44.675579
2010-11-10,59.436,59.621,59.413,51.459999,5500,44.571651
2010-11-11,59.413,59.586,59.367,51.509998,9200,44.614944
2010-11-12,59.586,59.586,59.401,51.48,4300,44.588966
2010-11-15,59.401,59.401,59.297,51.400002,4400,44.51968
2010-11-16,59.263,59.378,59.17,51.25,3000,44.389732
2010-11-17,59.39,59.39,59.309,51.369999,4100,44.493687
2010-11-18,59.517,59.517,59.424,51.529999,5600,44.632256
2010-11-19,59.459,59.575,59.459,51.599998,700,44.69289
2010-11-22,59.736,59.759,59.667,51.689999,9200,44.770836
2010-11-23,59.84,59.84,59.713,51.720001,6100,44.796825
2010-11-24,59.678,59.678,59.528,51.580002,4400,44.675579
2010-11-26,59.448,59.471,59.309,51.509998,4500,44.614944
2010-11-29,59.54,59.54,59.471,51.549999,1100,44.649574
2010-11-30,59.411,59.411,59.226,51.41,6800,44.607944
2010-12-01,59.065,59.076,58.834,51.110001,25100,44.347645
2010-12-02,58.834,58.95,58.777,51.150002,3900,44.382355
2010-12-03,59.146,59.146,58.88,51.09,2600,44.330273
2010-12-06,59.341,59.341,59.042,51.23,2800,44.451759
2010-12-07,58.996,59.007,58.834,51.049999,1900,44.295563
2010-12-08,58.604,58.754,58.535,50.98,4900,44.234825
2010-12-09,58.627,58.846,58.592,50.849998,12500,44.122032
2010-12-10,58.719,58.719,58.466,50.799999,3400,44.078644
2010-12-13,58.362,58.754,58.362,50.950001,4000,44.20882
2010-12-14,58.5,58.604,58.419,50.73,17200,44.01791
2010-12-15,58.523,58.535,58.108,50.419998,5200,43.74892
2010-12-16,58.293,59.526,58.005,50.650002,4900,43.948498
2010-12-17,58.569,58.731,58.546,50.919998,3300,44.182777
2010-12-20,58.892,58.915,58.201,50.860001,1300,44.130718
2010-12-21,58.846,58.95,58.742,51.139999,7500,44.373665
2010-12-22,58.938,58.984,58.708,51.18,10500,44.408371
2010-12-23,58.95,58.95,58.638,51.029999,4100,44.278225
2010-12-27,56.746,56.803,56.644,50.18,5500,44.329464
2010-12-28,56.769,56.769,56.599,50.02,18100,44.188107
2010-12-29,56.508,56.791,56.474,50.169998,3700,44.320633
2010-12-30,56.814,56.814,56.531,50.099998,3200,44.258789
2010-12-31,57.154,57.154,56.735,50.279999,7700,44.417793
2011-01-03,56.859,56.995,56.859,50.349998,4300,44.479633
2011-01-04,56.893,56.972,56.825,50.290001,6700,44.426632
2011-01-05,56.882,56.882,56.622,50.099998,15700,44.258789
2011-01-06,56.746,56.791,56.61,50.16,8200,44.311806
2011-01-07,56.927,57.029,56.848,50.360001,6500,44.488476
2011-01-10,56.995,57.052,56.905,50.400002,12500,44.523827
2011-01-11,57.052,57.052,56.882,50.310001,9600,44.444294
2011-01-12,56.667,56.916,56.667,50.279999,5600,44.417793
2011-01-13,56.905,57.063,56.905,50.41,5000,44.532639
2011-01-14,57.131,57.131,56.939,50.400002,7200,44.523827
2011-01-18,57.12,57.12,56.757,50.369999,5200,44.497303
2011-01-19,57.018,57.108,56.916,50.349998,4400,44.479633
2011-01-20,57.04,57.04,56.825,50.299999,10700,44.435452
2011-01-21,56.939,57.029,56.859,50.330002,8400,44.461967
2011-01-24,56.848,57.029,56.848,50.380001,4600,44.506145
2011-01-25,56.893,57.142,56.893,50.43,2900,44.550308
2011-01-26,56.995,56.995,56.939,50.34,1700,44.470806
2011-01-27,56.916,57.074,56.916,50.380001,11000,44.506145
2011-01-28,57.006,57.142,56.995,50.450001,10300,44.56797
2011-01-31,56.932,56.977,56.672,50.34,7400,44.546745
2011-02-01,56.796,56.808,56.638,50.25,10700,44.467098
2011-02-02,56.853,56.853,56.615,50.209999,17400,44.431709
2011-02-03,56.638,56.728,56.536,50.099998,5500,44.334362
2011-02-04,56.502,56.502,56.243,49.950001,3200,44.201614
2011-02-07,56.209,56.423,56.209,49.93,3300,44.183914
2011-02-08,56.209,56.367,56.062,49.73,7800,44.006947
2011-02-09,56.209,57.067,55.892,49.82,17600,44.086594
2011-02-10,56.435,56.435,55.994,49.709999,8500,43.989239
2011-02-11,56.525,56.525,56.05,49.669998,4300,43.953835
2011-02-14,56.13,56.536,56.13,50.029999,3400,44.27243
2011-02-15,56.536,56.604,56.254,50.080002,6600,44.316662
2011-02-16,56.638,56.638,56.548,50.060001,4300,44.298958
2011-02-17,56.514,56.728,56.446,50.189999,4000,44.41399
2011-02-18,56.615,56.717,56.559,50.189999,3300,44.41399
2011-02-22,56.469,56.853,56.469,50.310001,5000,44.520184
2011-02-23,56.841,56.853,56.582,50.290001,8300,44.502483
2011-02-24,56.909,56.943,56.683,50.360001,6800,44.564442
2011-02-25,56.909,56.954,56.853,50.380001,5000,44.582134
2011-02-28,56.779,56.791,56.621,50.34,5600,44.622017
2011-03-01,56.7,56.87,56.588,50.380001,3200,44.65749
2011-03-02,56.791,56.87,56.791,50.34,4600,44.622017
2011-03-03,56.633,56.655,56.61,50.189999,2900,44.489071
2011-03-04,56.565,56.892,56.565,50.43,5500,44.701805
2011-03-07,56.904,57.084,56.723,50.400002,4200,44.675205
2011-03-08,56.858,56.881,56.588,50.369999,10800,44.648628
2011-03-09,56.892,56.904,56.825,50.400002,5200,44.675205
2011-03-10,56.858,57.05,56.858,50.57,9200,44.825909
2011-03-11,57.039,57.05,56.689,50.560001,5500,44.817036
2011-03-14,57.107,57.152,56.892,50.459999,30400,44.728394
2011-03-15,57.219,57.219,56.982,50.509998,1700,44.772717
2011-03-16,57.355,57.355,57.028,50.810001,4800,45.038658
2011-03-17,57.231,57.276,56.971,50.740002,2800,44.976608
2011-03-18,56.96,57.208,56.96,50.709999,4600,44.949989
2011-03-21,56.971,57.14,56.858,50.619999,10500,44.870224
2011-03-22,56.982,57.005,56.858,50.400002,5400,44.675205
2011-03-23,56.858,57.016,56.746,50.52,7100,44.781567
2011-03-24,56.994,57.028,56.757,50.549999,13800,44.808167
2011-03-25,57.14,57.14,56.768,50.5,5300,44.763847
2011-03-28,56.904,57.005,56.779,50.490002,10400,44.75499
2011-03-29,56.836,56.836,56.554,50.130001,7300,44.435871
2011-03-30,56.836,56.915,56.565,50.439999,2800,44.710663
2011-03-31,56.774,56.774,56.414,50.150002,14500,44.546341
2011-04-01,56.706,56.706,56.267,50.360001,17900,44.732861
2011-04-04,56.414,56.796,56.414,50.380001,5000,44.750645
2011-04-05,56.763,56.763,56.402,50.360001,4500,44.732861
2011-04-06,56.594,56.594,56.504,50.189999,2100,44.581863
2011-04-07,56.605,56.605,56.425,50.27,3400,44.652924
2011-04-08,56.504,56.594,56.504,50.259998,6400,44.644054
2011-04-11,56.56,56.56,56.335,50.130001,1000,44.52858
2011-04-12,56.65,56.706,56.459,50.299999,6000,44.679577
2011-04-13,56.763,56.875,56.627,50.52,14000,44.874992
2011-04-14,56.931,56.931,56.695,50.360001,6800,44.732861
2011-04-15,57.033,57.044,56.796,50.639999,14800,44.981583
2011-04-18,57.033,57.157,56.819,50.759998,20400,45.088181
2011-04-19,56.875,57.213,56.875,50.650002,5200,44.990456
2011-04-20,56.965,57.168,56.965,50.709999,2000,45.043766
2011-04-21,57.134,57.19,57.089,50.779999,13800,45.105949
2011-04-25,57.19,57.247,57.1,50.75,5800,45.079285
2011-04-26,57.145,57.202,57.033,50.810001,6900,45.132603
2011-04-27,57.078,57.078,56.74,50.540001,5100,44.892757
2011-04-28,57.202,57.202,57.1,50.740002,12600,45.070431
2011-04-29,57.044,57.111,57.021,50.790001,23400,45.186077
2011-05-02,57.021,57.089,57.021,50.77,10000,45.168274
2011-05-03,57.111,57.179,57.033,50.860001,3900,45.248337
2011-05-04,57.134,57.224,57.055,50.82,3200,45.212765
2011-05-05,57.235,57.347,57.235,50.990002,1800,45.363998
2011-05-06,57.336,57.46,57.314,51.040001,11000,45.408493
2011-05-09,57.46,57.494,57.359,51.130001,11400,45.488552
2011-05-10,57.235,57.471,57.235,51.060001,8600,45.426262
2011-05-11,57.224,57.437,57.1,50.900002,58100,45.283943
2011-05-12,57.179,57.437,57.179,50.900002,16100,45.283943
2011-05-13,57.404,57.494,57.235,51.119999,5900,45.479671
2011-05-16,57.46,57.494,57.269,51.150002,1900,45.506363
2011-05-17,57.628,57.628,57.437,51.099998,3300,45.461864
2011-05-18,57.404,57.494,57.381,51.049999,4900,45.417389
2011-05-19,57.505,57.628,57.392,51.189999,5000,45.541946
2011-05-20,57.606,57.696,57.606,51.32,2500,45.657589
2011-05-23,57.707,57.707,57.46,51.200001,3200,45.550831
2011-05-24,57.404,57.73,57.404,51.220001,2200,45.568634
2011-05-25,57.673,57.808,57.662,51.299999,4600,45.639801
2011-05-26,57.359,57.696,57.359,51.330002,9800,45.666481
2011-05-27,57.437,57.685,57.392,51.060001,2200,45.426262
2011-05-31,57.492,57.503,57.38,51.25,3600,45.67672
2011-06-01,57.604,57.705,57.503,51.25,1000,45.67672
2011-06-02,57.447,57.705,57.447,51.41,4800,45.81934
2011-06-03,57.817,57.829,57.559,51.48,9200,45.881729
2011-06-06,57.683,57.795,57.683,51.5,4700,45.899517
2011-06-07,57.75,57.84,57.582,51.549999,2900,45.944096
2011-06-08,57.907,57.93,57.896,51.599998,2500,45.98867
2011-06-09,57.694,57.829,57.537,51.459999,5400,45.863884
2011-06-10,57.773,57.806,57.537,51.450001,6500,45.85498
2011-06-13,57.66,57.672,57.537,51.400002,3700,45.81041
2011-06-14,57.649,57.649,57.391,51.330002,7600,45.748047
2011-06-15,57.672,57.683,57.616,51.389999,1700,45.801491
2011-06-16,57.66,57.66,57.414,51.240002,2900,45.667805
2011-06-17,57.616,57.672,57.571,51.400002,5700,45.81041
2011-06-20,57.593,57.638,57.414,51.360001,3500,45.774754
2011-06-21,57.616,57.616,57.559,51.299999,1100,45.721279
2011-06-22,57.761,57.773,57.761,51.490002,800,45.890621
2011-06-23,57.571,57.896,57.571,51.560001,7200,45.953022
2011-06-24,57.627,57.795,57.616,51.389999,1800,45.801491
2011-06-27,57.548,57.84,57.548,51.450001,4300,45.85498
2011-06-28,57.604,57.627,57.414,51.25,19000,45.67672
2011-06-29,57.559,57.559,57.279,51.080002,6700,45.525208
2011-06-30,57.306,57.306,57.138,51.139999,3400,45.664501
2011-07-01,57.171,57.283,57.115,51.09,52700,45.619843
2011-07-05,57.294,57.373,57.149,51.23,11400,45.744869
2011-07-06,58.358,58.358,57.317,51.220001,5800,45.735943
2011-07-07,57.462,57.462,57.07,51.150002,4700,45.673443
2011-07-08,57.171,57.44,57.171,51.130001,17300,45.65559
2011-07-11,57.294,57.541,57.294,51.369999,15800,45.869881
2011-07-12,57.485,57.507,57.306,51.310001,22500,45.816307
2011-07-13,57.507,57.664,57.474,51.439999,9000,45.932388
2011-07-14,57.619,57.698,57.608,51.439999,4100,45.932388
2011-07-15,57.418,57.698,57.418,51.299999,2800,45.807369
2011-07-18,57.563,57.63,57.395,51.400002,11300,45.896683
2011-07-19,57.53,57.664,57.35,51.490002,7400,45.977043
2011-07-20,57.474,57.686,57.474,51.450001,9000,45.941319
2011-07-21,57.686,57.686,57.418,51.419998,6700,45.914509
2011-07-22,57.44,57.698,57.429,51.279999,14500,45.789516
2011-07-25,57.586,57.698,57.474,51.360001,9700,45.860954
2011-07-26,57.731,57.754,57.496,51.380001,4000,45.878807
2011-07-27,57.25,57.686,57.25,51.18,10000,45.700222
2011-07-28,57.518,57.541,57.406,51.380001,10000,45.878807
2011-07-29,57.249,57.45,57.193,51.400002,13000,45.987064
2011-08-01,57.551,57.64,57.361,51.529999,99500,46.103382
2011-08-02,57.495,57.83,57.495,51.709999,85300,46.264408
2011-08-03,57.864,57.92,57.752,51.700001,11900,46.255474
2011-08-04,57.908,58.042,57.886,51.790001,5200,46.335995
2011-08-05,57.942,58.009,57.741,51.810001,7000,46.353878
2011-08-08,57.886,57.987,57.674,51.77,5400,46.318111
2011-08-09,57.562,58.378,57.562,52.150002,10500,46.658089
2011-08-10,58.344,58.601,58.188,52.389999,6700,46.87281
2011-08-11,58.601,58.691,58.545,52.419998,9300,46.899639
2011-08-12,58.668,58.668,58.344,52.41,8900,46.890697
2011-08-15,58.478,58.557,58.21,52.080002,5400,46.595455
2011-08-16,58.534,58.557,58.221,52.09,9700,46.604404
2011-08-17,58.713,58.713,58.266,52.380001,8000,46.86385
2011-08-18,58.557,58.713,58.344,52.43,2400,46.908607
2011-08-19,58.657,58.657,58.311,52.369999,13300,46.8549
2011-08-22,58.456,58.501,58.221,52.209999,6300,46.711761
2011-08-23,58.367,58.411,58.244,52.220001,10800,46.720718
2011-08-24,58.322,58.322,58.132,52.009998,12400,46.532841
2011-08-25,58.11,58.288,58.054,51.970001,25200,46.497036
2011-08-26,58.288,58.344,58.165,52.099998,4000,46.613338
2011-08-29,57.919,58.109,57.919,51.93,2300,46.461269
2011-08-30,58.255,58.255,58.02,51.990002,10200,46.514935
2011-08-31,58.101,58.101,57.823,52.060001,10800,46.682613
2011-09-01,58.113,58.124,57.945,51.990002,5300,46.619839
2011-09-02,58.191,58.224,57.968,52.200001,4900,46.808151
2011-09-06,58.391,58.391,58.113,52.200001,11300,46.808151
2011-09-07,58.101,58.28,58.101,52.18,25800,46.790218
2011-09-08,58.258,58.258,58.157,52.200001,5700,46.808151
2011-09-09,58.258,58.313,58.124,52.290001,21800,46.888863
2011-09-12,58.324,58.324,58.101,52.209999,5000,46.817135
2011-09-13,58.291,58.38,58.101,52.209999,8300,46.817135
2011-09-14,58.135,58.302,58.113,52.23,8100,46.835072
2011-09-15,58.213,58.213,58.179,52.169998,8300,46.781254
2011-09-16,58.146,58.246,58.101,52.119999,7200,46.736427
2011-09-19,58.436,58.436,58.179,52.200001,9100,46.808151
2011-09-20,58.291,58.302,58.213,52.259998,9600,46.861965
2011-09-21,58.358,58.414,58.135,52.139999,32400,46.754353
2011-09-22,58.592,58.592,58.324,52.34,8200,46.933681
2011-09-23,58.603,58.603,58.202,52.290001,3400,46.888863
2011-09-26,58.079,58.302,58.023,52.049999,48400,46.673653
2011-09-27,57.912,58.035,57.89,52.009998,15100,46.637768
2011-09-28,57.878,57.878,57.722,51.779999,8200,46.431545
2011-09-29,57.867,57.867,57.689,51.84,9500,46.485367
2011-09-30,57.649,57.771,57.482,51.84,33000,46.580574
2011-10-03,57.537,57.927,57.537,51.98,135400,46.706379
2011-10-04,57.916,57.916,57.693,51.970001,40900,46.697403
2011-10-05,58.049,58.049,57.582,51.790001,28900,46.535667
2011-10-06,57.704,57.704,57.515,51.68,10300,46.436821
2011-10-07,57.615,57.615,57.348,51.68,47200,46.436821
2011-10-10,57.949,57.949,57.204,51.549999,31100,46.320011
2011-10-11,57.515,57.571,57.359,51.720001,9200,46.472748
2011-10-12,57.749,57.749,57.471,51.82,9900,46.562614
2011-10-13,57.816,57.816,57.404,51.759998,43300,46.508701
2011-10-14,57.615,57.626,57.549,51.709999,11400,46.463779
2011-10-17,57.393,57.682,57.393,51.810001,6100,46.553627
2011-10-18,57.782,57.782,57.649,51.84,26800,46.580574
2011-10-19,57.671,57.749,57.471,51.84,5600,46.580574
2011-10-20,57.816,57.938,57.537,51.889999,7800,46.625519
2011-10-21,57.816,57.816,57.493,51.669998,14600,46.427826
2011-10-24,57.816,57.816,57.404,51.580002,8400,46.346958
2011-10-25,57.537,57.671,57.493,51.82,17500,46.562614
2011-10-26,57.827,57.827,57.582,51.790001,5600,46.535667
2011-10-27,57.593,57.593,57.348,51.57,29100,46.337994
2011-10-28,57.504,57.682,57.448,51.73,5900,46.481747
2011-10-31,57.653,57.675,57.353,51.779999,9400,46.622208
2011-11-01,57.731,57.731,57.431,51.950001,2800,46.775272
2011-11-02,57.686,57.753,57.675,51.98,6300,46.802292
2011-11-03,57.653,57.697,57.519,51.869999,6500,46.703251
2011-11-04,57.753,57.753,57.453,51.93,13600,46.757256
2011-11-07,57.653,57.731,57.631,51.950001,5600,46.775272
2011-11-08,57.675,57.675,57.586,51.900002,10900,46.730247
2011-11-09,57.719,57.753,57.453,51.849998,35400,46.68523
2011-11-10,57.631,57.631,57.364,51.759998,6100,46.604195
2011-11-11,57.42,57.553,57.42,51.77,7300,46.613197
2011-11-14,57.242,57.575,57.242,51.779999,31600,46.622208
2011-11-15,57.564,57.586,57.342,51.709999,12900,46.559158
2011-11-16,57.653,57.753,57.542,51.810001,18700,46.64922
2011-11-17,57.742,57.753,57.542,51.990002,19700,46.811295
2011-11-18,57.597,57.597,57.508,51.82,10500,46.65823
2011-11-21,57.719,57.719,57.464,51.77,16500,46.613197
2011-11-22,57.697,57.697,57.475,51.759998,28000,46.604195
2011-11-23,57.397,57.597,57.397,51.779999,64900,46.622208
2011-11-25,57.675,57.686,57.486,51.790001,11600,46.631203
2011-11-28,57.253,57.575,57.253,51.82,5100,46.65823
2011-11-29,57.531,57.664,57.531,51.900002,37100,46.730247
2011-11-30,57.482,57.615,57.437,51.810001,50500,46.724861
2011-12-01,57.449,57.449,57.327,51.799999,10200,46.715816
2011-12-02,57.471,57.482,57.271,51.709999,38700,46.634655
2011-12-05,57.482,57.515,57.36,51.84,11100,46.751911
2011-12-06,57.571,57.582,57.437,51.889999,7200,46.797005
2011-12-07,57.493,60.232,57.493,52.060001,153400,46.950306
2011-12-08,57.803,60.686,57.737,52.18,246000,47.058521
2011-12-09,57.826,57.826,57.737,52.080002,30900,46.968349
2011-12-12,57.837,57.837,57.67,52.009998,22300,46.905201
2011-12-13,57.803,57.914,57.737,52.110001,39000,46.995403
2011-12-14,57.914,57.936,57.859,52.220001,14200,47.094616
2011-12-15,57.948,57.948,57.826,52.150002,25200,47.031475
2011-12-16,58.081,58.081,57.715,52.049999,50100,46.941296
2011-12-19,57.67,57.903,57.67,52.200001,11600,47.076576
2011-12-20,58.313,58.313,57.759,52.220001,13200,47.094616
2011-12-21,57.859,57.859,57.748,52.110001,20700,46.995403
2011-12-22,57.693,57.814,57.659,52.049999,33300,46.941296
2011-12-23,57.164,57.164,56.987,51.779999,7600,46.984829
2011-12-27,57.065,57.076,56.833,51.650002,11300,46.866886
2011-12-28,56.987,57.076,56.789,51.790001,27800,46.993927
2011-12-29,57.098,57.142,56.987,51.849998,27700,47.048367
2011-12-30,57.153,57.23,57.02,51.880001,57400,47.075581
2012-01-03,57.197,57.219,57.042,51.830002,160900,47.030228
2012-01-04,57.219,57.296,57.175,51.950001,25800,47.139111
2012-01-05,57.318,57.318,57.208,51.91,8700,47.102798
2012-01-06,57.263,57.296,57.175,51.950001,18300,47.139111
2012-01-09,57.197,57.373,57.197,52.060001,31800,47.238918
2012-01-10,57.362,57.395,57.274,52.029999,15600,47.211697
2012-01-11,57.362,57.406,57.274,52.060001,21200,47.238918
2012-01-12,57.417,57.439,57.362,52.060001,23900,47.238918
2012-01-13,57.461,57.483,57.417,52.099998,32400,47.275211
2012-01-17,57.505,57.505,57.373,52.139999,28700,47.311504
2012-01-18,57.428,57.483,57.362,52.049999,45800,47.229828
2012-01-19,57.494,57.494,57.362,52.080002,13800,47.257061
2012-01-20,57.439,57.439,57.23,52.07,31000,47.247978
2012-01-23,57.329,57.34,57.307,52.009998,34200,47.193546
2012-01-24,57.329,57.384,57.252,51.990002,39700,47.175411
2012-01-25,57.351,57.472,57.263,52.02,19700,47.202621
2012-01-26,57.472,57.483,57.428,52.119999,19200,47.293354
2012-01-27,57.472,57.483,57.351,52.119999,34400,47.293354
2012-01-30,57.472,57.472,57.318,52.009998,99200,47.193546
2012-01-31,57.105,57.26,57.061,52,44400,47.25079
2012-02-01,57.238,57.249,57.061,52,37500,47.25079
2012-02-02,57.094,57.337,57.094,52.049999,25800,47.29623
2012-02-03,57.392,57.392,57.271,52.110001,27900,47.350735
2012-02-06,57.315,57.337,57.106,52.09,27100,47.332565
2012-02-07,57.348,57.359,57.26,52.060001,26100,47.305321
2012-02-08,57.326,57.337,57.238,52.060001,18200,47.305321
2012-02-09,57.326,57.326,57.15,51.98,35800,47.232609
2012-02-10,57.128,57.304,57.128,52.009998,10000,47.259876
2012-02-13,57.238,57.282,57.205,52,30600,47.25079
2012-02-14,57.282,57.337,57.238,52.060001,35300,47.305321
2012-02-15,57.326,57.48,57.293,52.09,45900,47.332565
2012-02-16,57.37,57.37,57.227,52.060001,19300,47.305321
2012-02-17,57.227,57.293,57.216,52.040001,14100,47.287132
2012-02-21,57.271,57.293,57.216,52.009998,59500,47.259876
2012-02-22,57.183,57.425,57.183,52.07,36600,47.314396
2012-02-23,57.326,57.458,57.227,52.049999,25700,47.29623
2012-02-24,57.227,57.348,57.227,52.040001,33600,47.287132
2012-02-27,57.227,57.381,57.227,52.09,26000,47.332565
2012-02-28,57.348,57.381,57.293,52.080002,13300,47.323486
2012-02-29,57.196,57.196,56.998,51.900002,51600,47.230659
2012-03-01,57.086,57.108,57.031,51.970001,35700,47.294388
2012-03-02,57.13,57.163,57.086,51.990002,27000,47.312553
2012-03-05,57.141,57.141,57.042,51.959999,27700,47.285282
2012-03-06,57.13,57.141,57.042,51.98,19700,47.303463
2012-03-07,57.119,57.141,57.02,51.990002,15100,47.312553
2012-03-08,57.075,57.163,57.075,52.009998,32200,47.330753
2012-03-09,57.086,57.119,57.02,51.970001,26400,47.294388
2012-03-12,57.185,57.218,57.086,52.009998,19600,47.330753
2012-03-13,57.152,57.152,57.042,51.959999,26900,47.285282
2012-03-14,57.108,57.108,56.943,51.82,15100,47.157867
2012-03-15,57.031,57.053,56.91,51.91,41000,47.239746
2012-03-16,57.02,57.108,56.965,51.950001,31300,47.276169
2012-03-19,57.075,57.086,56.921,51.810001,21300,47.148754
2012-03-20,56.866,57.031,56.866,51.849998,20500,47.185158
2012-03-21,57.097,57.141,56.965,51.900002,7500,47.230659
2012-03-22,57.141,57.174,57.086,51.950001,14900,47.276169
2012-03-23,57.119,57.152,57.053,51.990002,49000,47.312553
2012-03-26,57.097,57.152,57.086,52.009998,24300,47.330753
