"Date","VTEB.Open","VTEB.High","VTEB.Low","VTEB.Close","VTEB.Volume","VTEB.Adjusted"
2017-05-26,51.476,51.486,51.446,51.389999,205800,51.304234
2017-05-30,51.506,51.556,51.496,51.470001,320500,51.384102
2017-05-31,51.566,51.626,51.556,51.529999,206700,51.444
2017-06-01,51.43,51.44,51.4,51.41,279300,51.41
2017-06-02,51.49,51.57,51.48,51.560001,416400,51.560001
2017-06-05,51.53,51.53,51.49,51.5,350900,51.5
2017-06-06,51.61,51.64,51.59,51.630001,283600,51.630001
2017-06-07,51.62,51.62,51.56,51.59,261100,51.59
2017-06-08,51.6,51.61,51.52,51.529999,315800,51.529999
2017-06-09,51.53,51.53,51.41,51.470001,376800,51.470001
2017-06-12,51.48,51.52,51.4,51.43,276100,51.43
2017-06-13,51.48,51.48,51.41,51.43,236500,51.43
2017-06-14,51.56,51.59,51.46,51.5,285000,51.5
2017-06-15,51.52,51.52,51.46,51.470001,190700,51.470001
2017-06-16,51.48,51.54,51.47,51.52,227800,51.52
2017-06-19,51.48,51.51,51.44,51.470001,221800,51.470001
2017-06-20,51.51,51.54,51.48,51.52,175400,51.52
2017-06-21,51.5,51.53,51.48,51.52,220600,51.52
2017-06-22,51.55,51.55,51.48,51.540001,143100,51.540001
2017-06-23,51.53,51.56,51.5,51.560001,163700,51.560001
2017-06-26,51.56,51.57,51.55,51.560001,99400,51.560001
2017-06-27,51.5,51.51,51.47,51.5,279700,51.5
2017-06-28,51.47,51.48,51.41,51.450001,225000,51.450001
2017-06-29,51.4,51.4,51.25,51.299999,221200,51.299999
2017-06-30,NA,NA,NA,NA,NA,NA
2017-07-03,51.25,51.27,51.19,51.200001,91200,51.200001
2017-07-07,51.12,51.19,51.12,51.150002,124222,51.150002
