"Date","IQDF.Open","IQDF.High","IQDF.Low","IQDF.Close","IQDF.Volume","IQDF.Adjusted"
2013-12-11,30.551,30.551,30.355,26.379999,7700,22.899519
2013-12-12,30.274,30.274,30.136,26.219999,16000,22.760628
2013-12-13,30.217,30.217,30.044,26.18,34100,22.72591
2013-12-16,30.389,30.447,30.355,26.43,4000,22.942926
2013-12-17,30.217,30.309,30.217,26.309999,10600,22.838758
2013-12-18,30.413,30.62,30.32,26.530001,9300,23.029726
2013-12-19,30.493,30.62,30.424,26.58,73800,23.073137
2013-12-20,30.712,30.827,30.712,26.719999,52800,23.194662
2013-12-23,30.931,31.023,30.862,26.870001,16800,23.324877
2013-12-24,31.012,31.104,31.012,26.969999,37600,23.411676
2013-12-26,31.104,31.104,31.058,26.98,7000,23.420359
2013-12-27,31.155,31.155,30.823,26.93,17000,23.511156
2013-12-30,31.018,31.098,30.995,27.120001,61300,23.677034
2013-12-31,31.064,31.201,31.041,27.24,65100,23.781801
2014-01-02,30.903,30.903,30.445,26.58,42200,23.205593
2014-01-03,30.628,30.674,30.56,26.68,27200,23.292894
2014-01-06,30.663,30.663,30.571,26.700001,20100,23.310354
2014-01-07,30.64,30.651,30.56,26.700001,66300,23.310354
2014-01-08,30.617,30.64,30.537,26.66,31300,23.275431
2014-01-09,30.365,30.525,30.365,26.639999,10300,23.257971
2014-01-10,30.731,30.835,30.697,26.91,52900,23.493696
2014-01-13,30.731,30.754,30.628,26.74,19400,23.345274
2014-01-14,30.64,30.754,30.64,26.84,4600,23.432583
2014-01-15,30.983,30.983,30.617,26.959999,34600,23.537346
2014-01-16,30.812,30.823,30.72,26.9,35900,23.484966
2014-01-17,30.743,30.777,30.663,26.77,58300,23.371468
2014-01-21,30.823,30.823,30.674,26.9,75800,23.484966
2014-01-22,30.777,30.892,30.777,26.9,35300,23.484966
2014-01-23,30.548,30.583,30.468,26.690001,65100,23.301624
2014-01-24,30.319,30.319,29.895,26.1,37700,22.786526
2014-01-27,29.712,29.93,29.643,26.049999,17000,22.742874
2014-01-28,29.895,29.953,29.781,26.139999,25600,22.821447
2014-01-29,29.609,29.689,29.494,25.83,22800,22.550804
2014-01-30,29.575,29.712,29.575,25.940001,22800,22.646841
2014-01-31,29.254,29.494,29.254,25.719999,28000,22.454765
2014-02-03,29.197,29.197,28.91,25.24,59800,22.035707
2014-02-04,29.219,29.311,29.162,25.59,57100,22.341276
2014-02-05,29.197,29.323,29.128,25.559999,90600,22.315083
2014-02-06,29.517,29.827,29.517,26.01,320500,22.707951
2014-02-07,29.872,30.033,29.872,26.209999,13200,22.882561
2014-02-10,29.815,30.021,29.815,26.17,16500,22.847641
2014-02-11,30.113,30.525,30.113,26.65,79200,23.266701
2014-02-12,30.583,30.617,30.479,26.65,27400,23.266701
2014-02-13,30.502,30.686,30.468,26.790001,213200,23.388929
2014-02-14,30.766,30.961,30.766,26.870001,28900,23.458773
2014-02-18,30.938,31.006,30.926,27.040001,40700,23.607191
2014-02-19,30.892,31.029,30.869,26.98,50500,23.55481
2014-02-20,30.754,30.88,30.628,26.950001,13200,23.52862
2014-02-21,31.041,31.098,31.029,27.09,26500,23.650843
2014-02-24,31.121,31.35,31.121,27.25,136700,23.790531
2014-02-25,31.213,31.213,30.983,27.049999,11900,23.615921
2014-02-26,31.087,31.087,30.869,26.950001,15200,23.52862
2014-02-27,30.8,31.064,30.8,27.120001,9700,23.677034
2014-02-28,31.27,31.316,31.132,27.190001,86100,23.738148
2014-03-03,30.743,30.812,30.468,26.65,89500,23.266701
2014-03-04,31.109,31.247,31.006,27.280001,42700,23.816723
2014-03-05,31.155,31.247,31.087,27.25,19900,23.790531
2014-03-06,31.556,31.636,31.522,27.530001,41000,24.034986
2014-03-07,31.545,31.545,31.258,27.299999,16900,23.834185
2014-03-10,31.27,31.27,31.098,27.200001,37200,23.74688
2014-03-11,31.19,31.201,30.983,27.049999,41200,23.615921
2014-03-12,30.835,30.972,30.835,27.040001,245900,23.607191
2014-03-13,30.903,30.903,30.479,26.610001,27100,23.231781
2014-03-14,30.468,30.537,30.468,26.66,7200,23.275431
2014-03-17,30.754,30.892,30.754,26.93,16300,23.511156
2014-03-18,31.018,31.167,31.018,27.209999,41700,23.75561
2014-03-19,31.075,31.075,30.686,26.82,7200,23.415123
2014-03-20,30.457,30.72,30.457,26.77,20200,23.371468
2014-03-21,30.469,30.538,30.264,26.559999,40400,23.309158
2014-03-24,30.424,30.435,30.196,26.709999,28400,23.4408
2014-03-25,30.709,30.8,30.606,26.950001,213400,23.651424
2014-03-26,30.959,30.959,30.777,27.030001,9300,23.721632
2014-03-27,30.937,31.005,30.937,27.209999,194200,23.879602
2014-03-28,31.221,31.267,31.062,27.26,32800,23.923481
2014-03-31,31.426,31.426,31.256,27.549999,42800,24.177984
2014-04-01,31.301,31.609,31.301,27.65,7700,24.265747
2014-04-02,31.54,31.632,31.54,27.76,10600,24.362288
2014-04-03,31.54,31.54,31.335,27.540001,8500,24.16921
2014-04-04,31.723,31.723,31.301,27.610001,19700,24.230644
2014-04-07,31.449,31.472,31.21,27.540001,64200,24.16921
2014-04-08,31.506,31.552,31.506,27.67,9700,24.283302
2014-04-09,31.62,31.882,31.62,27.98,231700,24.555357
2014-04-10,31.768,31.768,31.392,27.58,22200,24.204319
2014-04-11,31.29,31.426,31.29,27.49,20200,24.125332
2014-04-14,31.404,31.404,31.267,27.440001,9200,24.081448
2014-04-15,31.039,31.267,31.028,27.440001,31600,24.081448
2014-04-16,31.461,31.609,31.426,27.74,68200,24.344732
2014-04-17,31.689,31.848,31.632,27.93,13600,24.511477
2014-04-21,31.62,31.848,31.597,27.950001,25900,24.529028
2014-04-22,31.985,32.019,31.973,28.09,24900,24.651892
2014-04-23,32.11,32.11,31.962,28.049999,2800,24.616787
2014-04-24,31.951,32.053,31.951,28.1,39900,24.660669
2014-04-25,31.882,31.894,31.803,27.93,57200,24.511477
2014-04-28,32.11,32.11,31.859,28,17800,24.572908
2014-04-29,32.019,32.167,32.019,28.15,4100,24.704546
2014-04-30,32.144,32.144,32.11,28.18,2400,24.730879
2014-05-01,32.247,32.247,32.11,28.27,15900,24.80986
2014-05-02,32.11,32.236,32.11,28.27,47200,24.80986
2014-05-05,32.019,32.224,32.019,28.280001,7500,24.818638
2014-05-06,32.327,32.327,32.133,28.25,16900,24.792311
2014-05-07,32.281,32.361,32.179,28.4,167100,24.923948
2014-05-08,32.361,32.361,32.247,28.299999,7200,24.836193
2014-05-09,32.167,32.258,32.122,28.26,233400,24.801085
2014-05-12,32.384,32.406,32.292,28.440001,42100,24.959057
2014-05-13,32.486,32.486,32.418,28.450001,18700,24.967831
2014-05-14,32.532,32.589,32.509,28.540001,17200,25.046816
2014-05-15,32.361,32.361,32.304,28.4,20300,24.923948
2014-05-16,32.372,32.475,32.361,28.5,28300,25.011709
2014-05-19,32.395,32.406,32.327,28.440001,452300,24.959057
2014-05-20,32.235,32.235,32.122,28.25,10900,24.792311
2014-05-21,32.304,32.429,32.292,28.459999,39600,24.976603
2014-05-22,32.486,32.52,32.395,28.52,86600,25.029259
2014-05-23,32.543,32.623,32.543,28.620001,42900,25.117022
2014-05-27,32.828,32.828,32.612,28.68,20700,25.16968
2014-05-28,32.623,32.668,32.6,28.66,65400,25.152128
2014-05-29,32.794,32.794,32.691,28.76,41700,25.239887
2014-05-30,32.885,32.885,32.748,28.75,18800,25.231112
2014-06-02,32.874,32.885,32.771,28.780001,48400,25.257441
2014-06-03,32.817,32.851,32.737,28.82,19800,25.292543
2014-06-04,32.646,32.782,32.623,28.76,25000,25.239887
2014-06-05,32.965,33.056,32.851,28.969999,30800,25.424183
2014-06-06,33.101,33.238,33.101,29.16,33000,25.590931
2014-06-09,33.181,33.272,33.158,29.200001,22900,25.626038
2014-06-10,33.136,33.25,33.056,29.110001,138700,25.547052
2014-06-11,33.158,33.17,33.113,29.09,25500,25.529499
2014-06-12,33.307,33.318,33.101,29.049999,62100,25.494389
2014-06-13,33.136,33.238,32.805,29.110001,37800,25.547052
2014-06-16,33.147,33.17,33.067,29.07,45000,25.511942
2014-06-17,33.033,33.113,33.033,29.059999,12900,25.503168
2014-06-18,33.25,33.5,33.215,29.309999,45000,25.722567
2014-06-19,33.58,33.58,33.478,29.41,31800,25.810328
2014-06-20,32.348,32.36,32.27,28.83,11200,25.756729
2014-06-23,32.091,32.236,32.091,28.73,11100,25.667381
2014-06-24,32.248,32.248,32.046,28.629999,26000,25.578049
2014-06-25,32.136,32.158,32.001,28.67,129900,25.613783
2014-06-26,32.068,32.158,31.923,28.709999,21900,25.649517
2014-06-27,32.046,32.124,32.035,28.700001,20200,25.640583
2014-06-30,32.147,32.225,32.136,28.780001,26500,25.712057
2014-07-01,32.326,32.415,32.326,28.940001,56400,25.855
2014-07-02,32.348,32.382,32.348,28.93,16500,25.846067
2014-07-03,32.438,32.516,32.438,29.049999,10600,25.953274
2014-07-07,32.415,32.471,32.36,28.969999,34500,25.881805
2014-07-08,32.259,32.259,32.124,28.77,19200,25.703123
2014-07-09,32.158,32.348,32.113,28.889999,25900,25.810328
2014-07-10,31.789,32.024,31.789,28.610001,47900,25.560179
2014-07-11,31.934,32.068,31.934,28.65,57000,25.595913
2014-07-14,32.236,32.281,32.203,28.809999,32000,25.738857
2014-07-15,32.292,32.292,32.035,28.73,44200,25.667381
2014-07-16,32.248,32.304,32.225,28.84,66200,25.765657
2014-07-17,32.169,32.225,31.923,28.52,43900,25.479771
2014-07-18,32.046,32.236,32.024,28.76,66500,25.694191
2014-07-21,32.068,32.203,32.057,28.77,75600,25.703123
2014-07-22,32.337,32.404,32.337,28.9,104700,25.819265
2014-07-23,32.427,32.46,32.371,28.98,93600,25.890732
2014-07-24,32.483,32.572,32.46,29.08,105300,25.98008
2014-07-25,32.639,32.639,32.348,28.940001,76600,25.855
2014-07-28,32.36,32.483,32.281,28.99,74900,25.899672
2014-07-29,32.438,32.438,32.348,28.91,46300,25.828197
2014-07-30,32.281,32.281,32.102,28.799999,60700,25.729923
2014-07-31,31.923,31.968,31.733,28.379999,43300,25.354698
2014-08-01,31.71,31.777,31.587,28.379999,19800,25.354698
2014-08-04,31.8,31.945,31.733,28.540001,46300,25.497643
2014-08-05,31.71,31.722,31.475,28.15,34800,25.149214
2014-08-06,31.341,31.486,31.251,28.07,95500,25.07774
2014-08-07,31.352,31.352,31.016,27.780001,23900,24.818657
2014-08-08,31.061,31.24,31.05,27.9,67800,24.925861
2014-08-11,31.464,31.464,31.307,28.030001,35400,25.042007
2014-08-12,31.341,31.419,31.341,28.07,20100,25.07774
2014-08-13,31.531,31.554,31.453,28.139999,57800,25.14028
2014-08-14,31.565,31.598,31.565,28.23,12900,25.220684
2014-08-15,31.643,31.677,31.397,28.219999,43100,25.21175
2014-08-18,31.632,31.755,31.632,28.360001,12900,25.33683
2014-08-19,31.811,31.889,31.766,28.49,19900,25.452971
2014-08-20,31.811,31.867,31.744,28.450001,19500,25.417236
2014-08-21,31.867,31.968,31.856,28.540001,51800,25.497643
2014-08-22,31.822,31.845,31.71,28.41,47300,25.381496
2014-08-25,31.968,32.001,31.968,28.57,56400,25.524441
2014-08-26,32.035,32.124,32.035,28.65,65500,25.595913
2014-08-27,32.113,32.225,32.113,28.75,251300,25.685253
2014-08-28,31.912,32.057,31.912,28.59,49800,25.542309
2014-08-29,31.934,32.046,31.901,28.59,39600,25.542309
2014-09-02,31.923,31.934,31.822,28.469999,24000,25.435101
2014-09-03,32.169,32.203,32.091,28.73,38300,25.667381
2014-09-04,32.214,32.236,32.013,28.6,21700,25.551245
2014-09-05,31.867,32.102,31.867,28.68,35600,25.622715
2014-09-08,31.833,31.867,31.632,28.299999,16600,25.283222
2014-09-09,31.486,31.565,31.419,28.1,16100,25.104544
2014-09-10,31.498,31.531,31.341,28.17,108400,25.167082
2014-09-11,31.33,31.33,31.263,27.950001,52900,24.970537
2014-09-12,31.184,31.263,31.139,27.879999,39100,24.907995
2014-09-15,31.016,31.106,30.972,27.75,437100,24.791853
2014-09-16,30.904,31.285,30.904,27.91,34400,24.934801
2014-09-17,31.106,31.139,30.927,27.629999,64500,24.684647
2014-09-18,31.028,31.083,30.994,27.719999,14800,24.765051
2014-09-19,30.751,30.751,30.396,27.459999,31300,24.735323
2014-09-22,30.463,30.463,30.174,27.25,19700,24.546164
2014-09-23,30.141,30.163,30.019,27.09,92900,24.402042
2014-09-24,30.163,30.241,29.963,27.24,41300,24.537153
2014-09-25,30.074,30.074,29.697,26.809999,103500,24.14982
2014-09-26,29.719,29.885,29.719,26.91,41900,24.239897
2014-09-29,29.574,29.597,29.43,26.629999,153100,23.987684
2014-09-30,29.386,29.563,29.364,26.559999,73800,23.924625
2014-10-01,29.319,29.375,29.097,26.280001,450500,23.672411
2014-10-02,29.208,29.208,28.62,26.040001,206400,23.456224
2014-10-03,28.886,29.042,28.853,26.16,36700,23.564318
2014-10-06,29.33,29.33,29.097,26.309999,42400,23.699432
2014-10-07,29.031,29.042,28.797,25.940001,191700,23.366146
2014-10-08,28.808,29.241,28.642,26.299999,154700,23.690426
2014-10-09,28.919,28.942,28.409,25.68,237600,23.131945
2014-10-10,28.387,28.398,28.054,25.27,352700,22.762629
2014-10-13,28.353,28.376,28.009,25.23,282600,22.726593
2014-10-14,28.098,28.209,27.976,25.219999,78600,22.717585
2014-10-15,27.865,27.887,27.399,25.1,46700,22.609493
2014-10-16,27.232,27.832,27.232,24.879999,93500,22.411324
2014-10-17,28.198,28.22,28.054,25.370001,195400,22.852705
2014-10-20,28.198,28.287,28.042,25.469999,457200,22.942778
2014-10-21,28.331,28.575,28.331,25.719999,114100,23.167974
2014-10-22,28.42,28.564,28.253,25.450001,268900,22.924768
2014-10-23,28.498,28.664,28.498,25.719999,69400,23.167974
2014-10-24,28.586,28.686,28.564,25.82,28200,23.258049
2014-10-27,28.442,28.531,28.309,25.65,70900,23.104921
2014-10-28,28.786,28.964,28.764,26.09,148500,23.501261
2014-10-29,29.119,29.119,28.72,25.93,22500,23.35714
2014-10-30,28.764,29.097,28.764,26.17,42600,23.57332
2014-10-31,29.175,29.286,29.164,26.379999,50500,23.762489
2014-11-03,29.197,29.208,29.075,26.209999,39500,23.609354
2014-11-04,28.986,29.019,28.875,26.129999,94000,23.537289
2014-11-05,28.919,29.031,28.875,26.129999,87200,23.537289
2014-11-06,28.953,28.953,28.72,25.870001,118700,23.303093
2014-11-07,28.631,28.797,28.631,25.93,80400,23.35714
2014-11-10,28.953,28.964,28.897,26.030001,36800,23.447218
2014-11-11,28.942,29.119,28.942,26.23,23600,23.627369
2014-11-12,28.797,28.919,28.797,26.02,64100,23.438204
2014-11-13,28.897,28.919,28.786,26.01,55400,23.429203
2014-11-14,28.731,28.975,28.731,26.08,71200,23.492252
2014-11-17,28.731,28.853,28.731,25.98,71800,23.402174
2014-11-18,29.053,29.142,28.942,26.209999,439500,23.609354
2014-11-19,29.042,29.13,28.864,26.139999,64100,23.546299
2014-11-20,28.986,28.986,28.842,26.08,38900,23.492252
2014-11-21,29.33,29.33,29.175,26.35,65500,23.735466
2014-11-24,29.386,29.43,29.319,26.450001,133200,23.825544
2014-11-25,29.352,29.408,29.297,26.440001,129900,23.816534
2014-11-26,29.408,29.519,29.408,26.57,112500,23.933634
2014-11-28,29.297,29.319,29.219,26.32,14300,23.708441
2014-12-01,29.153,29.153,28.964,26.190001,45300,23.591339
2014-12-02,29.053,29.097,29.031,26.190001,82600,23.591339
2014-12-03,29.042,29.186,29.042,26.25,86700,23.645388
2014-12-04,29.042,29.086,28.931,26.09,230500,23.501261
2014-12-05,28.953,29.008,28.897,26.08,48900,23.492252
2014-12-08,28.864,28.864,28.609,25.83,64600,23.267059
2014-12-09,28.376,28.475,28.276,25.59,144200,23.050871
2014-12-10,28.464,28.464,27.954,25.280001,109400,22.771633
2014-12-11,28.054,28.176,27.909,25.18,193500,22.681557
2014-12-12,27.754,27.843,27.41,24.75,271500,22.294222
2014-12-15,27.41,27.421,26.832,24.280001,139300,21.870857
2014-12-16,26.788,27.365,26.788,24.32,144600,21.906889
2014-12-17,27.132,27.632,27.132,24.66,134800,22.213154
2014-12-18,27.732,27.931,27.643,25.16,414200,22.66354
2014-12-19,27.854,27.998,27.832,25.200001,125900,22.69957
2014-12-22,28.331,28.331,28.109,25.43,406100,22.906746
2014-12-23,28.054,28.109,27.987,25.280001,194400,22.771633
2014-12-24,28.031,28.142,28.031,25.34,104400,22.825682
2014-12-26,28.209,28.298,28.176,25.440001,109800,22.915758
2014-12-29,27.791,27.791,27.571,25.08,102300,22.75967
2014-12-30,27.494,27.56,27.416,24.959999,189200,22.650772
2014-12-31,27.549,27.549,27.174,24.66,277600,22.378531
2015-01-02,27.361,27.383,27.13,24.700001,21700,22.414827
2015-01-05,26.998,26.998,26.645,24.23,66800,21.988312
2015-01-06,26.689,26.744,26.293,23.99,153800,21.770515
2015-01-07,26.557,26.733,26.48,24.25,135000,22.00646
2015-01-08,26.843,27.031,26.843,24.49,203000,22.224255
2015-01-09,26.976,27.053,26.877,24.52,1148800,22.251482
2015-01-12,26.888,26.932,26.744,24.41,101400,22.151659
2015-01-13,27.207,27.262,26.921,24.52,72200,22.251482
2015-01-14,26.888,27.02,26.777,24.49,32700,22.224255
2015-01-15,27.053,27.174,26.987,24.49,134200,22.224255
2015-01-16,26.932,27.35,26.932,24.780001,63000,22.487425
2015-01-20,27.361,27.383,27.218,24.799999,41300,22.505573
2015-01-21,27.45,27.593,27.361,25.040001,18000,22.723373
2015-01-22,27.659,27.835,27.571,25.24,12800,22.904865
2015-01-23,27.681,27.747,27.659,25.110001,14900,22.786894
2015-01-26,27.703,27.945,27.703,25.299999,51800,22.959318
2015-01-27,27.593,27.967,27.593,25.32,120200,22.977467
2015-01-28,27.835,27.901,27.505,24.959999,101400,22.650772
2015-01-29,27.659,27.791,27.538,25.190001,48400,22.859495
2015-01-30,27.527,27.527,27.284,24.76,17000,22.469275
2015-02-02,27.461,27.681,27.461,25.110001,64000,22.786894
2015-02-03,27.901,28.155,27.846,25.549999,68000,23.186186
2015-02-04,27.846,27.945,27.714,25.15,79500,22.823198
2015-02-05,27.901,28.21,27.901,25.59,127500,23.222486
2015-02-06,27.967,27.978,27.703,25.18,61600,22.85042
2015-02-09,27.648,27.802,27.637,25.190001,92400,22.859495
2015-02-10,27.868,27.879,27.703,25.25,100300,22.913944
2015-02-11,27.56,27.637,27.494,25.08,92700,22.75967
2015-02-12,27.791,28.034,27.791,25.43,47700,23.07729
2015-02-13,28.21,28.265,28.166,25.65,27300,23.276936
2015-02-17,28.32,28.342,28.1,25.65,51900,23.276936
2015-02-18,28.243,28.463,28.21,25.73,70600,23.349533
2015-02-19,28.397,28.419,28.232,25.700001,299000,23.322311
2015-02-20,28.166,28.552,28.166,25.91,100900,23.512878
2015-02-23,28.298,28.386,28.254,25.75,62300,23.367683
2015-02-24,28.518,28.529,28.276,25.82,126800,23.431211
2015-02-25,28.419,28.507,28.375,25.85,48900,23.458433
2015-02-26,28.43,28.441,28.375,25.799999,53300,23.413055
2015-02-27,28.386,28.563,28.386,25.84,49700,23.449358
2015-03-02,28.386,28.386,28.298,25.74,39900,23.358606
2015-03-03,28.342,28.342,28.188,25.639999,44200,23.26786
2015-03-04,27.99,28.045,27.912,25.450001,157000,23.095438
2015-03-05,28.221,28.221,28.034,25.49,75200,23.131739
2015-03-06,27.879,27.879,27.56,25.030001,69500,22.714296
2015-03-09,27.714,27.714,27.593,25.059999,31800,22.74152
2015-03-10,27.273,27.273,26.932,24.440001,119400,22.178886
2015-03-11,27.042,27.042,26.888,24.450001,65400,22.187958
2015-03-12,27.394,27.394,27.174,24.75,65300,22.460203
2015-03-13,27.053,27.064,26.91,24.549999,24200,22.278709
2015-03-16,27.24,27.328,27.24,24.780001,38300,22.487425
2015-03-17,27.141,27.306,27.119,24.76,36700,22.469275
2015-03-18,27.317,27.923,27.306,25.309999,29200,22.96839
2015-03-19,27.802,27.802,27.527,25.01,64400,22.696146
2015-03-20,27.733,28.085,27.733,25.49,122300,23.198523
2015-03-23,28.184,28.25,28.14,25.66,63800,23.353241
2015-03-24,28.381,28.381,28.217,25.68,38300,23.371447
2015-03-25,28.283,28.304,28.041,25.540001,96500,23.24403
2015-03-26,27.909,27.909,27.744,25.34,121600,23.062006
2015-03-27,27.909,27.909,27.535,25.190001,509200,22.925493
2015-03-30,27.689,27.799,27.689,25.26,11800,22.989201
2015-03-31,27.403,27.513,27.382,24.99,71100,22.743475
2015-04-01,27.513,27.678,27.513,25.16,75500,22.898191
2015-04-02,27.942,27.942,27.81,25.42,19900,23.134817
2015-04-06,28.228,28.447,28.129,25.74,79400,23.42605
2015-04-07,28.315,28.414,28.206,25.719999,88200,23.407848
2015-04-08,28.546,28.568,28.348,25.860001,46400,23.535263
2015-04-09,28.491,28.557,28.447,25.950001,223900,23.617172
2015-04-10,28.546,28.656,28.546,26.08,120800,23.735485
2015-04-13,28.612,28.612,28.381,25.879999,47800,23.553463
2015-04-14,28.557,28.689,28.557,26.09,135300,23.744585
2015-04-15,28.711,28.876,28.7,26.280001,35700,23.917505
2015-04-16,28.876,29.151,28.843,26.469999,58700,24.090424
2015-04-17,28.766,28.766,28.557,26.08,18100,23.735485
2015-04-20,28.689,28.733,28.623,26.09,63500,23.744585
