"Date","VYM.Open","VYM.High","VYM.Low","VYM.Close","VYM.Volume","VYM.Adjusted"
2007-03-28,71.035,71.035,70.622,51.48,17000,37.453281
2007-03-29,71.159,71.159,70.884,51.689999,5900,37.606064
2007-03-30,71.103,71.31,70.43,51.560001,14300,37.511501
2007-04-02,71.09,71.09,70.787,51.650002,12800,37.576965
2007-04-03,71.378,71.722,71.378,51.970001,16600,37.809776
2007-04-04,71.626,71.667,71.502,52.110001,4400,37.911644
2007-04-05,71.543,71.832,71.516,52.220001,3500,37.991673
2007-04-09,71.777,71.901,71.75,52.27,19400,38.028042
2007-04-10,71.859,72.107,71.859,52.459999,4300,38.166271
2007-04-11,72.066,72.066,71.598,52.18,5800,37.962574
2007-04-12,71.667,71.873,71.475,52.290001,4800,38.04258
2007-04-13,72.162,72.244,71.983,52.560001,12100,38.239017
2007-04-16,72.67,73.083,72.67,53.169998,11400,38.682812
2007-04-17,73.193,73.289,73.055,53.259998,6200,38.748302
2007-04-18,73.179,73.44,73.179,53.400002,3400,38.850155
2007-04-19,73.138,73.358,73.138,53.259998,5600,38.748302
2007-04-20,73.811,73.811,73.646,53.639999,2400,39.024754
2007-04-23,73.949,73.949,73.605,53.549999,5400,38.959274
2007-04-24,73.481,73.578,73.22,53.470001,3700,38.901066
2007-04-25,73.743,74.072,73.743,53.889999,6900,39.206638
2007-04-26,74.306,74.347,74.059,54.09,6700,39.352154
2007-04-27,74.141,74.306,74.017,54.060001,2700,39.330326
2007-04-30,74.279,74.416,73.866,53.740002,3800,39.097504
2007-05-01,73.921,73.99,73.743,53.709999,10500,39.075684
2007-05-02,74.224,74.512,74.224,54.110001,15800,39.366692
2007-05-03,74.622,74.746,74.567,54.380001,5000,39.563118
2007-05-04,74.883,75.2,74.705,54.48,12100,39.63588
2007-05-07,75.172,75.172,75.048,54.619999,6100,39.737736
2007-05-08,74.87,74.993,74.732,54.549999,5500,39.686806
2007-05-09,74.993,75.323,74.911,54.790001,6500,39.86142
2007-05-10,74.966,75.007,74.389,54.119999,18000,39.373981
2007-05-11,74.457,74.87,74.457,54.400002,2400,39.577694
2007-05-14,75.076,75.213,74.705,54.349998,14600,39.541306
2007-05-15,74.856,75.406,74.856,54.509998,8000,39.657715
2007-05-16,75.337,75.584,75.255,54.990002,15800,40.00692
2007-05-17,75.543,75.681,75.406,54.98,7400,39.999657
2007-05-18,75.736,75.983,75.736,55.259998,7600,40.203354
2007-05-21,76.066,76.189,75.956,55.259998,9300,40.203354
2007-05-22,75.914,76.189,75.859,55.310001,4600,40.239735
2007-05-23,76.011,76.327,75.914,55.23,7000,40.181522
2007-05-24,75.846,76.024,75.213,54.720001,7500,39.81049
2007-05-25,75.406,75.584,75.268,54.849998,12700,39.905067
2007-05-29,75.626,75.722,75.378,55,15600,40.014191
2007-05-30,75.378,76.011,75.351,55.299999,10900,40.232456
2007-05-31,76.244,76.272,76.024,55.360001,9600,40.276112
2007-06-01,76.272,76.327,76.038,55.439999,24900,40.334309
2007-06-04,76.134,76.354,76.107,55.549999,15800,40.414333
2007-06-05,76.12,76.12,75.708,55.209999,11800,40.166985
2007-06-06,75.474,75.474,75.103,54.790001,5300,39.86142
2007-06-07,75.103,75.103,73.99,53.830002,7200,39.162971
2007-06-08,73.729,75.035,73.729,54.59,87200,39.715908
2007-06-11,74.787,75.103,74.512,54.459999,33500,39.621342
2007-06-12,74.718,74.718,73.99,53.900002,9700,39.213924
2007-06-13,74.389,74.993,74.334,54.52,7100,39.664989
2007-06-14,75.364,75.584,75.323,54.919998,8200,39.955997
2007-06-15,76.052,76.189,75.859,55.25,19400,40.196068
2007-06-18,76.052,76.052,75.777,55.130001,9200,40.108776
2007-06-19,75.626,75.983,75.598,55.279999,5700,40.217896
2007-06-20,76.093,76.093,75.062,54.610001,33600,39.730469
2007-06-21,74.581,75.2,74.581,54.639999,16700,39.752289
2007-06-22,74.897,74.897,74.114,54,8700,39.286663
2007-06-25,73.516,73.995,73.133,53.57,8700,39.188644
2007-06-26,73.489,73.789,73.133,53.5,5800,39.137428
2007-06-27,72.942,73.817,72.764,54,2800,39.503197
2007-06-28,73.817,74.213,73.762,54.099998,11900,39.576359
2007-06-29,74.309,74.405,73.297,53.919998,23300,39.444687
2007-07-02,74.145,74.473,74.145,54.48,5900,39.854351
2007-07-03,74.637,74.815,74.514,54.509998,2400,39.876293
2007-07-05,74.856,74.938,74.364,54.610001,13900,39.949436
2007-07-06,74.432,74.815,74.432,54.580002,4000,39.92749
2007-07-09,74.842,74.951,74.432,54.77,135200,40.066494
2007-07-10,74.323,74.569,73.817,54.02,10600,39.517838
2007-07-11,73.967,74.268,73.885,54.27,5100,39.700714
2007-07-12,74.733,75.676,74.733,55.360001,2200,40.498093
2007-07-13,75.799,76.182,75.799,55.630001,8400,40.695614
2007-07-16,76.031,76.168,75.785,55.580002,14500,40.659031
2007-07-17,76.072,76.168,75.758,55.439999,9800,40.556618
2007-07-18,75.703,75.703,75.156,55.259998,11300,40.424953
2007-07-19,75.867,75.867,75.539,55.470001,15400,40.578575
2007-07-20,75.662,75.662,74.787,54.709999,12500,40.022587
2007-07-23,75.293,75.526,75.252,55.099998,19600,40.307892
2007-07-24,74.733,74.938,73.625,53.950001,18800,39.466633
2007-07-25,74.309,74.35,73.434,54.02,11300,39.517838
2007-07-26,73.27,73.27,71.616,53.029999,50500,38.793602
2007-07-27,72.04,72.587,71.425,52.259998,23000,38.230316
2007-07-30,71.014,72.026,70.727,52.59,23400,38.471729
2007-07-31,72.422,72.559,71.22,52.099998,18700,38.11327
2007-08-01,71.274,71.821,70.673,52.540001,39700,38.435158
2007-08-02,71.766,72.149,71.561,52.779999,6700,38.610722
2007-08-03,72.176,72.176,70.071,51.459999,16700,37.645081
2007-08-06,70.481,72.108,69.962,52.630001,16200,38.500988
2007-08-07,71.766,73.379,71.766,53.25,28900,38.954548
2007-08-08,73.571,73.803,72.833,53.93,24300,39.452
2007-08-09,72.641,73.065,71.739,52.48,29900,38.391262
2007-08-10,70.891,71.848,70.536,52.529999,12300,38.427837
2007-08-13,72.122,72.122,71.22,52.099998,6500,38.11327
2007-08-14,71.329,71.329,70.399,51.5,11700,37.674355
2007-08-15,70.399,71.028,69.716,51,10700,37.308586
2007-08-16,69.319,70.563,68.349,51.560001,31200,37.718239
2007-08-17,72.368,72.368,71.11,52.830002,8800,38.647305
2007-08-20,71.821,72.122,71.343,52.700001,41900,38.552197
2007-08-21,71.903,72.354,71.903,52.630001,9500,38.500988
2007-08-22,72.587,72.751,72.176,53.110001,13000,38.852131
2007-08-23,72.887,72.915,72.286,53.130001,10100,38.866764
2007-08-24,72.723,73.27,72.614,53.599998,11800,39.21059
2007-08-27,72.874,72.887,72.669,53.16,5700,38.888718
2007-08-28,72.094,72.108,71.028,51.990002,10200,38.03281
2007-08-29,71.425,72.34,71.343,52.91,10600,38.705826
2007-08-30,71.985,72.34,71.862,52.650002,6200,38.515629
2007-08-31,72.682,73.038,72.286,53.099998,12700,38.844818
2007-09-04,72.573,73.379,72.573,53.619999,7700,39.225208
2007-09-05,72.669,72.669,72.163,53.060001,12900,38.815552
2007-09-06,72.504,72.71,72.299,53.189999,13200,38.910656
2007-09-07,72.122,72.122,71.507,52.48,3300,38.391262
2007-09-10,71.766,71.835,71.069,52.360001,12800,38.303482
2007-09-11,71.848,72.395,71.848,52.939999,11000,38.727768
2007-09-12,72.245,72.86,72.245,53.200001,4600,38.917988
2007-09-13,73.106,73.557,73.065,53.5,2800,39.137428
2007-09-14,72.915,73.352,72.915,53.66,7700,39.254482
2007-09-17,73.147,73.188,72.969,53.41,8800,39.071594
2007-09-18,73.325,75.129,73.297,54.959999,17000,40.205486
2007-09-19,75.772,75.99,75.498,55.27,17800,40.432262
2007-09-20,75.512,75.649,75.074,54.93,6800,40.183533
2007-09-21,75.512,75.58,75.334,55.130001,10500,40.329842
2007-09-24,74.332,74.413,73.802,54.330002,29500,39.995632
2007-09-25,73.584,73.829,73.449,54.330002,14700,39.995632
2007-09-26,74.019,74.345,73.951,54.709999,2000,40.27536
2007-09-27,74.264,74.386,74.087,54.759998,2700,40.312176
2007-09-28,74.318,74.332,74.046,54.650002,4800,40.231201
2007-10-01,74.291,75.119,74.291,55.23,8600,40.658173
2007-10-02,75.038,75.038,74.712,55.220001,16000,40.650803
2007-10-03,74.956,74.984,74.739,55.09,3100,40.555115
2007-10-04,74.984,75.065,74.902,55.209999,2200,40.643444
2007-10-05,75.378,75.704,75.337,55.599998,6400,40.930553
2007-10-08,75.35,75.378,75.133,55.310001,5400,40.717072
2007-10-09,75.445,75.608,75.133,55.66,9400,40.974724
2007-10-10,75.486,75.486,75.16,55.540001,1900,40.886379
2007-10-11,75.771,75.894,74.929,55.41,8800,40.790688
2007-10-12,75.35,75.35,75.201,55.389999,6700,40.775967
2007-10-15,76.79,76.79,74.508,54.990002,9100,40.481487
2007-10-16,74.413,74.481,74.141,54.580002,3900,40.179668
2007-10-17,74.576,74.576,73.571,54.32,6600,39.988266
2007-10-18,73.815,74.006,73.761,54.369999,1300,40.02507
2007-10-19,73.734,73.734,72.226,53.169998,24200,39.141674
2007-10-22,71.982,72.606,71.846,53.439999,11400,39.34045
2007-10-23,73.068,73.068,72.335,53.540001,6400,39.414066
2007-10-24,72.824,72.824,71.778,53.529999,26500,39.406693
2007-10-25,72.769,73.028,72.321,53.759998,9800,39.576008
2007-10-26,73.354,73.761,73.082,54.299999,2200,39.973541
2007-10-29,74.046,74.169,73.992,54.599998,4500,40.194389
2007-10-30,73.68,73.693,73.489,54.220001,7500,39.914646
2007-10-31,73.72,74.223,73.354,54.48,23200,40.106052
2007-11-01,72.783,72.892,71.52,53.029999,13000,39.038612
2007-11-02,71.927,71.927,71.044,52.799999,25000,38.869297
2007-11-05,71.044,71.452,70.949,52.580002,22600,38.70734
2007-11-06,71.56,72.022,71.316,53.02,8100,39.031254
2007-11-07,71.37,71.52,69.998,51.529999,24100,37.934376
2007-11-08,70.324,70.664,69.523,51.880001,11200,38.192043
2007-11-09,69.659,70.813,69.604,51.5,26900,37.912292
2007-11-12,70.392,70.65,69.564,51.220001,87400,37.706173
2007-11-13,70.392,71.343,70.216,52.5,10900,38.648464
2007-11-14,71.791,71.941,71.017,52.279999,14300,38.4865
2007-11-15,70.976,70.976,69.781,51.709999,25600,38.066887
2007-11-16,70.324,70.501,69.618,51.650002,137600,38.02272
2007-11-19,70.066,70.066,68.884,50.779999,27200,37.382263
2007-11-20,69.115,69.618,68.395,51.02,15900,37.558945
2007-11-21,68.871,69.034,68.11,50.16,115100,36.925827
2007-11-23,68.925,69.156,68.884,50.880001,900,37.455872
2007-11-26,69.17,69.401,67.54,49.830002,58600,36.682907
2007-11-27,68.273,68.653,67.743,50.540001,13200,37.205574
2007-11-28,69.224,70.528,69.224,51.759998,13700,38.103691
2007-11-29,70.297,71.017,70.243,51.970001,19200,38.258293
2007-11-30,71.452,71.601,71.044,52.619999,17600,38.736794
2007-12-03,71.139,71.316,70.881,52.299999,30100,38.501213
2007-12-04,70.528,70.827,70.528,51.959999,5300,38.250919
2007-12-05,71.56,71.642,71.248,52.650002,7900,38.758877
2007-12-06,71.696,72.539,71.683,53.299999,14200,39.23737
2007-12-07,72.674,72.783,72.457,53.400002,6500,39.310997
2007-12-10,72.661,73.055,72.661,53.689999,7000,39.52449
2007-12-11,73.095,73.354,71.33,52.580002,23700,38.70734
2007-12-12,72.24,72.457,70.908,52.709999,31100,38.803036
2007-12-13,71.194,71.805,70.908,52.77,8400,38.847221
2007-12-14,70.9,70.9,69.351,51.669998,8400,38.3624
2007-12-17,68.92,69.244,68.611,50.990002,15100,37.857529
2007-12-18,69.028,69.298,68.328,51.43,3700,38.184208
2007-12-19,69.163,69.405,68.705,51.130001,5900,37.961468
2007-12-20,68.624,69.028,68.422,51.240002,6800,38.04314
2007-12-21,69.729,70.025,69.58,51.91,9300,38.540581
2007-12-24,70.9,70.9,70.106,52.169998,107200,38.733612
2007-12-26,70.038,70.402,70.038,52.25,19400,38.793011
2007-12-27,70.092,70.092,69.473,51.580002,19100,38.295574
2007-12-28,71.439,71.439,69.217,51.459999,11300,38.206486
2007-12-31,68.651,69.325,68.651,51.099998,26500,37.93919
2008-01-02,69.23,69.23,67.762,50.459999,31700,37.464035
2008-01-03,68.557,68.557,68.018,50.529999,4000,37.516003
2008-01-04,67.412,67.412,66.792,49.650002,20000,36.862648
2008-01-07,67.425,67.722,66.792,50.009998,45400,37.129921
2008-01-08,67.924,67.924,66.052,49.169998,62200,36.506268
2008-01-09,66.496,66.914,65.728,49.68,30400,36.884926
2008-01-10,66.658,67.883,66.536,50.400002,43600,37.419479
2008-01-11,67.183,67.533,66.712,49.599998,27000,36.825531
2008-01-14,67.143,67.21,66.806,49.830002,17400,36.996292
2008-01-15,66.402,66.402,65.621,48.720001,27900,36.172169
2008-01-16,65.607,66.59,65.324,49.080002,35800,36.439457
2008-01-17,65.621,65.621,63.6,47.220001,56000,35.058502
2008-01-18,63.991,64.193,62.604,46.73,54100,34.694691
2008-01-22,67.345,67.345,56.569,46.490002,36500,34.51651
2008-01-23,61.378,64.651,61.378,47.959999,34600,35.607895
2008-01-24,65.095,65.095,64.354,48.150002,29500,35.74897
2008-01-25,65.149,65.176,63.708,47.360001,24000,35.162441
2008-01-28,63.587,65.109,63.506,48.34,129000,35.890034
2008-01-29,65.567,65.755,65.122,48.799999,11600,36.231567
2008-01-30,65.338,66.914,64.961,48.23,25500,35.808372
2008-01-31,64.449,66.846,64.449,49.43,24300,36.699303
2008-02-01,67.035,67.627,66.846,50.209999,32100,37.278412
2008-02-04,67.829,67.829,66.806,49.599998,23400,36.825531
2008-02-05,66.186,66.186,64.759,48.099998,25600,35.711845
2008-02-06,65.122,65.445,64.341,47.77,9600,35.466835
2008-02-07,64.826,65.257,64.314,48.290001,46700,35.852917
2008-02-08,64.516,64.907,63.991,47.689999,71600,35.407444
2008-02-11,64.112,64.557,63.735,47.900002,14500,35.563351
2008-02-12,64.907,65.54,64.651,48.23,14400,35.808372
2008-02-13,65.58,65.93,65.243,48.830002,16100,36.253834
2008-02-14,66.644,66.644,64.785,48.130001,24700,35.734123
2008-02-15,64.651,65.028,64.476,48.259998,38700,35.830643
2008-02-19,68.153,68.153,64.624,48.110001,28200,35.71928
2008-02-20,64.179,65.19,63.923,48.27,47700,35.83807
2008-02-21,65.351,65.499,64.22,47.700001,59800,35.414864
2008-02-22,65.365,65.365,63.573,48.150002,64600,35.74897
2008-02-25,64.893,65.728,64.557,48.740002,62800,36.187023
2008-02-26,65.432,66.146,65.324,49,45700,36.380066
2008-02-27,65.85,66.254,65.715,48.849998,9500,36.268684
2008-02-28,65.243,65.567,64.974,48.330002,18000,35.882614
2008-02-29,64.624,64.624,63.196,47.060001,24000,34.939697
2008-03-03,63.56,63.56,62.967,47.07,39700,34.947117
2008-03-04,62.846,63.344,62.388,46.939999,40100,34.850597
2008-03-05,63.654,63.937,62.833,47.09,51100,34.961971
2008-03-06,63.169,63.169,61.957,46,25500,34.152702
2008-03-07,61.634,62.455,61.135,45.700001,53400,33.929962
2008-03-10,61.432,61.459,60.677,45.16,52500,33.529037
2008-03-11,62.092,63.56,61.62,46.68,28900,34.657562
2008-03-12,63.25,63.923,62.657,46.529999,21600,34.546196
2008-03-13,61.97,63.25,61.405,46.630001,62400,34.620457
2008-03-14,63.493,63.493,61.028,45.82,73300,34.019051
2008-03-17,60.61,61.984,60.246,45.68,27700,33.915115
2008-03-18,63.897,63.897,62.388,47.110001,98400,34.976826
2008-03-19,65.203,65.203,62.859,46.669998,18900,34.650143
2008-03-20,63.183,64.853,63.183,48.110001,15000,35.71928
2008-03-24,65.122,65.755,65.122,48.52,21300,36.023674
2008-03-25,64.437,64.571,63.943,48.220001,32300,36.076809
2008-03-26,64.838,64.838,63.488,47.540001,11000,35.568043
2008-03-27,63.074,63.983,62.927,47.540001,19300,35.568043
2008-03-28,63.461,63.528,62.526,46.830002,18900,35.03685
2008-03-31,61.817,63.341,61.817,47.169998,26700,35.291206
2008-04-01,64.451,65.333,63.969,48.84,42300,36.540653
2008-04-02,65.052,65.854,64.451,48.619999,22700,36.37606
2008-04-03,64.317,65.587,64.317,48.619999,8400,36.37606
2008-04-04,65.947,65.947,64.704,48.52,24000,36.301254
2008-04-07,65.44,65.493,64.958,48.599998,28500,36.361103
2008-04-08,66.228,66.228,64.384,48.41,27700,36.218945
2008-04-09,64.344,64.437,63.836,47.900002,12300,35.837387
2008-04-10,63.862,64.384,63.715,47.950001,11400,35.874805
2008-04-11,63.288,63.475,62.753,47.049999,16900,35.201443
2008-04-14,62.633,63.528,62.152,46.57,15600,34.842316
2008-04-15,62.86,62.86,62.232,46.869999,15200,35.066765
2008-04-16,62.659,64.036,62.659,47.720001,11800,35.702713
2008-04-17,63.969,63.969,63.435,47.830002,11000,35.785011
2008-04-18,64.691,64.918,64.424,48.330002,8600,36.159092
2008-04-21,65.025,65.025,64.023,48.080002,34700,35.972054
2008-04-22,63.903,63.983,63.542,47.709999,23800,35.695213
2008-04-23,63.769,64.197,63.635,47.689999,13900,35.68026
2008-04-24,63.983,64.878,63.755,48.25,23000,36.099251
2008-04-25,65.146,65.212,64.317,48.580002,13400,36.346142
2008-04-28,65.146,65.279,64.958,48.689999,7600,36.42844
2008-04-29,64.825,64.825,64.584,48.400002,13500,36.211472
2008-04-30,65.132,65.493,64.424,48.209999,34200,36.069313
2008-05-01,64.771,65.894,64.771,49.209999,20400,36.817486
2008-05-02,66.362,66.402,65.894,49.450001,16000,36.997055
2008-05-05,66.041,66.041,65.466,49.09,11800,36.727699
2008-05-06,65.252,65.934,64.932,49.330002,19500,36.907269
2008-05-07,64.21,65.747,64.21,48.470001,26200,36.263844
2008-05-08,64.892,64.892,64.33,48.349998,11000,36.174061
2008-05-09,64.156,64.531,64.103,48.09,11000,35.979538
2008-05-12,64.304,65.012,64.304,48.639999,19300,36.391026
2008-05-13,65.172,65.172,64.731,48.5,25700,36.286282
2008-05-14,65.359,65.587,65.199,48.82,15200,36.525696
2008-05-15,65.359,65.694,65.039,49.150002,47400,36.77261
2008-05-16,65.493,65.653,65.226,49.080002,19700,36.720222
2008-05-19,65.72,66.268,65.587,49.200001,56900,36.810009
2008-05-20,65.346,65.359,64.771,48.599998,41000,36.361103
2008-05-21,65.079,65.587,63.983,47.889999,57000,35.829899
2008-05-22,63.876,64.584,63.876,48.09,62100,35.979538
2008-05-23,63.956,63.956,63.488,47.5,27100,35.538105
2008-05-27,64.33,64.33,63.355,47.709999,18500,35.695213
2008-05-28,63.755,63.796,63.328,47.73,8000,35.710197
2008-05-29,64.05,64.731,63.889,48.279999,11100,36.121689
2008-05-30,64.704,64.704,64.33,48.150002,30700,36.024433
2008-06-02,64.063,64.063,63.314,47.700001,15900,35.687752
2008-06-03,63.889,63.889,62.9,47.43,26500,35.485752
2008-06-04,63.274,63.649,62.954,47.220001,36000,35.328625
2008-06-05,63.435,64.116,63.261,47.970001,18900,35.889767
2008-06-06,63.622,63.622,62.085,46.470001,28000,34.767498
2008-06-09,62.339,62.526,61.617,46.34,26800,34.670238
2008-06-10,61.497,62.312,61.403,46.389999,14000,34.707642
2008-06-11,61.911,61.911,60.975,45.619999,23600,34.131554
2008-06-12,61.31,61.724,60.842,45.68,18600,34.176449
2008-06-13,61.59,61.59,61.149,45.970001,20700,34.393414
2008-06-16,62.192,62.192,61.457,46.209999,23300,34.572968
2008-06-17,63.836,63.836,61.203,45.790001,43100,34.258747
2008-06-18,60.828,60.828,60.414,45.290001,33200,33.884663
2008-06-19,60.508,60.748,60.227,45.450001,19900,34.004364
2008-06-20,60.133,60.294,59.478,44.669998,59900,33.420788
2008-06-23,59.96,59.96,59.412,44.5,37200,33.293602
2008-06-24,58.426,58.876,57.988,44.169998,20000,33.324539
2008-06-25,58.691,59.513,58.691,44.740002,28300,33.754574
2008-06-26,59.446,59.446,55.444,43.119999,44400,32.532352
2008-06-27,57.326,57.339,56.517,42.790001,19100,32.28339
2008-06-30,56.796,57.127,56.61,42.82,16000,32.306007
2008-07-01,56.027,56.994,56.027,43,18400,32.441818
2008-07-02,57.273,57.432,56.173,42.389999,15000,31.981592
2008-07-03,56.835,56.835,56,42.43,9600,32.011768
2008-07-07,56.756,56.756,55.324,42.080002,21900,31.747713
2008-07-08,55.629,57.1,55.629,43.080002,88600,32.502167
2008-07-09,57.485,57.551,56.146,42.360001,12300,31.958961
2008-07-10,56.173,56.597,55.801,42.41,37600,31.996687
2008-07-11,55.722,56.371,55.139,42.07,37800,31.74017
2008-07-14,56.623,56.623,54.807,41.380001,36300,31.219593
2008-07-15,53.999,55.059,53.535,40.900002,47300,30.857439
2008-07-16,54.609,56.053,54.317,42.290001,37200,31.906139
2008-07-17,56.636,57.087,55.934,42.970001,25100,32.419189
2008-07-18,57.551,57.551,56.835,43.25,42600,32.63044
2008-07-21,57.591,57.67,56.955,43.060001,22400,32.48708
2008-07-22,57.021,58.307,56.623,43.990002,22000,33.188728
2008-07-23,58.77,59.34,58.452,44.360001,32600,33.467884
2008-07-24,59.142,59.142,57.405,43.32,84200,32.683235
2008-07-25,57.763,57.763,57.008,43.09,21700,32.509712
2008-07-28,57.79,57.79,56.106,42.330002,26200,31.936337
2008-07-29,56.491,57.67,56.252,43.509998,16800,32.826591
2008-07-30,58.214,58.572,57.723,44.169998,22900,33.324539
2008-07-31,58.333,58.638,57.856,43.650002,16200,32.93222
2008-08-01,57.803,57.988,57.498,43.599998,14900,32.894489
2008-08-04,57.869,58.041,57.206,43.439999,12200,32.773781
2008-08-05,58.333,59.155,58.028,44.580002,20200,33.633873
2008-08-06,59.208,59.314,58.784,44.720001,6800,33.739498
2008-08-07,59.022,59.022,58.002,43.759998,19700,33.015213
2008-08-08,59.566,59.658,58.386,44.880001,19500,33.86021
2008-08-11,60.295,60.626,59.486,45.369999,27900,34.229893
2008-08-12,60.971,60.971,59.049,44.73,30000,33.747036
2008-08-13,61.183,61.183,58.293,44.349998,43500,33.460335
2008-08-14,58.479,59.301,58.386,44.560001,15100,33.618774
2008-08-15,59.698,59.831,59.287,44.889999,15400,33.867741
2008-08-18,59.499,59.499,58.466,44.209999,32100,33.354717
2008-08-19,58.32,58.346,57.617,43.619999,33900,32.909592
2008-08-20,57.405,58.121,57.326,43.759998,26700,33.015213
2008-08-21,57.776,58.227,57.472,43.830002,33400,33.068016
2008-08-22,58.386,58.93,58.386,44.459999,26700,33.543324
2008-08-25,58.585,58.585,57.737,43.619999,25500,32.909592
2008-08-26,57.498,58.068,57.498,43.630001,16900,32.917133
2008-08-27,58.147,58.479,57.843,44,35100,33.19627
2008-08-28,58.85,59.473,58.731,44.84,33100,33.830032
2008-08-29,59.38,59.499,58.863,44.41,26500,33.5056
2008-09-02,59.924,60.03,58.903,44.639999,63400,33.679119
2008-09-03,59.234,59.46,59.022,44.790001,62800,33.792309
2008-09-04,59.036,59.036,57.723,43.560001,26200,32.864311
2008-09-05,57.511,58.254,56.994,43.950001,34000,33.158562
2008-09-08,60.401,60.401,58.983,45.200001,44800,34.101635
2008-09-09,59.751,60.149,58.254,43.950001,33900,33.158562
2008-09-10,58.413,58.664,57.763,43.799999,26500,33.045391
2008-09-11,57.564,58.585,57.127,44.169998,25400,33.324539
2008-09-12,58.24,58.903,58.147,44.380001,21600,33.482967
2008-09-15,58.466,58.466,56.557,42.669998,42900,32.192841
2008-09-16,55.285,57.246,55.139,43.189999,54200,32.585155
2008-09-17,56.265,56.411,54.662,41.25,41100,31.121502
2008-09-18,55.192,57.538,53.813,43.169998,98700,32.570068
2008-09-19,61.289,64.947,59.274,45.209999,66100,34.10918
2008-09-22,62.336,62.336,54.251,43.509998,48400,32.826591
2008-09-23,59.831,59.831,56.676,42.830002,19900,32.31356
2008-09-24,57.985,57.985,55.344,42.279999,19600,32.17733
2008-09-25,55.344,57.21,55.344,43.040001,23000,32.75573
2008-09-26,57.013,57.197,55.699,43.529999,29000,33.128635
2008-09-29,55.949,56.277,54.03,41.299999,63700,31.431499
2008-09-30,55.923,55.923,53.873,41.959999,18900,31.933788
2008-10-01,54.53,55.831,54.241,42.279999,19900,32.17733
2008-10-02,55.686,55.686,53.965,41.169998,25700,31.332561
2008-10-03,55.831,55.831,53.045,40.490002,61200,30.815039
2008-10-06,51.573,52.204,49.221,39.139999,62700,29.787622
2008-10-07,52.033,52.033,48.288,36.810001,41900,28.014374
2008-10-08,47.316,48.906,45.989,35.98,35400,27.382689
2008-10-09,46.79,48.091,43.23,33.25,69400,25.305016
2008-10-10,43.032,46.856,40.602,35.150002,92200,26.751024
2008-10-13,50.18,50.18,44.938,36.549999,199600,27.81649
2008-10-14,52.743,52.743,47.053,36.98,139000,28.143753
2008-10-15,47.618,47.618,44.478,33.93,59500,25.822536
2008-10-16,45.122,46.147,42.533,35.119999,147300,26.728193
2008-10-17,45.227,47.487,44.846,34.740002,73200,26.438988
2008-10-20,46.344,47.631,45.726,36.25,94400,27.588175
2008-10-21,47.29,47.815,46.344,35.509998,111000,27.024994
2008-10-22,45.831,45.831,42.875,33.82,158300,25.738823
2008-10-23,44.215,45.056,42.205,34,62100,25.875809
2008-10-24,44.438,44.438,42.152,32.82,131000,24.97777
2008-10-27,42.796,43.913,42.06,32.02,49300,24.368921
2008-10-28,43.689,46.685,41.732,35.529999,91300,27.040218
2008-10-29,45.831,47.303,45.332,34.5,150300,26.256336
2008-10-30,47.277,47.277,45.332,35.400002,91800,26.941288
2008-10-31,46.712,47.592,46.133,35.73,92500,27.192434
2008-11-03,47.408,47.434,46.869,35.869999,87500,27.298973
2008-11-04,48.288,49.024,47.92,37.299999,101000,28.387287
2008-11-05,48.84,48.84,46.199,35.25,117600,26.827126
2008-11-06,46.383,46.396,44.031,33.630001,121900,25.594225
2008-11-07,44.727,45.463,44.425,34.599998,82700,26.332443
2008-11-10,46.856,46.896,44.333,34.200001,140100,26.028021
2008-11-11,44.373,44.938,43.506,33.709999,71400,25.655102
2008-11-12,43.637,43.637,41.994,32.09,126300,24.422197
2008-11-13,42.835,45.122,40.733,34.34,136200,26.134565
2008-11-14,44.714,45.279,42.993,32.82,84700,24.97777
2008-11-17,42.849,43.689,42.073,32.25,101800,24.543962
2008-11-18,43.361,43.361,41.101,32.240002,238600,24.53636
2008-11-19,43.085,43.085,40.05,30.48,101900,23.196898
2008-11-20,39.734,40.694,37.093,28.51,218200,21.697628
2008-11-21,39.419,39.445,36.607,30.02,148700,22.846821
2008-11-24,40.497,42.638,39.761,31.68,223500,24.11017
2008-11-25,43.203,43.203,41.548,32.259998,65900,24.551577
2008-11-26,41.337,43.637,41.337,33.209999,66600,25.274576
2008-11-28,43.505,44.346,43.492,33.75,49400,25.685551
2008-12-01,44.346,44.346,40.273,30.709999,133400,23.371946
2008-12-02,41.259,42.297,40.47,32.110001,123600,24.437418
2008-12-03,41.469,43.676,41.324,33.150002,83400,25.228914
2008-12-04,43.032,43.821,41.758,32.290001,86700,24.574411
2008-12-05,41.863,44.071,41.259,33.540001,141700,25.525724
2008-12-08,46.554,46.554,44.544,34.27,252600,26.081293
2008-12-09,45.398,45.398,43.703,33.349998,249500,25.381126
2008-12-10,44.925,44.925,43.571,33.68,110500,25.632271
2008-12-11,44.176,44.215,42.612,32.619999,250400,24.825554
2008-12-12,42.205,43.322,41.587,32.779999,185600,24.947321
2008-12-15,43.256,43.295,42.047,32.400002,79900,24.658127
2008-12-16,44.78,44.819,42.993,34.080002,67700,25.936693
2008-12-17,44.728,44.833,43.939,33.700001,92900,25.647488
2008-12-18,44.741,44.741,43.203,33.099998,138200,25.190855
2008-12-19,44.031,44.386,43.308,33.080002,376500,25.175642
2008-12-22,42.889,42.889,41.276,32.290001,467900,24.822029
