"Date","PSK.Open","PSK.High","PSK.Low","PSK.Close","PSK.Volume","PSK.Adjusted"
2010-02-26,69.944,69.944,68.616,43.02,8900,26.890747
2010-03-01,69.064,69.064,68.936,43.139999,30500,26.965757
2010-03-02,69.144,69.32,69.112,43.330002,23400,27.08452
2010-03-03,69.432,69.432,69.224,43.290001,20700,27.059515
2010-03-04,69.176,69.448,69.112,43.41,22700,27.134523
2010-03-05,69.656,69.672,69.48,43.549999,41000,27.222031
2010-03-08,69.784,69.784,69.72,43.610001,18200,27.259537
2010-03-09,69.704,69.928,69.592,43.709999,62600,27.322048
2010-03-10,69.88,70.184,69.8,43.709999,163600,27.322048
2010-03-11,70.072,70.152,70.056,43.849998,20500,27.409555
2010-03-12,70.136,70.407,70.136,44.009998,11300,27.509569
2010-03-15,70.455,70.455,70.232,44.02,21600,27.51582
2010-03-16,70.663,70.663,70.503,44.16,15100,27.603334
2010-03-17,69.448,70.983,69.448,44.360001,634600,27.72834
2010-03-18,71.159,71.159,70.839,44.32,202300,27.703342
2010-03-19,68.866,69.102,68.676,43.650002,15700,27.667212
2010-03-22,68.755,68.834,68.377,43.630001,8200,27.654539
2010-03-23,69.023,69.023,68.897,43.689999,10500,27.692568
2010-03-24,68.692,69.087,68.692,43.66,56000,27.673546
2010-03-25,68.976,69.087,68.834,43.650002,12700,27.667212
2010-03-26,69.039,69.039,68.566,43.5,25000,27.572138
2010-03-29,68.676,68.771,68.629,43.560001,12800,27.610168
2010-03-30,68.913,68.913,68.692,43.59,8000,27.629185
2010-03-31,68.724,68.803,68.471,43.400002,9600,27.508751
2010-04-01,68.661,68.661,68.377,43.43,17700,27.527763
2010-04-05,68.55,68.566,68.329,43.34,4700,27.470728
2010-04-06,68.377,68.471,68.266,43.32,41700,27.458038
2010-04-07,68.235,68.392,68.235,43.290001,2800,27.439034
2010-04-08,68.266,68.361,68.187,43.330002,2300,27.464388
2010-04-09,68.503,68.503,68.266,43.380001,4600,27.496073
2010-04-12,68.55,68.582,68.456,43.439999,10600,27.534103
2010-04-13,68.566,68.566,68.345,43.41,13300,27.515091
2010-04-14,68.408,68.661,68.408,43.470001,18400,27.55312
2010-04-15,68.629,68.629,68.487,43.41,2900,27.515091
2010-04-16,68.471,68.613,67.919,43.23,45800,27.401001
2010-04-19,68.124,68.156,67.951,43.150002,4700,27.350288
2010-04-20,68.282,68.392,68.235,43.349998,5500,27.477055
2010-04-21,68.203,68.519,68.203,43.419998,4200,27.521425
2010-04-22,68.44,68.503,68.203,43.419998,10100,27.521425
2010-04-23,68.55,68.708,68.456,43.450001,4200,27.54044
2010-04-26,68.392,68.566,68.314,43.330002,6800,27.464388
2010-04-27,68.219,68.219,67.872,43.189999,5500,27.375643
2010-04-28,68.235,68.235,67.966,43.080002,4700,27.30592
2010-04-29,68.408,68.408,68.03,43.23,3400,27.401001
2010-04-30,68.187,68.203,68.077,43.169998,353000,27.362967
2010-05-03,68.282,68.282,68.172,43.27,3400,27.42635
2010-05-04,67.966,68.14,67.525,42.799999,59900,27.128447
2010-05-05,67.446,67.446,66.168,42.209999,131700,26.754482
2010-05-06,66.105,66.294,60.33,39.650002,131100,25.131844
2010-05-07,63.533,64.354,62.019,40.689999,29200,25.791039
2010-05-10,66.673,66.799,65.979,41.880001,19300,26.545309
2010-05-11,65.931,66.373,65.647,41.970001,4900,26.602356
2010-05-12,66.389,66.767,66.389,42.25,6800,26.779829
2010-05-13,66.878,66.973,66.767,42.34,11800,26.83688
2010-05-14,66.767,66.767,65.521,41.59,14700,26.361492
2010-05-17,65.332,65.805,64.59,41.32,4600,26.190363
2010-05-18,65.505,65.9,64.764,41.110001,10000,26.057255
2010-05-19,64.653,64.89,63.612,40.869999,13400,25.905132
2010-05-20,64.354,64.354,62.618,39.990002,18300,25.347355
2010-05-21,62.429,64.243,62.429,40.540001,18300,25.695965
2010-05-24,64.101,64.858,64.101,41.049999,7200,26.019222
2010-05-25,63.502,64.464,63.265,40.860001,23700,25.898788
2010-05-26,64.432,65.206,64.432,41.009998,25100,25.99387
2010-05-27,65.221,65.837,65.221,41.73,7000,26.450233
2010-05-28,65.868,66.105,65.584,41.880001,4700,26.545309
2010-06-01,65.868,66.152,65.568,41.900002,4300,26.557995
2010-06-02,66.168,66.263,65.931,42,2900,26.621376
2010-06-03,66.72,66.72,66.326,42.25,6600,26.779829
2010-06-04,65.979,66.31,65.789,41.810001,5400,26.500948
2010-06-07,65.979,66.294,65.884,41.900002,9300,26.557995
2010-06-08,66.389,66.389,66.042,41.880001,2000,26.545309
2010-06-09,66.278,66.468,65.994,42,4700,26.621376
2010-06-10,66.72,66.72,66.31,42.150002,12400,26.71645
2010-06-11,66.673,67.02,66.673,42.48,305200,26.925627
2010-06-14,66.988,67.304,66.988,42.459999,23500,26.912941
2010-06-15,67.272,67.588,67.209,42.84,6900,27.153805
2010-06-16,67.604,67.604,67.114,42.610001,7900,27.008022
2010-06-17,67.115,67.193,67.051,42.580002,1700,26.988998
2010-06-18,65.868,66.416,65.868,42.450001,5100,27.132174
2010-06-21,66.635,66.635,65.915,42.27,155200,27.017122
2010-06-22,65.727,65.978,65.727,42.130001,14000,26.927641
2010-06-23,65.899,65.931,65.868,42.139999,600,26.934034
2010-06-24,65.586,66.04,65.586,42.18,24300,26.959602
2010-06-25,65.868,66.353,65.868,42.349998,4200,27.068256
2010-06-28,66.322,66.416,66.197,42.450001,3500,27.132174
2010-06-29,65.978,66.009,65.633,42.150002,14400,26.940428
2010-06-30,65.571,66.15,65.571,42.189999,24900,26.965998
2010-07-01,65.915,66.118,65.759,42.200001,17600,26.972378
2010-07-02,66.025,66.447,65.821,42.41,6200,27.106604
2010-07-06,66.603,66.603,66.306,42.470001,9300,27.14496
2010-07-07,66.51,66.776,66.447,42.68,15000,27.279177
2010-07-08,66.682,67.182,66.682,42.919998,11300,27.432581
2010-07-09,67.026,67.401,66.995,43.080002,11000,27.534851
2010-07-12,67.417,67.417,67.151,43.080002,9400,27.534851
2010-07-13,67.699,67.808,67.511,43.330002,7700,27.694637
2010-07-14,67.448,67.918,67.448,43.41,28200,27.745764
2010-07-15,67.949,67.98,67.793,43.450001,2700,27.771328
2010-07-16,68.058,68.199,67.933,43.59,17400,27.860811
2010-07-19,68.262,68.262,68.012,43.549999,18500,27.835243
2010-07-20,67.871,68.371,67.871,43.549999,12900,27.835243
2010-07-21,68.809,68.809,68.371,43.869999,20200,28.039772
2010-07-22,68.872,69.357,68.575,43.93,6000,28.078123
2010-07-23,69.31,69.31,68.81,44.220001,9200,28.263475
2010-07-26,69.31,69.607,69.279,44.490002,14000,28.436052
2010-07-27,69.858,70.703,69.341,44.57,14500,28.487179
2010-07-28,69.529,69.733,69.341,44.470001,29100,28.423273
2010-07-29,69.826,69.826,69.42,44.57,25800,28.487179
2010-07-30,69.216,69.92,69.216,44.639999,12000,28.531921
2010-08-02,70.014,70.045,69.858,44.66,8200,28.544714
2010-08-03,69.717,70.155,69.717,44.84,21000,28.659763
2010-08-04,70.155,70.515,70.03,45.07,20000,28.806759
2010-08-05,70.343,71.266,70.311,45,19700,28.762016
2010-08-06,70.343,70.937,70.311,45.209999,24100,28.896242
2010-08-09,70.953,70.953,70.781,45.259998,4900,28.928202
2010-08-10,70.812,71.469,70.609,45.290001,10300,28.947372
2010-08-11,70.593,70.734,70.421,45.209999,8300,28.896242
2010-08-12,70.593,70.937,70.484,45.34,11000,28.979334
2010-08-13,71.094,71.094,70.859,45.360001,6200,28.992115
2010-08-16,71.36,71.36,71.062,45.490002,13200,29.075212
2010-08-17,71.61,71.61,71.219,45.630001,11100,29.164688
2010-08-18,71.172,71.61,71.156,45.77,11000,29.254169
2010-08-19,71.454,72.095,71.219,45.560001,34000,29.119953
2010-08-20,71.516,71.516,71.235,45.68,12200,29.196644
2010-08-23,71.751,71.751,71.422,45.759998,8700,29.247789
2010-08-24,71.156,71.501,71.156,45.68,6900,29.196644
2010-08-25,71.282,71.516,71.062,45.57,24600,29.126337
2010-08-26,71.391,71.626,71.328,45.689999,19000,29.203039
2010-08-27,71.767,71.767,69.889,45.75,18600,29.24139
2010-08-30,72.643,72.643,71.454,45.700001,21400,29.209429
2010-08-31,75.021,75.021,71.594,45.91,12000,29.343647
2010-09-01,70.327,71.97,70.327,45.900002,4300,29.337261
2010-09-02,72.017,72.079,71.97,46.060001,4400,29.439528
2010-09-03,72.048,72.298,72.001,46.18,6300,29.516226
2010-09-07,72.189,72.408,72.142,46.259998,19800,29.56735
2010-09-08,72.549,72.596,72.377,46.400002,6600,29.656834
2010-09-09,72.643,72.877,72.596,46.580002,8600,29.771891
2010-09-10,72.877,72.956,72.643,46.450001,18800,29.688795
2010-09-13,73.143,73.143,72.658,46.439999,7200,29.682405
2010-09-14,72.752,72.768,72.471,46.419998,21300,29.669621
2010-09-15,72.674,72.752,72.549,46.43,17700,29.67602
2010-09-16,72.768,72.909,72.596,46.599998,16600,29.784672
2010-09-17,70.445,70.445,69.315,45.610001,16000,29.867184
2010-09-20,70.903,70.903,69.574,45.639999,15700,29.886829
2010-09-21,69.941,71.056,69.559,45.59,11700,29.85408
2010-09-22,69.483,69.574,69.33,45.549999,12600,29.827885
2010-09-23,69.468,69.529,69.3,45.52,5900,29.808241
2010-09-24,69.941,70.017,69.376,45.549999,31600,29.827885
2010-09-27,69.712,69.712,69.315,45.549999,24300,29.827885
2010-09-28,69.422,70.033,69.391,45.540001,27100,29.821337
2010-09-29,69.62,70.078,69.437,45.889999,24100,30.050529
2010-09-30,69.941,69.941,69.468,45.59,16600,29.85408
2010-10-01,69.544,69.865,69.498,45.619999,9800,29.873728
2010-10-04,69.758,69.758,69.468,45.549999,5800,29.827885
2010-10-05,69.88,70.384,69.498,45.59,13900,29.85408
2010-10-06,69.605,69.742,69.59,45.57,37000,29.840994
2010-10-07,70.048,70.048,69.406,45.549999,18400,29.827885
2010-10-08,69.803,69.895,69.529,45.57,16700,29.840994
2010-10-11,70.002,70.002,69.651,45.779999,7900,29.978493
2010-10-12,69.91,69.956,69.712,45.799999,12800,29.991598
2010-10-13,69.956,70.46,69.758,45.68,72400,29.913021
2010-10-14,70.033,70.033,69.59,45.57,7100,29.840994
2010-10-15,69.971,69.971,68.353,45.060001,67000,29.507015
2010-10-18,69.009,69.009,68.414,45,16700,29.467726
2010-10-19,68.872,68.887,68.628,44.950001,9500,29.434988
2010-10-20,68.673,69.254,68.399,45.009998,18400,29.474277
2010-10-21,68.735,69.529,68.735,45.220001,15000,29.611795
2010-10-22,69.04,69.193,68.735,45.299999,14000,29.664181
2010-10-25,69.468,70.964,68.597,45.07,21000,29.513569
2010-10-26,68.796,68.933,68.521,45.139999,8000,29.559399
2010-10-27,68.872,69.07,68.826,45.209999,4400,29.605255
2010-10-28,69.422,69.666,68.857,45.279999,27100,29.651081
2010-10-29,69.33,69.33,69.055,45.380001,15700,29.716558
2010-11-01,69.437,69.437,68.933,45.299999,21300,29.664181
2010-11-02,69.361,69.452,69.33,45.439999,9800,29.755854
2010-11-03,69.498,70.246,69.101,45.790001,22100,29.985052
2010-11-04,69.727,69.742,69.498,45.669998,61500,29.906467
2010-11-05,69.865,70.231,69.742,45.709999,31400,29.932665
2010-11-08,69.88,69.88,69.635,45.709999,22500,29.932665
2010-11-09,69.788,69.834,69.636,45.599998,19800,29.860628
2010-11-10,69.895,69.895,69.498,45.580002,39000,29.847538
2010-11-11,69.483,69.773,69.483,45.68,44700,29.913021
2010-11-12,69.697,69.727,69.483,45.59,27100,29.85408
2010-11-15,69.62,69.712,69.529,45.529999,20700,29.814793
2010-11-16,69.559,69.559,68.643,45.169998,39300,29.579052
2010-11-17,69.681,69.941,68.964,45.27,10600,29.644531
2010-11-18,69.574,69.574,69.193,45.529999,8600,29.814793
2010-11-19,69.254,69.574,69.254,45.560001,13100,29.834446
2010-11-22,69.605,69.636,69.101,45.310001,31600,29.670723
2010-11-23,68.765,69.055,68.536,45.119999,25500,29.546309
2010-11-24,69.238,69.33,69.025,45.360001,8500,29.703466
2010-11-26,69.529,69.529,69.009,45.279999,4600,29.651081
2010-11-29,69.284,69.284,68.872,45.209999,16900,29.605255
2010-11-30,68.872,69.422,68.735,45.43,10000,29.74931
2010-12-01,69.559,69.559,69.055,45.360001,13400,29.703466
2010-12-02,69.101,69.3,69.07,45.279999,8300,29.651081
2010-12-03,69.147,69.223,68.964,45.310001,10300,29.670723
2010-12-06,69.238,69.345,68.964,45.41,16400,29.736208
2010-12-07,69.605,69.651,69.177,45.34,209900,29.690378
2010-12-08,68.933,69.33,68.933,45.25,42000,29.631439
2010-12-09,69.162,69.162,68.964,45.25,32700,29.631439
2010-12-10,69.254,69.345,69.04,45.389999,13700,29.723116
2010-12-13,69.284,69.284,69.116,45.360001,23900,29.703466
2010-12-14,69.254,69.269,68.918,45.150002,34000,29.565958
2010-12-15,68.811,68.872,68.612,44.93,34400,29.42189
2010-12-16,68.887,68.887,68.383,44.849998,345100,29.369501
2010-12-17,66.533,66.683,66.442,44.169998,24500,29.317064
2010-12-20,66.473,66.638,65.764,43.93,186600,29.157761
2010-12-21,66.171,66.216,66.036,43.900002,15500,29.137856
2010-12-22,66.066,66.412,66.066,43.939999,115300,29.164406
2010-12-23,66.262,66.442,65.629,44.099998,138700,29.270605
2010-12-27,66.503,66.714,66.111,44.27,29900,29.38344
2010-12-28,66.337,66.834,66.337,44.299999,14300,29.403349
2010-12-29,66.97,67.03,66.789,44.400002,5900,29.469728
2010-12-30,67.045,67.09,66.744,44.490002,13600,29.529465
2010-12-31,67.075,67.271,67,44.59,34500,29.595839
2011-01-03,67.407,67.753,67.135,44.619999,69700,29.615747
2011-01-04,67.361,67.437,67.09,44.759998,8900,29.708668
2011-01-05,67.211,67.422,67.196,44.599998,9300,29.602476
2011-01-06,67.196,67.407,67.196,44.630001,11900,29.622389
2011-01-07,67.241,67.377,67.181,44.689999,11000,29.662205
2011-01-10,67.286,67.346,67.06,44.630001,5700,29.622389
2011-01-11,67.572,67.572,67.256,44.720001,10300,29.682117
2011-01-12,67.346,67.497,67.226,44.799999,16400,29.735224
2011-01-13,67.271,67.557,67.271,44.810001,14300,29.741848
2011-01-14,67.346,67.603,67.346,44.82,7500,29.748489
2011-01-18,67.361,67.482,67.256,44.759998,10100,29.708668
2011-01-19,67.361,67.572,67.361,44.849998,18200,29.7684
2011-01-20,67.542,67.618,67.422,44.75,19400,29.702038
2011-01-21,67.392,67.663,67.316,44.830002,14000,29.755125
2011-01-24,67.648,67.648,67.467,44.84,9400,29.76177
2011-01-25,67.572,67.663,67.467,44.889999,18700,29.794949
2011-01-26,67.783,67.798,67.542,44.98,22000,29.854692
2011-01-27,67.783,67.859,67.618,45,4600,29.867964
2011-01-28,68.145,68.145,67.603,44.950001,11900,29.834782
2011-01-31,67.422,67.844,67.422,44.959999,12000,29.841408
2011-02-01,68.054,68.054,67.798,45.02,6600,29.881247
2011-02-02,67.979,67.994,67.587,45.130001,8700,29.95425
2011-02-03,67.994,68.115,67.889,45.209999,16300,30.007347
2011-02-04,68.085,68.16,67.934,45.23,8300,30.020628
2011-02-07,68.16,68.22,67.422,45.09,17500,29.927704
2011-02-08,67.738,68.115,67.738,45.139999,22200,29.960884
2011-02-09,68.235,68.235,67.949,45.209999,18400,30.007347
2011-02-10,68.1,68.25,68.07,45.299999,10300,30.067083
2011-02-11,68.024,68.371,68.024,45.380001,6100,30.120188
2011-02-14,68.371,68.416,68.311,45.400002,8900,30.133461
2011-02-15,68.507,68.507,68.25,45.299999,16300,30.067083
2011-02-16,68.386,68.537,68.386,45.490002,5500,30.193201
2011-02-17,68.567,68.567,68.311,45.360001,43900,30.106905
2011-02-18,68.461,68.672,68.401,45.57,23600,30.246286
2011-02-22,68.582,68.582,68.28,45.34,14000,30.093647
2011-02-23,68.431,68.446,68.19,45.400002,28200,30.133461
2011-02-24,68.341,68.401,68.265,45.360001,8500,30.106905
2011-02-25,68.401,68.446,68.25,45.360001,11300,30.106905
2011-02-28,68.522,68.687,68.386,45.59,7500,30.259565
2011-03-01,68.507,68.717,68.507,45.529999,6400,30.219742
2011-03-02,68.582,68.732,68.522,45.619999,5000,30.27948
2011-03-03,68.853,68.989,68.657,45.740002,108200,30.359135
2011-03-04,69.094,69.154,68.838,45.900002,21600,30.465328
2011-03-07,69.004,69.079,69.004,45.799999,4900,30.398943
2011-03-08,69.29,69.29,68.898,45.830002,6300,30.418861
2011-03-09,69.169,69.2,68.627,45.93,7900,30.485243
2011-03-10,69.034,69.215,69.034,45.830002,12200,30.418861
2011-03-11,68.883,69.154,68.055,45.880001,27500,30.452053
2011-03-14,69.109,69.109,68.928,45.810001,7300,30.405596
2011-03-15,67.904,68.913,67.904,45.73,14200,30.352491
2011-03-16,68.928,68.943,68.793,45.709999,72800,30.339209
2011-03-17,68.853,69.591,68.808,45.689999,23300,30.325949
2011-03-18,67.671,67.671,67.121,45.150002,9200,30.357534
2011-03-21,68.712,68.712,67.225,45.23,62300,30.411333
2011-03-22,67.403,67.493,67.284,45.279999,15700,30.44495
2011-03-23,67.418,67.448,67.359,45.349998,22000,30.492008
2011-03-24,67.314,67.716,67.314,45.419998,20700,30.539078
2011-03-25,67.597,67.716,67.507,45.439999,77000,30.552532
2011-03-28,67.671,67.745,67.552,45.470001,8300,30.572708
2011-03-29,67.686,67.76,67.656,45.52,6800,30.606314
2011-03-30,67.79,67.805,67.686,45.549999,40300,30.626482
2011-03-31,67.82,67.939,67.686,45.68,18400,30.713903
2011-04-01,68.281,68.281,67.849,45.669998,10200,30.707172
2011-04-04,68.087,68.087,67.835,45.610001,13800,30.666828
2011-04-05,67.849,68.058,67.849,45.75,11000,30.760956
2011-04-06,67.864,67.998,67.849,45.709999,7700,30.734076
2011-04-07,67.879,68.087,67.879,45.720001,5500,30.740791
2011-04-08,67.864,68.013,67.835,45.73,4500,30.747517
2011-04-11,67.745,67.968,67.745,45.549999,23700,30.626482
2011-04-12,67.894,67.894,67.626,45.529999,15400,30.613039
2011-04-13,67.79,67.79,67.671,45.540001,5100,30.619762
2011-04-14,67.939,67.939,67.641,45.52,7500,30.606314
2011-04-15,67.552,67.849,67.552,45.619999,7000,30.673555
2011-04-18,67.894,67.894,67.507,45.48,3000,30.579424
2011-04-19,67.463,67.879,67.463,45.639999,5200,30.687006
2011-04-20,68.266,68.266,67.909,45.810001,9600,30.801306
2011-04-21,68.34,68.37,68.087,45.779999,6100,30.781134
2011-04-25,68.043,68.623,68.043,45.93,7100,30.881996
2011-04-26,68.132,68.429,68.132,46.009998,21700,30.935781
2011-04-27,68.712,68.712,68.37,46.09,20500,30.989574
2011-04-28,68.608,68.653,68.563,46.16,24600,31.036636
2011-04-29,68.697,68.697,68.608,46.189999,5500,31.056795
2011-05-02,68.95,69.143,68.534,46.080002,16000,30.982849
2011-05-03,68.489,68.653,68.474,46.130001,8800,31.01647
2011-05-04,68.742,68.742,68.519,46.200001,18000,31.063536
2011-05-05,68.682,68.772,68.593,46.150002,8900,31.029913
2011-05-06,68.876,68.876,68.697,46.220001,6300,31.076984
2011-05-09,68.846,68.891,68.697,46.27,6400,31.110605
2011-05-10,68.98,69.054,68.935,46.43,17800,31.218176
2011-05-11,69.039,69.158,69.024,46.5,16700,31.265244
2011-05-12,69.158,69.262,69.054,46.57,25000,31.312307
2011-05-13,69.381,69.381,69.262,46.580002,13700,31.319025
2011-05-16,69.396,69.396,69.158,46.540001,8400,31.292137
2011-05-17,69.173,69.322,69.069,46.540001,13900,31.292137
2011-05-18,69.292,69.292,69.099,46.540001,15100,31.292137
2011-05-19,69.292,69.366,69.069,46.509998,33900,31.271965
2011-05-20,69.218,69.218,69.084,46.5,4100,31.265244
2011-05-23,69.069,69.129,68.995,46.450001,10100,31.231627
2011-05-24,68.995,69.099,68.995,46.43,31700,31.218176
2011-05-25,69.084,69.084,68.995,46.43,13900,31.218176
2011-05-26,69.084,69.129,68.995,46.43,23900,31.218176
2011-05-27,69.024,69.114,68.995,46.43,15300,31.218176
2011-05-31,69.218,69.218,68.905,46.490002,99900,31.25852
2011-06-01,69.143,69.143,68.98,46.419998,9000,31.211445
2011-06-02,69.039,69.114,68.861,46.380001,8600,31.184551
2011-06-03,68.816,69.069,68.727,46.419998,7900,31.211445
2011-06-06,69.039,69.039,68.831,46.330002,38000,31.150938
2011-06-07,68.965,69.039,68.831,46.290001,19700,31.124046
2011-06-08,68.786,68.861,68.578,46.110001,12800,31.003021
2011-06-09,68.504,68.682,68.489,46.139999,18900,31.023184
2011-06-10,68.697,68.697,68.415,46.139999,10300,31.023184
2011-06-13,68.593,68.667,68.534,46.139999,16800,31.023184
2011-06-14,68.653,68.816,68.623,46.259998,10800,31.10387
2011-06-15,68.757,68.757,68.474,46.040001,17100,30.955954
2011-06-16,68.593,68.593,67.939,45.68,15300,30.713903
2011-06-17,66.115,68.763,63.921,45.16,15000,30.867001
2011-06-20,66.437,66.437,65.998,45.220001,39200,30.908016
2011-06-21,66.408,66.525,66.262,45.470001,13900,31.078886
2011-06-22,66.554,66.627,66.423,45.509998,5300,31.106222
2011-06-23,66.803,66.803,66.262,45.439999,4700,31.058382
2011-06-24,66.554,66.554,66.232,45.41,116000,31.037874
2011-06-27,66.715,66.715,66.305,45.400002,19200,31.031048
2011-06-28,66.305,66.671,66.305,45.57,11300,31.147234
2011-06-29,66.598,66.759,66.54,45.5,8200,31.099398
2011-06-30,66.847,66.993,66.657,45.779999,21300,31.290773
2011-07-01,67.374,67.374,66.686,45.740002,25400,31.263432
2011-07-05,67.871,71.631,66.788,45.689999,21500,31.229261
2011-07-06,66.978,66.978,66.759,45.669998,30900,31.215586
2011-07-07,66.978,66.978,66.788,45.709999,14900,31.242928
2011-07-08,66.949,66.978,66.759,45.740002,13800,31.263432
2011-07-11,66.73,66.788,66.686,45.650002,5800,31.201912
2011-07-12,66.774,66.774,66.481,45.490002,9000,31.092571
2011-07-13,66.657,67.242,66.466,45.630001,15600,31.188253
2011-07-14,66.744,66.788,66.627,45.599998,8400,31.16774
2011-07-15,66.744,66.891,66.51,45.709999,13300,31.242928
2011-07-18,66.774,66.774,66.291,45.380001,7300,31.01737
2011-07-19,66.569,66.569,66.203,45.349998,16200,30.996857
2011-07-20,66.423,67.739,66.349,45.459999,8600,31.072058
2011-07-21,66.627,66.788,66.627,45.599998,20900,31.16774
2011-07-22,66.788,66.788,65.589,45.630001,7000,31.188253
2011-07-25,66.73,66.73,66.335,45.450001,8800,31.065218
2011-07-26,66.54,66.657,66.466,45.470001,13200,31.078886
2011-07-27,66.569,66.569,66.13,45.25,7400,30.928518
2011-07-28,66.174,66.232,65.984,45.099998,7300,30.825996
2011-07-29,65.969,65.969,65.077,44.849998,17500,30.655119
2011-08-01,65.691,66.232,65.691,45.259998,11900,30.935352
2011-08-02,66.262,66.393,66.159,45.32,14100,30.97636
2011-08-03,66.276,66.466,66.028,45.41,7600,31.037874
2011-08-04,66.466,66.466,64.989,44.560001,12500,30.456896
2011-08-05,64.769,65.281,59.985,43.290001,91700,29.588858
2011-08-08,60.058,60.863,56.503,39.630001,153600,27.087233
2011-08-09,59.195,62.458,58.332,42.599998,59300,29.117224
2011-08-10,61.682,62.326,61.36,42.400002,41100,28.980536
2011-08-11,61.887,63.672,61.726,43.48,25800,29.718723
2011-08-12,63.087,64.872,63.087,43.970001,24500,30.053631
2011-08-15,63.891,65.164,63.891,44.48,17300,30.402224
2011-08-16,65.091,65.091,64.33,44.43,9400,30.368038
2011-08-17,65.12,65.428,65.047,44.549999,8800,30.450069
2011-08-18,63.994,64.506,63.657,43.900002,10200,30.005787
2011-08-19,63.877,64.257,63.423,43.560001,5000,29.773399
2011-08-22,65.047,65.047,61.463,43.52,7500,29.746063
2011-08-23,63.409,63.643,63.35,43.459999,7300,29.705051
2011-08-24,63.774,64.608,63.496,43.700001,14800,29.869085
2011-08-25,64.916,64.916,64.257,44.279999,10400,30.265516
2011-08-26,64.623,65.194,64.623,44.549999,7200,30.450069
2011-08-29,65.501,65.954,65.501,44.990002,27600,30.750809
2011-08-30,65.896,66.027,65.837,45.119999,10400,30.839661
2011-08-31,66.13,66.203,65.735,45.040001,8100,30.784975
2011-09-01,65.647,65.852,65.618,44.919998,10300,30.702955
2011-09-02,64.872,65.559,64.872,44.759998,9200,30.593599
2011-09-06,65.384,65.384,64.36,44.619999,15000,30.49791
2011-09-07,65.34,65.823,65.091,44.950001,12000,30.723465
2011-09-08,65.837,65.837,65.472,44.790001,5800,30.614111
2011-09-09,65.823,65.823,64.959,44.439999,9400,30.37488
2011-09-12,64.594,64.769,63.438,43.540001,32600,29.75972
2011-09-13,63.409,64.228,63.409,43.810001,7100,29.944277
2011-09-14,63.877,64.725,63.877,44,6700,30.074139
2011-09-15,63.935,66.071,63.935,44.25,23300,30.245016
2011-09-16,63.436,63.436,62.501,43.490002,15800,30.226946
2011-09-19,62.098,62.443,61.983,43.389999,17900,30.157433
2011-09-20,62.141,62.443,62.098,43.240002,10500,30.053185
2011-09-21,62.271,62.271,61.623,42.919998,15100,29.830769
2011-09-22,60.53,60.947,60.343,42.130001,17200,29.281706
2011-09-23,60.112,61.22,59.695,42.34,15900,29.427656
2011-09-26,61.508,61.637,60.429,42.150002,8400,29.295599
2011-09-27,61.335,61.796,61.019,42.810001,4600,29.754309
2011-09-28,62.055,62.055,61.278,42.59,5600,29.601412
2011-09-29,61.364,61.825,61.335,42.630001,4800,29.629211
2011-09-30,61.249,61.551,61.019,42.41,10800,29.476309
2011-10-03,60.587,60.774,59.709,41.5,20600,28.843828
2011-10-04,58.99,59.307,58.357,40.990002,20200,28.489367
2011-10-05,59.335,60.04,59.163,41.549999,35100,28.878578
2011-10-06,59.94,60.789,59.94,42.209999,11000,29.337307
2011-10-07,61.522,61.522,60.587,42.41,61500,29.476309
2011-10-10,61.263,61.781,61.263,42.66,46200,29.650063
2011-10-11,61.393,61.623,61.263,42.77,18300,29.726522
2011-10-12,62.069,62.328,61.709,42.889999,13400,29.809917
2011-10-13,62.083,62.083,61.206,42.810001,38600,29.754309
2011-10-14,62.213,62.213,61.335,42.709999,25300,29.684816
2011-10-17,61.436,61.781,61.033,42.450001,23200,29.504114
2011-10-18,61.479,61.868,61.45,42.950001,7400,29.85162
2011-10-19,61.681,62.04,61.681,42.93,5600,29.837723
2011-10-20,61.724,61.896,61.494,43.02,12700,29.900282
2011-10-21,61.968,62.141,61.767,43,4800,29.886381
2011-10-24,62.314,62.4,61.896,43.32,11500,30.108789
2011-10-25,62.4,62.429,61.882,43.169998,15000,30.004528
2011-10-26,62.587,62.587,61.911,43.419998,7900,30.178286
2011-10-27,63.681,63.681,62.76,44,17800,30.581411
2011-10-28,62.904,63.364,62.904,43.82,9400,30.456301
2011-10-31,62.472,63.004,62.472,43.740002,7000,30.4007
2011-11-01,62.587,62.587,61.94,43.240002,25300,30.053185
2011-11-02,62.731,62.76,62.472,43.5,81800,30.233894
2011-11-03,62.875,62.932,62.458,43.439999,10200,30.192198
2011-11-04,62.731,62.976,62.371,43.689999,24100,30.365955
2011-11-07,63.033,63.033,62.702,43.610001,12000,30.310337
2011-11-08,63.148,63.148,62.515,43.689999,15500,30.365955
2011-11-09,62.573,62.573,61.868,43.110001,60000,29.962824
2011-11-10,62.645,62.645,61.911,43.169998,7500,30.004528
2011-11-11,62.127,62.616,62.083,43.52,7400,30.247797
2011-11-14,63.033,63.033,62.213,43.450001,8600,30.199139
2011-11-15,62.544,62.558,62.112,43.459999,9100,30.206089
2011-11-16,62.544,62.558,62.227,43.25,2100,30.060137
2011-11-17,62.285,62.285,61.781,43.099998,8300,29.955875
2011-11-18,62.429,62.429,61.853,43.189999,9700,30.018429
2011-11-21,62.141,62.141,61.436,42.93,12700,29.837723
