"Date","SCHH.Open","SCHH.High","SCHH.Low","SCHH.Close","SCHH.Volume","SCHH.Adjusted"
2011-03-30,30.354,30.608,30.204,26.49,64200,22.943569
2011-03-31,30.585,30.896,30.573,26.75,63900,23.168756
2011-04-01,31.104,31.104,30.769,26.76,70300,23.177414
2011-04-04,31.023,31.023,30.816,26.74,90400,23.160093
2011-04-05,30.919,31.046,30.827,26.76,58600,23.177414
2011-04-06,31.046,31.046,30.85,26.76,54500,23.177414
2011-04-07,30.954,30.954,30.423,26.49,56300,22.943569
2011-04-08,30.735,30.781,30.273,26.280001,98300,22.761681
2011-04-11,30.423,30.573,30.308,26.299999,78900,22.778999
2011-04-12,30.319,30.423,30.261,26.26,62500,22.74436
2011-04-13,30.492,30.492,30.25,26.24,70000,22.727037
2011-04-14,30.204,30.769,30.204,26.65,36300,23.082144
2011-04-15,30.862,31.15,30.781,26.98,54600,23.367968
2011-04-18,30.966,30.966,30.654,26.709999,155000,23.134111
2011-04-19,30.908,31.15,30.908,26.950001,50100,23.34198
2011-04-20,31.416,31.531,31.162,27.27,58700,23.619141
2011-04-21,31.601,31.705,31.335,27.459999,57000,23.783705
2011-04-25,31.774,32.039,31.589,27.639999,98400,23.939608
2011-04-26,32.028,32.305,31.866,27.9,83900,24.164797
2011-04-27,32.316,32.467,32.155,28.09,91900,24.329363
2011-04-28,32.478,32.975,32.478,28.459999,87600,24.649824
2011-04-29,32.94,32.94,32.305,28.33,165000,24.537231
2011-05-02,32.859,32.963,32.49,28.370001,399900,24.571877
2011-05-03,32.721,32.871,32.12,28.09,46000,24.329363
2011-05-04,32.49,32.501,32.201,27.98,44000,24.234085
