"Date","SCHH.Open","SCHH.High","SCHH.Low","SCHH.Close","SCHH.Volume","SCHH.Adjusted"
2011-05-05,32.143,32.513,32.039,27.98,43700,24.234085
2011-05-06,32.594,32.594,31.912,27.719999,136500,24.008898
2011-05-09,32.062,32.247,31.901,27.870001,88000,24.138811
2011-05-10,32.328,32.721,32.293,28.299999,76800,24.511246
2011-05-11,32.732,32.732,32.236,27.99,77600,24.242752
2011-05-12,32.293,32.432,31.993,28.02,50000,24.268736
2011-05-13,32.455,32.455,31.993,27.74,58300,24.026218
2011-05-16,31.982,32.293,31.889,27.82,42900,24.095509
2011-05-17,32.039,32.132,31.889,27.790001,63800,24.069527
2011-05-18,32.201,32.432,32.016,28.059999,30100,24.303375
2011-05-19,32.478,32.64,32.293,28.18,35500,24.407312
2011-05-20,32.467,32.467,32.132,27.83,34800,24.104166
2011-05-23,31.785,31.947,31.751,27.540001,55900,23.852995
2011-05-24,31.855,32.005,31.797,27.639999,33500,23.939608
2011-05-25,31.843,32.213,31.635,27.809999,23500,24.086843
2011-05-26,32.062,32.547,31.982,28.139999,36200,24.372667
2011-05-27,32.605,32.686,32.432,28.299999,71800,24.511246
2011-05-31,32.963,33.205,32.813,28.76,91500,24.90966
2011-06-01,33.136,33.136,32.236,27.93,106800,24.190781
2011-06-02,32.363,32.501,32.005,27.73,80200,24.017553
2011-06-03,31.693,32.293,31.624,27.85,33500,24.121492
2011-06-06,32.062,32.155,31.681,27.469999,76000,23.792368
2011-06-07,31.785,32.293,31.785,27.76,107600,24.043543
2011-06-08,31.959,32.224,31.878,27.67,68700,23.96559
2011-06-09,32.062,32.062,31.451,27.389999,81800,23.723072
2011-06-10,31.497,31.52,30.723,26.68,206500,23.108131
2011-06-13,30.908,31.116,30.758,26.809999,55100,23.22072
2011-06-14,31.197,31.462,31.162,27.18,42700,23.541187
2011-06-15,31.173,31.231,30.654,26.690001,37700,23.116791
2011-06-16,30.896,31.231,30.712,26.959999,13100,23.350643
2011-06-17,31.474,31.485,31.15,27.23,32800,23.584494
2011-06-20,30.895,31.376,30.884,27.34,112000,23.866453
2011-06-21,31.502,31.56,31.296,27.540001,72000,24.04105
2011-06-22,31.468,31.731,31.422,27.440001,83200,23.953754
2011-06-23,31.101,31.101,30.529,26.860001,82100,23.447447
2011-06-24,30.861,30.987,30.643,26.870001,33300,23.456169
2011-06-27,30.815,31.033,30.781,27.02,58700,23.587116
2011-06-28,31.09,31.193,30.884,27.209999,53800,23.752975
2011-06-29,31.376,31.583,31.216,27.52,113600,24.02359
2011-06-30,31.628,31.731,31.457,27.58,73700,24.07597
2011-07-01,31.686,32.213,31.64,28.09,52100,24.521168
2011-07-05,32.236,32.488,32.041,28.33,58300,24.73068
2011-07-06,32.304,32.682,32.27,28.51,358800,24.887812
2011-07-07,32.934,33.118,32.888,28.860001,99000,25.193344
2011-07-08,32.705,33.014,32.579,28.809999,208000,25.149694
2011-07-11,32.614,32.694,32.362,28.280001,85400,24.687038
2011-07-12,32.304,32.992,32.293,28.4,50700,24.791782
2011-07-13,32.476,32.614,32.201,28.110001,54700,24.538637
2011-07-14,32.339,32.339,31.789,27.85,30000,24.311668
2011-07-15,32.064,32.281,31.857,28.17,95900,24.591009
2011-07-18,32.19,32.19,31.789,27.969999,55500,24.416414
2011-07-19,32.258,32.579,32.155,28.440001,31400,24.826706
2011-07-20,32.717,32.866,32.533,28.67,37000,25.027487
2011-07-21,32.992,33.278,32.992,28.91,43500,25.236992
2011-07-22,33.175,33.335,33.026,29.07,41000,25.376663
2011-07-25,32.911,33.152,32.866,28.77,133700,25.114775
2011-07-26,33.003,33.163,32.797,28.83,46400,25.167156
2011-07-27,32.923,32.923,32.075,28.030001,51700,24.468801
2011-07-28,32.087,32.419,31.777,28.059999,45900,24.494984
2011-07-29,31.823,32.224,31.617,28.059999,63200,24.494984
2011-08-01,32.499,32.579,31.457,27.67,116200,24.154531
2011-08-02,31.457,31.56,30.643,26.76,102700,23.360153
2011-08-03,30.723,30.723,29.612,26.57,214200,23.194286
2011-08-04,30.082,30.151,28.879,25.209999,317800,22.007076
2011-08-05,29.177,29.2,27.734,24.629999,205900,21.500765
2011-08-08,27.23,27.585,25.683,22.469999,213400,19.615189
2011-08-09,26.084,28.157,25.935,24.559999,149900,21.439661
2011-08-10,27.596,28.845,27.333,23.959999,170900,20.915888
2011-08-11,27.653,29.44,27.55,25.32,167700,22.103096
2011-08-12,29.383,29.44,28.776,25.24,79100,22.033268
2011-08-15,29.12,30.002,29.12,26.190001,196000,22.862564
2011-08-16,29.715,30.059,29.349,26.09,55800,22.775269
2011-08-17,30.093,30.345,29.727,26.129999,93700,22.81019
2011-08-18,29.051,29.188,28.306,24.950001,61400,21.780113
2011-08-19,28.123,28.833,27.997,24.440001,62100,21.334902
2011-08-22,28.616,28.661,27.837,24.5,51700,21.387283
2011-08-23,28.249,28.787,27.986,25.129999,41300,21.937241
2011-08-24,28.742,29.2,28.501,25.440001,133000,22.207851
2011-08-25,29.372,29.658,28.352,24.99,33600,21.815025
2011-08-26,28.432,29.051,27.837,25.33,42700,22.111828
2011-08-29,29.246,29.967,29.246,26.16,52500,22.836378
2011-08-30,29.956,30.231,29.44,26.27,37300,22.932404
2011-08-31,30.357,30.506,29.956,26.49,61900,23.124453
2011-09-01,30.38,30.471,29.876,26.110001,69700,22.79273
2011-09-02,29.36,29.738,29.165,25.459999,47200,22.225309
2011-09-06,28.375,29.234,28.203,25.450001,56600,22.216585
2011-09-07,29.498,30.185,29.188,26.34,51900,22.993509
2011-09-08,30.002,30.357,29.887,26.23,32300,22.897486
2011-09-09,29.692,29.75,28.822,25.32,21500,22.103096
2011-09-12,28.57,29.131,28.513,25.43,64200,22.199129
2011-09-13,29.246,29.246,28.925,25.51,49500,22.268957
2011-09-14,29.372,29.498,28.879,25.65,31600,22.391171
2011-09-15,29.715,29.841,29.498,26.01,40900,22.705437
2011-09-16,29.956,30.151,29.521,26.299999,22100,22.958588
2011-09-19,29.108,29.302,28.983,25.540001,250000,22.461695
2011-09-20,29.131,29.415,28.938,25.5,43000,22.426512
2011-09-21,29.063,29.063,27.46,24.15,39600,21.239223
2011-09-22,26.675,27.119,26.391,23.530001,44300,20.693953
2011-09-23,26.766,27.073,26.527,23.709999,53300,20.852259
2011-09-26,27.244,27.426,26.789,24.120001,177100,21.212845
2011-09-27,27.949,28.108,27.505,24.190001,39900,21.274399
2011-09-28,27.664,27.744,26.914,23.68,26800,20.825874
2011-09-29,27.38,27.391,26.982,23.950001,20400,21.063334
2011-09-30,26.971,27.301,26.607,23.4,273300,20.579622
2011-10-03,26.345,26.789,25.356,22.299999,211300,19.612196
2011-10-04,25.061,26.334,24.628,23.16,250100,20.368551
2011-10-05,26.493,26.493,25.117,22.99,155000,20.21904
2011-10-06,26.004,26.903,25.822,23.66,99000,20.808285
2011-10-07,27.005,27.084,26.05,22.91,90900,20.148684
2011-10-10,26.584,27.414,26.584,24.1,1038200,21.195251
2011-10-11,27.255,27.323,26.755,23.610001,26400,20.764313
2011-10-12,27.119,27.721,26.88,24.059999,38600,21.16007
2011-10-13,27.244,27.346,26.664,23.85,15400,20.975384
2011-10-14,27.414,27.869,27.414,24.299999,92200,21.371145
2011-10-17,27.664,27.664,27.084,23.82,53900,20.949001
2011-10-18,27.175,28.131,27.164,24.719999,63300,21.74052
2011-10-19,28.131,28.256,27.767,24.43,32100,21.485477
2011-10-20,27.767,27.983,27.323,24.58,43600,21.617395
2011-10-21,28.369,28.881,28.335,25.4,121500,22.338566
2011-10-24,28.972,29.643,28.881,26.049999,85700,22.910219
2011-10-25,29.586,29.586,29.074,25.57,22600,22.488071
2011-10-26,29.529,29.529,28.881,25.82,1131800,22.707939
2011-10-27,30.314,30.962,29.973,27.049999,128100,23.789692
2011-10-28,30.598,30.814,30.461,27.08,118600,23.816076
2011-10-31,30.189,30.871,30.189,26.84,109700,23.605001
2011-11-01,29.586,30.075,29.268,25.870001,212700,22.751919
2011-11-02,29.882,30.28,29.54,26.48,34700,23.288391
2011-11-03,30.427,30.507,29.666,26.790001,50000,23.561029
2011-11-04,30.177,30.245,29.745,26.549999,80200,23.349953
2011-11-07,30.2,30.461,29.825,26.620001,50800,23.41152
2011-11-08,30.45,30.632,29.745,26.940001,69100,23.692951
2011-11-09,29.916,30.029,29.188,25.67,53700,22.576023
2011-11-10,29.495,29.62,29.029,25.700001,31800,22.602409
2011-11-11,29.563,30.064,29.427,26.41,753900,23.226828
2011-11-14,29.722,29.836,29.268,25.84,48200,22.725531
2011-11-15,29.245,29.825,29.086,26.09,495000,22.945398
2011-11-16,29.381,29.791,29.302,25.77,87400,22.663969
2011-11-17,29.279,29.324,28.631,25.190001,60200,22.153873
2011-11-18,28.87,29.017,28.654,25.5,48200,22.426512
2011-11-21,28.426,28.494,28.085,24.85,43600,21.854858
2011-11-22,28.176,28.335,27.949,24.700001,97400,21.722939
2011-11-23,27.789,27.801,27.232,23.950001,48800,21.063334
2011-11-25,27.335,27.835,27.335,24.129999,15200,21.22164
2011-11-28,28.267,28.267,27.767,24.459999,206300,21.511862
2011-11-29,28.085,28.085,27.767,24.57,28800,21.608603
2011-11-30,28.688,29.302,28.642,25.76,94100,22.655174
2011-12-01,29.211,29.211,28.756,25.440001,43000,22.373743
2011-12-02,29.165,29.495,28.995,25.549999,33200,22.470484
2011-12-05,29.461,29.54,29.04,25.690001,52800,22.593611
2011-12-06,29.165,29.336,28.995,25.780001,38000,22.672766
2011-12-07,29.108,29.609,28.904,25.99,49700,22.857452
2011-12-08,29.393,29.393,28.881,25.4,22400,22.338566
2011-12-09,29.029,29.563,28.972,25.959999,27200,22.831072
2011-12-12,29.268,29.268,28.722,25.43,52900,22.364948
2011-12-13,29.074,29.302,28.438,25.16,23100,22.127495
2011-12-14,28.54,29.063,28.54,25.35,39600,22.294592
2011-12-15,29.108,29.359,28.995,25.799999,8800,22.690348
2011-12-16,29.336,29.791,29.336,26,34800,22.866247
2011-12-19,29.529,29.574,29.121,25.700001,46000,22.65469
2011-12-20,29.563,30.085,29.495,26.52,67000,23.377522
2011-12-21,30.096,30.119,29.79,26.52,52300,23.377522
2011-12-22,30.198,30.629,30.198,26.870001,335100,23.686047
2011-12-23,30.686,30.686,30.437,27.01,88900,23.809456
2011-12-27,30.641,30.992,30.471,27.15,286500,23.932869
2011-12-28,30.811,30.811,30.357,26.799999,31100,23.624342
2011-12-29,30.516,30.732,30.437,27.02,80500,23.818277
2011-12-30,30.697,30.902,30.539,26.92,98200,23.73012
2012-01-03,31.197,31.424,30.516,27.129999,274400,23.915236
2012-01-04,30.663,30.663,30.198,26.66,119900,23.500929
2012-01-05,30.187,30.595,30.04,26.950001,223100,23.756565
2012-01-06,30.72,30.72,30.346,26.790001,55300,23.61553
2012-01-09,30.834,30.834,30.255,26.75,168900,23.580269
2012-01-10,30.777,30.868,30.686,27.1,122600,23.888794
2012-01-11,30.72,30.958,30.561,27.219999,376500,23.994572
2012-01-12,30.947,30.947,30.493,27.02,397500,23.818277
2012-01-13,30.845,30.845,30.346,27.059999,65900,23.853531
2012-01-17,31.129,31.197,30.856,27.33,105800,24.091541
2012-01-18,30.992,31.31,30.992,27.48,78800,24.223764
2012-01-19,31.355,31.435,31.174,27.629999,68100,24.355993
2012-01-20,31.446,31.56,31.185,27.809999,91400,24.514668
2012-01-23,31.605,31.787,31.469,27.940001,588300,24.629261
2012-01-24,31.503,31.923,31.503,28.120001,50600,24.787933
2012-01-25,31.821,32.376,31.798,28.51,140900,25.131712
2012-01-26,32.524,32.785,32.467,28.690001,108500,25.290386
2012-01-27,32.444,32.649,32.32,28.76,55200,25.352097
2012-01-30,32.49,32.49,32.161,28.469999,108000,25.096457
2012-01-31,32.547,32.547,32.274,28.639999,129100,25.246311
2012-02-01,32.739,32.83,32.603,28.91,107200,25.484318
2012-02-02,32.921,32.955,32.705,28.98,282900,25.546026
2012-02-03,33.307,33.329,33.012,29.379999,234500,25.898624
2012-02-06,33.284,33.284,33.057,29.27,122700,25.801662
2012-02-07,33.182,33.261,33.068,29.23,90200,25.766399
2012-02-08,33.227,33.329,32.966,29.280001,164500,25.810474
2012-02-09,33.409,33.409,32.773,29.030001,152900,25.590097
2012-02-10,32.66,32.808,32.513,28.75,145900,25.343277
2012-02-13,33.012,33.068,32.796,29.110001,95300,25.660625
2012-02-14,33.012,33.012,32.456,28.74,90700,25.334469
2012-02-15,32.728,32.728,32.376,28.620001,77500,25.228682
2012-02-16,32.422,32.864,32.422,28.93,85000,25.501951
2012-02-17,32.887,32.898,32.615,28.93,86700,25.501951
2012-02-21,32.921,32.921,32.195,28.459999,134100,25.087637
2012-02-22,32.286,32.399,31.991,28.23,89900,24.884893
2012-02-23,32.036,32.456,32.025,28.59,42800,25.202238
2012-02-24,32.479,32.581,32.252,28.620001,93100,25.228682
2012-02-27,32.286,32.501,32.036,28.620001,87200,25.228682
2012-02-28,32.524,32.547,32.093,28.389999,179200,25.02594
2012-02-29,32.263,32.445,32.047,28.33,41900,24.973045
2012-03-01,32.184,32.365,32.161,28.459999,277000,25.087637
2012-03-02,32.297,32.433,32.195,28.469999,160900,25.096457
2012-03-05,32.252,32.592,32.127,28.700001,73700,25.2992
2012-03-06,32.252,32.41,32.104,28.34,41000,24.981861
2012-03-07,32.308,32.331,31.957,28.49,79100,25.11409
2012-03-08,32.456,32.49,32.059,28.360001,77400,24.999489
2012-03-09,32.195,32.41,32.15,28.48,28300,25.10527
2012-03-12,32.399,32.649,32.354,28.67,73000,25.272757
2012-03-13,32.739,33.25,32.66,29.27,118100,25.801662
2012-03-14,33.329,33.363,32.944,29.209999,900900,25.748766
2012-03-15,33.205,33.205,32.966,29.17,204700,25.713509
2012-03-16,33.182,33.295,33.114,29.34,55600,25.863365
2012-03-19,32.958,33.285,32.733,29.389999,101800,26.074514
2012-03-20,32.924,33.15,32.913,29.33,70200,26.021288
2012-03-21,33.116,33.15,33.003,29.280001,43900,25.976925
2012-03-22,32.789,32.789,32.349,28.879999,68400,25.622051
2012-03-23,32.53,32.823,32.428,29.040001,42600,25.764002
2012-03-26,33.093,33.161,32.89,29.34,151300,26.030157
2012-03-27,33.093,33.319,33.071,29.379999,75000,26.065641
2012-03-28,33.172,33.172,32.71,29.309999,96000,26.00354
2012-03-29,32.845,33.082,32.665,29.32,63500,26.012413
2012-03-30,33.262,33.42,33.183,29.610001,101600,26.269693
2012-04-02,33.42,33.612,33.296,29.799999,79600,26.438265
2012-04-03,33.589,33.612,33.341,29.690001,53000,26.340677
2012-04-04,33.206,33.229,32.958,29.360001,71700,26.047901
2012-04-05,33.003,33.116,32.845,29.24,73700,25.941437
2012-04-09,32.496,32.755,32.394,28.950001,81600,25.684155
2012-04-10,32.609,32.721,31.887,28.32,108800,25.125223
2012-04-11,32.282,32.304,32.079,28.66,465400,25.426863
2012-04-12,32.383,32.766,32.248,29.07,74100,25.790619
2012-04-13,32.687,32.823,32.586,28.940001,61300,25.675283
2012-04-16,32.845,33.274,32.766,29.370001,61400,26.056774
2012-04-17,33.352,33.51,33.071,29.629999,71700,26.287439
2012-04-18,33.251,33.364,33.116,29.43,29800,26.110004
2012-04-19,33.195,33.352,32.981,29.42,49000,26.101131
2012-04-20,33.251,33.668,33.251,29.799999,49300,26.438265
2012-04-23,33.296,33.33,32.981,29.440001,100100,26.118876
2012-04-24,33.229,33.713,33.229,29.91,348100,26.535856
2012-04-25,33.984,34.096,33.848,30.219999,143600,26.810884
2012-04-26,34.029,34.254,33.894,30.34,70100,26.917343
2012-04-27,34.367,34.48,34.096,30.549999,36400,27.103659
2012-04-30,34.423,34.423,34.096,30.48,80000,27.041552
2012-05-01,34.378,34.987,34.356,30.83,140100,27.352072
2012-05-02,34.57,34.739,34.367,30.790001,91000,27.316584
2012-05-03,34.739,34.818,34.525,30.639999,35000,27.183504
2012-05-04,34.468,34.468,34.153,30.379999,162200,26.952833
2012-05-07,34.074,34.581,34.006,30.6,35000,27.148016
2012-05-08,34.277,34.457,34.096,30.57,239100,27.121401
2012-05-09,34.232,34.57,34.04,30.469999,108800,27.032684
2012-05-10,34.592,34.592,34.142,30.459999,68400,27.023806
2012-05-11,34.209,34.547,34.209,30.540001,49000,27.094788
2012-05-14,34.164,34.322,33.984,30.16,100900,26.757652
2012-05-15,34.006,34.006,33.702,29.98,106000,26.597961
2012-05-16,33.972,33.972,33.319,29.6,115600,26.260828
2012-05-17,33.33,33.33,32.406,28.75,127300,25.506716
2012-05-18,32.631,32.642,31.921,28.379999,84100,25.178455
2012-05-21,32.056,32.778,32.056,29.040001,150500,25.764002
2012-05-22,32.778,32.992,32.642,29.09,57200,25.808359
2012-05-23,32.563,32.902,32.293,29.16,64000,25.870462
2012-05-24,32.935,33.071,32.609,29.280001,43200,25.976925
2012-05-25,32.992,33.059,32.755,29.139999,23300,25.852718
2012-05-29,33.014,33.319,32.969,29.559999,368800,26.225336
2012-05-30,33.037,33.037,32.53,28.860001,51600,25.604307
2012-05-31,32.586,33.048,32.237,29.07,70700,25.790619
2012-06-01,32.124,32.394,31.887,28.370001,131700,25.169582
2012-06-04,31.932,31.966,31.47,28.139999,109100,24.965528
2012-06-05,31.549,32.417,31.549,28.709999,62000,25.471222
2012-06-06,32.631,33.059,32.507,29.309999,48400,26.00354
2012-06-07,33.409,33.443,32.857,29.18,51200,25.888206
2012-06-08,32.935,33.296,32.913,29.530001,34700,26.198725
2012-06-11,33.646,33.646,32.552,28.879999,56000,25.622051
2012-06-12,32.721,32.902,32.417,29.16,40500,25.870462
2012-06-13,32.778,33.048,32.631,29,29500,25.728516
2012-06-14,32.811,33.251,32.755,29.43,40200,26.110004
2012-06-15,33.33,33.42,33.127,29.639999,50800,26.296314
2012-06-18,32.803,33.363,32.803,29.68,35200,26.510685
2012-06-19,33.363,33.564,33.127,29.790001,65400,26.608942
2012-06-20,33.351,33.475,33.127,29.790001,25700,26.608942
2012-06-21,33.385,33.43,32.78,29.299999,30800,26.171263
2012-06-22,33.004,33.004,32.579,29.309999,86500,26.180197
2012-06-25,32.489,32.713,32.389,29.15,70000,26.037279
2012-06-26,32.635,32.892,32.556,29.23,1050500,26.108742
2012-06-27,32.836,32.926,32.724,29.379999,41900,26.242723
2012-06-28,32.736,33.228,32.579,29.68,75400,26.510685
2012-06-29,33.788,34.135,33.732,30.450001,262000,27.198465
2012-07-02,34.46,34.594,34.057,30.77,110000,27.484289
2012-07-03,34.46,34.751,34.415,30.940001,72800,27.636145
2012-07-05,34.639,34.706,34.381,30.780001,135900,27.493231
2012-07-06,34.146,34.594,33.967,30.85,74700,27.555754
2012-07-09,34.628,34.628,34.381,30.9,43900,27.600409
2012-07-10,34.728,34.728,34.023,30.559999,68500,27.296717
2012-07-11,34.236,34.247,34.023,30.59,32200,27.323513
2012-07-12,34.068,34.504,33.855,30.690001,56800,27.412838
2012-07-13,34.471,34.796,34.471,31.040001,75000,27.725464
2012-07-16,34.74,34.93,34.706,31.129999,51500,27.805849
2012-07-17,35.064,35.277,34.706,31.43,54900,28.073816
2012-07-18,35.154,35.154,34.84,31.209999,173400,27.87731
2012-07-19,35.12,35.12,34.337,30.889999,66900,27.59148
2012-07-20,34.37,34.482,34.258,30.709999,234300,27.4307
2012-07-23,33.878,34.236,33.743,30.52,133800,27.260988
2012-07-24,34.325,34.325,33.822,30.459999,48100,27.207396
2012-07-25,34.225,34.37,33.866,30.4,23600,27.153803
2012-07-26,34.65,34.65,34.146,30.65,66600,27.377106
2012-07-27,34.605,34.896,34.482,30.959999,71300,27.654001
2012-07-30,34.695,34.919,34.661,31.07,35900,27.752256
2012-07-31,34.796,34.852,34.661,31.08,105600,27.76119
2012-08-01,34.952,35.131,34.717,31.02,100800,27.707594
2012-08-02,34.527,34.695,34.381,30.99,48800,27.680799
2012-08-03,35.199,35.199,34.93,31.25,33900,27.91304
2012-08-06,35.143,35.176,34.952,31.23,71400,27.895174
2012-08-07,35.019,35.098,34.516,30.85,143100,27.555754
2012-08-08,34.46,34.46,34.124,30.559999,148300,27.296717
2012-08-09,34.236,34.348,34.113,30.469999,56600,27.216328
2012-08-10,34.079,34.213,34.034,30.52,852200,27.260988
2012-08-13,34.169,34.236,34.001,30.48,123800,27.22526
2012-08-14,34.213,34.236,34.034,30.440001,78300,27.189535
2012-08-15,33.978,34.314,33.978,30.58,61600,27.314583
2012-08-16,34.348,34.493,34.101,30.780001,73400,27.493231
2012-08-17,34.527,34.538,34.37,30.82,74700,27.528954
2012-08-20,34.493,34.527,34.225,30.709999,40400,27.4307
2012-08-21,34.482,34.527,34.393,30.77,52900,27.484289
2012-08-22,34.426,34.437,34.068,30.76,60500,27.475361
2012-08-23,34.404,34.437,34.202,30.629999,29500,27.35924
2012-08-24,34.18,34.516,34.169,30.780001,53000,27.493231
2012-08-27,34.572,34.616,34.381,30.860001,68700,27.564682
2012-08-28,34.516,34.695,34.37,30.940001,31000,27.636145
2012-08-29,34.706,34.74,34.594,30.950001,47400,27.645073
2012-08-30,34.605,34.616,34.46,30.9,27100,27.600409
2012-08-31,34.74,34.74,34.404,30.99,199600,27.680799
2012-09-04,34.706,34.941,34.449,31.209999,87500,27.87731
2012-09-05,34.975,34.975,34.717,31.15,59500,27.823719
2012-09-06,35.042,35.176,35.008,31.42,102000,28.064888
2012-09-07,35.277,35.288,35.12,31.43,55500,28.073816
2012-09-10,35.176,35.176,34.874,31.17,94700,27.841576
2012-09-11,34.941,35.031,34.852,31.290001,89000,27.948765
2012-09-12,35.098,35.131,34.919,31.34,64100,27.993429
2012-09-13,35.109,35.59,35.087,31.75,113300,28.359646
2012-09-14,35.635,35.971,35.635,31.92,164000,28.511494
2012-09-17,35.492,35.626,35.325,31.68,39500,28.402119
2012-09-18,35.336,35.336,34.901,31.370001,63100,28.124195
2012-09-19,35.135,35.135,34.834,31.23,85200,27.998676
2012-09-20,34.667,34.667,34.176,30.74,105500,27.559381
2012-09-21,34.477,34.488,34.243,30.73,104700,27.550411
2012-09-24,34.132,34.399,34.076,30.629999,137500,27.460752
2012-09-25,34.277,34.277,33.618,30.17,103300,27.048353
2012-09-26,33.663,33.83,33.585,30.129999,156000,27.012491
2012-09-27,33.775,34.02,33.674,30.27,78400,27.138004
2012-09-28,33.674,33.886,33.54,30.209999,213000,27.084215
2012-10-01,33.897,33.897,33.139,30.030001,131200,26.922838
2012-10-02,33.574,33.708,33.429,30.219999,83100,27.09318
2012-10-03,33.775,34.098,33.741,30.299999,569500,27.1649
2012-10-04,33.942,34.065,33.618,30.25,62500,27.120077
2012-10-05,33.886,33.998,33.708,30.309999,71700,27.173868
2012-10-08,33.741,33.752,33.596,30.24,66900,27.111113
2012-10-09,33.73,33.92,33.596,30.129999,110300,27.012491
2012-10-10,33.663,33.797,33.54,30.26,64300,27.129044
2012-10-11,33.942,33.987,33.763,30.27,48500,27.138004
2012-10-12,33.808,33.92,33.596,30.129999,72800,27.012491
2012-10-15,33.641,33.853,33.462,30.34,78700,27.200768
2012-10-16,33.964,34.098,33.942,30.51,53300,27.353174
2012-10-17,33.92,33.998,33.741,30.42,933200,27.272491
2012-10-18,33.886,34.299,33.886,30.75,55800,27.568344
2012-10-19,34.277,34.422,33.975,30.5,62700,27.34421
2012-10-22,34.02,34.031,33.641,30.299999,60100,27.1649
2012-10-23,33.563,33.63,33.25,30.049999,78800,26.940767
2012-10-24,33.585,33.685,33.384,30.01,54600,26.904907
2012-10-25,33.697,33.786,32.994,29.889999,81300,26.797327
2012-10-26,33.295,33.295,32.871,29.67,67200,26.600088
2012-10-31,33.228,33.429,33.038,29.969999,241900,26.869047
2012-11-01,33.473,33.618,33.34,30.049999,122000,26.940767
2012-11-02,33.775,34.042,33.752,30.34,83200,27.200768
2012-11-05,33.842,33.842,33.362,30.120001,125300,27.003527
2012-11-06,33.663,33.775,33.496,30.209999,78700,27.084215
2012-11-07,33.54,33.719,33.44,30.120001,88900,27.003527
2012-11-08,33.563,33.563,33.195,29.76,67500,26.680779
2012-11-09,33.072,33.34,33.016,29.67,40700,26.600088
2012-11-12,33.172,33.172,32.871,29.57,313000,26.510431
2012-11-13,32.849,33.183,32.838,29.6,53900,26.537333
2012-11-14,33.128,33.128,32.269,29,129900,25.999411
2012-11-15,32.38,32.57,32.023,28.83,127500,25.847
2012-11-16,32.258,32.403,32.001,29.02,81200,26.017345
2012-11-19,32.793,32.905,32.592,29.389999,98100,26.349056
2012-11-20,32.827,32.994,32.626,29.58,73200,26.5194
2012-11-21,33.016,33.083,32.782,29.530001,39200,26.474573
2012-11-23,33.072,33.228,33.005,29.719999,49100,26.644913
2012-11-26,33.105,33.462,33.038,29.85,260700,26.761469
2012-11-27,33.016,33.395,32.782,29.66,93800,26.591124
2012-11-28,33.016,33.05,32.715,29.59,122200,26.528366
2012-11-29,32.994,33.217,32.905,29.76,47200,26.680779
2012-11-30,33.25,33.395,33.217,29.799999,61800,26.716637
2012-12-03,33.429,33.607,33.306,29.940001,129500,26.842152
2012-12-04,33.462,33.641,33.373,30,55300,26.895943
2012-12-05,33.54,33.54,33.239,29.9,89400,26.806288
2012-12-06,33.395,33.663,33.395,30.17,162900,27.048353
2012-12-07,33.752,33.808,33.663,30.309999,56700,27.173868
2012-12-10,33.897,33.964,33.752,30.32,58300,27.182833
2012-12-11,33.942,33.964,33.797,30.360001,67300,27.218695
2012-12-12,33.998,33.998,33.652,30.290001,106900,27.155937
2012-12-13,33.674,33.786,33.44,30.040001,111300,26.931807
2012-12-14,33.518,33.607,33.451,30.049999,59000,26.940767
2012-12-17,33.697,33.741,33.529,30.209999,103200,27.084215
2012-12-18,33.819,34.042,33.752,30.51,144700,27.353174
2012-12-19,34.154,34.176,33.998,30.5,106500,27.34421
2012-12-20,34.065,34.477,34.009,30.9,119800,27.702826
2012-12-21,34.12,34.5,33.697,30.809999,125900,27.622135
2012-12-24,33.886,33.941,33.631,30.639999,68400,27.705322
2012-12-26,33.897,33.897,33.587,30.440001,76300,27.524479
2012-12-27,33.72,33.852,33.41,30.58,67800,27.651066
2012-12-28,33.709,33.886,33.587,30.379999,73700,27.470228
2012-12-31,33.565,33.93,33.465,30.639999,310300,27.705322
2013-01-02,34.626,34.626,34.129,31.030001,956000,28.057972
2013-01-03,34.372,34.505,34.273,31.040001,129800,28.067013
2013-01-04,34.416,34.494,34.317,31.190001,147600,28.202641
2013-01-07,34.505,34.582,34.394,31.25,191200,28.256897
2013-01-08,34.56,34.627,34.372,31.16,135000,28.175514
2013-01-09,34.593,34.627,34.483,31.280001,73200,28.284021
2013-01-10,34.826,34.826,34.483,31.299999,115900,28.302107
2013-01-11,34.726,34.726,34.45,31.25,366600,28.256897
2013-01-14,34.671,34.693,34.549,31.309999,98800,28.31115
2013-01-15,34.615,34.87,34.549,31.469999,81900,28.455822
2013-01-16,34.803,34.826,34.682,31.450001,73000,28.437737
2013-01-17,35.014,35.014,34.792,31.530001,345400,28.510078
2013-01-18,34.914,35.058,34.815,31.690001,86400,28.654758
2013-01-22,35.069,35.213,35.003,31.83,204000,28.781345
2013-01-23,35.279,35.279,35.113,31.85,129700,28.799431
2013-01-24,35.334,35.367,35.168,31.91,169000,28.853682
2013-01-25,35.39,35.522,35.312,32.119999,160800,29.043571
2013-01-28,35.666,35.666,35.401,32.169998,137600,29.088781
2013-01-29,35.578,35.655,35.567,32.23,152400,29.143032
2013-01-30,35.644,35.644,35.268,31.950001,124700,28.889854
2013-01-31,35.312,35.312,35.025,31.68,430800,28.645716
2013-02-01,35.191,35.39,35.157,31.860001,172600,28.808472
2013-02-04,35.191,35.356,35.091,31.889999,264000,28.835596
2013-02-05,35.356,35.356,35.069,31.77,274000,28.727087
2013-02-06,35.058,35.246,35.014,31.860001,69000,28.808472
