"Date","IEMG.Open","IEMG.High","IEMG.Low","IEMG.Close","IEMG.Volume","IEMG.Adjusted"
2013-04-12,55.083,55.083,54.457,49.889999,413200,45.38575
2013-04-15,54.479,54.479,53.445,48.619999,387900,44.230412
2013-04-16,54.654,54.709,54.292,49.709999,282600,45.222
2013-04-17,54.248,54.248,53.533,48.959999,318700,44.539715
2013-04-18,54.259,54.259,53.665,49,231600,44.576107
2013-04-19,54.588,54.709,54.457,49.709999,169800,45.222
2013-04-22,54.819,54.907,54.49,49.939999,978800,45.431236
2013-04-23,54.841,55.226,54.797,50.16,814500,45.631374
2013-04-24,55.127,55.534,55.127,50.34,429800,45.795124
2013-04-25,55.732,55.973,55.578,50.709999,275900,46.131718
2013-04-26,55.644,55.644,55.182,50.349998,328100,45.804222
2013-04-29,55.787,56.061,55.622,50.849998,777400,46.259083
2013-04-30,56.028,56.677,55.875,51.470001,495300,46.823101
2013-05-01,56.666,56.666,55.897,50.950001,239900,46.350052
2013-05-02,56.226,56.523,56.193,51.360001,969900,46.723038
2013-05-03,56.842,57.194,56.82,51.790001,793900,47.114212
2013-05-06,56.963,56.996,56.776,51.799999,159300,47.12331
2013-05-07,57.271,57.446,57.051,52.200001,982700,47.487198
2013-05-08,57.589,57.842,57.589,52.549999,430100,47.805603
2013-05-09,57.776,57.776,57.161,52.139999,402100,47.432613
2013-05-10,57.007,57.073,56.666,51.77,245800,47.096024
2013-05-13,56.71,56.71,56.468,51.43,1009700,46.786713
2013-05-14,56.688,56.941,56.622,51.639999,109200,46.977757
2013-05-15,56.677,56.842,56.545,51.68,176400,47.014149
2013-05-16,56.809,56.996,56.589,51.509998,195400,46.859493
2013-05-17,56.798,56.886,56.633,51.669998,801200,47.005047
2013-05-20,56.798,56.985,56.765,51.830002,85600,47.150604
2013-05-21,56.908,57.161,56.6,51.849998,1682900,47.1688
2013-05-22,57.084,57.468,56.182,51.27,391300,46.641163
2013-05-23,55.6,55.995,55.27,50.869999,318400,46.277275
2013-05-24,55.644,55.644,55.226,50.540001,328900,45.977062
2013-05-28,56.336,56.336,55.776,50.75,418400,46.168106
2013-05-29,55.611,55.644,55.215,50.299999,888300,45.758732
2013-05-30,55.204,55.523,55.105,50.200001,181100,45.667763
2013-05-31,54.852,54.852,54.105,49.220001,527800,44.776237
2013-06-03,54.369,54.929,54.028,49.919998,436700,45.413036
2013-06-04,54.83,54.863,54.083,49.389999,2280100,44.930893
2013-06-05,54.215,54.215,53.368,48.57,607300,44.184925
2013-06-06,53.313,53.786,53.093,48.93,651100,44.512424
2013-06-07,53.478,53.753,53.137,48.59,543300,44.203117
2013-06-10,53.115,53.115,52.632,47.98,445400,43.64819
2013-06-11,51.785,52.148,51.555,47.150002,393400,42.893131
2013-06-12,52.258,52.258,51.346,46.849998,313100,42.620216
2013-06-13,51.445,52.379,51.335,47.619999,430400,43.320702
2013-06-14,52.236,52.28,51.445,46.889999,581200,42.656601
2013-06-17,52.159,52.335,51.774,47.32,481400,43.047779
2013-06-18,51.928,52.225,51.818,47.41,471600,43.129658
2013-06-19,51.829,51.983,50.664,46.099998,722300,41.937923
2013-06-20,49.697,49.697,48.015,44.09,1386000,40.109398
2013-06-21,49.224,49.356,48.367,44.73,566500,40.691612
2013-06-24,48.18,48.543,47.498,43.939999,3012800,39.972935
2013-06-25,48.971,49.103,48.389,44.630001,1573400,40.600647
2013-06-26,49.268,49.917,49.268,45.310001,1248400,41.21925
2013-06-27,49.426,49.818,49.415,45.639999,556300,41.90419
2013-06-28,49.545,50.199,49.382,46.060001,1007800,42.28981
2013-07-01,50.428,50.537,50.09,46.080002,615100,42.308174
2013-07-02,50.145,50.395,49.175,45.419998,431600,41.702198
2013-07-03,48.99,49.382,48.794,45.110001,263800,41.417572
2013-07-05,49.164,49.404,48.347,44.75,433200,41.087036
2013-07-08,48.74,49.11,48.674,44.740002,529400,41.077854
2013-07-09,49.284,49.371,48.979,45.240002,342300,41.536934
2013-07-10,49.077,49.328,48.87,44.919998,2403700,41.243122
2013-07-11,50.548,51.081,50.362,46.869999,955800,43.033508
2013-07-12,50.646,50.678,50.417,46.41,492800,42.61116
2013-07-15,50.929,51.364,50.929,47.02,506500,43.17123
2013-07-16,51.255,51.353,50.961,47.130001,424900,43.272224
2013-07-17,51.778,51.778,51.582,47.470001,449200,43.584396
2013-07-18,51.452,51.582,51.19,47.080002,202600,43.226318
2013-07-19,51.168,51.168,50.94,46.919998,287600,43.079414
2013-07-22,51.19,51.637,51.07,47.279999,674600,43.40995
2013-07-23,52.061,52.214,51.887,47.779999,316900,43.869022
2013-07-24,52.083,52.083,51.299,47.259998,410100,43.391582
2013-07-25,51.506,51.865,51.408,47.599998,319000,43.703751
2013-07-26,51.615,51.811,51.255,47.529999,1302900,43.639484
2013-07-29,51.321,51.343,51.081,46.959999,349100,43.116138
2013-07-30,51.353,51.353,50.918,46.830002,1029500,42.996784
2013-07-31,50.689,51.179,50.406,46.540001,550300,42.730522
2013-08-01,51.201,51.626,51.125,47.279999,249300,43.40995
2013-08-02,51.353,51.778,51.332,47.360001,360700,43.483398
2013-08-05,51.397,51.419,51.081,47.07,300800,43.217136
2013-08-06,51.049,51.049,50.548,46.549999,298400,42.739704
2013-08-07,50.308,50.406,50.123,46.060001,502900,42.28981
2013-08-08,50.863,51.212,50.417,46.889999,392900,43.051872
2013-08-09,51.147,51.419,51.059,47.02,231100,43.17123
2013-08-12,51.462,51.746,51.343,47.330002,295500,43.455856
2013-08-13,51.746,52.007,51.615,47.59,551700,43.694576
2013-08-14,52.094,52.094,51.931,47.73,375700,43.823116
2013-08-15,51.408,51.539,50.951,47.16,418900,43.299763
2013-08-16,51.506,51.571,50.961,46.869999,674100,43.033508
2013-08-19,50.765,50.787,50.101,46,218100,42.234718
2013-08-20,50.057,50.33,49.894,45.990002,259200,42.22554
2013-08-21,49.535,49.611,48.794,44.91,579600,41.23394
2013-08-22,49.339,49.698,49.339,45.57,229800,41.839916
2013-08-23,50.057,50.253,49.752,46.060001,356200,42.28981
2013-08-26,50.341,50.341,49.676,45.639999,249500,41.90419
2013-08-27,48.946,48.957,48.511,44.59,478500,40.940132
2013-08-28,48.598,49.099,48.391,44.68,382000,41.022774
2013-08-29,49.273,49.578,49.034,45.049999,405500,41.36248
2013-08-30,49.578,49.6,49.153,45.380001,604900,41.66547
2013-09-03,50.243,50.297,49.687,45.759998,603500,42.014366
2013-09-04,50.21,50.624,50.047,46.439999,314300,42.638706
2013-09-05,50.602,51.179,50.58,46.860001,481800,43.024323
2013-09-06,51.604,51.909,51.19,47.509998,385500,43.62112
2013-09-09,52.138,53.063,52.127,48.650002,989300,44.667809
2013-09-10,53.314,53.521,53.161,49.110001,2347500,45.090157
2013-09-11,53.303,53.532,53.085,49.07,943800,45.053429
2013-09-12,53.227,53.281,52.867,48.57,380500,44.59436
2013-09-13,52.933,53.27,52.889,48.84,795200,44.842255
2013-09-16,53.859,54.044,53.619,49.310001,812200,45.273785
2013-09-17,53.706,53.826,53.597,49.299999,655900,45.264606
2013-09-18,53.695,55.819,53.368,51.209999,501300,47.018261
2013-09-19,55.612,55.732,55.307,51.119999,2020300,46.935627
2013-09-20,55.427,55.427,54.349,50.009998,855400,45.916485
2013-09-23,54.534,54.763,54.392,50.130001,1275400,46.026665
2013-09-24,54.447,54.523,54.098,49.790001,1135400,45.7145
2013-09-25,54.131,54.207,53.793,49.470001,739100,45.420681
2013-09-26,54.196,54.294,53.782,49.610001,400900,45.549229
2013-09-27,53.684,53.75,53.347,49.07,355900,45.053429
2013-09-30,53.02,53.151,52.671,48.650002,981700,44.667809
2013-10-01,53.347,53.978,53.194,49.549999,1428600,45.494137
2013-10-02,53.739,54.131,53.575,49.689999,904900,45.622677
2013-10-03,54.458,54.479,53.652,49.52,1146100,45.466595
2013-10-04,54.207,54.665,54.087,50.07,1220300,45.971569
2013-10-07,54.011,54.37,53.902,49.639999,476500,45.576771
2013-10-08,54.458,54.458,53.619,49.25,594100,45.218693
2013-10-09,54.076,54.305,53.662,49.700001,2659500,45.631866
2013-10-10,54.621,55.34,54.621,50.73,740000,46.577549
2013-10-11,55.1,55.547,54.98,51,510000,46.825451
2013-10-14,55.067,55.83,54.904,51.189999,341900,46.999897
2013-10-15,55.623,55.699,55.122,50.740002,602000,46.586735
2013-10-16,55.579,55.873,55.46,51.150002,690500,46.963173
2013-10-17,55.656,56.037,55.536,51.419998,437400,47.211071
2013-10-18,56.222,56.287,55.982,51.52,2285600,47.302887
2013-10-21,56.113,56.157,55.895,51.470001,2178700,47.256981
2013-10-22,56.396,56.821,56.353,51.900002,746000,47.651787
2013-10-23,55.656,55.656,55.242,50.77,499900,46.614281
2013-10-24,55.623,55.623,55.144,50.759998,680300,46.605095
2013-10-25,55.405,55.558,55.176,51,368200,46.825451
2013-10-28,55.547,55.808,55.514,51.18,735400,46.990723
