"Date","SCHA.Open","SCHA.High","SCHA.Low","SCHA.Close","SCHA.Volume","SCHA.Adjusted"
2010-04-22,34.864,35.563,34.609,32.029999,280700,28.874846
2010-04-23,35.652,35.907,35.419,32.360001,239600,29.172344
2010-04-26,36.151,36.151,35.741,32.240002,366300,29.064167
2010-04-27,35.652,35.863,34.831,31.459999,602800,28.360998
2010-04-28,35.119,35.164,34.731,31.49,282000,28.388042
2010-04-29,35.219,35.652,35.031,32.119999,205500,28.955976
2010-04-30,35.718,35.752,34.665,31.26,197800,28.180696
2010-05-03,35.164,35.408,34.887,31.92,150100,28.775682
2010-05-04,34.92,34.942,34.154,30.950001,585500,27.901234
2010-05-05,33.888,34.288,32.502,30.48,468700,27.477528
2010-05-06,33.6,34.609,22.141,29.35,444100,26.458851
2010-05-07,32.324,32.701,31.248,28.549999,410800,25.737646
2010-05-10,33.389,33.467,32.845,30.030001,1003400,27.071859
2010-05-11,32.979,34.066,32.89,30.299999,208700,27.315268
2010-05-12,33.722,34.565,33.722,31.129999,275900,28.063503
2010-05-13,34.576,34.776,34.077,30.870001,639700,27.829117
2010-05-14,33.944,34.043,33.101,30.17,345900,27.198071
2010-05-17,33.677,33.899,32.613,30.17,251300,27.198071
2010-05-18,33.866,33.977,32.757,29.67,193900,26.747326
2010-05-19,32.679,33.078,32.002,29.299999,202300,26.413773
2010-05-20,31.592,31.736,30.893,27.85,325000,25.1066
2010-05-21,30.394,31.614,30.25,28.280001,556600,25.494246
2010-05-24,31.348,31.525,30.926,27.92,163500,25.16971
2010-05-25,30.183,30.971,29.728,27.9,191000,25.15168
2010-05-26,31.193,31.792,30.915,27.969999,153500,25.214785
2010-05-27,31.892,32.391,31.57,29.200001,411100,26.323622
2010-05-28,32.324,32.435,31.725,28.84,195800,25.999084
2010-06-01,31.647,32.036,31.026,27.98,99900,25.223795
2010-06-02,31.193,31.858,30.938,28.709999,116600,25.881889
2010-06-03,31.98,32.335,31.803,29.09,148600,26.224459
2010-06-04,31.415,31.681,30.66,27.719999,201300,24.989408
2010-06-07,30.949,30.949,29.95,27,196900,24.340338
2010-06-08,30.006,30.25,29.396,27.02,402900,24.358362
2010-06-09,30.327,30.738,29.884,27.07,131100,24.403435
2010-06-10,30.571,31.048,30.461,27.969999,143300,25.214785
2010-06-11,30.738,31.47,30.738,28.360001,98800,25.566368
2010-06-14,31.869,32.202,31.57,28.52,161700,25.710606
2010-06-15,31.947,32.513,31.803,29.24,153600,26.35968
2010-06-16,32.191,32.601,32.102,29.129999,236400,26.260513
2010-06-17,32.524,32.524,31.947,29.08,90600,26.215443
2010-06-18,32.402,32.513,32.113,29.120001,103200,26.251507
2010-06-21,32.656,32.7,31.671,28.790001,185200,26.016546
2010-06-22,31.926,32.213,31.129,28.18,96800,25.465309
2010-06-23,31.129,31.383,30.697,28.09,105300,25.38398
2010-06-24,30.863,31.04,30.509,27.639999,146900,24.977333
2010-06-25,30.653,31.151,30.421,28.059999,160000,25.356867
2010-06-28,31.084,31.35,30.786,27.99,101000,25.293615
2010-06-29,30.432,30.432,29.557,26.91,211000,24.317656
2010-06-30,29.712,30.122,29.325,26.58,117600,24.019444
2010-07-01,29.391,29.491,28.506,26.4,280400,23.856789
2010-07-02,29.38,29.414,28.75,26.129999,92900,23.612793
2010-07-06,29.436,29.657,28.418,25.83,124300,23.341696
2010-07-07,28.639,29.635,28.628,26.73,77600,24.154997
2010-07-08,29.978,30.111,29.635,27.120001,102300,24.507429
2010-07-09,30.089,30.465,29.923,27.52,64200,24.868895
2010-07-12,30.454,30.553,29.9,27.26,92600,24.633934
2010-07-13,30.653,31.162,30.52,28.059999,194700,25.356867
2010-07-14,31.04,31.184,30.775,28.02,205200,25.320723
2010-07-15,31.084,31.084,30.387,27.879999,78400,25.194216
2010-07-16,30.609,30.609,29.646,26.85,131400,24.263441
2010-07-19,29.834,29.878,29.303,26.93,65600,24.335733
2010-07-20,29.425,30.354,29.303,27.379999,247100,24.742384
2010-07-21,30.542,30.553,29.757,26.950001,82300,24.353804
2010-07-22,30.221,30.885,30.221,27.860001,751800,25.176142
2010-07-23,30.697,31.527,30.62,28.459999,159100,25.718336
2010-07-26,31.582,32.18,31.439,29.08,193700,26.278614
2010-07-27,32.512,32.512,31.881,28.91,202000,26.12499
2010-07-28,31.926,32.003,31.383,28.459999,5e+05,25.718336
2010-07-29,31.826,31.914,30.974,28.389999,159900,25.655077
2010-07-30,31.018,31.671,30.874,28.43,164600,25.691231
2010-08-02,32.036,32.136,31.804,28.950001,163700,26.161135
2010-08-03,32.003,32.125,31.538,28.690001,139900,25.926182
2010-08-04,31.948,32.125,31.771,28.950001,97300,26.161135
2010-08-05,31.937,32.025,31.704,28.709999,146400,25.944254
2010-08-06,31.317,31.704,31.096,28.549999,202200,25.799669
2010-08-09,31.815,32.036,31.671,28.870001,173100,26.08884
2010-08-10,31.616,31.726,31.195,28.389999,119800,25.655077
2010-08-11,30.764,30.764,30.177,27.34,144300,24.70623
2010-08-12,29.624,30.199,29.469,27.16,128400,24.543573
2010-08-13,29.934,30.044,29.734,26.92,265300,24.326689
2010-08-16,29.613,30.1,29.491,27.02,427200,24.417063
2010-08-17,30.266,30.675,30.1,27.5,83700,24.850819
2010-08-18,30.365,30.808,30.166,27.6,102600,24.941183
2010-08-19,30.398,30.509,29.723,26.959999,123400,24.362844
2010-08-20,29.668,29.812,29.369,26.940001,107200,24.344767
2010-08-23,29.989,30.111,29.402,26.59,91000,24.028484
2010-08-24,28.949,29.336,28.661,26.219999,640100,23.694128
2010-08-25,28.816,29.469,28.672,26.559999,123400,24.001371
2010-08-26,29.535,29.723,29.126,26.379999,83600,23.838715
2010-08-27,29.436,29.934,28.927,27.02,160600,24.417063
2010-08-30,29.79,29.923,29.303,26.48,61800,23.929079
2010-08-31,29.192,29.58,28.982,26.43,91800,23.883892
2010-09-01,29.768,30.354,29.69,27.41,141700,24.769489
2010-09-02,30.365,30.797,30.288,27.799999,137700,25.121923
2010-09-03,31.14,31.372,30.985,28.27,115100,25.546644
2010-09-07,31.129,31.129,30.653,27.76,85500,25.08577
2010-09-08,30.764,31.107,30.764,27.93,102800,25.239395
2010-09-09,31.295,31.339,30.73,27.98,78900,25.284576
2010-09-10,31.029,31.206,30.896,28.040001,53100,25.3388
2010-09-13,31.372,31.793,31.339,28.629999,98500,25.871965
2010-09-14,31.66,31.926,31.516,28.6,88700,25.844854
2010-09-15,31.594,31.859,31.372,28.76,112100,25.989439
2010-09-16,31.704,31.826,31.45,28.610001,64400,25.853888
2010-09-17,31.837,31.881,31.372,28.700001,61600,25.935217
2010-09-20,31.693,32.422,31.55,29.33,221600,26.56933
2010-09-21,32.422,32.532,32.146,29.16,110200,26.415333
2010-09-22,32.068,32.278,31.616,28.83,114700,26.116392
2010-09-23,31.594,32.024,31.417,28.52,71200,25.835575
2010-09-24,31.848,32.433,31.826,29.34,130200,26.578386
2010-09-27,32.433,32.499,32.201,29.290001,107000,26.533096
2010-09-28,32.366,32.676,31.859,29.58,174100,26.795803
2010-09-29,32.543,32.83,32.488,29.639999,162100,26.850153
2010-09-30,32.907,33.117,32.411,29.58,120600,26.795803
2010-10-01,32.996,32.996,32.565,29.74,86000,26.940741
2010-10-04,32.709,32.918,32.212,29.360001,103500,26.596508
2010-10-05,32.742,33.305,32.609,30.110001,197700,27.275913
2010-10-06,33.172,33.305,32.918,29.950001,102300,27.130981
2010-10-07,33.228,33.261,32.786,29.9,82800,27.085682
2010-10-08,33.007,33.526,32.885,30.26,114000,27.411797
2010-10-11,33.47,33.658,33.371,30.309999,77100,27.45709
2010-10-12,33.338,33.68,33.04,30.42,87900,27.556738
2010-10-13,33.846,34.265,33.68,30.84,116600,27.937201
2010-10-14,34.089,34.155,33.702,30.75,215700,27.855669
2010-10-15,34.177,34.243,33.68,30.700001,81600,27.810385
2010-10-18,33.956,34.144,33.89,30.93,121900,28.018732
2010-10-19,33.702,34.044,33.25,30.32,214800,27.466143
2010-10-20,33.625,34.011,33.559,30.65,130100,27.765091
2010-10-21,34,34.21,33.371,30.540001,119100,27.665438
2010-10-22,33.779,34,33.713,30.77,71800,27.873793
2010-10-25,34.276,34.53,34.144,30.98,138000,28.064028
2010-10-26,34.033,34.342,33.835,30.91,92400,28.000612
2010-10-27,33.912,34.066,33.647,30.85,182300,27.946266
2010-10-28,34.342,34.387,33.746,30.700001,118200,27.810385
2010-10-29,33.768,34.122,33.768,30.790001,170100,27.891912
2010-11-01,34.21,34.376,33.592,30.639999,146500,27.756029
2010-11-02,34.265,34.398,33.989,31.139999,146100,28.208971
2010-11-03,34.409,34.563,34.055,31.27,110100,28.326729
2010-11-04,35.137,35.347,35.005,32.009998,307100,28.997078
2010-11-05,35.413,35.689,35.358,32.209999,216600,29.178259
2010-11-08,35.491,35.656,35.303,32.209999,155300,29.178259
2010-11-09,35.667,35.744,34.961,31.809999,342600,28.815903
2010-11-10,35.192,35.457,34.839,32.119999,98600,29.096724
2010-11-11,35.104,35.502,34.994,32.040001,74000,29.024254
2010-11-12,35.049,35.303,34.751,31.549999,110300,28.580378
2010-11-15,35.027,35.17,34.806,31.530001,89200,28.562258
2010-11-16,34.563,34.629,33.945,30.969999,206100,28.05497
2010-11-17,34.287,34.376,34.111,31.08,99500,28.154612
2010-11-18,34.729,35.038,34.718,31.57,189400,28.598494
2010-11-19,34.806,35.06,34.607,31.709999,94800,28.725313
2010-11-22,34.905,35.248,34.729,31.879999,159300,28.879314
2010-11-23,34.762,34.961,34.641,31.58,202700,28.607552
2010-11-24,35.215,35.623,35.181,32.27,116000,29.232601
2010-11-26,35.446,35.579,35.369,32.130001,50700,29.105785
2010-11-29,35.281,35.457,34.872,32.09,137000,29.069551
2010-11-30,34.972,35.336,34.894,31.84,108700,28.843081
2010-12-01,35.822,35.998,35.755,32.529999,331300,29.468126
2010-12-02,35.987,36.385,35.943,32.939999,205400,29.839544
2010-12-03,36.23,36.727,36.164,33.18,173400,30.056948
2010-12-06,36.65,36.892,36.561,33.34,217500,30.201893
2010-12-07,37.323,37.323,36.892,33.459999,663100,30.310606
2010-12-08,37.08,37.168,36.87,33.470001,180500,30.31966
2010-12-09,37.257,37.257,36.959,33.599998,531300,30.437416
2010-12-10,37.224,37.588,37.102,34,192400,30.79977
2010-12-13,37.72,37.72,37.334,33.82,490400,30.636715
2010-12-14,37.489,37.522,37.246,33.799999,354200,30.618587
2010-12-15,37.312,37.632,37.113,33.639999,275800,30.47366
2010-12-16,37.179,37.533,37.102,33.959999,155300,30.763536
2010-12-17,37.544,37.698,37.356,34.080002,143900,30.872246
2010-12-20,37.504,37.647,37.317,34.080002,220700,30.986809
2010-12-21,37.647,37.922,37.625,34.439999,176200,31.314133
2010-12-22,37.999,38.076,37.878,34.5,154000,31.368681
2010-12-23,37.999,38.043,37.834,34.43,256200,31.305046
2010-12-27,37.768,38.01,37.647,34.529999,132400,31.395969
2010-12-28,37.999,38.043,37.768,34.450001,122000,31.323219
2010-12-29,37.966,38.032,37.9,34.52,283000,31.386868
2010-12-30,37.955,38.12,37.955,34.529999,151700,31.395969
2010-12-31,37.966,37.999,37.713,34.299999,196300,31.186834
2011-01-03,38.142,38.516,38.01,34.860001,226900,31.696014
2011-01-04,38.505,38.505,37.46,34.419998,305600,31.295942
2011-01-05,37.79,38.263,37.724,34.759998,225100,31.605091
2011-01-06,38.307,38.362,38.021,34.68,185600,31.532347
2011-01-07,38.219,38.351,37.482,34.52,219700,31.386868
2011-01-10,37.856,38.274,37.559,34.709999,222100,31.559626
2011-01-11,38.384,38.461,38.131,34.830002,256500,31.668726
2011-01-12,38.626,38.67,38.428,35.099998,206500,31.914219
2011-01-13,38.604,38.747,38.45,35.07,172800,31.886944
2011-01-14,38.56,38.912,38.494,35.299999,247600,32.096081
2011-01-18,38.802,38.978,38.593,35.439999,247400,32.223351
2011-01-19,38.945,38.989,38.076,34.689999,219000,31.541437
2011-01-20,37.944,38.109,37.548,34.299999,316800,31.186834
2011-01-21,37.955,37.977,37.515,34.150002,138300,31.050455
2011-01-24,37.614,37.966,37.504,34.400002,130100,31.27776
2011-01-25,37.647,37.867,37.449,34.43,148000,31.305046
2011-01-26,37.944,38.494,37.845,34.889999,194900,31.723289
2011-01-27,38.406,38.703,38.318,35.09,151800,31.905128
2011-01-28,38.593,38.593,37.691,34.299999,214900,31.186834
2011-01-31,37.878,38.241,37.669,34.57,220300,31.432327
2011-02-01,38.362,38.868,38.285,35.220001,126600,32.023342
2011-02-02,38.758,38.956,38.659,35.189999,186900,31.996054
2011-02-03,38.681,38.868,38.285,35.310001,211600,32.105167
2011-02-04,38.846,39.011,38.714,35.43,142200,32.214283
2011-02-07,39.066,39.572,39.022,35.77,270500,32.523415
2011-02-08,39.374,39.594,39.253,36,281000,32.73254
2011-02-09,39.462,39.649,39.308,35.880001,185000,32.623428
2011-02-10,39.154,39.693,39.154,36.049999,187500,32.777992
2011-02-11,39.495,40.1,39.495,36.459999,238500,33.150784
2011-02-14,40.166,40.342,40.111,36.66,318100,33.332634
2011-02-15,40.254,40.364,40.023,36.439999,282300,33.132603
2011-02-16,40.254,40.484,40.199,36.75,161900,33.414467
2011-02-17,40.408,40.77,40.353,37,193900,33.641773
2011-02-18,40.836,40.869,40.561,37,215600,33.641773
2011-02-22,40.364,40.495,39.572,36.009998,346400,32.741623
2011-02-23,39.726,39.726,38.626,35.43,370200,32.214283
2011-02-24,38.967,39.319,38.692,35.59,175800,32.359749
2011-02-25,39.374,40.012,39.341,36.380001,270000,33.078045
2011-02-28,40.342,40.364,39.814,36.459999,196800,33.150784
2011-03-01,40.309,40.319,39.22,35.73,229300,32.487057
2011-03-02,39.231,39.693,39.209,35.900002,165100,32.641613
2011-03-03,39.946,40.451,39.902,36.68,206000,33.350822
2011-03-04,40.408,40.408,39.869,36.540001,199200,33.223522
2011-03-07,40.407,40.407,39.22,35.990002,296900,32.72345
2011-03-08,39.616,40.309,39.341,36.48,137800,33.168972
2011-03-09,40.001,40.144,39.814,36.32,112800,33.023499
2011-03-10,39.385,39.418,38.912,35.459999,278300,32.241547
2011-03-11,38.659,39.341,38.659,35.639999,161900,32.40522
2011-03-14,38.813,39.231,38.626,35.43,146900,32.214283
2011-03-15,38.032,38.912,37.79,35.139999,621800,31.950598
2011-03-16,38.538,38.934,38.087,34.759998,283700,31.605091
2011-03-17,38.747,38.813,38.395,34.93,208200,31.759651
2011-03-18,38.879,38.89,38.67,35.27,153800,32.068798
2011-03-21,39.076,39.416,39.054,35.93,197700,32.752464
2011-03-22,39.46,39.547,39.142,35.759998,106900,32.597507
2011-03-23,39.098,39.383,38.758,35.799999,119900,32.633968
2011-03-24,39.58,39.668,39.196,36.080002,130000,32.889206
2011-03-25,39.844,40.239,39.613,36.349998,239700,33.135326
2011-03-28,40.085,40.118,39.767,36.279999,142600,33.071529
2011-03-29,39.8,40.162,39.58,36.580002,122400,33.34499
2011-03-30,40.359,40.666,40.271,37.029999,336500,33.755192
2011-03-31,40.623,40.787,40.535,37.150002,141600,33.864574
2011-04-01,40.985,41.16,40.853,37.360001,192300,34.056007
2011-04-04,41.16,41.204,40.974,37.43,128400,34.119816
2011-04-05,41.028,41.511,41.006,37.639999,104800,34.311245
2011-04-06,41.555,41.621,41.149,37.669998,193100,34.338593
2011-04-07,41.423,41.511,41.006,37.490002,151200,34.174511
2011-04-08,41.358,41.358,40.557,37.139999,162500,33.855461
2011-04-11,40.732,40.853,40.26,36.830002,164000,33.572887
2011-04-12,40.151,40.304,39.866,36.41,165200,33.190018
2011-04-13,40.217,40.304,39.756,36.459999,202100,33.235596
2011-04-14,39.635,40.14,39.635,36.57,157900,33.335865
2011-04-15,40.118,40.513,40.008,36.93,89600,33.66404
2011-04-18,39.942,39.964,39.58,36.349998,229400,33.135326
2011-04-19,40.019,40.129,39.734,36.419998,219700,33.199127
2011-04-20,40.59,40.732,40.469,37.119999,238900,33.837215
2011-04-21,40.941,41.061,40.721,37.400002,145600,34.092472
2011-04-25,40.974,41.083,40.776,37.380001,122400,34.074238
2011-04-26,41.083,41.533,41.039,37.689999,326800,34.356823
2011-04-27,41.434,41.643,41.226,37.959999,153900,34.602943
2011-04-28,41.599,41.796,41.533,38.080002,140000,34.712322
2011-04-29,41.796,41.994,41.687,38.189999,143000,34.812599
2011-05-02,42.246,42.246,41.478,37.849998,189000,34.502663
2011-05-03,41.412,41.522,40.776,37.41,159000,34.101578
2011-05-04,41.061,41.127,40.326,36.970001,176000,33.700493
2011-05-05,40.239,40.897,40.151,36.84,159800,33.581997
2011-05-06,40.886,41.061,40.425,36.98,196600,33.70961
2011-05-09,40.557,41.039,40.436,37.360001,168000,34.056007
2011-05-10,41.138,41.555,41.127,37.869999,194700,34.520901
2011-05-11,41.456,41.467,40.71,37.310001,137800,34.010426
2011-05-12,40.666,41.325,40.48,37.560001,120000,34.238316
2011-05-13,41.259,41.336,40.601,37.119999,102900,33.837215
2011-05-16,40.48,40.853,40.162,36.630001,301800,33.390572
2011-05-17,39.866,40.151,39.723,36.41,384900,33.190018
2011-05-18,39.964,40.579,39.953,36.990002,92900,33.718727
2011-05-19,40.886,40.886,40.37,37.07,126200,33.791653
2011-05-20,40.59,40.59,40.14,36.810001,74900,33.554653
2011-05-23,39.646,39.92,39.569,36.189999,130300,32.989487
2011-05-24,39.767,39.931,39.471,36.07,130200,32.8801
2011-05-25,39.46,40.085,39.416,36.43,343200,33.208248
2011-05-26,39.855,40.425,39.833,36.849998,42700,33.59111
2011-05-27,40.612,40.831,40.568,37.110001,82000,33.82811
2011-05-31,41.226,41.237,40.776,37.580002,141300,34.25655
2011-06-01,41.116,41.149,39.953,36.459999,281900,33.235596
2011-06-02,40.129,40.25,39.756,36.389999,223600,33.171783
2011-06-03,39.284,39.734,39.262,35.900002,328200,32.725117
2011-06-06,39.306,39.427,38.736,35.34,337700,32.214645
2011-06-07,38.966,39.174,38.867,35.43,151200,32.296684
2011-06-08,38.747,38.834,38.418,35.07,170900,31.968513
2011-06-09,38.571,38.867,38.396,35.25,389700,32.132599
2011-06-10,38.472,38.494,37.935,34.73,427600,31.658594
2011-06-13,38.176,38.363,37.759,34.619999,271400,31.558317
2011-06-14,38.341,38.867,38.275,35.34,149100,32.214645
2011-06-15,38.396,38.681,38.012,34.77,157600,31.695059
2011-06-16,38.154,38.45,37.726,34.790001,119800,31.713285
2011-06-17,38.549,38.549,38.066,34.82,195700,31.740635
2011-06-20,37.864,38.411,37.81,35.040001,205000,32.037788
2011-06-21,38.597,39.188,38.553,35.790001,482800,32.723534
2011-06-22,38.969,39.363,38.903,35.599998,208300,32.549809
2011-06-23,38.455,39.034,38.116,35.639999,276700,32.586376
2011-06-24,39.133,39.144,38.542,35.34,148100,32.312084
2011-06-27,38.706,39.013,38.499,35.59,86000,32.540661
2011-06-28,39.089,39.559,39.002,36.169998,264800,33.070965
2011-06-29,39.723,39.909,39.45,36.380001,137500,33.262978
2011-06-30,39.964,40.248,39.898,36.709999,176400,33.564705
2011-07-01,40.183,40.839,40.063,37.299999,138600,34.104153
2011-07-05,40.817,40.948,40.642,37.400002,157000,34.19558
2011-07-06,40.85,41.134,40.686,37.560001,300200,34.341873
2011-07-07,41.495,41.78,41.419,38.07,177800,34.80817
2011-07-08,41.156,41.441,41.014,37.869999,337600,34.625305
2011-07-11,40.883,41.091,40.38,37.009998,138800,33.838997
2011-07-12,40.27,40.664,40.248,36.82,129800,33.665287
2011-07-13,40.511,41.014,40.423,37.09,108700,33.912136
2011-07-14,40.62,40.861,39.877,36.529999,98500,33.400124
2011-07-15,40.106,40.205,39.909,36.740002,148800,33.592144
2011-07-18,39.986,40.019,39.341,36.189999,162900,33.089252
2011-07-19,39.975,40.456,39.964,36.950001,108600,33.784145
2011-07-20,40.489,40.566,40.194,36.93,182500,33.765846
2011-07-21,40.511,40.883,40.467,37.23,154200,34.040146
2011-07-22,40.708,40.905,40.522,37.330002,201800,34.131588
2011-07-25,40.281,40.708,40.194,36.93,185100,33.765846
2011-07-26,40.292,40.423,40.041,36.650002,148500,33.509846
2011-07-27,39.811,39.855,38.903,35.59,162600,32.540661
2011-07-28,38.892,39.33,38.695,35.419998,169900,32.38522
2011-07-29,38.214,38.87,37.908,35.34,227400,32.312084
2011-08-01,39.199,39.548,38.083,35.139999,364200,32.129219
2011-08-02,38.302,38.608,37.142,34.02,412900,31.105185
2011-08-03,37.153,37.405,36.256,34.200001,707500,31.26976
2011-08-04,36.781,36.858,35.152,32.139999,531700,29.386261
2011-08-05,35.6,35.699,33.719,31.530001,444100,28.828527
2011-08-08,33.325,33.982,31.488,28.790001,738200,26.323286
2011-08-09,32.374,33.577,31.039,30.66,447000,28.033066
2011-08-10,32.582,33.347,32.024,29.33,333100,26.817015
2011-08-11,32.275,34.178,32.122,30.809999,288500,28.170216
2011-08-12,34.08,34.342,33.555,31.040001,345500,28.380505
2011-08-15,34.332,34.944,34.255,31.92,346600,29.185108
2011-08-16,34.364,34.791,34.003,31.4,146100,28.709663
2011-08-17,34.616,34.824,33.96,31.299999,106800,28.618233
2011-08-18,33.063,33.096,31.991,29.49,487600,26.96331
2011-08-19,31.575,32.702,31.51,28.969999,268600,26.487858
2011-08-22,32.582,32.603,31.422,28.950001,210400,26.46958
2011-08-23,31.838,33.03,31.543,30.200001,205500,27.612474
2011-08-24,33.019,33.653,32.768,30.700001,246300,28.069632
2011-08-25,33.927,34.08,32.669,29.99,151000,27.420469
2011-08-26,32.614,33.719,32.155,30.74,137200,28.106215
2011-08-29,34.124,35.196,34.091,32.16,320100,29.404549
2011-08-30,34.944,35.589,34.616,32.32,262900,29.550838
2011-08-31,35.611,35.994,35.064,32.360001,292600,29.58741
2011-09-01,35.469,35.797,34.55,31.690001,151100,28.974813
2011-09-02,33.905,34.189,33.336,30.639999,145700,28.014774
2011-09-06,32.297,33.391,32.275,30.51,208600,27.895918
2011-09-07,33.971,34.681,33.817,31.67,119600,28.956528
2011-09-08,34.342,34.867,33.96,31.190001,215100,28.517653
2011-09-09,33.708,33.916,32.844,30.32,110600,27.722198
2011-09-12,32.603,33.391,32.593,30.5,123700,27.88677
2011-09-13,33.632,34.014,33.314,31,456900,28.343933
2011-09-14,34.178,34.9,33.577,31.530001,131100,28.828527
2011-09-15,34.791,34.988,34.364,31.969999,182600,29.230822
2011-09-16,35.119,35.228,34.725,31.98,276700,29.239964
2011-09-19,34.071,34.496,33.755,31.379999,116600,28.80035
2011-09-20,34.278,34.627,33.668,30.92,78400,28.378162
2011-09-21,33.57,33.907,32.404,29.74,83100,27.295168
2011-09-22,31.282,31.979,30.846,28.790001,229300,26.423264
2011-09-23,31.303,31.859,31.162,29.110001,175300,26.716953
2011-09-26,32.001,32.404,31.303,29.700001,234100,27.25845
2011-09-27,33.112,33.766,32.796,30.280001,105000,27.790766
2011-09-28,32.97,33.156,31.783,29.18,79500,26.781199
2011-09-29,32.622,32.633,31.391,29.58,124200,27.148315
2011-09-30,31.652,32.121,31.26,28.690001,88000,26.331484
2011-10-03,30.998,31.434,29.582,27.17,620400,24.93644
2011-10-04,29.288,31.292,29.157,28.67,580900,26.313126
2011-10-05,31.38,32.012,30.922,29.200001,337000,26.799557
2011-10-06,31.706,32.654,31.608,29.959999,339000,27.49708
2011-10-07,32.829,32.851,31.815,29.280001,234300,26.87298
2011-10-10,32.665,33.232,32.556,30.49,166900,27.983513
2011-10-11,32.97,33.548,32.883,30.639999,132200,28.121174
2011-10-12,33.711,34.256,33.602,31.09,179100,28.534185
2011-10-13,33.744,34.016,33.341,31.07,116400,28.515827
2011-10-14,34.321,34.572,33.951,31.66,149500,29.057325
2011-10-17,34.245,34.289,33.352,30.67,76000,28.148708
2011-10-18,33.548,34.561,32.96,31.5,113400,28.910475
2011-10-19,34.202,34.496,33.602,30.969999,96000,28.424047
2011-10-20,33.842,33.907,33.014,31.059999,78100,28.506649
2011-10-21,34.289,34.627,34.136,31.77,82300,29.158285
2011-10-24,34.757,35.847,34.757,32.849998,171100,30.149496
2011-10-25,35.574,35.574,34.768,31.969999,155000,29.341841
2011-10-26,35.585,35.618,34.485,32.490002,92800,29.819096
2011-10-27,36.936,37.459,36.359,34.119999,333300,31.315104
2011-10-28,37.187,37.438,36.936,34.07,115500,31.269203
2011-10-31,36.544,36.817,36.174,33.209999,1083500,30.479902
2011-11-01,34.801,35.596,34.605,32.07,220200,29.433624
2011-11-02,35.498,35.781,35.106,32.77,181300,30.07608
2011-11-03,36.25,36.653,35.357,33.57,187500,30.810308
2011-11-04,36.228,36.555,35.89,33.450001,81900,30.700178
2011-11-07,36.522,36.599,35.662,33.389999,113300,30.645107
2011-11-08,36.686,36.904,35.912,33.790001,156600,31.012228
