"Date","MBG.Open","MBG.High","MBG.Low","MBG.Close","MBG.Volume","MBG.Adjusted"
2009-03-25,34.21,34.43,34.21,26.48,4400,20.480965
2009-03-26,34.21,34.21,34.042,26.459999,600,20.465487
2009-03-27,34.12,34.133,33.939,26.299999,700,20.341728
2009-03-30,34.133,34.146,33.939,26.41,1200,20.426817
2009-03-31,34.34,34.34,34.21,26.459999,2900,20.465487
2009-04-01,34.107,34.107,34.03,26.389999,1600,20.449986
2009-04-02,34.068,34.12,34.068,26.440001,2000,20.488731
2009-04-03,33.991,33.991,33.952,26.34,3100,20.41124
2009-04-06,33.978,34.068,32.262,26.200001,17300,20.302752
2009-04-07,34.081,34.081,33.888,26.27,1700,20.356991
2009-04-08,34.068,34.068,34.068,26.4,100,20.457729
2009-04-09,33.901,34.391,33.901,26.65,3900,20.651461
2009-04-13,33.939,33.939,33.939,26.299999,500,20.380241
2009-04-14,34.12,34.301,34.12,26.540001,7400,20.566219
2009-04-15,34.313,34.326,33.939,26.549999,1200,20.573971
2009-04-16,34.262,34.262,34.262,26.549999,0,20.573971
2009-04-17,34.223,34.262,34.223,26.52,1100,20.55072
2009-04-20,34.855,34.855,33.707,26.129999,2600,20.248514
2009-04-21,33.888,34.017,33.888,26.360001,1100,20.426743
2009-04-22,33.952,33.952,33.952,26.309999,200,20.387993
2009-04-23,34.004,34.004,34.004,26.35,200,20.418995
2009-04-24,34.03,34.03,34.03,26.370001,700,20.434498
2009-04-27,34.055,34.223,34.055,26.5,4800,20.535231
2009-04-28,34.197,34.249,34.197,26.52,600,20.55072
2009-04-29,34.184,34.223,33.939,26.469999,2500,20.511978
2009-04-30,34.107,34.172,34.107,26.450001,1600,20.496489
2009-05-01,33.701,33.946,33.482,26,15700,20.189751
2009-05-04,33.624,33.624,33.624,26.110001,2000,20.275171
2009-05-05,33.624,33.624,33.624,26.110001,0,20.275171
2009-05-06,33.972,34.075,33.972,26.459999,2500,20.546951
2009-05-07,34.036,34.036,33.946,26.360001,400,20.469292
2009-05-08,33.959,34.036,33.959,26.4,1900,20.50037
2009-05-11,34.036,34.062,34.036,26.43,500,20.523663
2009-05-12,33.997,34.062,33.997,26.450001,800,20.53919
2009-05-13,33.972,34.358,33.972,26.48,18200,20.562485
