"Date","MBG.Open","MBG.High","MBG.Low","MBG.Close","MBG.Volume","MBG.Adjusted"
2009-05-14,34.345,34.345,34.062,26.51,8800,20.585779
2009-05-15,34.062,34.062,33.791,26.440001,1100,20.53142
2009-05-18,33.521,34.77,33.521,27,800,20.966284
2009-05-19,33.676,33.972,33.676,26.34,11800,20.45377
2009-05-20,34.036,34.139,34.01,26.48,2200,20.562485
2009-05-21,34.088,34.088,34.088,26.469999,400,20.554726
2009-05-22,34.088,34.088,34.088,26.469999,0,20.554726
2009-05-26,34.023,34.062,33.959,26.450001,4700,20.53919
2009-05-27,34.744,34.744,33.701,26.17,1200,20.32176
2009-05-28,33.701,33.701,33.701,26.17,0,20.32176
2009-05-29,33.766,33.972,33.766,26.379999,10800,20.484829
2009-06-01,33.721,33.721,33.721,26.24,300,20.418682
2009-06-02,33.721,33.721,33.721,26.24,0,20.418682
2009-06-03,33.67,33.67,33.67,26.200001,500,20.387569
2009-06-04,33.67,33.67,33.67,26.200001,300,20.387569
2009-06-05,33.58,33.58,33.541,26.120001,12700,20.325304
2009-06-08,33.374,33.425,33.374,26,4900,20.231936
2009-06-09,33.464,33.464,33.464,26.040001,1000,20.263058
2009-06-10,33.374,33.374,33.374,25.969999,500,20.20858
2009-06-11,33.374,33.374,33.374,25.969999,0,20.20858
2009-06-12,33.374,33.374,33.374,25.969999,0,20.20858
2009-06-15,33.438,33.541,33.258,25.889999,3900,20.146334
2009-06-16,33.618,33.618,33.438,26.129999,11700,20.333096
2009-06-17,33.618,33.618,33.554,26.110001,12700,20.317526
2009-06-18,33.554,33.554,33.554,26.110001,0,20.317526
2009-06-19,33.554,33.554,33.554,26.110001,0,20.317526
2009-06-22,33.67,33.67,33.657,26.190001,400,20.379784
2009-06-23,33.657,33.657,33.657,26.190001,0,20.379784
2009-06-24,33.233,33.233,33.066,25.75,18800,20.037392
2009-06-25,33.978,33.978,33.978,26.440001,500,20.574327
2009-06-26,33.978,33.978,33.978,26.440001,0,20.574327
2009-06-29,33.914,33.914,33.425,26.01,1600,20.239719
2009-06-30,33.605,33.67,33.605,26.200001,4000,20.387569
2009-07-01,33.64,33.73,33.55,26.309999,6900,20.530363
2009-07-02,34.216,34.216,33.448,26.129999,6500,20.38991
2009-07-06,33.486,34.293,33.486,26.33,12600,20.545973
2009-07-07,33.832,33.896,33.832,26.450001,200,20.639606
2009-07-08,33.922,33.986,33.922,26.52,3000,20.694231
2009-07-09,33.999,33.999,33.883,26.440001,1000,20.631815
2009-07-10,33.87,33.973,33.845,26.51,4000,20.68643
2009-07-13,33.973,33.973,33.973,26.51,0,20.68643
2009-07-14,33.973,33.973,33.973,26.51,0,20.68643
2009-07-15,33.806,33.806,33.704,26.299999,1200,20.522554
2009-07-16,35.242,35.242,33.742,26.450001,7200,20.639606
2009-07-17,33.704,33.704,33.524,26.18,4000,20.428925
2009-07-20,33.576,33.614,33.576,26.23,600,20.467936
2009-07-21,33.563,33.576,33.448,26.120001,9700,20.382095
2009-07-22,33.781,33.781,33.781,26.360001,3000,20.569376
2009-07-23,33.576,33.576,33.524,26.16,15900,20.413319
2009-07-24,33.473,33.627,33.473,26.24,2700,20.475733
2009-07-27,33.537,33.653,33.537,26.219999,7600,20.460125
2009-07-28,34.985,34.985,33.678,26.42,1900,20.616199
2009-07-29,33.563,34.024,33.563,26.549999,3300,20.71764
2009-07-30,34.165,34.165,34.165,26.66,1100,20.803476
2009-07-31,33.96,34.088,33.858,26.559999,5000,20.725447
2009-08-03,33.837,33.837,33.569,26.4,2000,20.644121
2009-08-04,33.825,33.825,33.71,26.360001,500,20.612841
2009-08-05,33.594,33.594,33.594,26.27,500,20.542467
2009-08-06,33.594,33.594,33.594,26.27,0,20.542467
2009-08-07,33.479,33.658,33.479,26.309999,5400,20.57374
2009-08-10,33.633,33.633,33.633,26.299999,200,20.565922
2009-08-11,33.773,33.825,33.658,26.32,1300,20.581564
2009-08-12,33.863,34.63,33.671,26.450001,7200,20.683218
2009-08-13,33.812,33.812,33.569,26.26,1500,20.534643
2009-08-14,33.773,33.914,33.773,26.52,300,20.737957
2009-08-17,33.953,34.247,33.812,26.450001,3000,20.683218
2009-08-18,33.761,34.055,33.761,26.610001,1200,20.808342
2009-08-19,33.978,33.978,33.837,26.459999,700,20.691034
2009-08-20,33.914,34.068,33.812,26.469999,3200,20.698854
2009-08-21,34.042,34.042,33.761,26.42,3200,20.659748
2009-08-24,33.965,33.965,33.428,26.389999,9800,20.636305
2009-08-25,33.722,33.761,33.71,26.389999,3600,20.636305
2009-08-26,33.697,33.812,33.697,26.370001,4500,20.620667
2009-08-27,33.837,33.837,33.735,26.41,3900,20.651934
2009-08-28,33.825,33.825,33.825,26.450001,500,20.683218
2009-08-31,33.761,33.914,33.761,26.51,2400,20.730143
2009-09-01,33.749,33.826,33.749,26.450001,1800,20.721525
2009-09-02,33.8,33.864,33.8,26.530001,700,20.784189
2009-09-03,33.839,33.864,33.813,26.530001,2400,20.784189
2009-09-04,33.864,33.992,33.864,26.629999,1400,20.862535
2009-09-08,34.056,34.081,34.03,26.690001,3000,20.909538
2009-09-09,34.081,34.081,34.056,26.68,500,20.901709
2009-09-10,34.107,34.145,33.89,26.629999,20000,20.862535
2009-09-11,34.03,35.907,33.89,27.879999,31400,21.841806
2009-09-14,34.171,34.451,34.056,26.68,24900,20.901709
2009-09-15,34.171,34.171,34.171,26.77,800,20.97221
2009-09-16,34.068,34.12,33.839,26.540001,9900,20.79203
2009-09-17,34.158,34.158,34.017,26.66,2000,20.886036
2009-09-18,34.094,34.196,33.89,26.549999,2900,20.799864
2009-09-21,34.145,34.209,33.979,26.620001,2400,20.8547
2009-09-22,34.107,34.107,33.826,26.5,2800,20.760687
2009-09-23,33.966,34.068,33.839,26.629999,9200,20.862535
2009-09-24,34.107,34.12,34.03,26.66,700,20.886036
2009-09-25,34.043,34.196,33.915,26.6,7700,20.839027
2009-09-28,34.03,34.03,33.979,26.620001,1000,20.8547
2009-09-29,34.209,34.247,34.209,26.83,1400,21.019217
2009-09-30,34.209,34.209,34.081,26.700001,800,20.91737
2009-10-01,34.065,34.09,33.886,26.77,1900,21.021811
2009-10-02,34.09,34.09,34.09,26.77,0,21.021811
2009-10-05,34.128,34.128,33.937,26.77,4500,21.021811
2009-10-06,33.988,34.039,33.912,26.73,1100,20.990408
2009-10-07,34.154,34.243,34.141,26.889999,1000,21.116055
2009-10-08,34.026,34.039,34.026,26.73,4800,20.990408
2009-10-09,34.103,34.166,34.001,26.719999,1500,20.982553
2009-10-12,33.95,34.23,33.95,26.879999,2500,21.108194
2009-10-13,34.014,34.256,34.014,26.9,1500,21.123901
2009-10-14,34.243,34.268,34.192,26.85,1800,21.084641
2009-10-15,34.077,34.217,34.077,26.76,7100,21.013968
2009-10-16,34.077,34.077,34.077,26.76,1000,21.013968
2009-10-19,34.077,34.192,34.001,26.85,6100,21.084641
2009-10-20,34.192,34.192,34.192,26.85,0,21.084641
2009-10-21,34.014,34.192,33.861,26.85,5500,21.084641
2009-10-22,34.014,34.179,33.963,26.84,2800,21.07679
2009-10-23,34.192,34.192,34.141,26.84,3800,21.07679
2009-10-26,34.141,34.154,34.09,26.77,1100,21.021811
2009-10-27,34.154,34.205,34.115,26.860001,4800,21.092493
2009-10-28,34.115,34.115,34.014,26.709999,400,20.974697
2009-10-29,34.281,34.294,33.975,26.719999,2300,20.982553
2009-10-30,34.205,34.268,34.014,26.75,4700,21.006121
2009-11-02,34.1,34.1,34.062,26.83,2200,21.125793
2009-11-03,34.1,34.125,34.1,26.860001,1500,21.149418
2009-11-04,34.062,34.074,33.719,26.719999,1200,21.039181
2009-11-05,35.522,35.598,35.522,28.030001,300,22.070671
2009-11-06,34.125,34.201,34.125,26.93,3100,21.204535
2009-11-09,34.163,34.201,33.884,26.93,8000,21.204535
2009-11-10,34.303,34.303,34.29,27,500,21.259649
2009-11-11,34.836,34.836,34.049,26.99,3400,21.251776
2009-11-12,34.265,34.303,34.265,26.99,900,21.251776
2009-11-13,34.29,34.328,34.201,27.030001,900,21.283272
2009-11-16,34.379,34.392,34.379,27.07,1500,21.314774
2009-11-17,34.366,34.379,34.366,27.07,800,21.314774
2009-11-18,35.04,35.04,34.379,27.07,700,21.314774
2009-11-19,34.468,34.468,34.265,27.07,1700,21.314774
2009-11-20,34.468,34.468,34.468,27.139999,400,21.369884
2009-11-23,34.392,34.532,34.278,27.01,6000,21.267529
2009-11-24,34.29,34.519,34.29,27.16,9100,21.385633
2009-11-25,34.506,34.519,34.481,27.17,4600,21.393513
2009-11-27,34.532,34.57,34.532,27.219999,1400,21.432873
2009-11-30,34.532,34.57,34.532,27.219999,400,21.432873
2009-12-01,34.625,34.625,34.258,27.1,3100,21.398134
2009-12-02,34.334,34.638,34.055,27.24,28300,21.508677
2009-12-03,34.245,34.309,34.245,27.049999,800,21.358658
2009-12-04,34.144,34.207,34.081,26.91,3600,21.248117
2009-12-07,34.258,34.283,34.258,27.07,1800,21.374456
2009-12-08,34.385,34.385,34.321,27.120001,5300,21.413925
2009-12-09,34.321,34.321,34.296,27.1,3500,21.398134
2009-12-10,34.309,34.347,34.309,27.1,2100,21.398134
2009-12-11,34.321,34.359,34.321,27.129999,3500,21.421822
2009-12-14,34.334,34.334,34.334,27.110001,300,21.406031
2009-12-15,34.283,34.296,34.182,27.07,4400,21.374456
2009-12-16,34.283,34.321,34.131,27.059999,2200,21.366543
2009-12-17,34.309,34.334,34.283,27.110001,3600,21.406031
2009-12-18,34.296,34.309,34.131,26.969999,5000,21.295488
2009-12-21,34.296,34.296,34.296,27.08,300,21.382343
2009-12-22,34.296,34.309,34.271,27.09,700,21.390234
2009-12-23,34.296,34.562,34.258,27.27,7100,21.532366
2009-12-24,34.245,34.245,34.245,27.040001,300,21.350767
2009-12-28,34.195,34.195,34.093,26.92,1200,21.256012
2009-12-29,33.452,33.452,33.177,26.549999,3700,21.246403
2009-12-30,32.94,33.053,32.803,26.370001,17700,21.102369
2009-12-31,32.79,32.965,31.715,26.280001,20300,21.030334
2010-01-04,32.74,32.79,32.615,26.190001,5600,20.958309
2010-01-05,32.828,32.915,32.59,26.27,5500,21.022345
2010-01-06,33.003,33.028,32.153,26.360001,20200,21.094357
2010-01-07,33.115,33.153,32.903,26.4,3000,21.126364
2010-01-08,34.027,34.027,33.003,26.450001,3600,21.166376
2010-01-11,32.94,33.14,32.94,26.52,3600,21.222397
2010-01-12,33.14,33.19,33.115,26.559999,800,21.254404
2010-01-13,33.24,33.252,33.202,26.610001,2000,21.29442
2010-01-14,33.252,33.252,33.252,26.610001,0,21.29442
2010-01-15,33.215,33.302,33.215,26.65,3000,21.326426
2010-01-19,33.178,33.315,33.178,26.639999,6500,21.318419
2010-01-20,33.34,33.34,33.315,26.66,1200,21.334436
2010-01-21,33.315,33.427,33.315,26.690001,1800,21.358442
2010-01-22,33.327,33.64,33.327,26.879999,1800,21.510487
2010-01-25,33.327,33.665,33.24,26.68,3500,21.35043
2010-01-26,33.402,33.402,33.24,26.6,1300,21.286417
2010-01-27,33.315,33.402,33.315,26.67,1000,21.342436
2010-01-28,33.352,33.352,33.352,26.690001,400,21.358442
2010-01-29,33.302,33.365,33.302,26.700001,400,21.36644
2010-02-01,33.315,33.315,33.09,26.530001,2000,21.262255
2010-02-02,33.315,33.315,33.115,26.59,1800,21.310341
2010-02-03,33.228,33.228,33.228,26.629999,200,21.342402
2010-02-04,33.278,33.452,33.278,26.780001,4100,21.46261
2010-02-05,33.427,33.465,33.352,26.74,4400,21.430559
2010-02-08,33.352,33.452,33.352,26.809999,1600,21.486662
2010-02-09,33.452,35.112,33.165,26.719999,25900,21.414522
2010-02-10,33.34,33.377,33.327,26.709999,800,21.406525
2010-02-11,33.49,33.49,33.34,26.719999,1700,21.414522
2010-02-12,33.327,33.34,33.327,26.709999,700,21.406525
2010-02-16,33.302,33.565,33.302,26.780001,6300,21.46261
2010-02-17,33.44,33.44,33.302,26.709999,4200,21.406525
2010-02-18,33.327,33.327,33.253,26.65,1600,21.358427
2010-02-19,33.19,33.265,33.09,26.610001,3800,21.32637
2010-02-22,33.253,33.278,33.14,26.559999,5400,21.286297
2010-02-23,33.29,33.327,33.178,26.709999,5900,21.406525
2010-02-24,33.302,33.327,33.302,26.709999,1500,21.406525
2010-02-25,33.24,33.302,33.228,26.690001,17200,21.390488
2010-02-26,33.34,33.34,33.253,26.65,4700,21.358427
2010-03-01,33.143,33.292,32.769,26.610001,7600,21.372885
2010-03-02,33.255,33.292,33.18,26.66,5300,21.413042
2010-03-03,33.292,33.292,33.292,26.74,700,21.477295
2010-03-04,33.317,33.317,33.255,26.719999,4000,21.461233
2010-03-05,33.379,33.566,33.155,26.780001,39100,21.509426
2010-03-08,33.504,33.504,33.218,26.75,1600,21.485336
2010-03-09,33.591,33.591,33.33,26.860001,15800,21.573687
2010-03-10,33.591,33.591,33.404,26.85,2200,21.565641
2010-03-11,33.392,33.442,33.392,26.860001,700,21.573687
2010-03-12,33.354,33.354,33.242,26.700001,6100,21.445175
2010-03-15,33.292,33.379,33.292,26.76,1300,21.493362
2010-03-16,33.367,33.392,33.255,26.709999,1200,21.453205
2010-03-17,33.392,33.429,33.28,26.76,6700,21.493362
2010-03-18,33.267,33.404,33.267,26.83,4200,21.549582
2010-03-19,33.255,33.367,33.255,26.709999,1200,21.453205
2010-03-22,33.417,33.467,33.317,26.879999,5400,21.589743
2010-03-23,33.491,33.491,33.354,26.809999,1000,21.533527
2010-03-24,33.367,33.442,33.342,26.780001,13200,21.509426
2010-03-25,33.193,33.292,33.193,26.73,2400,21.469267
2010-03-26,33.33,33.33,33.33,26.77,300,21.501392
2010-03-29,33.218,33.28,33.218,26.73,1000,21.469267
2010-03-30,33.604,33.604,33.18,26.65,62900,21.405012
2010-03-31,33.292,33.33,33.242,26.75,6300,21.485336
2010-04-01,33.131,33.267,33.006,26.65,5300,21.461172
2010-04-05,33.006,33.006,32.758,26.389999,21200,21.251793
2010-04-06,32.907,32.907,32.771,26.440001,800,21.292059
2010-04-07,33.056,33.056,33.044,26.610001,7900,21.428965
2010-04-08,33.069,33.093,32.994,26.6,5500,21.420906
2010-04-09,33.081,33.081,33.019,26.59,1200,21.412849
2010-04-12,33.106,33.168,33.106,26.709999,7300,21.509485
2010-04-13,33.205,33.205,33.081,26.639999,2600,21.453117
2010-04-14,33.106,33.106,32.982,26.559999,4900,21.388697
2010-04-15,33.069,33.118,32.957,26.67,12100,21.477274
2010-04-16,33.093,33.155,33.093,26.700001,1600,21.501434
2010-04-19,33.155,33.155,33.044,26.610001,10600,21.428965
2010-04-20,33.155,33.155,33.093,26.65,12100,21.461172
2010-04-21,33.155,33.155,33.143,26.690001,1000,21.493385
2010-04-22,33.155,33.155,33.155,26.700001,3600,21.501434
2010-04-23,33.093,33.131,33.081,26.68,1800,21.485336
2010-04-26,33.168,33.18,33.131,26.719999,11900,21.517546
2010-04-27,33.242,33.28,33.168,26.709999,5400,21.509485
2010-04-28,33.267,33.404,33.18,26.719999,8900,21.517546
2010-04-29,33.23,33.23,33.205,26.75,35800,21.541706
2010-04-30,33.242,33.317,33.242,26.83,9600,21.606127
2010-05-03,33.123,33.123,33.024,26.709999,5600,21.562531
2010-05-04,33.086,33.198,33.086,26.780001,16500,21.619041
2010-05-05,33.247,33.247,33.062,26.83,2000,21.659399
2010-05-06,33.297,33.433,33.012,26.99,2300,21.788567
2010-05-07,33.235,33.52,33.074,27.059999,1600,21.845089
2010-05-10,33.346,33.346,33.123,26.74,4800,21.586752
2010-05-11,33.384,34.288,33.173,26.82,24600,21.651331
2010-05-12,33.421,33.421,33.272,26.860001,11300,21.683617
2010-05-13,33.433,33.446,33.396,26.98,1000,21.780499
2010-05-14,33.359,33.495,33.359,27.040001,800,21.828936
2010-05-17,33.681,33.681,33.272,26.969999,2600,21.772423
2010-05-18,33.582,33.582,33.507,27.049999,1000,21.837008
2010-05-19,33.507,33.569,33.507,27.1,1400,21.877375
2010-05-20,33.706,34.362,33.47,27.030001,137000,21.82086
2010-05-21,33.706,34.04,33.483,27.16,28500,21.925812
2010-05-24,33.929,34.152,33.545,27.1,38700,21.877375
2010-05-25,33.545,33.755,33.545,27.15,72000,21.917744
2010-05-26,33.891,33.891,33.47,27.09,4300,21.869299
2010-05-27,33.446,33.619,33.446,27.08,12100,21.861229
2010-05-28,33.148,33.507,33.148,27.049999,600,21.837008
2010-06-01,33.562,33.648,33.352,27.17,99200,21.979383
2010-06-02,33.599,33.599,33.463,27.1,4000,21.922758
2010-06-03,33.475,33.599,33.475,27.18,1000,21.987471
2010-06-04,33.722,33.772,33.586,27.17,2200,21.979383
2010-06-07,33.661,33.685,33.586,27.23,9400,22.027922
2010-06-08,33.599,33.722,33.599,27.25,8700,22.044104
2010-06-09,33.673,33.722,33.673,27.280001,10100,22.068369
2010-06-10,33.722,33.722,33.562,27.15,5600,21.963211
2010-06-11,33.673,33.673,33.599,27.219999,1500,22.019829
2010-06-14,33.685,33.735,33.611,27.290001,6900,22.076462
2010-06-15,33.586,33.661,33.586,27.23,3100,22.027922
2010-06-16,33.574,33.685,33.574,27.25,3800,22.044104
2010-06-17,33.747,33.846,33.722,27.33,4400,22.10882
2010-06-18,33.821,33.821,33.698,27.35,14200,22.125004
2010-06-21,33.797,33.797,33.685,27.280001,2300,22.068369
2010-06-22,33.846,33.908,33.759,27.309999,4400,22.092642
2010-06-23,33.92,33.92,33.858,27.42,1800,22.181625
2010-06-24,33.908,34.983,33.772,27.360001,5700,22.133087
2010-06-25,33.858,33.871,33.797,27.34,21500,22.116905
2010-06-28,33.97,33.982,33.871,27.48,11800,22.230171
2010-06-29,34.143,34.143,33.797,27.34,19300,22.116905
2010-06-30,33.92,33.92,33.858,27.389999,1700,22.15736
2010-07-01,33.785,33.785,33.736,27.35,4200,22.164642
2010-07-02,33.81,33.81,33.662,27.280001,6700,22.107914
2010-07-06,33.65,34.143,33.65,27.450001,2900,22.245689
2010-07-07,33.872,33.872,33.872,27.450001,400,22.245689
2010-07-08,33.872,33.897,33.736,27.450001,7700,22.245689
2010-07-09,33.86,33.909,33.736,27.48,1300,22.27
2010-07-12,33.934,33.946,33.835,27.51,44100,22.294323
2010-07-13,33.946,33.946,33.934,27.5,3100,22.286215
2010-07-14,33.859,33.859,33.859,27.440001,100,22.237591
2010-07-15,33.86,33.958,33.822,27.52,5000,22.302418
2010-07-16,33.859,33.859,33.859,27.440001,1000,22.237591
2010-07-19,33.884,33.983,33.872,27.469999,6300,22.261898
2010-07-20,33.983,33.995,33.958,27.52,6200,22.302418
2010-07-21,33.835,33.995,33.835,27.540001,3000,22.318628
2010-07-22,34.032,34.045,33.884,27.459999,7400,22.253799
2010-07-23,33.934,33.971,33.934,27.5,2300,22.286215
2010-07-26,33.897,33.971,33.897,27.48,2000,22.27
2010-07-27,33.934,34.032,33.921,27.51,5000,22.294323
2010-07-28,33.921,34.057,33.798,27.459999,1000,22.253799
2010-07-29,33.884,35.747,33.884,27.52,57800,22.302418
2010-07-30,34.045,34.131,33.946,27.58,13700,22.351044
2010-08-02,33.883,33.883,33.809,27.49,10100,22.327482
2010-08-03,33.871,33.895,33.871,27.52,2200,22.35186
2010-08-04,33.858,33.945,33.797,27.450001,2900,22.295013
2010-08-05,33.858,33.92,33.858,27.549999,900,22.376215
2010-08-06,33.92,33.994,33.92,27.559999,900,22.384348
2010-08-09,40.63,40.63,33.858,27.57,42100,22.39246
2010-08-10,33.969,34.166,33.809,27.549999,3800,22.376215
2010-08-11,34.019,34.031,33.883,27.639999,93600,22.449324
2010-08-12,33.908,33.908,33.908,27.540001,700,22.368105
2010-08-13,33.858,33.957,33.797,27.58,5100,22.400589
2010-08-16,33.994,34.967,33.846,27.559999,115500,22.384348
2010-08-17,33.871,33.945,33.797,27.5,186700,22.335613
2010-08-18,33.834,33.834,33.711,27.43,17000,22.278761
2010-08-19,33.834,33.834,33.748,27.43,37600,22.278761
2010-08-20,33.772,33.809,33.674,27.440001,25600,22.286877
2010-08-23,33.723,33.834,33.723,27.459999,4300,22.303118
2010-08-24,33.809,33.846,33.785,27.450001,48900,22.295013
2010-08-25,33.932,33.932,33.822,27.530001,211200,22.359976
2010-08-26,33.932,33.932,33.858,27.559999,5300,22.384348
2010-08-27,33.945,33.945,33.797,27.469999,2900,22.311247
2010-08-30,33.834,33.92,33.822,27.540001,6200,22.368105
2010-08-31,33.982,33.982,33.723,27.59,16500,22.408709
2010-09-01,33.886,33.886,33.738,27.5,98900,22.37454
2010-09-02,33.812,33.812,33.775,27.48,400,22.358271
2010-09-03,33.714,33.787,33.714,27.450001,1300,22.333857
2010-09-07,33.726,33.861,33.726,27.540001,3300,22.407087
2010-09-08,33.701,33.75,33.701,27.450001,3000,22.333857
2010-09-09,33.787,33.787,33.64,27.370001,400,22.268766
2010-09-10,33.64,33.714,33.578,27.35,51000,22.252499
2010-09-13,33.677,33.726,33.591,27.4,137500,22.293177
2010-09-14,33.64,33.726,33.64,27.43,4200,22.317583
2010-09-15,33.701,33.714,33.701,27.43,1600,22.317583
2010-09-16,33.714,33.714,33.628,27.379999,2000,22.276896
2010-09-17,33.578,33.578,33.554,27.299999,3900,22.211811
2010-09-20,33.578,33.628,33.566,27.32,3200,22.228085
2010-09-21,33.615,33.615,33.603,27.35,1700,22.252499
2010-09-22,33.591,33.677,33.566,27.309999,5900,22.21995
2010-09-23,33.726,33.726,33.591,27.389999,6500,22.28504
2010-09-24,33.541,33.677,33.505,27.27,96200,22.18741
2010-09-27,33.541,33.628,33.505,27.33,14000,22.236216
2010-09-28,33.763,33.763,33.566,27.309999,14200,22.21995
2010-09-29,33.554,33.689,33.554,27.389999,1000,22.28504
2010-09-30,33.701,33.714,33.64,27.43,2600,22.317583
2010-10-01,33.653,33.69,33.604,27.41,8600,22.324903
2010-10-04,33.727,33.727,33.543,27.42,3600,22.333063
2010-10-05,33.752,33.752,33.653,27.450001,2400,22.357492
2010-10-06,33.617,33.69,33.592,27.379999,34300,22.300486
2010-10-07,33.727,33.727,33.727,27.469999,400,22.373783
2010-10-08,33.776,33.862,33.739,27.549999,8500,22.438936
2010-10-11,33.776,33.887,33.776,27.530001,1500,22.422663
2010-10-12,34.28,34.28,33.801,27.6,1700,22.479668
2010-10-13,34.059,34.059,33.973,27.73,1300,22.585548
2010-10-14,34.059,34.059,33.85,27.629999,7800,22.504105
2010-10-15,33.862,33.911,33.862,27.620001,1300,22.495955
2010-10-18,33.899,33.997,33.85,27.65,8200,22.520393
2010-10-19,33.997,34.046,33.997,27.719999,1500,22.577406
2010-10-20,34.083,34.095,34.083,27.76,2000,22.609987
2010-10-21,33.936,33.985,33.936,27.68,2300,22.544823
2010-10-22,34.009,34.009,34.009,27.700001,300,22.561117
2010-10-25,34.059,34.095,33.923,27.74,3300,22.593689
2010-10-26,33.997,34.009,33.997,27.700001,700,22.561117
2010-10-27,33.923,33.985,33.923,27.68,400,22.544823
2010-10-28,33.874,34.009,33.874,27.700001,900,22.561117
2010-10-29,34.071,34.071,33.911,27.65,17800,22.520393
2010-11-01,33.722,34.029,33.722,27.68,700,22.564413
2010-11-02,34.053,34.053,33.98,27.700001,400,22.580709
2010-11-03,34.09,34.09,34.053,27.77,1500,22.637777
2010-11-04,34.103,34.103,33.992,27.75,4300,22.621464
2010-11-05,34.103,34.103,33.894,27.66,5900,22.548101
2010-11-08,33.931,33.931,33.919,27.65,500,22.539949
2010-11-09,33.882,33.894,33.833,27.58,500,22.482885
2010-11-10,33.919,33.943,33.869,27.610001,1700,22.507347
2010-11-11,33.894,33.894,33.771,27.540001,79600,22.450281
2010-11-12,33.906,33.906,33.796,27.57,1000,22.474743
2010-11-15,33.771,33.771,33.747,27.52,600,22.433977
2010-11-16,33.661,33.796,33.661,27.5,2100,22.417671
2010-11-17,33.673,33.857,33.673,27.5,8700,22.417671
2010-11-18,33.759,33.882,33.722,27.6,3200,22.499195
2010-11-19,33.808,33.808,33.808,27.559999,100,22.466587
2010-11-22,33.869,34.029,33.857,27.629999,5900,22.523651
2010-11-23,34.053,34.053,33.98,27.709999,3500,22.588865
2010-11-24,34.053,34.053,33.869,27.610001,6500,22.507347
2010-11-26,33.968,33.98,33.931,27.66,4500,22.548101
2010-11-29,33.992,33.992,33.82,27.6,2900,22.499195
2010-11-30,33.833,33.943,33.833,27.67,3100,22.556255
2010-12-01,34.078,34.078,33.563,27.379999,15400,22.336002
2010-12-02,33.477,33.588,33.453,27.360001,6300,22.319683
2010-12-03,33.6,33.71,33.6,27.5,1600,22.433891
2010-12-06,33.71,33.71,33.637,27.49,1300,22.425739
2010-12-07,33.894,33.894,33.539,27.379999,19300,22.336002
2010-12-08,34.519,34.519,32.877,27.33,12400,22.295212
2010-12-09,33.661,33.661,33.342,27.41,14000,22.360481
2010-12-10,33.379,33.514,33.379,27.299999,2700,22.270739
2010-12-13,33.293,33.477,33.281,27.190001,2900,22.180998
2010-12-14,33.33,33.33,33.085,26.99,2300,22.017843
2010-12-15,33.134,33.208,32.999,26.92,9300,21.960739
2010-12-16,32.95,33.097,32.95,27,2800,22.025991
2010-12-17,33.134,33.404,33.085,27.25,4000,22.229946
2010-12-20,33.306,33.367,32.901,27.139999,5500,22.140211
2010-12-21,33.391,33.391,33.293,27.16,1500,22.156525
2010-12-22,33.526,33.526,33.293,27.16,54200,22.156525
2010-12-23,33.33,33.342,33.33,27.190001,1500,22.180998
2010-12-27,33.342,33.342,33.269,27.16,2800,22.156525
2010-12-28,33.06,33.404,33.06,27.1,5000,22.107588
2010-12-29,31.928,32.3,31.772,26.639999,3800,22.210964
2010-12-30,31.748,31.988,31.329,26.620001,7300,22.194284
2010-12-31,32.072,32.084,31.424,26.440001,74400,22.044218
2011-01-03,32.096,32.132,31.952,26.790001,39800,22.336029
2011-01-04,32.216,32.216,32.024,26.719999,13700,22.277664
2011-01-05,31.916,31.952,31.844,26.559999,4400,22.144272
2011-01-06,31.892,32.036,31.88,26.6,6500,22.177614
2011-01-07,32.12,32.156,32,26.719999,2000,22.277664
2011-01-10,32.096,32.144,32.024,26.799999,1700,22.344362
2011-01-11,32.108,32.108,32.024,26.719999,18100,22.277664
2011-01-12,32,32.12,32,26.719999,3900,22.277664
2011-01-13,32.048,32.192,32.024,26.77,3400,22.319355
2011-01-14,32.204,32.264,32.18,26.83,5900,22.369373
2011-01-18,32.12,32.12,32.012,26.709999,1000,22.269325
2011-01-19,32.132,32.156,32.06,26.809999,2200,22.352701
2011-01-20,32.144,32.144,31.988,26.68,6600,22.244312
2011-01-21,31.964,32.108,31.964,26.77,2000,22.319355
2011-01-24,32.036,32.048,32.024,26.719999,1300,22.277664
2011-01-25,32.084,32.156,32.084,26.809999,1000,22.352701
2011-01-26,32.024,32.024,32,26.68,900,22.244312
2011-01-27,32,32.012,32,26.690001,500,22.252653
2011-01-28,32.144,32.192,32.12,26.780001,4300,22.327684
2011-01-31,32.12,32.168,32.06,26.82,900,22.361038
2011-02-01,32.036,32.036,31.905,26.73,9800,22.319294
2011-02-02,32.024,32.024,31.869,26.610001,1500,22.219091
2011-02-03,31.929,31.929,31.797,26.559999,37800,22.177343
2011-02-04,31.869,31.869,31.713,26.48,1200,22.11054
2011-02-07,31.665,31.785,31.665,26.530001,5200,22.152294
2011-02-08,31.785,31.785,31.653,26.43,4000,22.068787
2011-02-09,31.473,31.713,31.473,26.48,10000,22.11054
2011-02-10,31.605,31.737,31.569,26.469999,3700,22.102196
2011-02-11,31.557,31.797,31.485,26.530001,71000,22.152294
2011-02-14,31.617,31.833,31.617,26.58,4300,22.194036
2011-02-15,31.821,31.905,31.713,26.58,5100,22.194036
2011-02-16,31.713,31.929,31.713,26.530001,2700,22.152294
