"Date","VOO.Open","VOO.High","VOO.Low","VOO.Close","VOO.Volume","VOO.Adjusted"
2012-06-05,64.807,65.505,64.773,58.970001,252300,106.426338
2012-06-06,65.893,66.923,65.859,60.380001,254600,108.971024
2012-06-07,67.666,67.688,66.812,60.369999,201000,108.952988
2012-06-08,66.824,67.488,66.546,60.869999,219500,109.85537
2012-06-11,68.043,68.065,66.558,60.130001,304600,108.519852
2012-06-12,66.812,67.411,66.491,60.830002,168300,109.783188
2012-06-13,67.178,67.566,66.724,60.43,144900,109.061295
2012-06-14,67.089,67.932,66.956,61.099998,2181300,110.270454
2012-06-15,67.943,68.397,67.832,61.639999,229200,111.245041
2012-06-18,68.087,68.652,67.921,61.77,482500,111.479652
2012-06-19,68.818,69.428,68.785,62.400002,175200,112.616661
2012-06-20,69.173,69.361,68.541,62.299999,235700,112.436157
2012-06-21,69.14,69.162,67.444,60.93,155400,109.963638
2012-06-22,67.865,68.131,67.599,61.369999,285800,110.757759
2012-06-25,66.607,66.618,65.99,60.080002,283200,108.997955
2012-06-26,66.409,66.751,66.045,60.369999,352700,109.524078
2012-06-27,66.784,67.28,66.751,60.91,301100,110.503746
2012-06-28,66.718,67.048,66.222,60.77,171700,110.249779
2012-06-29,68.195,68.691,68.007,62.279999,305000,112.989243
2012-07-02,68.845,68.911,68.371,62.450001,258700,113.297668
2012-07-03,68.845,69.341,68.768,62.860001,161000,114.041473
2012-07-05,69.088,69.286,68.746,62.59,308900,113.551643
2012-07-06,68.338,68.459,67.996,62.009998,478300,112.49939
2012-07-09,68.316,68.36,67.941,61.93,177800,112.354263
2012-07-10,68.603,68.68,67.423,61.360001,322300,111.320152
2012-07-11,67.677,67.853,67.28,61.369999,199700,111.338287
2012-07-12,67.269,67.622,66.872,61.049999,432700,110.757759
2012-07-13,67.511,68.515,67.511,62.09,480600,112.644524
2012-07-16,68.294,68.492,68.052,61.950001,164400,112.390541
2012-07-17,68.57,68.9,67.864,62.389999,293400,113.188782
2012-07-18,68.614,69.407,68.57,62.84,242900,114.005203
2012-07-19,69.441,69.672,69.209,63,516500,114.295471
2012-07-20,69.066,69.165,68.757,62.419998,606900,113.243217
2012-07-23,67.809,68.316,67.511,61.799999,451400,112.118408
2012-07-24,68.184,68.184,67.092,61.310001,533700,111.229446
2012-07-25,67.699,67.853,67.203,61.27,509100,111.156891
2012-07-26,68.559,68.801,68.217,62.27,412400,112.971107
2012-07-27,69.044,70.135,68.922,63.470001,901900,115.148132
2012-07-30,69.87,70.256,69.727,63.439999,348300,115.093712
2012-07-31,69.848,70.036,69.485,63.029999,681600,114.349884
2012-08-01,69.937,69.959,69.297,62.959999,526400,114.222885
2012-08-02,68.9,69.374,68.393,62.52,478100,113.424652
2012-08-03,69.915,70.411,69.859,63.740002,239800,115.63797
2012-08-06,70.488,70.697,70.4,63.91,547200,115.946411
2012-08-07,70.719,71.072,70.697,64.199997,380200,116.472504
2012-08-08,70.532,70.94,70.532,64.269997,322000,116.599503
2012-08-09,70.785,71.061,70.697,64.339996,360600,116.726501
2012-08-10,70.664,71.072,70.521,64.440002,336400,116.907928
2012-08-13,70.918,71.028,70.631,64.389999,329900,116.8172
2012-08-14,71.26,71.293,70.808,64.419998,456900,116.871643
2012-08-15,70.973,71.204,70.929,64.489998,213000,116.998634
2012-08-16,71.182,71.712,71.028,64.93,632400,117.79689
2012-08-17,71.734,71.778,71.546,65.080002,355300,118.069054
2012-08-20,71.645,71.734,71.425,65.059998,288100,118.032722
2012-08-21,71.899,72.175,71.359,64.860001,304100,117.669914
2012-08-22,71.315,71.623,71.16,64.870003,350000,117.688057
2012-08-23,71.381,71.381,70.83,64.360001,159900,116.762802
2012-08-24,70.808,71.535,70.741,64.760002,410900,117.488464
2012-08-27,71.579,71.656,71.304,64.760002,221600,117.488464
2012-08-28,71.226,71.546,71.105,64.699997,193400,117.379639
2012-08-29,71.381,71.568,71.182,64.760002,176900,117.488464
2012-08-30,71.061,71.072,70.719,64.269997,148900,116.599503
2012-08-31,71.271,71.524,70.819,64.610001,805400,117.216339
2012-09-04,71.182,71.337,70.686,64.440002,347800,116.907928
2012-09-05,71.193,71.359,70.951,64.440002,417000,116.907928
2012-09-06,71.513,72.516,71.513,65.779999,261200,119.338974
2012-09-07,72.649,72.814,72.582,66.050003,513200,119.828835
2012-09-10,72.748,72.869,72.362,65.660004,187400,119.121277
2012-09-11,72.461,72.825,72.417,65.839996,348400,119.447807
2012-09-12,72.869,72.913,72.615,66.050003,290700,119.828835
2012-09-13,72.847,74.181,72.737,67.099998,335000,121.733742
2012-09-14,74.104,74.732,74.06,67.379997,855800,122.241745
2012-09-17,74.137,74.247,73.85,67.18,338400,121.878883
2012-09-18,73.938,74.06,73.795,67.110001,216900,121.751884
2012-09-19,74.071,74.247,73.883,67.160004,397500,121.842606
2012-09-20,73.685,74.06,73.475,67.150002,448500,121.824455
2012-09-21,74.39,74.39,73.971,67.110001,1295000,121.751884
2012-09-24,72.88,73.286,72.826,66.68,489800,121.593246
2012-09-25,73.297,73.418,72.343,66,287900,120.353233
2012-09-26,72.332,72.343,71.762,65.580002,175500,119.587364
2012-09-27,72.255,72.793,72.069,66.220001,586800,120.754395
2012-09-28,72.354,72.573,72.058,65.919998,263900,120.207352
2012-10-01,72.551,73.122,72.31,66.040001,493500,120.42617
2012-10-02,72.771,72.87,72.222,66.129997,272900,120.590271
2012-10-03,72.749,73.012,72.376,66.400002,149100,121.082634
2012-10-04,73.122,73.44,73.034,66.910004,226600,122.012665
2012-10-05,73.747,73.879,73.155,66.889999,251200,121.976189
2012-10-08,73.111,73.231,72.99,66.690002,139700,121.611481
2012-10-09,73.067,73.1,72.376,66.040001,360000,120.42617
2012-10-10,72.365,72.431,71.849,65.589996,291900,119.605598
2012-10-11,72.431,72.54,71.981,65.629997,436200,119.678528
2012-10-12,72.003,72.255,71.586,65.400002,503100,119.259109
2012-10-15,71.904,72.398,71.685,65.949997,361300,120.262047
2012-10-16,72.661,73.122,72.639,66.620003,839200,121.483818
2012-10-17,73.122,73.462,73.045,66.93,163500,122.049141
2012-10-18,73.209,73.56,72.968,66.760002,211900,121.739128
2012-10-19,73.067,73.067,71.828,65.620003,353600,119.660271
2012-10-22,71.882,72.113,71.433,65.660004,503500,119.733253
2012-10-23,71.246,71.312,70.72,64.699997,519000,117.982628
2012-10-24,71.235,71.345,70.698,64.559998,365600,117.727348
2012-10-25,71.334,71.422,70.588,64.739998,485500,118.055588
2012-10-26,70.928,71.202,70.49,64.690002,307100,117.964409
2012-10-31,71.257,71.301,70.632,64.629997,586700,117.854996
2012-11-01,71.137,71.784,71.082,65.389999,317600,119.240875
2012-11-02,72.157,72.157,71.016,64.800003,902700,118.164993
2012-11-05,70.961,71.367,70.775,64.949997,371200,118.43853
2012-11-06,71.422,72.036,71.367,65.43,275100,119.31382
2012-11-07,71.137,71.137,69.82,64,1039800,116.706177
2012-11-08,70.139,70.489,69.261,63.150002,819200,115.156174
2012-11-09,69.097,70.007,69.053,63.220001,1032700,115.283806
2012-11-12,69.579,69.678,69.283,63.310001,179700,115.447929
2012-11-13,69.053,69.897,68.965,63.080002,438700,115.028534
2012-11-14,69.404,69.48,68.088,62.310001,340000,113.624405
2012-11-15,68.274,68.515,67.868,62.07,615400,113.18676
2012-11-16,68.241,68.592,67.66,62.389999,403400,113.770271
2012-11-19,69.239,69.842,69.206,63.66,334200,116.086166
2012-11-20,69.744,69.985,69.327,63.73,368700,116.213821
2012-11-21,69.941,70.073,69.81,63.869999,143800,116.469109
2012-11-23,70.369,70.983,70.314,64.68,182700,117.94619
2012-11-26,70.632,70.851,70.391,64.599998,396800,117.800285
2012-11-27,70.753,70.983,70.413,64.290001,294900,117.234985
2012-11-28,70.182,71.06,69.799,64.769997,253300,118.110283
2012-11-29,71.323,71.575,71.005,65.059998,293200,118.639122
2012-11-30,71.378,71.499,71.137,65,387400,118.529716
2012-12-03,71.696,71.74,70.961,64.769997,406900,118.110283
2012-12-04,71.038,71.224,70.72,64.650002,243700,117.891464
2012-12-05,70.994,71.356,70.5,64.790001,256900,118.146759
2012-12-06,70.994,71.323,70.906,64.989998,119900,118.511467
2012-12-07,71.586,71.652,71.148,65.190002,295300,118.876175
2012-12-10,71.422,71.707,71.389,65.230003,231700,118.949127
2012-12-11,71.85,72.354,71.817,65.650002,586900,119.714996
2012-12-12,72.332,72.584,71.992,65.699997,353600,119.80616
2012-12-13,72.047,72.222,71.444,65.300003,354800,119.076775
2012-12-14,71.466,71.597,71.246,65.089996,316000,118.69381
2012-12-17,71.531,72.244,71.531,65.870003,457200,120.116165
2012-12-18,72.321,73.078,72.222,66.540001,802500,121.337944
2012-12-19,73.111,73.111,72.442,66.050003,1522200,120.444405
2012-12-20,72.508,72.902,72.321,66.459999,1862200,121.192078
2012-12-21,71.893,72.354,71.817,65.839996,747700,120.061455
2012-12-24,71.075,71.075,70.901,65.18,257900,119.712509
2012-12-26,71.108,71.151,70.487,64.870003,389600,119.143158
2012-12-27,70.683,70.825,69.779,64.809998,716400,119.032936
2012-12-28,70.161,70.509,69.769,64.089996,543100,117.710556
2012-12-31,69.649,71.075,69.583,65.190002,1265000,119.730865
2013-01-02,72.382,72.796,72.175,66.800003,2166600,122.687866
2013-01-03,72.763,72.948,72.436,66.739998,1146100,122.577682
2013-01-04,72.752,73.079,72.611,67.019997,574300,123.091919
2013-01-07,72.709,72.839,72.491,66.839996,598200,122.761314
2013-01-08,72.654,72.741,72.284,66.639999,476100,122.394012
2013-01-09,72.73,72.948,72.643,66.839996,1214600,122.761314
2013-01-10,73.188,73.351,72.785,67.330002,508000,123.661293
2013-01-11,73.34,73.351,73.101,67.360001,562500,123.716377
2013-01-14,73.264,73.329,73.014,67.300003,475600,123.606224
2013-01-15,72.937,73.395,72.894,67.330002,532300,123.661293
2013-01-16,73.166,73.427,73.101,67.330002,399400,123.661293
2013-01-17,73.645,73.994,73.504,67.75,605700,124.432678
2013-01-18,73.787,74.026,73.515,67.940002,2081300,124.781631
2013-01-22,73.972,74.342,73.787,68.269997,1458000,125.387733
2013-01-23,74.375,74.538,74.233,68.370003,812900,125.571388
2013-01-24,74.353,74.843,74.299,68.410004,1635500,125.644897
2013-01-25,74.756,74.908,74.538,68.790001,613600,126.342796
2013-01-28,74.941,74.941,74.571,68.709999,1188600,126.195854
2013-01-29,74.691,75.213,74.647,68.989998,680700,126.710129
2013-01-30,75.126,75.246,74.767,68.720001,754700,126.214241
2013-01-31,74.756,74.974,74.593,68.559998,443900,125.920364
2013-02-01,75.126,75.496,75.006,69.220001,2253300,127.132553
2013-02-04,74.963,75.072,74.516,68.459999,541400,125.736725
2013-02-05,74.985,75.529,74.941,69.160004,416600,127.022346
2013-02-06,75.061,75.42,75.017,69.220001,415600,127.132553
2013-02-07,75.398,75.442,74.734,69.129997,480000,126.967262
2013-02-08,75.42,75.725,75.42,69.510002,441000,127.665184
2013-02-11,75.681,75.736,75.507,69.480003,288100,127.610062
2013-02-12,75.692,75.943,75.605,69.589996,409500,127.812103
2013-02-13,75.965,76.084,75.66,69.650002,1064700,127.922302
2013-02-14,75.649,76.03,75.551,69.75,272800,128.105972
2013-02-15,76.019,76.073,75.562,69.660004,331300,127.940704
2013-02-19,75.975,76.422,75.965,70.139999,363800,128.822266
2013-02-20,76.357,76.378,75.431,69.269997,1033200,127.224373
2013-02-21,75.246,75.257,74.767,68.940002,1410300,126.618324
2013-02-22,75.377,75.725,75.181,69.540001,1352300,127.720245
2013-02-25,76.128,76.215,74.299,68.230003,1063400,125.314308
2013-02-26,74.647,74.887,74.168,68.690002,1571400,126.159126
2013-02-27,74.734,75.954,74.68,69.550003,783400,127.738663
2013-02-28,75.736,76.215,75.475,69.470001,2426700,127.591713
2013-03-01,75.311,75.954,74.995,69.650002,1540500,127.922302
2013-03-04,75.681,76.269,75.562,70.040001,536500,128.638626
2013-03-05,76.64,77.141,76.629,70.639999,532500,129.740631
2013-03-06,77.228,77.239,76.89,70.769997,1884400,129.97937
2013-03-07,77.173,77.282,77.075,70.900002,454300,130.21814
2013-03-08,77.511,77.609,77.141,71.18,714300,130.732361
2013-03-11,77.467,77.816,77.358,71.440002,360000,131.209915
2013-03-12,77.761,77.838,77.391,71.279999,489800,130.916061
2013-03-13,77.674,77.848,77.424,71.379997,456800,131.099701
2013-03-14,77.957,78.197,77.914,71.760002,670500,131.797623
2013-03-15,78.077,78.175,77.805,71.660004,767800,131.613953
2013-03-18,77.315,77.957,77.239,71.269997,819500,130.897675
2013-03-19,77.783,77.87,76.934,71.099998,603900,130.585419
2013-03-20,77.87,78.088,77.772,71.589996,1279900,131.485428
2013-03-21,77.489,77.772,77.184,71.010002,312100,130.420166
2013-03-22,76.831,77.167,76.777,71.190002,437000,131.370499
2013-03-25,77.416,77.546,76.582,70.989998,615400,131.001419
2013-03-26,77.232,77.525,77.134,71.519997,1374500,131.979477
2013-03-27,77.059,77.525,76.896,71.480003,392900,131.905655
2013-03-28,77.47,77.828,77.362,71.639999,366400,132.200897
2013-04-01,77.709,78.142,77.243,71.440002,618100,131.831848
2013-04-02,77.698,77.991,77.6,71.790001,799300,132.477707
2013-04-03,77.882,77.926,76.831,71.07,771900,131.149048
2013-04-04,77.113,77.481,76.972,71.349998,975000,131.665756
2013-04-05,76.408,77.091,76.3,71.07,642100,131.149048
2013-04-08,77.059,77.514,76.788,71.510002,315900,131.961014
2013-04-09,77.665,78.066,77.427,71.769997,369000,132.440796
2013-04-10,78.001,78.814,77.98,72.650002,1110200,134.064743
2013-04-11,78.749,79.237,78.673,72.889999,450400,134.507614
2013-04-12,78.749,78.923,78.37,72.730003,1241200,134.212357
2013-04-15,78.402,78.457,76.972,71.07,671800,131.149048
2013-04-16,77.579,78.131,77.362,72.07,673400,132.994415
2013-04-17,77.568,77.568,76.56,71.010002,767800,131.03833
2013-04-18,77.102,77.102,76.181,70.43,3966900,129.968018
2013-04-19,76.636,77.178,76.473,71.18,731400,131.352036
2013-04-22,77.297,77.655,76.788,71.5,527900,131.942596
2013-04-23,77.871,78.359,77.492,72.260002,875000,133.345047
2013-04-24,78.316,78.554,78.175,72.279999,1775700,133.381958
2013-04-25,78.565,79.031,78.457,72.599998,300400,133.972427
2013-04-26,78.554,78.695,78.272,72.440002,259700,133.677155
2013-04-29,78.738,79.215,78.619,72.910004,519000,134.544571
2013-04-30,79.042,79.269,78.717,73.139999,486300,134.968964
2013-05-01,79.074,79.096,78.457,72.480003,462400,133.751022
2013-05-02,78.771,79.335,78.684,73.129997,404700,134.950485
2013-05-03,79.974,80.332,79.931,73.82,475800,136.223801
2013-05-06,80.147,80.407,80.104,74.050003,699700,136.648209
2013-05-07,80.462,80.722,80.234,74.43,391900,137.349472
2013-05-08,80.624,81.09,80.57,74.82,294900,138.069138
2013-05-09,81.036,81.242,80.646,74.599998,397500,137.663132
2013-05-10,80.928,81.144,80.678,74.860001,671100,138.142944
2013-05-13,81.004,81.285,80.808,74.849998,1208600,138.124496
2013-05-14,81.253,82.055,81.231,75.639999,363000,139.582306
2013-05-15,81.881,82.608,81.849,76.07,707000,140.375824
2013-05-16,82.293,82.553,81.947,75.720001,676600,139.729919
2013-05-17,82.38,82.9,82.272,76.440002,660700,141.058609
2013-05-20,82.781,83.182,82.705,76.440002,665400,141.058609
2013-05-21,82.944,83.28,82.651,76.540001,481200,141.243118
2013-05-22,83.084,83.919,81.99,76.029999,978000,140.302017
2013-05-23,81.47,82.326,81.361,75.760002,1134700,139.803757
2013-05-24,81.611,82.044,81.394,75.660004,684800,139.619232
2013-05-28,82.987,83.28,82.304,76.199997,566800,140.615692
2013-05-29,82.098,82.282,81.567,75.620003,881200,139.54541
2013-05-30,82.055,82.683,82.022,75.949997,444800,140.154358
2013-05-31,82.087,82.521,81.014,74.839996,814800,138.106049
2013-06-03,81.318,81.611,80.722,75.230003,1002200,138.825729
2013-06-04,81.6,81.946,80.765,75,1190600,138.401306
2013-06-05,80.949,81.09,79.974,73.849998,1122300,136.279144
2013-06-06,80.017,80.733,79.53,74.43,1172500,137.349472
2013-06-07,81.329,81.86,80.971,75.470001,1464600,139.26857
2013-06-10,82.077,82.077,81.578,75.440002,1841200,139.213242
2013-06-11,81.025,81.654,80.733,74.669998,1502800,137.792328
2013-06-12,81.513,81.567,80.202,74.089996,1058300,136.72197
2013-06-13,80.212,81.61,80.05,75.160004,1280100,138.696594
2013-06-14,81.383,81.708,80.83,74.699997,1172600,137.847687
2013-06-17,81.545,81.979,81.166,75.300003,1048100,138.95488
2013-06-18,81.665,82.369,81.665,75.879997,1033300,140.025223
2013-06-19,82.196,82.337,81.101,74.870003,990900,138.161392
2013-06-20,80.321,80.44,78.879,72.970001,1686200,134.655212
2013-06-21,79.638,79.714,78.565,73.199997,1565400,135.079636
2013-06-24,77.748,78.244,76.918,71.910004,1863700,133.37149
2013-06-25,78.277,78.59,77.759,72.629997,1520700,134.706848
2013-06-26,78.956,79.258,78.654,73.309998,1710800,135.968048
2013-06-27,79.571,79.927,79.506,73.800003,756100,136.876846
2013-06-28,79.344,79.722,78.967,73.339996,1026400,136.023682
2013-07-01,79.657,80.229,79.549,73.889999,1394400,137.043823
2013-07-02,79.56,80.153,79.258,73.779999,1208700,136.839737
2013-07-03,79.29,79.884,79.129,73.849998,513200,136.969604
2013-07-05,80.272,80.552,79.679,74.669998,626400,138.490417
2013-07-08,80.94,81.188,80.789,75.059998,836500,139.213806
2013-07-09,81.469,81.663,81.134,75.629997,792000,140.270981
2013-07-10,81.512,81.857,81.318,75.650002,771500,140.308075
2013-07-11,82.536,82.784,82.267,76.720001,1298300,142.292603
2013-07-12,82.709,82.914,82.558,76.739998,971400,142.329697
2013-07-15,82.946,83.151,82.827,77.019997,643900,142.848969
2013-07-16,83.097,83.14,82.515,76.730003,698900,142.311157
2013-07-17,83.054,83.183,82.849,76.919998,702400,142.663528
2013-07-18,83.129,83.604,83.108,77.360001,432700,143.479599
2013-07-19,83.248,83.571,83.129,77.5,367600,143.739243
2013-07-22,83.679,83.841,83.485,77.639999,420100,143.998917
2013-07-23,83.884,83.906,83.496,77.480003,1034800,143.702164
2013-07-24,83.884,83.895,83.075,77.190002,790000,143.164291
2013-07-25,83.065,83.496,82.957,77.330002,314200,143.42395
2013-07-26,83.075,83.55,82.741,77.43,876800,143.609406
2013-07-29,83.313,83.496,83.022,77.199997,927100,143.182831
2013-07-30,83.55,83.615,83.086,77.209999,446900,143.201385
2013-07-31,83.442,83.884,83.216,77.230003,623500,143.238464
2013-08-01,83.938,84.359,83.917,78.169998,491800,144.981873
2013-08-02,84.121,84.434,83.992,78.290001,558600,145.204453
2013-08-05,84.294,84.445,84.154,78.239998,317900,145.11171
2013-08-06,84.175,84.218,83.658,77.769997,413600,144.240021
2013-08-07,83.571,83.679,83.27,77.5,431100,143.739243
2013-08-08,83.96,84.035,83.42,77.769997,499000,144.240021
2013-08-09,83.766,84.014,83.356,77.550003,618400,143.832031
2013-08-12,83.216,83.625,83.183,77.449997,330500,143.64653
2013-08-13,83.658,83.906,83.183,77.75,2052800,144.202911
2013-08-14,83.744,83.863,83.323,77.309998,496300,143.386856
2013-08-15,82.666,82.666,82.04,76.18,750700,141.291016
2013-08-16,82.019,82.288,81.728,75.959999,615000,140.882996
2013-08-19,81.792,82.073,81.382,75.480003,825000,139.992752
2013-08-20,81.523,82.073,81.426,75.779999,933300,140.549133
2013-08-21,81.555,81.986,81.091,75.389999,498400,139.825821
2013-08-22,81.436,82.127,81.436,76.050003,635800,141.049927
2013-08-23,82.267,82.385,81.878,76.300003,424400,141.513611
2013-08-26,82.385,82.633,81.932,76.059998,704000,141.068481
2013-08-27,81.188,81.479,80.606,74.809998,803600,138.750107
2013-08-28,80.628,81.221,80.52,75.059998,665900,139.213806
2013-08-29,80.757,81.49,80.714,75.18,923100,139.436371
2013-08-30,81.221,81.221,80.584,74.849998,870300,138.824295
2013-09-03,81.587,81.76,80.843,75.290001,1569400,139.64035
2013-09-04,81.21,81.986,81.07,75.919998,700200,140.808838
2013-09-05,81.9,82.17,81.846,75.900002,692800,140.771713
2013-09-06,82.245,82.461,81.231,76.029999,1109200,141.012863
2013-09-09,82.224,82.827,82.224,76.779999,1185400,142.40387
2013-09-10,83.291,83.42,83.119,77.360001,1038600,143.479599
2013-09-11,83.302,83.679,83.151,77.599998,807600,143.924683
2013-09-12,83.658,83.755,83.334,77.410004,855500,143.572357
2013-09-13,83.528,83.712,83.356,77.57,540000,143.86911
2013-09-16,84.553,84.585,83.992,78.040001,693900,144.740799
2013-09-17,84.197,84.499,84.197,78.360001,2351400,145.334305
2013-09-18,84.477,85.707,84.262,79.300003,990900,147.077713
2013-09-19,85.707,85.75,85.254,79.169998,2964000,146.836594
2013-09-20,85.545,85.545,84.682,78.550003,611400,145.686676
2013-09-23,83.776,83.851,83.239,77.870003,1400700,145.151718
2013-09-24,83.497,83.808,83.164,77.699997,1632400,144.834839
2013-09-25,83.368,83.507,83.003,77.449997,789000,144.36882
2013-09-26,83.218,83.615,83.078,77.760002,622200,144.946671
2013-09-27,82.992,83.121,82.799,77.43,1405900,144.331512
2013-09-30,82.295,82.821,82.134,77,1521800,143.530014
2013-10-01,82.638,83.293,82.574,77.589996,1110400,144.629776
2013-10-02,82.713,83.153,82.477,77.489998,1253600,144.44339
2013-10-03,82.939,83.003,81.995,76.800003,1447700,143.157196
2013-10-04,82.445,83.078,82.338,77.360001,538400,144.20108
2013-10-07,82.274,82.778,82.198,76.699997,690800,142.970795
2013-10-08,82.263,82.359,81.265,75.809998,2071600,141.311829
2013-10-09,81.49,81.673,80.857,75.809998,1340100,141.311829
2013-10-10,82.188,83.175,82.188,77.519997,1441200,144.499313
2013-10-11,83.014,83.701,82.949,77.980003,1235900,145.356735
2013-10-14,83.164,84.065,83.089,78.32,1408400,145.990524
2013-10-15,83.786,84.098,83.293,77.739998,1655700,144.909378
2013-10-16,83.883,84.602,83.851,78.800003,3102800,146.885254
2013-10-17,84.226,85.17,84.216,79.339996,2548900,147.891846
2013-10-18,85.428,85.761,85.278,79.870003,1671900,148.879761
2013-10-21,85.75,85.868,85.525,79.910004,1009100,148.95433
2013-10-22,85.975,86.447,85.846,80.339996,1364900,149.755829
2013-10-23,85.922,85.943,85.503,79.970001,948200,149.066147
2013-10-24,171.907,172.358,171.521,160.460007,795600,149.550797
2013-10-25,172.53,172.959,172.186,161.199997,1019700,150.240494
2013-10-28,172.905,173.463,172.701,161.399994,1155000,150.426926
2013-10-29,173.592,174.236,173.377,162.389999,844500,151.349594
2013-10-30,174.386,174.483,172.669,161.479996,3362100,150.501465
2013-10-31,173.174,173.86,172.53,160.880005,1437500,149.942276
2013-11-01,173.045,173.581,172.24,161.339996,1341300,150.370972
2013-11-04,173.721,173.892,173.152,162.070007,2940900,151.051376
2013-11-05,173.109,173.721,172.573,161.580002,1147000,150.594666
2013-11-06,174.043,174.45,173.528,162.330002,1510400,151.293655
2013-11-07,174.515,174.611,171.779,160.25,1242100,149.355057
2013-11-08,171.907,174.3,171.865,162.449997,1629500,151.405502
2013-11-11,174.118,174.483,173.914,162.419998,1109900,151.377548
2013-11-12,173.914,174.322,173.367,162.130005,929600,151.107285
2013-11-13,173.098,175.362,173.098,163.380005,1336300,152.272308
2013-11-14,175.545,176.371,175.234,164.289993,1720600,153.120422
2013-11-15,176.5,177.036,176.307,165,710300,153.78215
2013-11-18,177.337,177.433,175.974,164.389999,1319800,153.213638
2013-11-19,176.264,176.8,175.684,164.070007,1156500,152.915359
2013-11-20,176.328,176.843,174.976,163.550003,1468000,152.430695
2013-11-21,175.963,176.982,175.834,164.830002,2121600,153.623718
2013-11-22,176.94,177.755,176.736,165.669998,1405200,154.406586
2013-11-25,178.034,178.077,177.315,165.570007,810000,154.313416
2013-11-26,177.669,178.12,177.347,165.490005,773300,154.238846
2013-11-27,177.787,178.152,177.583,165.940002,826300,154.658218
2013-11-29,178.216,178.656,177.734,165.699997,614400,154.43454
2013-12-02,178.055,178.345,177.197,165.440002,1409000,154.192215
2013-12-03,176.918,177.315,176.135,164.800003,1076900,153.595718
2013-12-04,176.071,177.401,175.309,164.610001,1374100,153.418655
2013-12-05,176.392,176.661,175.749,163.979996,1168500,152.831482
2013-12-06,177.626,178.023,177.1,165.839996,1208700,154.565063
2013-12-09,178.377,178.57,178.098,166.220001,1586300,154.919189
2013-12-10,177.916,178.292,177.583,165.649994,1747700,154.387939
2013-12-11,177.755,177.787,175.47,163.770004,1079100,152.635757
2013-12-12,175.577,175.802,174.751,163.229996,3453800,152.132477
2013-12-13,175.459,175.62,174.761,163.179993,2151000,152.085892
2013-12-16,175.92,176.736,175.856,164.220001,1838100,153.055191
2013-12-17,176.317,176.349,175.223,163.639999,1479800,152.514603
2013-12-18,175.877,178.656,173.828,166.490005,3112400,155.170853
2013-12-19,178.141,178.613,177.648,166.339996,1242900,155.031067
2013-12-20,178.581,179.879,178.581,167.179993,1303500,155.81395
2013-12-23,180.33,181.274,179.987,168.949997,1480200,157.463608
2013-12-24,178.458,178.928,178.447,167.649994,585700,157.101852
2013-12-26,179.226,179.845,179.226,168.429993,968100,157.832825
2013-12-27,180.048,180.091,179.568,168.440002,929700,157.842178
2013-12-30,179.771,179.877,179.493,168.369995,1112800,157.776581
2013-12-31,179.984,180.592,179.835,169.149994,774400,158.507507
2014-01-02,179.845,179.931,178.426,167.630005,1731300,157.083145
2014-01-03,179.152,179.504,178.565,167.479996,1710500,156.942581
2014-01-06,179.397,179.451,178.021,167.059998,1339000,156.548996
2014-01-07,178.992,179.675,178.885,168.100006,824700,157.52359
2014-01-08,179.355,179.707,178.8,168.169998,3147500,157.589172
2014-01-09,179.995,180.005,178.736,168.270004,1117200,157.682877
2014-01-10,179.867,180.08,178.917,168.660004,990200,158.048355
2014-01-13,179.589,180.07,177.306,166.520004,1338500,156.042984
2014-01-14,178.245,179.664,177.903,168.25,866000,157.664154
2014-01-15,179.952,180.806,179.909,169.199997,943100,158.554382
2014-01-16,180.155,180.347,179.728,168.940002,778500,158.310715
2014-01-17,180.027,180.336,179.248,168.210007,904300,157.626663
2014-01-21,180.582,180.646,178.97,168.740005,1366400,158.123306
2014-01-22,180.411,180.432,179.803,168.839996,751200,158.21701
2014-01-23,179.29,179.29,177.775,167.479996,1294000,156.942581
2014-01-24,177.54,177.594,174.873,163.880005,1828900,153.569092
2014-01-27,175.086,175.492,173.186,163.080002,2882100,152.819397
2014-01-28,174.2,175.278,174.136,164.089996,1067400,153.765869
2014-01-29,173.677,174.552,172.952,162.380005,1346400,152.163483
2014-01-30,174.894,175.78,174.296,164.199997,2086700,153.868958
2014-01-31,173.037,175.278,172.984,163.179993,1322100,152.913132
2014-02-03,173.965,174.382,169.953,159.610001,2969400,149.567749
2014-02-04,171.052,171.895,170.455,160.690002,1116700,150.579788
2014-02-05,170.849,171.618,169.868,160.419998,1701400,150.326797
2014-02-06,171.714,173.507,171.682,162.570007,1109600,152.341537
2014-02-07,174.339,175.844,173.784,164.669998,1258200,154.309387
2014-02-10,175.694,176.036,175.225,164.929993,937400,154.552994
2014-02-11,176.206,178.351,176.046,166.75,1497400,156.258499
2014-02-12,178.202,178.746,177.658,166.899994,1855000,156.399094
2014-02-13,176.825,179.109,176.825,167.720001,1336600,157.167496
2014-02-14,178.81,180.251,178.608,168.610001,917200,158.00148
2014-02-18,180.07,180.39,179.568,168.860001,1174300,158.235733
2014-02-19,179.728,180.859,178.821,167.699997,1928100,157.148727
2014-02-20,179.205,180.422,178.565,168.649994,1080000,158.038986
2014-02-21,180.368,180.784,179.728,168.570007,706200,157.96402
2014-02-24,180.208,182.022,180.112,169.369995,978600,158.713669
2014-02-25,180.966,181.446,180.176,169.309998,1001000,158.657455
