"Date","VOO.Open","VOO.High","VOO.Low","VOO.Close","VOO.Volume","VOO.Adjusted"
2010-10-25,62.241,62.389,61.921,54.25,29600,95.023628
2010-10-26,61.613,61.978,61.59,54.240002,15000,95.006111
2010-10-27,61.51,61.784,61.213,54.07,17100,94.708328
2010-10-28,62.092,62.126,61.521,54.110001,19200,94.778419
2010-10-29,61.715,61.898,61.658,54.150002,13400,94.848457
2010-11-01,62.184,62.469,61.521,54.18,51500,94.901001
2010-11-02,62.355,62.469,62.149,54.599998,26100,95.636681
2010-11-03,62.469,62.606,61.841,54.830002,31800,96.039551
2010-11-04,63.314,63.828,63.223,55.860001,49000,97.843681
2010-11-05,63.885,64.113,63.759,56.080002,48300,98.229027
2010-11-08,63.873,63.988,63.657,56.009998,43400,98.106407
2010-11-09,64.045,64.113,63.257,55.57,35700,97.335724
2010-11-10,63.462,63.714,62.983,55.779999,28200,97.703537
2010-11-11,63.188,63.531,63.04,55.599998,24000,97.38829
2010-11-12,63.029,63.291,62.446,54.91,39400,96.179665
2010-11-15,62.971,63.097,62.595,54.860001,202700,96.092102
2010-11-16,62.241,62.241,61.361,53.98,32800,94.55069
2010-11-17,61.693,61.921,61.533,54.02,42400,94.620758
2010-11-18,62.275,62.755,62.275,54.82,26100,96.022026
2010-11-19,62.515,62.766,62.252,54.950001,20200,96.249733
2010-11-22,62.469,62.686,61.989,54.900002,25300,96.162163
2010-11-23,61.978,62.024,61.613,54.130001,142400,94.813431
2010-11-24,62.195,62.675,62.195,54.830002,30100,96.039551
2010-11-26,62.206,62.458,62.127,54.52,32600,95.496536
2010-11-29,61.864,62.321,61.464,54.470001,46000,95.408981
2010-11-30,61.636,62.149,61.556,54.09,91900,94.743378
2010-12-01,62.755,63.223,62.732,55.310001,33300,96.880302
2010-12-02,63.223,63.999,63.223,56.029999,60600,98.141441
2010-12-03,63.748,64.205,63.736,56.169998,184100,98.386665
2010-12-06,64.033,64.182,63.942,56.099998,64100,98.264053
2010-12-07,64.707,64.73,64.056,56.119999,109000,98.299088
2010-12-08,64.17,64.364,63.919,56.349998,69000,98.701958
2010-12-09,64.707,64.707,64.319,56.560001,54800,99.069786
2010-12-10,64.787,65.015,64.639,56.900002,73900,99.665329
2010-12-13,65.267,65.335,64.981,56.93,77000,99.717888
2010-12-14,65.152,65.289,64.89,56.959999,59600,99.770447
2010-12-15,64.935,65.198,64.65,56.709999,43600,99.332527
2010-12-16,64.833,65.175,64.581,57.040001,60600,99.910553
2010-12-17,65.084,65.278,64.981,57.119999,59100,100.050674
2010-12-20,65.415,65.506,65.061,57.240002,72600,100.260864
2010-12-21,65.575,65.826,65.529,57.59,76200,100.873924
2010-12-22,65.849,65.997,65.792,57.799999,108200,101.241768
2010-12-23,65.906,65.952,65.746,57.709999,57400,101.084114
2010-12-27,65.049,65.367,65.015,57.490002,71800,101.15979
2010-12-28,65.481,65.481,65.242,57.549999,56600,101.265358
2010-12-29,65.537,65.606,65.469,57.599998,53600,101.353325
2010-12-30,65.424,65.503,65.287,57.509998,78900,101.194977
2010-12-31,65.276,65.435,65.174,57.57,145700,101.300537
2011-01-03,65.89,66.299,65.867,58.110001,119200,102.250748
2011-01-04,66.242,66.242,65.64,58.060001,108300,102.16275
2011-01-05,65.844,66.378,65.765,58.369999,717700,102.708214
2011-01-06,66.401,66.447,66.049,58.27,72400,102.532272
2011-01-07,66.322,66.413,65.628,58.150002,82200,102.321114
2011-01-10,65.856,66.083,65.628,58.099998,124500,102.233124
2011-01-11,66.299,66.401,65.992,58.290001,131700,102.567474
2011-01-12,66.674,66.901,66.549,58.810001,107300,103.482468
2011-01-13,66.879,66.913,66.583,58.73,96000,103.341682
2011-01-14,66.663,67.254,66.64,59.150002,193400,104.080742
2011-01-18,67.208,67.39,67.083,59.25,194900,104.256683
2011-01-19,67.311,67.345,66.504,58.66,111900,103.218513
2011-01-20,66.538,66.708,66.106,58.59,103400,103.095337
2011-01-21,67.004,67.14,66.674,58.720001,117900,103.324112
2011-01-24,66.719,67.174,66.708,59.080002,455900,103.957558
2011-01-25,66.947,67.174,66.606,59.060001,226500,103.922386
2011-01-26,67.31,67.595,67.197,59.369999,109200,104.46785
2011-01-27,67.447,67.686,67.333,59.450001,297200,104.608604
2011-01-28,67.674,67.754,66.31,58.400002,891400,102.761047
2011-01-31,66.617,66.947,66.458,58.849998,140500,103.552849
2011-02-01,67.333,68.072,67.276,59.77,147400,105.1717
2011-02-02,67.765,68.004,67.765,59.669998,91000,104.995728
2011-02-03,67.742,68.083,67.345,59.82,72200,105.259666
2011-02-04,68.027,68.208,67.708,59.98,97000,105.541199
2011-02-07,68.368,68.834,68.345,60.360001,118000,106.209854
2011-02-08,68.697,68.936,68.538,60.639999,153500,106.702545
2011-02-09,68.754,68.925,68.458,60.490002,139600,106.438599
2011-02-10,68.424,68.856,68.288,60.509998,125200,106.473793
2011-02-11,68.538,69.288,68.515,60.889999,149200,107.142441
2011-02-14,69.175,69.413,69.095,61.040001,92200,107.406395
2011-02-15,69.175,69.254,68.981,60.82,82100,107.019264
2011-02-16,69.391,69.675,69.322,61.209999,94300,107.705513
2011-02-17,69.368,69.879,69.311,61.439999,158200,108.110214
2011-02-18,69.879,70.027,69.72,61.540001,120800,108.286217
2011-02-22,69.152,69.55,68.333,60.279999,288400,106.069077
2011-02-23,68.481,68.629,67.686,59.939999,276000,105.470802
2011-02-24,68.004,68.288,67.436,59.880001,241300,105.36525
2011-02-25,68.39,68.834,68.311,60.529999,106300,106.50898
2011-02-28,69.072,69.3,68.856,60.889999,208300,107.142441
2011-03-01,69.493,69.504,68.027,59.849998,235300,105.312454
2011-03-02,67.981,68.515,67.913,60.02,176300,105.611588
2011-03-03,68.811,69.47,68.811,61.049999,136400,107.423965
2011-03-04,69.368,69.368,68.424,60.599998,168200,106.632149
2011-03-07,69.106,69.186,67.97,60.07,155200,105.69957
2011-03-08,68.436,69.118,68.174,60.630001,106300,106.684944
2011-03-09,68.799,68.981,68.481,60.560001,116400,106.56176
2011-03-10,68.129,68.129,67.492,59.450001,267800,104.608604
2011-03-11,67.288,68.277,67.288,59.849998,134300,105.312454
2011-03-14,67.606,67.777,67.095,59.5,146100,104.696594
2011-03-15,65.822,67.197,65.708,58.84,346800,103.53524
2011-03-16,66.64,66.81,65.151,57.720001,339900,101.564499
2011-03-17,66.572,66.719,66.06,58.439999,176200,102.831398
2011-03-18,67.288,67.288,66.572,58.689999,127700,103.271294
2011-03-21,67.538,67.845,67.447,59.580002,136100,104.837364
2011-03-22,67.731,67.799,67.458,59.369999,137800,104.46785
2011-03-23,67.356,67.867,67.026,59.560001,204100,104.802155
2011-03-24,68.095,68.413,67.742,60.119999,110800,105.787521
2011-03-25,67.904,68.221,67.769,60.029999,134300,106.102158
2011-03-28,68.108,68.255,67.757,59.900002,166100,105.872391
2011-03-29,67.723,68.244,67.497,60.290001,110900,106.561691
2011-03-30,68.595,68.878,68.527,60.700001,105500,107.286385
2011-03-31,68.629,68.776,68.515,60.619999,127500,107.144974
2011-04-01,69.093,69.217,68.742,60.900002,70400,107.639877
2011-04-04,69.081,69.172,68.753,60.93,78800,107.692886
2011-04-05,68.776,69.206,68.776,60.93,204900,107.692886
2011-04-06,69.296,69.307,68.9,61.110001,142900,108.01104
2011-04-07,69.059,69.307,68.663,61,107100,107.81662
2011-04-08,69.307,69.319,68.47,60.77,86800,107.410103
2011-04-11,68.844,69.036,68.414,60.560001,139600,107.038918
2011-04-12,68.176,68.233,67.78,60.119999,104800,106.261246
2011-04-13,68.368,68.402,67.78,60.139999,185100,106.29657
2011-04-14,67.655,68.176,67.418,60.150002,78400,106.314262
2011-04-15,68.176,68.481,68.018,60.360001,79700,106.68544
2011-04-18,67.497,67.667,67.01,59.700001,151600,105.51889
2011-04-19,67.678,67.972,67.508,60.07,78900,106.172852
2011-04-20,68.787,69.013,68.73,60.880001,173200,107.60453
2011-04-21,69.24,69.24,68.991,61.150002,197800,108.081757
2011-04-25,69.206,69.251,68.923,61.09,99000,107.975693
2011-04-26,69.375,69.873,69.319,61.619999,85000,108.912468
2011-04-27,69.907,70.292,69.59,62.02,72800,109.619431
2011-04-28,70.1,70.496,70.077,62.220001,66000,109.972954
2011-04-29,70.439,70.654,70.394,62.400002,99000,110.2911
2011-05-02,70.971,70.971,70.337,62.259998,131000,110.043648
2011-05-03,70.36,70.45,69.873,62.060001,66500,109.690155
2011-05-04,70.213,70.213,69.466,61.639999,107000,108.947815
2011-05-05,69.375,69.794,68.821,61.099998,98900,107.993393
2011-05-06,69.862,70.156,69.183,61.389999,138500,108.505928
2011-05-09,69.477,69.919,69.353,61.639999,66000,108.947815
2011-05-10,69.964,70.428,69.885,62.150002,175500,109.849228
2011-05-11,70.224,70.224,69.262,61.490002,174400,108.682709
2011-05-12,69.409,70.009,69.036,61.82,113500,109.265953
2011-05-13,69.941,69.986,69.138,61.279999,126400,108.311523
2011-05-16,69.138,69.602,68.81,60.900002,113500,107.639877
2011-05-17,68.663,68.945,68.414,60.889999,142400,107.6222
2011-05-18,68.968,69.579,68.844,61.459999,70500,108.629662
2011-05-19,69.783,69.851,69.387,61.540001,266600,108.771072
2011-05-20,69.511,69.59,69.025,61.130001,95400,108.046394
2011-05-23,68.289,68.549,68.119,60.400002,136200,106.756142
2011-05-24,68.549,68.663,68.187,60.349998,89600,106.667732
2011-05-25,67.984,68.742,67.984,60.549999,62300,107.021248
2011-05-26,68.334,68.911,68.199,60.790001,60400,107.445457
2011-05-27,69.013,69.251,68.945,61.060001,47600,107.922676
2011-05-31,69.76,69.794,69.262,61.669998,172500,109.000824
2011-06-01,69.613,69.613,68.199,60.299999,222000,106.579384
2011-06-02,68.289,68.414,67.791,60.23,211800,106.45565
2011-06-03,67.327,67.995,67.327,59.650002,148400,105.430511
2011-06-06,67.361,67.429,66.728,59.02,113200,104.316994
2011-06-07,67.056,67.293,66.682,58.939999,203700,104.175598
2011-06-08,66.592,66.807,66.343,58.700001,87600,103.751396
2011-06-09,66.637,67.203,66.456,59.150002,43300,104.546783
2011-06-10,66.671,66.682,65.856,58.32,106700,103.079758
2011-06-13,66.139,66.32,65.732,58.360001,77900,103.150452
2011-06-14,66.66,67.135,66.66,59.110001,75400,104.476097
2011-06-15,66.354,66.513,65.573,58.080002,79700,102.655571
2011-06-16,65.743,66.139,65.37,58.189999,66000,102.849968
2011-06-17,66.467,66.479,65.845,58.349998,58800,103.132774
2011-06-20,65.822,66.513,65.811,58.68,53700,103.716049
2011-06-21,66.728,67.418,66.671,59.48,132400,105.130058
2011-06-22,67.135,67.474,66.875,59.130001,106000,104.511436
2011-06-23,66.105,66.705,65.63,58.93,260700,104.157928
2011-06-24,66.056,66.078,65.2,58,114500,103.012375
2011-06-27,65.358,66.112,65.211,58.490002,77800,103.882637
2011-06-28,66.146,66.731,66.078,59.240002,59500,105.214684
2011-06-29,67.058,67.396,66.81,59.77,125300,106.156006
2011-06-30,67.531,68.038,67.463,60.34,124800,107.16835
2011-07-01,67.981,69.029,67.869,61.25,139500,108.784599
2011-07-05,68.916,69.029,68.691,61.150002,91800,108.606995
2011-07-06,68.736,69.051,68.556,61.240002,94800,108.766853
2011-07-07,69.58,69.873,69.468,61.91,195400,109.956825
2011-07-08,68.916,69.243,68.702,61.490002,105600,109.210861
2011-07-11,68.375,68.601,67.812,60.349998,92700,107.186134
2011-07-12,67.824,68.364,67.655,60.080002,132400,106.706612
2011-07-13,68.026,68.589,67.745,60.290001,129700,107.079582
2011-07-14,68.083,68.342,67.294,59.900002,55900,106.386909
2011-07-15,67.824,67.891,67.362,60.23,40300,106.973
2011-07-18,67.531,67.576,66.754,59.720001,94000,106.067215
2011-07-19,67.644,68.398,67.61,60.689999,233300,107.790009
2011-07-20,68.556,68.567,68.218,60.689999,90700,107.790009
2011-07-21,68.691,69.389,68.567,61.5,234200,109.228622
2011-07-22,69.254,69.366,68.916,61.549999,90200,109.317421
2011-07-25,68.623,69.254,68.578,61.200001,183600,108.695801
2011-07-26,68.871,68.972,68.511,60.939999,138800,108.234016
2011-07-27,68.24,68.263,67.171,59.73,470300,106.084953
2011-07-28,67.238,67.835,66.979,59.560001,169100,105.78302
2011-07-29,66.416,67.204,66.123,59.099998,194600,104.966049
2011-08-01,67.441,67.463,65.695,58.889999,435900,104.59304
2011-08-02,65.853,66.157,64.626,57.419998,258400,101.982239
2011-08-03,64.727,65.054,63.612,57.709999,380500,102.497292
2011-08-04,64.119,64.164,61.844,55.009998,504200,97.701874
2011-08-05,62.711,62.869,60.211,54.889999,538400,97.488777
2011-08-08,59.693,60.943,57.734,51.369999,790300,91.236992
2011-08-09,58.781,60.47,56.822,53.669998,579800,95.321945
2011-08-10,59.378,59.851,57.7,51.34,403100,91.183693
2011-08-11,58.398,61.202,58.139,53.59,919300,95.179871
2011-08-12,61.079,61.371,60.425,54.02,307200,95.943565
2011-08-15,61.428,62.16,61.292,55.130001,225900,97.915031
2011-08-16,61.495,62.137,60.943,54.66,263800,97.080269
2011-08-17,61.934,62.385,61.146,54.720001,160500,97.186821
2011-08-18,60.009,60.076,58.41,52.450001,524000,93.155151
2011-08-19,58.196,59.581,57.903,51.450001,1438400,91.379074
2011-08-22,59.299,59.333,57.869,51.490002,246400,91.450111
2011-08-23,58.286,60.009,57.993,53.27,301900,94.611526
2011-08-24,59.862,60.853,59.716,54,151000,95.908058
2011-08-25,61.214,61.473,59.468,53.189999,294100,94.469437
2011-08-26,59.491,60.966,58.567,53.889999,197500,95.712685
2011-08-29,61.563,62.475,61.506,55.459999,159000,98.501129
2011-08-30,62.216,63.015,61.743,55.560001,129900,98.678734
2011-08-31,63.049,63.567,62.452,55.84,214900,99.176033
2011-09-01,62.914,63.511,62.238,55.299999,274900,98.216949
2011-09-02,60.988,61.281,60.47,53.869999,150300,95.67717
2011-09-06,58.961,60.324,58.916,53.5,197900,95.020012
2011-09-07,61.214,61.957,60.977,55.009998,199700,97.701874
2011-09-08,61.563,62.261,61.191,54.43,115600,96.671768
2011-09-09,60.617,60.774,59.367,53,174200,94.131973
2011-09-12,58.95,60.11,58.759,53.380001,161300,94.806892
2011-09-13,60.302,60.842,59.896,53.82,193500,95.588356
2011-09-14,60.955,62.193,60.11,54.580002,459000,96.938171
2011-09-15,62.126,62.554,61.608,55.52,128700,98.607697
2011-09-16,62.745,63.094,62.328,55.849998,79000,99.193802
2011-09-19,61.855,62.554,61.473,55.330002,82100,98.270233
2011-09-20,62.565,63.139,62.182,55.240002,154500,98.110397
2011-09-21,62.272,62.419,60.324,53.57,139000,95.144348
2011-09-22,58.669,59.119,57.644,51.889999,420500,92.160538
2011-09-23,57.445,58.408,57.367,51.84,329200,92.589188
2011-09-26,58.632,59.539,57.848,53.099998,193800,94.83963
2011-09-27,60.715,61.185,59.83,53.709999,617500,95.929115
2011-09-28,60.3,60.603,58.834,52.639999,197300,94.018028
2011-09-29,59.942,60.166,58.318,53.02,119300,94.696739
2011-09-30,58.542,59.057,57.882,51.759998,183300,92.446304
2011-10-03,57.568,58.274,56.18,50.169998,333100,89.606468
2011-10-04,55.508,57.568,55.004,51.27,285600,91.571152
2011-10-05,57.602,58.688,57.109,52.290001,281000,93.392921
2011-10-06,58.52,59.696,58.094,53.299999,583800,95.196838
2011-10-07,59.998,59.998,58.89,52.889999,627100,94.464539
2011-10-10,60.323,61.23,60.278,54.68,168200,97.661606
2011-10-11,60.894,61.431,60.804,54.66,663200,97.625877
2011-10-12,61.745,62.484,61.588,55.16,509100,98.518906
2011-10-13,61.42,61.835,60.972,55.080002,364000,98.37603
2011-10-14,62.428,62.742,62.103,55.990002,423400,100.001328
2011-10-17,62.417,62.484,61.387,54.939999,309600,98.125984
2011-10-18,61.499,63.178,61.028,56.040001,259100,100.090622
2011-10-19,62.618,62.977,61.812,55.34,107900,98.840393
2011-10-20,62.148,62.417,61.364,55.59,68200,99.286903
2011-10-21,62.988,63.503,62.842,56.66,87200,101.197983
2011-10-24,63.581,64.365,63.514,57.380001,138500,102.483955
2011-10-25,63.929,63.929,62.842,56.27,102400,100.501419
2011-10-26,63.693,63.861,62.596,56.810001,1922200,101.465919
2011-10-27,65.384,66.235,64.836,58.77,309200,104.966568
2011-10-28,65.53,65.944,65.44,58.830002,693600,105.073738
2011-10-31,65.093,65.138,64.186,57.32,153400,102.376778
2011-11-01,62.45,63.212,62.238,55.799999,307100,99.661987
2011-11-02,63.413,63.693,62.887,56.68,122600,101.233704
2011-11-03,64.186,64.768,63.29,57.73,173600,103.109062
2011-11-04,64.085,64.332,63.503,57.400002,147400,102.519661
2011-11-07,64.186,64.679,63.626,57.73,79500,103.109062
2011-11-08,65.004,65.519,64.399,58.419998,135700,104.341446
2011-11-09,63.962,64.231,62.932,56.310001,246800,100.572876
2011-11-10,63.884,63.94,63.055,56.82,121800,101.483757
2011-11-11,64.41,65.004,64.399,57.93,132600,103.466263
2011-11-14,64.623,64.656,63.951,57.369999,359500,102.466087
2011-11-15,64.119,64.903,63.895,57.669998,402200,103.0019
2011-11-16,63.94,64.645,63.447,56.740002,91900,101.340866
2011-11-17,63.413,63.57,62.103,55.830002,989900,99.715553
2011-11-18,62.719,62.809,62.204,55.75,188100,99.57267
2011-11-21,61.532,61.622,60.737,54.75,236700,97.786613
2011-11-22,61.14,61.476,60.681,54.459999,263300,97.268654
2011-11-23,60.468,60.48,59.685,53.310001,249100,95.214699
2011-11-25,59.573,60.233,59.517,53.150002,75600,94.928925
2011-11-28,61.174,61.487,60.827,54.740002,155500,97.768776
2011-11-29,61.454,61.868,61.252,54.900002,134900,98.054512
2011-11-30,63.212,64.097,63.055,57.150002,424400,102.073151
2011-12-01,63.906,64.298,63.727,57.110001,107300,102.001732
2011-12-02,64.612,64.768,63.906,57.080002,127300,101.948143
2011-12-05,64.948,65.104,64.231,57.700001,194500,103.055489
2011-12-06,64.6,65.06,64.399,57.75,67600,103.144783
2011-12-07,64.444,65.127,64.029,57.939999,86600,103.484131
2011-12-08,64.399,64.533,63.313,56.689999,93400,101.251579
2011-12-09,63.761,64.69,63.716,57.650002,882200,102.966187
2011-12-12,63.985,63.985,63.077,56.82,127200,101.483757
2011-12-13,63.951,64.253,62.708,56.279999,162800,100.519287
2011-12-14,62.764,62.988,62.204,55.650002,945100,99.394081
2011-12-15,62.999,63.055,62.462,55.860001,82500,99.769157
2011-12-16,62.999,63.324,62.506,55.900002,1480000,99.840584
2011-12-19,62.865,62.988,61.835,55.330002,454100,98.82254
2011-12-20,62.898,63.917,62.898,56.98,143800,101.769531
2011-12-21,63.772,64.041,63.279,57.150002,182600,102.073151
2011-12-22,64.22,64.6,64.108,57.689999,1439800,103.037643
2011-12-23,63.983,64.383,63.871,57.799999,256400,103.851563
2011-12-27,64.216,65.675,64.205,57.860001,388600,103.959358
2011-12-28,64.406,64.406,63.504,57.150002,180300,102.683662
2011-12-29,63.793,65.764,63.738,57.669998,259100,103.617966
2011-12-30,64.183,64.317,63.949,57.450001,254300,103.222679
2012-01-03,65.062,65.374,64.895,58.299999,163200,104.749916
2012-01-04,64.806,65.073,64.539,58.400002,448400,104.929596
2012-01-05,64.717,65.285,64.383,58.59,253500,105.270996
2012-01-06,65.285,65.285,64.829,58.470001,166900,105.055367
2012-01-09,65.196,65.252,64.862,58.560001,177000,105.217079
2012-01-10,65.875,65.975,65.663,59.060001,261200,106.115463
2012-01-11,65.552,65.864,65.43,59.119999,203800,106.223244
2012-01-12,65.964,66.031,65.441,59.25,202200,106.456833
2012-01-13,65.508,65.675,65.018,59,147200,106.007645
2012-01-17,66.22,66.331,65.708,59.16,324200,106.295105
2012-01-18,65.853,66.587,65.73,59.82,172100,107.480957
2012-01-19,66.788,66.977,66.632,60.139999,224500,108.055916
2012-01-20,66.832,66.977,66.665,60.139999,345200,108.055916
2012-01-23,66.943,67.333,66.71,60.200001,130900,108.163734
2012-01-24,66.61,66.955,66.498,60.110001,203100,108.002022
2012-01-25,66.832,67.645,66.587,60.639999,254000,108.954285
2012-01-26,67.823,67.901,66.877,60.330002,137600,108.397308
2012-01-27,66.81,67.222,66.788,60.25,104100,108.253563
2012-01-30,66.454,66.899,66.22,60.049999,329600,107.894218
2012-01-31,67.233,67.3,66.565,60.02,157400,107.840317
2012-02-01,67.344,67.756,67.266,60.59,99000,108.864471
2012-02-02,67.589,67.712,67.322,60.709999,143000,109.08007
2012-02-03,68.235,68.535,68.112,61.57,223100,110.625252
2012-02-06,68.224,68.468,68.123,61.48,150200,110.463539
2012-02-07,68.324,68.747,68.057,61.669998,164200,110.804939
2012-02-08,68.68,68.847,68.391,61.799999,259700,111.038498
2012-02-09,68.958,69.025,68.535,61.869999,259000,111.164276
2012-02-10,68.279,68.457,68.146,61.450001,123500,110.409645
2012-02-13,68.891,69.003,68.624,61.919998,230400,111.254112
2012-02-14,68.736,68.858,68.379,61.830002,203400,111.092407
2012-02-15,69.07,69.147,68.391,61.560001,188100,110.6073
2012-02-16,68.524,69.314,68.413,62.23,438500,111.811096
2012-02-17,69.515,69.526,69.192,62.380001,604200,112.080627
2012-02-21,69.626,69.771,69.27,62.419998,758200,112.152481
2012-02-22,69.348,69.504,69.147,62.209999,190900,111.775162
2012-02-23,69.225,69.615,68.992,62.509998,328000,112.314194
2012-02-24,69.726,69.849,69.57,62.599998,162900,112.475914
2012-02-27,69.259,70.016,69.136,62.709999,267800,112.673553
2012-02-28,69.871,70.071,69.726,62.93,141900,113.068848
2012-02-29,70.149,70.35,69.637,62.59,229600,112.457932
2012-03-01,69.927,70.249,69.682,63,193400,113.194611
2012-03-02,70.105,70.16,69.771,62.830002,142800,112.889153
2012-03-05,69.804,69.838,69.381,62.560001,667900,112.404045
2012-03-06,68.903,68.936,68.402,61.580002,411100,110.643227
2012-03-07,68.78,69.192,68.713,62.07,170300,111.523636
2012-03-08,69.526,69.904,69.37,62.669998,253600,112.601685
2012-03-09,69.916,70.205,69.838,62.91,152900,113.032898
2012-03-12,70.049,70.138,69.804,62.939999,174700,113.086784
2012-03-13,70.45,71.34,70.327,64.07,192100,115.117104
2012-03-14,71.351,71.496,71.04,64.019997,709900,115.02726
2012-03-15,71.363,71.685,71.173,64.349998,501600,115.620186
2012-03-16,71.808,71.852,71.63,64.440002,272200,115.781898
2012-03-19,71.73,72.264,71.663,64.709999,143500,116.267044
2012-03-20,71.641,71.908,71.441,64.529999,1310800,115.943611
2012-03-21,71.852,71.93,71.574,64.43,162100,115.763947
2012-03-22,71.184,71.374,70.984,63.93,633200,114.86557
2012-03-23,71.274,71.485,70.862,64.18,111900,115.314751
2012-03-26,71.301,71.766,71.29,64.760002,203000,116.875862
2012-03-27,71.866,71.91,71.533,64.580002,573500,116.550987
2012-03-28,71.544,71.633,70.813,64.269997,201300,115.991539
2012-03-29,70.802,71.179,70.514,64.160004,2612000,115.793007
2012-03-30,71.434,71.5,71.057,64.370003,270700,116.172012
2012-04-02,71.334,72.098,71.19,64.889999,374700,117.110481
2012-04-03,71.777,71.932,71.201,64.639999,333800,116.659286
2012-04-04,71.068,71.134,70.669,63.959999,383000,115.432053
2012-04-05,70.658,71.079,70.591,63.939999,722300,115.395966
2012-04-09,69.982,70.359,69.893,63.23,474800,114.114578
2012-04-10,69.938,70.126,68.829,62.130001,392600,112.129372
2012-04-11,69.627,69.716,69.339,62.639999,172800,113.049774
2012-04-12,69.494,70.403,69.483,63.5,105500,114.601875
2012-04-13,70.203,70.203,69.461,62.740002,2416800,113.230263
2012-04-16,69.904,69.982,69.228,62.669998,826800,113.103935
2012-04-17,69.904,70.658,69.86,63.630001,497400,114.836494
2012-04-18,70.215,70.503,70.148,63.41,420700,114.439438
2012-04-19,70.292,70.536,69.505,63,831200,113.699493
2012-04-20,70.137,70.359,69.904,63.099998,112100,113.879967
2012-04-23,69.228,69.406,68.929,62.560001,324900,112.905403
2012-04-24,69.395,69.771,69.372,62.790001,469300,113.320488
2012-04-25,70.281,70.58,70.237,63.669998,171700,114.908676
2012-04-26,70.436,71.134,70.37,64.110001,157100,115.702789
2012-04-27,71.289,71.378,70.891,64.239998,185000,115.937393
2012-04-30,71.046,71.068,70.724,63.959999,247600,115.432053
2012-05-01,70.902,71.81,70.813,64.379997,527400,116.190071
2012-05-02,70.957,71.212,70.713,64.18,154200,115.829102
2012-05-03,71.179,71.201,70.481,63.709999,177000,114.980873
2012-05-04,70.237,70.281,69.428,62.669998,365200,113.103935
2012-05-07,69.206,69.738,69.184,62.720001,990300,113.194183
2012-05-08,69.095,69.328,68.419,62.450001,403000,112.706886
2012-05-09,68.486,69.25,68.176,62.099998,373700,112.075195
2012-05-10,69.339,69.361,68.84,62.209999,130100,112.273766
2012-05-11,68.541,69.372,68.508,62.009998,365300,111.912788
2012-05-14,68.076,68.453,67.898,61.349998,953200,110.721649
2012-05-15,67.921,68.331,67.5,61.009998,1532500,110.10804
2012-05-16,67.887,68.164,67.322,60.75,331300,109.638802
2012-05-17,67.367,67.422,66.303,59.830002,288700,107.978432
2012-05-18,66.58,66.713,65.693,59.360001,760300,107.130196
2012-05-21,65.959,66.923,65.882,60.360001,271500,108.934952
2012-05-22,67.089,67.533,66.591,60.490002,654400,109.169571
2012-05-23,66.546,67.123,65.893,60.490002,176000,109.169571
2012-05-24,67.256,67.322,66.624,60.599998,112000,109.368095
2012-05-25,67.167,67.322,66.835,60.459999,336400,109.11544
2012-05-29,67.533,67.898,67.3,61.150002,306600,110.360733
2012-05-30,67.211,67.234,66.657,60.27,809500,108.772537
2012-05-31,66.79,67.123,66.081,60.119999,424100,108.501808
2012-06-01,65.571,65.804,64.962,58.650002,641800,105.848824
2012-06-04,65.073,65.25,64.463,58.630001,213600,105.812729
