"Date","VGIT.Open","VGIT.High","VGIT.Low","VGIT.Close","VGIT.Volume","VGIT.Adjusted"
2010-04-21,69.011,69.011,69.011,59.700001,0,51.644913
2010-04-22,69.266,69.312,69.058,59.740002,6300,51.679508
2010-04-23,68.919,68.919,68.873,59.580002,300,51.541107
2010-04-26,69.011,69.011,68.757,59.48,4000,51.454597
2010-04-27,68.988,69.035,68.954,59.720001,900,51.662216
2010-04-28,69.254,69.277,69.081,59.759998,800,51.696819
2010-04-29,69.173,69.428,69.115,59.970001,1200,51.878475
2010-04-30,69.11,69.283,69.11,59.950001,4400,51.952171
2010-05-03,69.168,69.191,69.098,59.919998,5900,51.926163
2010-05-04,69.491,69.491,69.214,60.18,5900,52.151459
2010-05-05,69.468,69.733,69.468,60.389999,2400,52.333466
2010-05-06,69.756,70.622,69.687,61.200001,5700,53.035385
2010-05-07,70.275,70.275,70.206,60.880001,1400,52.75808
2010-05-10,69.825,69.883,69.721,60.48,2700,52.411434
2010-05-11,69.871,69.871,69.468,60.470001,7800,52.402779
2010-05-12,69.664,69.664,69.502,60.23,1000,52.19479
2010-05-13,69.525,69.779,69.525,60.470001,2300,52.402779
2010-05-14,70.01,70.218,70.01,60.700001,3400,52.602081
2010-05-17,70.137,70.275,70.045,60.700001,2800,52.602081
2010-05-18,70.056,70.321,69.964,60.939999,2600,52.810074
2010-05-19,70.368,70.437,70.298,60.970001,4600,52.836075
2010-05-20,70.714,71.048,70.518,61.290001,19100,53.113377
2010-05-21,71.141,71.141,70.737,61.349998,43600,53.165379
2010-05-24,70.841,70.91,70.679,61.310001,2400,53.130711
2010-05-25,71.152,71.175,70.622,61.200001,48500,53.035385
2010-05-26,70.76,70.829,70.333,61.380001,6100,53.19136
2010-05-27,70.045,70.46,70.045,60.77,9300,52.662743
2010-05-28,70.261,75.029,69.985,60.790001,5000,52.786049
2010-06-01,70.503,70.503,70.249,61.080002,10500,53.037888
2010-06-02,70.342,70.342,70.123,60.889999,5600,52.872887
2010-06-03,69.812,70.1,69.777,60.810001,10200,52.80344
2010-06-04,70.319,70.652,70.319,61.349998,3000,53.272324
2010-06-07,70.618,70.652,70.537,61.330002,6900,53.254978
2010-06-08,70.572,70.733,70.537,61.369999,36200,53.289692
2010-06-09,70.514,70.699,70.514,61.389999,1000,53.307041
2010-06-10,70.503,70.503,70.284,61.029999,3500,52.994446
2010-06-11,70.445,70.572,70.365,61.279999,1000,53.211521
2010-06-14,70.353,70.491,70.33,61.200001,2800,53.142071
2010-06-15,70.48,70.526,70.342,61.080002,2800,53.037888
2010-06-16,70.48,70.526,70.284,61.029999,5400,52.994446
2010-06-17,70.745,70.768,70.687,61.41,3600,53.324421
2010-06-18,70.652,70.664,70.629,61.330002,5200,53.254978
2010-06-21,70.388,70.606,70.284,61.310001,19300,53.237595
2010-06-22,70.618,70.871,70.618,61.540001,4600,53.437313
2010-06-23,70.917,71.056,70.917,61.689999,4000,53.567551
2010-06-24,71.148,71.182,71.021,61.68,6700,53.55888
2010-06-25,71.159,71.159,71.056,61.759998,1100,53.628338
2010-06-28,71.159,71.39,71.159,61.98,7500,53.819374
2010-06-29,71.597,71.631,71.47,62.169998,9800,53.984348
2010-06-30,71.417,71.417,71.141,62.09,26600,54.006954
2010-07-01,71.406,71.578,71.394,62.110001,4600,54.024357
2010-07-02,71.291,71.337,71.164,62,8700,53.928696
2010-07-06,71.291,71.452,71.291,62.130001,8300,54.041763
2010-07-07,71.509,71.509,71.222,62.080002,10400,53.998272
2010-07-08,71.199,71.302,71.199,62.02,3300,53.946079
2010-07-09,71.187,71.187,71.049,61.900002,6400,53.841705
2010-07-12,71.245,71.245,71.21,61.939999,2800,53.876484
2010-07-13,71.13,71.13,70.865,61.73,7200,53.693825
2010-07-14,70.992,71.268,70.946,61.990002,1400,53.920006
2010-07-15,71.348,71.555,71.348,62.200001,6000,54.10265
2010-07-16,71.509,71.774,71.509,62.380001,3200,54.259224
2010-07-19,71.705,71.751,71.613,62.310001,8300,54.198322
2010-07-20,71.739,71.797,71.578,62.279999,4500,54.172234
2010-07-21,71.774,71.935,71.739,62.57,3100,54.424496
2010-07-22,71.728,71.762,71.705,62.419998,3900,54.293995
2010-07-23,71.739,71.739,71.59,62.27,5800,54.163532
