"Date","VGIT.Open","VGIT.High","VGIT.Low","VGIT.Close","VGIT.Volume","VGIT.Adjusted"
2010-07-26,71.532,71.532,71.36,62.18,3400,54.085251
2010-07-27,71.417,71.417,71.337,62.060001,5400,53.980881
2010-07-28,71.613,71.624,71.613,62.299999,500,54.189625
2010-07-29,71.785,71.82,71.728,62.470001,2900,54.337517
2010-07-30,71.662,71.846,71.651,62.5,5000,54.465622
2010-08-02,71.743,71.777,71.708,62.490002,8800,54.456882
2010-08-03,71.903,71.949,71.857,62.700001,2200,54.639881
2010-08-04,71.915,71.915,71.628,62.549999,6800,54.50919
2010-08-05,71.788,71.961,71.788,62.709999,5200,54.648605
2010-08-06,72.041,72.247,72.041,62.959999,11100,54.866455
2010-08-09,72.19,72.213,72.144,62.900002,8100,54.814182
2010-08-10,72.144,72.42,71.938,63.110001,4700,54.9972
2010-08-11,72.569,72.615,72.408,63.279999,6500,55.145332
2010-08-12,72.58,72.58,72.488,63.18,2500,55.058197
2010-08-13,72.557,72.615,72.443,63.279999,4800,55.145332
2010-08-16,72.924,72.97,72.833,63.57,3700,55.398048
2010-08-17,72.798,72.798,72.649,63.389999,2400,55.241192
2010-08-18,72.856,72.856,72.546,63.220001,2300,55.093025
2010-08-19,72.523,72.913,72.523,63.509998,2300,55.345776
2010-08-20,72.856,72.856,72.649,63.34,9800,55.197636
2010-08-23,72.706,72.821,72.638,63.41,3400,55.258636
2010-08-24,72.89,73.142,72.89,63.73,3600,55.537483
2010-08-25,73.246,73.246,72.775,63.529999,11900,55.363178
2010-08-26,72.947,72.993,72.924,63.599998,7600,55.424183
2010-08-27,72.901,72.901,72.408,63.130001,12000,55.014633
2010-08-30,72.683,73.005,72.683,63.619999,3500,55.441624
2010-08-31,72.913,72.913,72.844,63.630001,800,55.546375
2010-09-01,72.627,72.775,72.409,63.400002,5700,55.345592
2010-09-02,72.523,72.535,72.478,63.279999,4000,55.240829
2010-09-03,72.157,72.283,72.077,63.040001,8600,55.031338
2010-09-07,72.34,72.592,72.34,63.369999,5600,55.319416
2010-09-08,72.466,72.466,72.214,63.23,4500,55.197212
2010-09-09,72.237,72.249,71.905,62.799999,14000,54.821827
2010-09-10,71.939,71.939,71.825,62.73,2800,54.760715
2010-09-13,71.836,72.145,71.836,62.959999,9500,54.961494
2010-09-14,72.18,72.34,72.18,63.150002,2300,55.12735
2010-09-15,72.432,72.535,72.317,63.169998,1700,55.144821
2010-09-16,72.306,72.306,72.077,63.07,4200,55.057522
2010-09-17,72.214,72.375,72.214,63.099998,2900,55.083721
2010-09-20,72.397,72.478,72.249,63.27,8300,55.232117
2010-09-21,72.604,72.867,72.375,63.610001,16800,55.528927
2010-09-22,72.867,73.016,72.81,63.560001,10800,55.485283
2010-09-23,72.993,73.085,72.821,63.689999,8500,55.598759
2010-09-24,72.753,72.821,72.672,63.439999,2400,55.380505
2010-09-27,72.81,73.085,72.81,63.68,3600,55.590042
2010-09-28,73.108,73.257,73.039,63.93,4700,55.808258
2010-09-29,73.062,73.119,73.062,63.830002,1100,55.720985
2010-09-30,72.698,72.904,72.595,63.75,2900,55.745461
2010-10-01,72.95,72.95,72.79,63.779999,5700,55.771687
2010-10-04,72.892,73.018,72.892,63.799999,3400,55.789177
2010-10-05,73.155,73.155,73.018,63.889999,4700,55.867889
2010-10-06,73.35,73.407,73.35,64.190002,900,56.130215
2010-10-07,73.476,73.476,73.43,64.230003,1100,56.165195
2010-10-08,73.624,73.624,73.521,64.32,1800,56.243904
2010-10-11,73.533,73.624,73.453,64.379997,2000,56.296345
2010-10-12,73.59,73.59,73.361,64.190002,1900,56.130215
2010-10-13,73.293,73.384,73.258,64.169998,4300,56.112724
2010-10-14,73.236,73.247,73.087,63.91,1600,55.88538
2010-10-15,73.178,73.201,72.995,63.830002,8000,55.815422
2010-10-18,73.167,73.361,73.098,64.029999,120300,55.990299
2010-10-19,73.121,73.476,73.121,64.25,16100,56.182671
2010-10-20,73.396,73.396,73.258,64.150002,1600,56.095226
2010-10-21,73.373,73.373,73.304,64.099998,2100,56.051506
2010-10-22,73.178,73.258,73.178,64.059998,600,56.016541
2010-10-25,73.43,73.43,73.19,64,2200,55.96405
2010-10-26,73.041,73.041,72.915,63.790001,4500,55.780445
2010-10-27,72.721,72.824,72.504,63.41,16200,55.448166
2010-10-28,72.744,73.03,72.744,63.860001,1900,55.841652
2010-10-29,72.88,72.994,72.789,63.889999,3900,55.965157
2010-11-01,73.12,73.12,72.789,63.810001,3800,55.895081
2010-11-02,72.971,73.085,72.937,64.010002,2600,56.070278
2010-11-03,73.177,73.177,73.006,63.950001,4200,56.017719
2010-11-04,73.382,73.633,73.382,64.440002,6800,56.446938
2010-11-05,73.428,73.451,73.28,64.220001,5000,56.254227
2010-11-08,73.268,73.337,73.268,64.230003,3700,56.262989
2010-11-09,73.177,73.325,72.846,63.849998,5500,55.930122
2010-11-10,72.732,73.04,72.595,63.98,4800,56.043995
2010-11-11,72.857,72.971,72.777,63.75,1500,55.842529
2010-11-12,72.8,72.8,72.617,63.610001,800,55.719894
2010-11-15,72.263,72.263,71.864,62.950001,6400,55.141762
2010-11-16,72.001,72.092,71.761,63.150002,7500,55.316948
2010-11-17,72.161,72.366,72.149,63.200001,2400,55.360744
2010-11-18,71.852,72.047,71.852,63.110001,9500,55.281918
2010-11-19,71.83,72.047,71.83,62.939999,7900,55.132988
2010-11-22,72.104,72.138,72.092,63.16,900,55.32571
2010-11-23,72.492,72.492,72.355,63.41,3100,55.544701
2010-11-24,72.024,72.024,71.978,63.049999,3000,55.229359
2010-11-26,71.932,71.978,71.932,63.049999,1500,55.229359
2010-11-29,72.104,72.149,72.069,63.200001,2800,55.360744
2010-11-30,72.138,72.161,71.898,63.099998,12500,55.369511
2010-12-01,71.557,71.591,71.454,62.720001,1900,55.036072
2010-12-02,71.249,71.397,71.203,62.5,8600,54.843033
2010-12-03,71.545,71.545,71.226,62.5,5600,54.843033
2010-12-06,71.682,71.682,71.556,62.900002,4500,55.194035
2010-12-07,71.397,71.397,70.816,62.200001,8100,54.579781
2010-12-08,70.485,70.531,70.246,61.84,8000,54.263889
2010-12-09,70.565,70.565,70.314,61.82,5500,54.246342
2010-12-10,70.36,70.36,70.086,61.5,10300,53.965546
2010-12-13,70.132,70.394,69.984,61.720001,6300,54.158588
2010-12-14,70.109,70.132,69.733,61.259998,8200,53.754948
2010-12-15,69.881,70.018,69.596,61.099998,11300,53.614548
2010-12-16,69.676,69.767,69.505,61.220001,8000,53.719852
2010-12-17,69.927,70.121,69.927,61.529999,1300,53.991871
2010-12-20,70.303,70.428,70.212,61.610001,7500,54.062054
2010-12-21,70.326,70.326,70.052,61.68,7400,54.123482
2010-12-22,70.235,70.292,70.052,61.560001,14300,54.0182
2010-12-23,69.972,70.018,69.904,61.400002,19800,53.877804
2010-12-27,68.355,68.535,68.186,60.860001,10200,54.044735
2010-12-28,68.332,68.343,68.017,60.400002,6500,53.636242
2010-12-29,68.129,68.58,68.129,60.84,6200,54.026978
2010-12-30,68.591,68.591,68.276,60.889999,24900,54.071381
2010-12-31,68.557,68.951,68.557,61.23,6400,54.373318
2011-01-03,68.535,68.647,68.388,60.959999,4300,54.133545
2011-01-04,68.771,68.771,68.614,61.060001,1500,54.222328
2011-01-05,68.456,68.456,68.129,60.5,4300,53.72504
2011-01-06,68.433,68.456,68.332,60.790001,2400,53.982567
2011-01-07,68.625,68.951,68.625,61.16,17800,54.311138
2011-01-10,68.985,69.03,68.839,61.27,4000,54.408825
2011-01-11,68.85,68.906,68.681,61.040001,1600,54.204582
2011-01-12,68.726,68.726,68.568,60.990002,2000,54.160183
2011-01-13,68.647,68.985,68.647,61.259998,8300,54.399925
2011-01-14,69.041,69.177,68.85,61.139999,7900,54.293377
2011-01-18,68.884,68.884,68.749,61.049999,2400,54.213463
2011-01-19,68.906,68.985,68.805,61.220001,17100,54.364426
2011-01-20,68.647,68.737,68.467,60.799999,1700,53.991463
2011-01-21,68.67,68.737,68.67,61.040001,1500,54.204582
2011-01-24,68.602,68.782,68.58,60.950001,6800,54.124657
2011-01-25,68.726,69.008,68.636,61.279999,3100,54.417709
2011-01-26,68.749,68.805,68.636,60.950001,3000,54.124657
2011-01-27,68.67,68.929,68.647,61.189999,2200,54.337795
2011-01-28,68.67,69.188,68.67,61.43,3700,54.550911
2011-01-31,68.918,68.952,68.648,61.169998,2900,54.417473
2011-02-01,68.423,68.603,68.311,60.939999,4500,54.212833
2011-02-02,68.491,68.491,68.232,60.700001,6700,53.999352
2011-02-03,68.153,68.153,67.94,60.560001,1600,53.874813
2011-02-04,67.782,67.782,67.693,60.25,2900,53.599018
2011-02-07,67.625,67.749,67.58,60.27,12400,53.61681
2011-02-08,67.569,67.614,67.367,59.970001,5600,53.349922
2011-02-09,67.434,67.535,67.434,60,3200,53.376629
2011-02-10,67.569,67.569,67.4,60,5000,53.376629
2011-02-11,67.648,67.738,67.58,60.119999,10100,53.483376
2011-02-14,67.501,67.704,67.501,60.23,2400,53.581238
2011-02-15,67.524,67.738,67.524,60.259998,6000,53.607929
2011-02-16,67.681,67.749,67.569,60.209999,1600,53.56345
2011-02-17,67.794,67.895,67.771,60.380001,3200,53.71468
2011-02-18,67.771,67.895,67.693,60.400002,7100,53.732491
2011-02-22,68.12,68.333,68.12,60.779999,5200,54.070518
2011-02-23,68.378,68.423,68.153,60.68,11300,53.98156
2011-02-24,68.3,68.401,68.288,60.75,1300,54.043842
2011-02-25,68.345,68.434,68.345,60.880001,2500,54.159477
2011-02-28,68.31,68.31,68.13,60.709999,4200,54.09798
2011-03-01,68.085,68.298,68.085,60.860001,5400,54.231663
2011-03-02,68.355,68.355,68.141,60.720001,4200,54.106903
2011-03-03,67.906,67.906,67.749,60.369999,2600,53.795036
2011-03-04,67.85,68.153,67.85,60.720001,5500,54.106903
2011-03-07,67.962,68.186,67.962,60.650002,4100,54.044518
2011-03-08,68.029,68.029,67.917,60.529999,2600,53.937607
2011-03-09,67.995,68.209,67.995,60.779999,2200,54.16037
2011-03-10,68.355,68.534,68.287,61.07,10800,54.418789
2011-03-11,68.579,68.579,68.5,61.09,2300,54.436615
2011-03-14,68.759,68.815,68.736,61.299999,2500,54.623741
2011-03-15,69.14,69.14,68.702,61.34,18700,54.659386
2011-03-16,69.196,69.297,69.185,61.740002,3100,55.015789
2011-03-17,68.938,69.118,68.803,61.509998,9500,54.810863
2011-03-18,68.961,68.961,68.916,61.41,2900,54.721775
2011-03-21,68.826,68.826,68.568,61.23,2300,54.561356
2011-03-22,68.601,68.646,68.59,61.169998,3400,54.507904
2011-03-23,68.68,68.725,68.59,61.18,2200,54.516808
2011-03-24,68.579,68.579,68.343,60.900002,4500,54.267303
2011-03-25,68.355,68.523,68.141,60.810001,5300,54.187096
2011-03-28,68.231,68.287,68.096,60.68,13000,54.071262
2011-03-29,68.22,68.321,67.951,60.66,2100,54.053432
2011-03-30,68.04,68.265,68.04,60.830002,9900,54.204922
2011-03-31,68.127,68.127,67.768,60.5,17100,54.011204
2011-04-01,67.78,67.948,67.6,60.630001,2900,54.127262
2011-04-04,68.093,68.16,68.093,60.790001,3500,54.270096
2011-04-05,67.914,68.048,67.768,60.599998,6200,54.10046
2011-04-06,67.824,67.824,67.69,60.43,3300,53.948715
2011-04-07,67.768,67.768,67.556,60.48,2400,53.993336
2011-04-08,67.556,67.69,67.556,60.43,1800,53.948715
2011-04-11,67.679,67.712,67.578,60.450001,2700,53.966557
2011-04-12,68.015,68.026,67.936,60.650002,1800,54.1451
2011-04-13,68.004,68.16,67.903,60.849998,3800,54.323654
2011-04-14,68.216,68.216,67.914,60.639999,4900,54.136162
2011-04-15,68.216,68.317,68.183,60.990002,5000,54.448654
2011-04-18,68.384,68.564,68.328,61.16,10700,54.600407
2011-04-19,68.552,68.575,68.407,61.07,9900,54.520065
2011-04-20,68.351,68.496,68.261,61.040001,4000,54.493298
2011-04-21,68.429,68.429,68.272,60.970001,2900,54.430798
2011-04-25,68.306,68.575,68.306,61.200001,17000,54.63612
2011-04-26,68.62,68.732,68.62,61.34,2300,54.761108
2011-04-27,68.541,68.676,68.508,61.220001,2700,54.653988
2011-04-28,68.72,68.889,68.664,61.380001,2300,54.79681
2011-04-29,68.632,68.721,68.565,61.349998,6000,54.867477
2011-05-02,68.721,68.8,68.688,61.450001,3700,54.956905
2011-05-03,68.699,68.833,68.699,61.470001,9400,54.974781
2011-05-04,68.934,68.934,68.8,61.540001,5400,55.037388
2011-05-05,69.034,69.157,68.934,61.740002,52900,55.216278
2011-05-06,69.001,69.18,69.001,61.869999,4700,55.332527
2011-05-09,69.269,69.281,69.135,61.860001,1800,55.323555
2011-05-10,69.068,69.135,68.923,61.639999,6200,55.126823
2011-05-11,69.046,69.09,68.956,61.790001,3200,55.260979
2011-05-12,69.225,69.258,69.057,61.830002,5100,55.296761
2011-05-13,69.269,69.314,69.113,61.919998,32700,55.377232
2011-05-16,69.359,69.392,69.225,62.060001,21000,55.50243
2011-05-17,69.56,69.56,69.392,62.119999,2000,55.556091
2011-05-18,69.482,69.482,69.292,61.98,2800,55.430889
2011-05-19,68.979,69.303,68.878,61.98,10000,55.430889
2011-05-20,69.213,69.426,69.213,62.029999,32400,55.475624
2011-05-23,69.616,69.616,69.493,62.169998,14100,55.60083
2011-05-24,69.426,69.426,69.403,62.07,4700,55.511398
2011-05-25,69.571,69.594,69.571,62.240002,800,55.663425
2011-05-26,69.571,69.75,69.571,62.369999,1300,55.779697
2011-05-27,69.784,69.884,69.739,62.5,4200,55.895939
2011-05-31,69.517,69.662,69.472,62.41,5100,55.912964
2011-06-01,69.829,69.997,69.774,62.68,14500,56.154858
2011-06-02,69.896,69.963,69.852,62.599998,22500,56.083195
2011-06-03,70.153,70.153,69.963,62.709999,31200,56.181736
2011-06-06,69.908,70.041,69.908,62.75,7000,56.217575
2011-06-07,69.796,70.12,69.796,62.82,49700,56.280296
2011-06-08,70.164,70.309,70.164,62.959999,23100,56.405724
2011-06-09,70.265,70.265,69.986,62.77,15200,56.235508
2011-06-10,70.164,70.265,70.108,62.810001,13200,56.271343
2011-06-13,70.108,70.131,70.086,62.790001,1300,56.253407
2011-06-14,69.762,69.818,69.718,62.490002,16300,55.98465
2011-06-15,69.93,70.254,69.919,62.82,11600,56.280296
2011-06-16,70.276,70.376,70.254,63.009998,2100,56.450516
2011-06-17,70.265,70.332,70.231,62.970001,10500,56.414673
2011-06-20,70.365,70.365,70.12,62.98,17600,56.423626
2011-06-21,70.153,70.276,70.075,62.830002,13200,56.289265
2011-06-22,70.354,70.354,70.164,62.860001,4500,56.316128
2011-06-23,70.287,70.533,70.287,63.16,7000,56.584892
2011-06-24,70.499,70.711,70.499,63.349998,2000,56.755119
2011-06-27,70.734,70.734,70.477,63.139999,2000,56.566982
2011-06-28,70.388,70.41,69.908,62.68,23000,56.154858
2011-06-29,69.941,69.941,69.751,62.490002,4400,55.98465
2011-06-30,69.554,69.587,69.253,62.16,8700,55.784512
2011-07-01,69.398,69.398,68.105,62.060001,44400,55.694771
2011-07-05,69.454,69.587,69.442,62.450001,3100,56.044769
2011-07-06,69.598,69.777,69.587,62.57,8500,56.152473
2011-07-07,69.509,69.509,69.353,62.349998,8400,55.955036
2011-07-08,69.988,69.988,69.922,62.790001,1600,56.349903
2011-07-11,70.2,70.278,70.178,63.07,1700,56.60117
2011-07-12,70.256,70.312,70.2,63.07,3200,56.60117
2011-07-13,70.289,70.39,70.222,63.169998,6200,56.690933
2011-07-14,70.289,70.312,70.2,63.009998,2900,56.547333
2011-07-15,70.133,70.345,70.111,63.110001,5600,56.637081
2011-07-18,70.49,70.49,70.334,63.169998,6800,56.690933
2011-07-19,70.256,70.445,70.256,63.220001,3100,56.73579
2011-07-20,70.401,70.401,70.267,63.099998,5200,56.628109
2011-07-21,70.222,70.222,69.977,62.830002,9900,56.385807
2011-07-22,70.122,70.122,70.078,62.889999,600,56.439648
2011-07-25,69.988,70.156,69.988,62.849998,9900,56.40374
2011-07-26,70.078,70.222,70.066,63.009998,9500,56.547333
2011-07-27,70.122,70.189,70.066,62.880001,5800,56.430668
2011-07-28,70.2,70.234,70.144,63.029999,2700,56.565273
2011-07-29,70.28,70.536,70.28,63.41,3400,57.003979
2011-08-01,70.525,70.847,70.525,63.59,21200,57.165787
2011-08-02,70.847,71.159,70.825,63.970001,58500,57.507412
2011-08-03,71.125,71.203,71.036,63.900002,25900,57.444481
2011-08-04,71.203,71.593,71.103,64.360001,5100,57.857986
2011-08-05,71.348,71.448,71.092,64.050003,8800,57.579327
2011-08-08,71.426,71.837,71.426,64.480003,16700,57.965881
2011-08-09,71.604,73.039,71.381,64.900002,9700,58.343468
2011-08-10,72.46,72.638,72.193,65.169998,18100,58.586174
2011-08-11,72.449,72.483,71.103,64.720001,12000,58.181656
2011-08-12,71.971,72.316,71.971,65,11500,58.433353
2011-08-15,72.338,72.338,72.104,64.910004,13800,58.352448
2011-08-16,72.193,73.951,72.104,65.199997,39300,58.613125
2011-08-17,72.538,72.85,72.471,65.150002,21100,58.568195
2011-08-18,72.939,73.083,72.716,65.43,14100,58.81992
2011-08-19,72.738,72.75,72.527,65.339996,6300,58.738983
2011-08-22,72.605,72.75,72.471,65.389999,11100,58.783947
2011-08-23,72.638,72.727,72.46,65.199997,17900,58.613125
2011-08-24,72.316,72.349,71.915,64.919998,9300,58.361431
2011-08-25,72.216,72.36,72.216,65,8100,58.433353
2011-08-26,72.605,72.727,72.549,65.269997,13100,58.676075
2011-08-29,72.249,72.282,72.171,64.970001,12000,58.406395
2011-08-30,72.594,72.672,72.483,65.199997,4700,58.613125
2011-08-31,72.454,72.454,72.254,65.059998,3300,58.582539
2011-09-01,72.376,73.931,72.009,65.230003,10100,58.735592
2011-09-02,72.653,72.72,72.554,65.440002,9200,58.92469
2011-09-06,72.909,72.909,72.598,65.599998,81100,59.068787
2011-09-07,72.531,72.809,72.531,65.339996,20700,58.834663
2011-09-08,72.765,72.776,72.598,65.43,3600,58.915699
2011-09-09,72.853,72.987,72.853,65.629997,5800,59.095787
2011-09-12,72.987,73.009,72.842,65.589996,20300,59.059765
2011-09-13,72.876,72.876,72.642,65.480003,7900,58.96072
2011-09-14,72.676,72.798,72.565,65.410004,3300,58.897697
2011-09-15,72.376,72.554,72.187,65.199997,24100,58.708603
2011-09-16,72.309,72.509,72.276,65.290001,8000,58.789642
2011-09-19,72.876,72.987,72.798,65.639999,4300,59.104813
2011-09-20,72.82,72.831,72.776,65.559998,5400,59.032764
2011-09-21,72.876,73.131,72.853,65.720001,45600,59.176842
2011-09-22,73.298,73.442,73.187,66.040001,54400,59.46497
2011-09-23,73.32,73.32,72.976,65.790001,12600,59.239872
2011-09-26,73.009,73.009,72.676,65.519997,9400,58.996758
2011-09-27,72.576,72.576,72.431,65.32,1900,58.816654
2011-09-28,72.509,72.52,72.465,65.269997,2100,58.771606
2011-09-29,72.531,72.62,72.42,65.389999,5700,58.879684
2011-09-30,72.586,72.597,72.231,65.309998,51400,58.898636
2011-10-03,72.575,72.918,72.552,65.709999,68200,59.259312
2011-10-04,72.985,72.985,72.663,65.589996,10700,59.151127
2011-10-05,72.663,72.663,72.419,65.349998,6400,58.934692
2011-10-06,72.441,72.441,72.209,65.120003,16900,58.727268
2011-10-07,71.965,72.098,71.909,64.860001,6200,58.492783
2011-10-10,71.954,71.954,71.377,64.510002,44500,58.177166
2011-10-11,71.843,71.843,71.632,64.690002,26800,58.339478
2011-10-12,71.687,71.687,71.432,64.620003,7700,58.276375
2011-10-13,71.887,71.887,71.787,64.739998,3200,58.384552
2011-10-14,71.654,71.776,71.455,64.440002,25200,58.114021
2011-10-17,71.787,71.898,71.754,64.839996,8600,58.474758
2011-10-18,71.887,72.009,71.854,64.809998,18300,58.447697
2011-10-19,71.854,72.042,71.821,64.900002,4900,58.528866
2011-10-20,71.909,71.965,71.854,64.839996,24400,58.474758
2011-10-21,71.821,71.876,71.721,64.82,10200,58.456699
2011-10-24,71.754,71.843,71.699,64.68,6200,58.330463
2011-10-25,71.687,72.164,71.687,65.080002,2800,58.691204
2011-10-26,71.898,72.042,71.776,64.730003,9500,58.375549
2011-10-27,71.477,71.665,70.956,64.309998,90600,57.996796
2011-10-28,71.61,71.699,71.355,64.440002,40400,58.114021
2011-10-31,71.633,71.843,71.611,64.889999,10600,58.609886
2011-11-01,72.363,72.363,72.042,65.290001,31700,58.971176
2011-11-02,72.242,72.319,72.242,65.279999,3700,58.962139
2011-11-03,72.253,72.374,72.164,65.269997,10700,58.953125
2011-11-04,72.275,72.408,72.242,65.370003,23200,59.04343
2011-11-07,72.242,72.541,72.242,65.389999,12000,59.061481
2011-11-08,72.374,72.452,72.164,65.239998,17000,58.926022
2011-11-09,72.563,72.574,72.308,65.540001,40800,59.196991
2011-11-10,72.319,72.452,71.854,65.370003,51500,59.04343
2011-11-11,72.242,72.242,72.009,65.139999,9600,58.835674
2011-11-14,72.352,72.43,72.242,65.400002,27100,59.07053
2011-11-15,72.341,72.441,72.219,65.230003,4600,58.916973
2011-11-16,72.463,72.474,72.319,65.449997,19700,59.115707
2011-11-17,72.341,72.552,72.319,65.459999,13500,59.124729
2011-11-18,72.419,72.441,72.297,65.360001,9400,59.034416
2011-11-21,72.496,72.529,72.408,65.449997,9100,59.115707
2011-11-22,72.507,72.696,72.408,65.559998,25300,59.215027
2011-11-23,72.541,72.696,72.463,65.660004,26700,59.305374
2011-11-25,72.596,72.596,72.485,65.519997,4400,59.178913
2011-11-28,72.219,72.474,72.131,65.459999,11700,59.124729
2011-11-29,72.397,72.485,72.219,65.43,10000,59.09763
2011-11-30,72.008,72.119,71.975,65.199997,11100,58.980927
2011-12-01,72.008,72.141,71.865,65.099998,6800,58.890472
2011-12-02,71.964,72.252,71.931,65.360001,7100,59.125668
2011-12-05,72.02,72.163,71.854,65.220001,17300,58.999016
2011-12-06,72.009,72.174,72.009,65.220001,2700,58.999016
2011-12-07,72.241,72.329,72.119,65.410004,5500,59.17091
2011-12-08,72.34,72.484,72.34,65.559998,12100,59.306618
2011-12-09,72.395,72.418,72.219,65.379997,12300,59.143757
2011-12-12,72.429,72.44,72.263,65.489998,6700,59.243271
2011-12-13,72.185,72.528,72.185,65.599998,10700,59.342793
2011-12-14,72.539,72.594,72.495,65.669998,3700,59.40609
2011-12-15,72.55,72.628,72.55,65.690002,10500,59.424191
2011-12-16,72.605,72.771,72.605,65.809998,9900,59.532753
2011-12-19,72.716,72.86,72.716,65.910004,4200,59.623199
2011-12-20,72.705,72.705,72.484,65.650002,15400,59.388016
2011-12-21,72.628,72.628,72.44,65.529999,5700,59.279457
2011-12-22,72.539,72.561,72.395,65.519997,7700,59.270393
2011-12-23,71.716,71.771,71.672,65.139999,2000,59.130619
2011-12-27,71.87,71.87,71.683,65.169998,13300,59.157864
2011-12-28,71.969,72.091,71.969,65.410004,2800,59.375717
2011-12-29,72.058,72.19,72.013,65.510002,11700,59.466484
2011-12-30,72.289,72.686,72.102,65.660004,15800,59.602634
2012-01-03,72.168,72.179,71.837,65.290001,34200,59.266788
2012-01-04,72.278,72.278,71.947,65.419998,13200,59.384792
2012-01-05,72.19,72.3,72.08,65.529999,20700,59.484653
2012-01-06,72.267,72.267,72.002,65.449997,17200,59.41201
2012-01-09,72.091,72.234,72.013,65.480003,18800,59.439262
2012-01-10,72.036,72.212,71.98,65.339996,11700,59.312168
2012-01-11,72.157,72.256,72.113,65.559998,14700,59.511875
2012-01-12,72.388,75.957,72.146,65.57,69400,59.520954
2012-01-13,72.542,72.597,72.399,65.720001,10000,59.657127
2012-01-17,72.388,72.52,72.366,65.830002,5800,59.756962
2012-01-18,72.465,72.542,72.421,65.760002,16900,59.693432
2012-01-19,72.399,72.41,72.102,65.540001,16500,59.493732
2012-01-20,72.212,72.212,72.002,65.360001,10600,59.330311
2012-01-23,72.036,72.036,71.837,65.290001,51500,59.266788
2012-01-24,71.947,71.958,71.87,65.260002,8900,59.239563
2012-01-25,71.991,72.355,71.892,65.589996,57200,59.539104
2012-01-26,72.476,72.476,72.278,65.75,4500,59.684334
2012-01-27,72.52,72.542,72.366,65.830002,11400,59.756962
2012-01-30,72.741,72.741,72.674,65.989998,20700,59.902176
2012-01-31,72.473,72.594,72.418,65.970001,4900,59.968563
2012-02-01,72.55,72.55,72.418,65.93,4400,59.932213
2012-02-02,72.561,72.583,72.385,65.879997,10800,59.886757
2012-02-03,72.308,72.308,72.055,65.5,37100,59.541317
2012-02-06,72.396,72.418,72.187,65.82,15800,59.832207
2012-02-07,72.231,72.231,72.099,65.559998,6600,59.59586
2012-02-08,72.132,72.132,72.044,65.540001,7800,59.577686
2012-02-09,72.066,72.066,71.967,65.459999,17100,59.504948
2012-02-10,72.088,72.231,72.088,65.589996,10800,59.623112
2012-02-13,72.187,72.231,72.088,65.529999,13000,59.568584
2012-02-14,72.132,72.198,72.121,65.580002,8700,59.614029
2012-02-15,72.154,72.22,72.143,65.620003,19400,59.650394
2012-02-16,72.154,72.154,71.934,65.510002,15400,59.550423
2012-02-17,71.934,71.989,71.846,65.440002,12900,59.486771
2012-02-21,71.736,71.89,71.725,65.260002,25400,59.323177
2012-02-22,71.879,72.077,71.824,65.5,11500,59.541317
2012-02-23,72.055,72.132,71.857,65.57,16900,59.604958
2012-02-24,72.011,72.11,71.989,65.5,17400,59.541317
2012-02-27,72.099,72.352,72.099,65.610001,25200,59.641327
2012-02-28,72.231,72.341,72.165,65.660004,22500,59.686775
2012-02-29,72.022,72.022,71.824,65.400002,14700,59.531998
2012-03-01,71.539,71.813,71.539,65.279999,17300,59.422787
2012-03-02,71.813,71.945,71.813,65.419998,4500,59.55022
2012-03-05,71.923,71.945,71.77,65.400002,8200,59.531998
2012-03-06,72.011,72.022,71.945,65.540001,12200,59.659451
2012-03-07,72.022,72.022,71.879,65.459999,13000,59.586617
2012-03-08,71.802,71.835,71.715,65.32,17800,59.45919
2012-03-09,71.737,71.737,71.638,65.279999,15500,59.422787
2012-03-12,71.835,71.835,71.737,65.300003,55400,59.440983
2012-03-13,71.638,71.638,71.407,65,24000,59.167881
2012-03-14,71.231,71.231,70.825,64.480003,23500,58.694557
2012-03-15,70.792,71.011,70.792,64.550003,17700,58.758278
2012-03-16,70.759,70.836,70.693,64.440002,14200,58.658157
2012-03-19,70.891,70.891,70.517,64.239998,34500,58.476082
2012-03-20,70.594,70.671,70.495,64.239998,10700,58.476082
2012-03-21,70.748,70.836,70.671,64.480003,11400,58.694557
2012-03-22,70.957,70.957,70.858,64.519997,4700,58.730965
2012-03-23,71.066,71.088,70.979,64.639999,5800,58.840206
2012-03-26,70.957,71.033,70.869,64.650002,23800,58.849323
2012-03-27,71.044,71.297,71.044,64.879997,14500,59.058651
2012-03-28,71.209,71.341,71.209,64.839996,102400,59.022255
2012-03-29,71.396,71.407,71.308,65,10500,59.167881
2012-03-30,71.239,71.272,70.943,64.660004,9400,58.933662
2012-04-02,71.02,71.25,71.02,64.900002,14200,59.152416
2012-04-03,71.217,71.294,70.8,64.529999,4100,58.815186
2012-04-04,70.921,71.129,70.921,64.800003,22400,59.061253
2012-04-05,71.261,71.283,71.14,64.949997,7200,59.197975
2012-04-09,71.766,71.766,71.634,65.290001,4700,59.507866
2012-04-10,71.744,71.897,71.667,65.480003,8100,59.681053
2012-04-11,71.766,71.766,71.667,65.389999,3400,59.599014
2012-04-12,71.7,71.7,71.612,65.269997,4000,59.489628
2012-04-13,71.722,71.853,71.722,65.449997,6600,59.653698
2012-04-16,71.875,71.985,71.875,65.529999,18400,59.726608
2012-04-17,71.831,71.853,71.788,65.440002,5100,59.644585
2012-04-18,71.853,71.919,71.853,65.529999,6900,59.726608
2012-04-19,71.919,71.963,71.908,65.589996,7000,59.7813
