"Date","SCHR.Open","SCHR.High","SCHR.Low","SCHR.Close","SCHR.Volume","SCHR.Adjusted"
2011-01-25,53.74,53.936,53.708,49.529999,4500,45.511391
2011-01-26,53.762,53.762,53.631,49.279999,11300,45.281689
2011-01-27,53.74,53.805,53.653,49.439999,4100,45.428703
2011-01-28,53.708,54.067,53.708,49.630001,23300,45.603294
2011-01-31,54.012,54.034,53.871,49.52,16000,45.50222
2011-02-01,53.585,53.628,53.498,49.240002,6200,45.311737
2011-02-02,53.607,53.607,53.357,49.150002,7600,45.22892
2011-02-03,53.248,53.302,53.161,48.919998,5900,45.017246
2011-02-04,53.085,53.085,52.889,48.68,27700,44.796406
2011-02-07,52.781,52.922,52.781,48.689999,6500,44.805603
2011-02-08,52.889,52.9,52.683,48.48,7200,44.61235
2011-02-09,52.694,52.868,52.661,48.650002,7400,44.768791
2011-02-10,52.759,52.792,52.629,48.459999,72700,44.593952
2011-02-11,52.857,52.857,52.726,48.580002,8000,44.704365
2011-02-14,52.77,52.9,52.77,48.599998,5600,44.722786
2011-02-15,52.879,52.879,52.846,48.66,6100,44.778
2011-02-16,52.857,52.922,52.77,48.650002,10000,44.768791
2011-02-17,53.042,53.042,52.933,48.790001,9200,44.897621
2011-02-18,52.933,53.031,52.911,48.77,2000,44.879227
2011-02-22,53.237,53.4,53.161,49.139999,9500,45.2197
2011-02-23,53.433,53.433,53.27,49.049999,24600,45.13689
2011-02-24,53.422,53.476,53.378,49.119999,4500,45.201309
2011-02-25,53.411,53.476,53.411,49.189999,2000,45.265717
2011-02-28,53.541,53.574,53.498,49.279999,10000,45.348545
2011-03-01,53.217,53.456,53.217,49.259998,19600,45.3937
2011-03-02,53.412,53.477,53.271,49.09,15400,45.23703
2011-03-03,53.065,53.065,52.946,48.790001,2300,44.960571
2011-03-04,53.098,53.271,53.098,49.080002,5600,45.227814
2011-03-07,53.184,53.336,53.098,49.060001,9200,45.209393
2011-03-08,53.184,53.217,53.119,48.98,33300,45.135677
2011-03-09,53.239,53.38,53.173,49.16,10000,45.301544
2011-03-10,53.445,53.662,53.39,49.439999,16900,45.559574
2011-03-11,53.651,53.651,53.553,49.389999,9900,45.513485
2011-03-14,53.727,53.835,53.727,49.540001,78800,45.651711
2011-03-15,54.042,54.096,53.814,49.619999,37900,45.725445
2011-03-16,54.009,54.269,53.966,49.93,26900,46.011124
2011-03-17,54.052,54.052,53.911,49.810001,4100,45.900517
2011-03-18,53.868,53.977,53.868,49.689999,4200,45.789936
2011-03-21,53.814,53.846,53.673,49.540001,75200,45.651711
2011-03-22,53.683,53.738,53.673,49.509998,8400,45.624069
2011-03-23,53.868,53.879,53.662,49.450001,10500,45.568779
2011-03-24,53.586,53.629,53.466,49.279999,8000,45.412125
2011-03-25,53.532,53.564,53.325,49.150002,13700,45.292336
2011-03-28,53.315,53.369,53.271,49.150002,4000,45.292336
2011-03-29,53.282,53.325,53.206,49.029999,6100,45.181755
2011-03-30,53.304,53.401,53.293,49.18,7400,45.319973
2011-03-31,53.434,53.445,53.206,49.110001,27200,45.255463
2011-04-01,52.991,53.132,52.937,49,11500,45.216717
2011-04-04,53.241,53.338,53.23,49.150002,34000,45.355125
2011-04-05,53.241,53.241,53.078,49,10700,45.216717
2011-04-06,53.002,53.035,52.937,48.880001,14800,45.105995
2011-04-07,53.013,53.013,52.937,48.849998,18500,45.078289
2011-04-08,52.818,52.926,52.818,48.830002,5700,45.059845
2011-04-11,52.948,53.002,52.894,48.860001,6700,45.087513
2011-04-12,53.1,53.208,53.1,49.09,2400,45.299759
2011-04-13,53.132,53.317,53.132,49.16,4500,45.364349
2011-04-14,53.403,53.403,53.23,49.119999,2600,45.327431
2011-04-15,53.436,53.479,53.392,49.34,12300,45.530468
2011-04-18,53.555,53.631,53.468,49.470001,17600,45.650433
2011-04-19,53.642,53.674,53.598,49.490002,26700,45.668877
2011-04-20,53.587,53.587,53.512,49.400002,10900,45.585838
2011-04-21,53.501,53.544,53.501,49.400002,6700,45.585838
2011-04-25,53.598,53.653,53.566,49.5,8400,45.678093
2011-04-26,53.696,53.815,53.663,49.66,23400,45.825745
2011-04-27,53.696,53.728,53.642,49.509998,10500,45.687325
2011-04-28,53.858,53.923,53.804,49.73,16100,45.890343
2011-04-29,53.88,53.978,53.858,49.779999,14000,45.936478
2011-05-02,53.819,53.884,53.755,49.759998,9800,45.988232
2011-05-03,53.938,53.938,53.852,49.849998,14000,46.071407
2011-05-04,53.906,54.014,53.906,49.889999,3600,46.108398
2011-05-05,54.068,54.155,54.068,50.02,15500,46.228531
2011-05-06,54.025,54.22,53.982,50.080002,8700,46.283981
2011-05-09,54.241,54.285,54.231,50.150002,9200,46.348675
2011-05-10,54.22,54.22,54.101,50,17800,46.210045
2011-05-11,54.068,54.231,54.036,50.110001,10000,46.311707
2011-05-12,54.22,54.252,54.101,50.040001,8200,46.247013
2011-05-13,54.241,54.36,54.231,50.16,10300,46.357925
2011-05-16,54.328,54.382,54.231,50.259998,28800,46.450333
2011-05-17,54.48,54.501,54.36,50.34,154500,46.524265
2011-05-18,54.436,54.436,54.231,50.16,6600,46.357925
2011-05-19,54.101,54.296,54.101,50.18,7200,46.376404
2011-05-20,54.35,54.415,54.317,50.290001,3600,46.478069
2011-05-23,54.599,54.599,54.458,50.34,10400,46.524265
2011-05-24,54.404,54.48,54.371,50.34,2200,46.524265
2011-05-25,54.534,54.534,54.436,50.369999,3200,46.552013
2011-05-26,54.588,54.728,54.588,50.580002,2400,46.746063
2011-05-27,54.728,54.761,54.696,50.560001,21300,46.727596
2011-05-31,54.739,54.837,54.685,50.68,4900,46.838497
2011-06-01,54.829,54.98,54.775,50.880001,8300,47.085579
2011-06-02,54.861,54.894,54.732,50.689999,248900,46.909767
2011-06-03,55.045,55.045,54.84,50.790001,4900,47.002304
2011-06-06,54.861,54.969,54.786,50.830002,53700,47.03933
2011-06-07,54.818,54.948,54.818,50.849998,7200,47.057835
2011-06-08,55.002,55.153,54.991,50.990002,18000,47.187378
2011-06-09,55.056,55.056,54.883,50.849998,15500,47.057835
2011-06-10,55.002,55.088,55.002,50.93,92400,47.131863
2011-06-13,54.937,55.056,54.915,50.880001,16900,47.085579
2011-06-14,54.71,54.786,54.602,50.560001,45000,46.789459
2011-06-15,54.753,55.067,54.753,50.939999,10300,47.141121
2011-06-16,55.088,55.175,55.067,51.029999,7100,47.224415
2011-06-17,55.099,55.164,55.067,51.040001,6100,47.23365
2011-06-20,55.24,55.24,55.045,50.990002,43700,47.187378
2011-06-21,55.056,55.088,54.969,50.919998,52800,47.122616
2011-06-22,55.121,55.142,55.013,50.950001,12000,47.150375
2011-06-23,55.24,55.315,55.218,51.119999,26100,47.307697
2011-06-24,55.272,55.488,55.272,51.310001,40000,47.483524
2011-06-27,55.488,55.488,55.261,51.200001,14900,47.38171
2011-06-28,55.207,55.229,54.894,50.830002,8600,47.03933
2011-06-29,54.829,54.851,54.634,50.59,82300,46.817211
2011-06-30,54.786,54.786,54.429,50.459999,15300,46.696903
2011-07-01,54.42,54.42,54.205,50.27,22300,46.583858
2011-07-05,54.507,54.593,54.442,50.59,12600,46.88039
2011-07-06,54.69,54.701,54.604,50.599998,20000,46.889652
2011-07-07,54.431,54.485,54.377,50.41,17800,46.7136
2011-07-08,54.787,54.906,54.787,50.849998,15400,47.121323
2011-07-11,55.046,55.176,55.014,51.130001,20100,47.38081
2011-07-12,55.187,55.262,55.111,51.200001,2800,47.44566
2011-07-13,55.133,55.316,55.1,51.259998,28400,47.501251
2011-07-14,55.133,55.197,55.1,51.07,4700,47.325199
2011-07-15,55.046,55.273,55.036,51.189999,12800,47.436413
2011-07-18,55.327,55.349,55.241,51.23,31400,47.473457
2011-07-19,55.208,55.327,55.208,51.259998,4000,47.501251
2011-07-20,55.208,55.284,55.187,51.18,33100,47.427132
2011-07-21,55.154,55.165,54.928,51.02,7200,47.27887
2011-07-22,55.122,55.144,55.057,51.099998,6700,47.352989
2011-07-25,55.003,55.143,54.992,51,15000,47.260334
2011-07-26,55.057,55.219,55.057,51.130001,87100,47.38081
2011-07-27,55.1,55.165,55.003,51.02,6800,47.27887
2011-07-28,55.176,55.219,55.133,51.130001,9300,47.38081
2011-07-29,55.359,55.662,55.359,51.560001,13700,47.779247
2011-08-01,55.456,55.693,55.456,51.549999,11100,47.845158
2011-08-02,55.746,55.897,55.693,51.860001,25600,48.13287
2011-08-03,55.822,55.973,55.822,51.82,7100,48.09576
2011-08-04,55.94,56.328,55.94,52.279999,12900,48.522697
2011-08-05,56.027,56.177,55.779,51.889999,46400,48.160728
2011-08-08,56.124,56.447,56.124,52.330002,54300,48.569107
2011-08-09,56.21,56.856,56.167,52.59,35600,48.810432
2011-08-10,56.942,57.018,56.802,52.919998,14400,49.116703
2011-08-11,56.867,56.867,56.555,52.52,16700,48.745445
2011-08-12,56.738,56.792,56.695,52.689999,8300,48.903236
2011-08-15,56.835,56.845,56.673,52.599998,12600,48.819706
2011-08-16,56.738,56.942,56.738,52.799999,6500,49.005329
2011-08-17,56.91,57.007,56.813,52.91,9200,49.107437
2011-08-18,57.266,57.363,57.104,53.029999,100800,49.218784
2011-08-19,57.136,57.179,57.061,53.07,25400,49.255928
2011-08-22,57.061,57.19,57.007,53.080002,73500,49.265198
2011-08-23,57.104,57.158,57.05,52.950001,16500,49.144558
2011-08-24,57.018,57.018,56.705,52.650002,13500,48.866108
2011-08-25,56.889,56.942,56.835,52.82,112400,49.023888
2011-08-26,57.061,57.147,56.942,52.91,36300,49.107437
2011-08-29,56.813,56.889,56.802,52.75,24100,48.958916
2011-08-30,56.996,57.136,56.996,52.98,50900,49.172379
2011-08-31,57.201,57.201,56.889,52.82,48200,49.023888
2011-09-01,56.8,57.058,56.693,52.98,101000,49.239521
2011-09-02,57.166,57.22,57.112,53.16,14600,49.406811
2011-09-06,57.327,57.349,57.263,53.259998,186200,49.499729
2011-09-07,57.209,57.22,57.091,53.099998,8900,49.351044
2011-09-08,57.274,57.274,57.112,53.169998,8700,49.416088
2011-09-09,57.392,57.51,57.263,53.32,89000,49.5555
2011-09-12,57.349,57.37,57.22,53.200001,7600,49.443985
2011-09-13,57.252,57.252,57.134,53.139999,19000,49.388214
2011-09-14,57.241,57.241,57.101,53.139999,8400,49.388214
2011-09-15,56.994,57.005,56.886,52.93,206000,49.193031
2011-09-16,56.897,57.048,56.897,53.009998,9400,49.267391
2011-09-19,57.317,57.37,57.263,53.259998,11100,49.499729
2011-09-20,57.263,57.349,57.241,53.299999,17400,49.536919
2011-09-21,57.317,57.478,57.317,53.360001,112700,49.592682
2011-09-22,57.639,57.726,57.564,53.619999,63500,49.834328
2011-09-23,57.661,57.661,57.36,53.380001,52100,49.611275
2011-09-26,57.381,57.392,57.241,53.240002,17900,49.481163
2011-09-27,57.08,57.101,56.994,53.07,17300,49.323154
2011-09-28,57.069,57.069,56.886,53,19700,49.258095
2011-09-29,56.94,57.123,56.94,53.040001,76200,49.29528
2011-09-30,57.252,57.284,57.112,53.200001,70400,49.443985
2011-10-03,57.228,57.454,57.185,53.459999,243400,49.743595
2011-10-04,57.519,57.551,57.282,53.32,114000,49.613323
2011-10-05,57.228,57.228,57.067,53.119999,14100,49.427219
2011-10-06,57.035,57.035,56.874,52.939999,21000,49.259743
2011-10-07,56.637,56.766,56.637,52.75,47100,49.082962
2011-10-10,56.68,56.68,56.207,52.299999,204600,48.664242
2011-10-11,56.508,56.508,56.39,52.52,48200,48.868942
2011-10-12,56.336,56.358,56.175,52.369999,42800,48.729359
2011-10-13,56.465,56.562,56.412,52.490002,7700,48.841042
2011-10-14,56.39,56.412,56.326,52.41,5600,48.766586
2011-10-17,56.444,56.541,56.422,52.57,24200,48.915443
2011-10-18,56.648,56.68,56.487,52.560001,4300,48.906162
2011-10-19,56.53,56.648,56.508,52.669998,8700,49.008507
2011-10-20,56.573,56.723,56.498,52.630001,26500,48.971294
2011-10-21,56.562,56.594,56.465,52.630001,22000,48.971294
2011-10-24,56.573,56.573,56.336,52.470001,51100,48.822426
2011-10-25,56.465,56.756,56.465,52.790001,7800,49.120159
2011-10-26,56.594,56.648,56.422,52.560001,32800,48.906162
2011-10-27,56.347,56.39,56.132,52.23,22500,48.599113
2011-10-28,56.347,56.347,56.293,52.400002,27900,48.757278
2011-10-31,56.562,56.734,56.551,52.779999,61500,49.110874
2011-11-01,56.848,57.148,56.794,53.209999,172900,49.571075
2011-11-02,56.966,57.095,56.891,53.189999,202800,49.552448
2011-11-03,56.88,57.009,56.88,53.07,14800,49.440666
2011-11-04,56.998,57.052,56.976,53.130001,7900,49.496559
2011-11-07,57.041,57.138,56.966,53.080002,181700,49.449974
2011-11-08,56.944,57.052,56.773,52.919998,59000,49.300922
2011-11-09,57.127,57.191,56.654,53.18,45700,49.543129
2011-11-10,56.944,57.041,56.858,53.080002,41300,49.449974
2011-11-11,56.88,56.88,56.794,52.919998,7400,49.300922
2011-11-14,56.998,57.041,56.912,53.119999,12000,49.487236
2011-11-15,57.105,57.116,56.944,53.080002,21000,49.449974
2011-11-16,57.127,57.127,56.998,53.200001,17000,49.561768
2011-11-17,56.966,57.202,56.966,53.259998,10400,49.617676
2011-11-18,57.095,57.095,56.976,53.130001,109600,49.496559
2011-11-21,57.159,57.17,57.073,53.209999,162900,49.571075
2011-11-22,57.116,57.213,57.084,53.23,178700,49.589695
2011-11-23,57.116,57.331,57.105,53.389999,22200,49.738781
2011-11-25,57.202,57.202,57.116,53.220001,14600,49.580391
2011-11-28,56.923,57.17,56.912,53.189999,52200,49.552448
2011-11-29,57.03,57.159,56.966,53.169998,54200,49.53381
2011-11-30,56.987,56.998,56.826,52.98,134100,49.356823
2011-12-01,56.605,56.852,56.605,52.98,89500,49.409027
2011-12-02,56.713,56.895,56.67,53.040001,56700,49.465
2011-12-05,56.734,56.981,56.723,53.09,45400,49.511623
2011-12-06,56.83,56.884,56.745,52.959999,122800,49.3904
2011-12-07,56.884,56.981,56.863,53.09,42800,49.511623
2011-12-08,56.959,57.141,56.959,53.259998,30400,49.670158
2011-12-09,57.131,57.131,56.927,53.09,42200,49.511623
2011-12-12,57.099,57.131,57.045,53.23,10400,49.642181
2011-12-13,57.023,57.216,56.991,53.299999,5400,49.707481
2011-12-14,57.206,57.292,57.206,53.41,21800,49.81004
2011-12-15,57.152,57.302,57.152,53.43,81200,49.828709
2011-12-16,57.334,57.431,57.334,53.560001,12400,49.949951
2011-12-19,57.41,57.506,57.388,53.610001,11000,49.996586
2011-12-20,57.377,57.377,57.259,53.41,9600,49.81004
2011-12-21,57.292,57.324,57.141,53.290001,21000,49.698151
2011-12-22,57.174,57.249,57.131,53.310001,13200,49.716785
2011-12-23,57.066,57.066,56.927,53.150002,16000,49.567589
2011-12-27,56.981,57.045,56.959,53.169998,18800,49.586216
2011-12-28,56.955,57.094,56.923,53.290001,30900,49.758045
2011-12-29,57.073,57.233,57.041,53.389999,143400,49.851406
2011-12-30,57.148,60.136,57.148,53.52,87100,49.972794
2012-01-03,57.062,57.137,56.998,53.240002,105500,49.711361
2012-01-04,57.041,57.073,56.944,53.27,29300,49.739361
2012-01-05,57.008,57.137,56.976,53.240002,9600,49.711361
2012-01-06,57.041,57.158,57.041,53.349998,72600,49.814064
2012-01-09,57.126,57.255,57.094,53.41,95700,49.870079
2012-01-10,57.105,57.158,57.083,53.330002,17600,49.795403
2012-01-11,57.19,57.255,57.169,53.459999,19800,49.916782
2012-01-12,57.255,57.255,56.88,53.32,285000,49.786057
2012-01-13,57.33,57.362,57.276,53.509998,21700,49.963455
2012-01-17,57.33,57.362,57.298,53.549999,17600,50.00079
2012-01-18,57.34,57.351,57.233,53.470001,11600,49.926109
2012-01-19,57.223,57.233,57.051,53.310001,11900,49.776714
2012-01-20,57.03,57.041,56.955,53.200001,14300,49.674015
2012-01-23,56.88,56.944,56.848,53.150002,20200,49.627331
2012-01-24,56.966,56.966,56.869,53.18,10300,49.655338
2012-01-25,56.955,57.33,56.933,53.419998,8800,49.879417
2012-01-26,57.319,57.394,57.308,53.57,23800,50.01947
2012-01-27,57.415,57.458,57.373,53.639999,4500,50.084831
2012-01-30,57.533,57.587,57.522,53.73,12200,50.16888
2012-01-31,57.522,57.662,57.501,53.799999,14000,50.234245
2012-02-01,57.448,57.48,57.416,53.700001,30400,50.196842
2012-02-02,57.448,57.501,57.426,53.73,24100,50.224884
2012-02-03,57.255,57.266,57.169,53.470001,28000,49.98185
2012-02-06,57.255,57.33,57.202,53.59,13900,50.094032
2012-02-07,57.202,57.202,57.095,53.400002,11200,49.916424
2012-02-08,57.127,57.148,57.073,53.389999,13800,49.907066
2012-02-09,57.063,57.084,56.945,53.290001,15800,49.813576
2012-02-10,57.095,57.202,57.095,53.41,10000,49.925777
2012-02-13,57.095,57.191,57.073,53.419998,15400,49.93512
2012-02-14,57.18,57.255,57.127,53.470001,38400,49.98185
2012-02-15,57.18,57.309,57.18,53.5,8400,50.009892
2012-02-16,57.169,57.202,57.052,53.369999,584300,49.888374
2012-02-17,56.977,57.052,56.945,53.32,34700,49.841637
2012-02-21,56.977,56.977,56.859,53.240002,28200,49.766846
2012-02-22,56.966,57.073,56.956,53.34,29900,49.860336
2012-02-23,57.03,57.105,56.977,53.349998,16300,49.869686
2012-02-24,57.052,57.084,57.041,53.34,16300,49.860336
2012-02-27,57.244,57.244,57.202,53.490002,12500,50.00053
2012-02-28,57.234,57.287,57.212,53.48,9100,49.991192
2012-02-29,57.223,57.223,57.03,53.34,37900,49.860336
2012-03-01,56.853,56.917,56.789,53.220001,100300,49.7911
2012-03-02,56.906,57.056,56.906,53.369999,12900,49.93145
2012-03-05,56.992,57.024,56.938,53.279999,37300,49.847229
2012-03-06,57.099,57.152,57.077,53.450001,89900,50.006283
2012-03-07,57.099,57.099,57.024,53.360001,29800,49.922085
2012-03-08,57.024,57.035,56.917,53.25,12500,49.819157
2012-03-09,56.917,56.928,56.821,53.23,20200,49.800453
2012-03-12,56.992,56.992,56.874,53.209999,14400,49.781742
2012-03-13,56.789,56.821,56.618,52.98,39300,49.566563
2012-03-14,56.447,56.447,56.137,52.540001,202600,49.15493
2012-03-15,56.158,56.286,56.158,52.57,105600,49.182968
2012-03-16,56.062,56.169,56.03,52.549999,44100,49.164249
2012-03-19,56.094,56.105,55.891,52.349998,52800,48.977146
2012-03-20,55.976,56.009,55.87,52.32,33400,48.949085
2012-03-21,56.03,56.158,56.03,52.509998,24300,49.12685
2012-03-22,56.212,56.244,56.19,52.57,12400,49.182968
2012-03-23,56.319,56.372,56.265,52.689999,15900,49.295246
2012-03-26,56.329,56.351,56.201,52.700001,34200,49.304596
2012-03-27,56.351,56.532,56.351,52.860001,29800,49.454288
2012-03-28,56.49,56.575,56.457,52.82,30300,49.416874
2012-03-29,56.564,56.618,56.511,52.959999,57900,49.547859
2012-03-30,56.607,56.65,56.415,52.830002,21500,49.426235
2012-04-02,56.456,56.478,56.371,52.830002,27300,49.483368
2012-04-03,56.435,56.51,56.093,52.57,41400,49.23983
2012-04-04,56.286,56.36,56.264,52.740002,21300,49.399063
2012-04-05,56.435,56.478,56.382,52.900002,18000,49.54892
2012-04-09,56.862,56.862,56.798,53.209999,10800,49.839306
2012-04-10,56.894,57.022,56.862,53.360001,7500,49.979794
2012-04-11,56.862,56.905,56.841,53.27,77400,49.8955
2012-04-12,56.905,56.926,56.798,53.209999,8900,49.839306
2012-04-13,56.937,56.99,56.937,53.349998,35600,49.970417
2012-04-16,57.001,57.076,56.99,53.41,31200,50.026619
2012-04-17,56.915,56.979,56.915,53.360001,19000,49.979794
2012-04-18,57.022,57.044,56.99,53.41,22900,50.026619
2012-04-19,57.054,57.076,57.044,53.459999,11000,50.07346
2012-04-20,57.001,57.065,56.99,53.450001,33100,50.064102
2012-04-23,57.161,57.193,57.129,53.540001,31000,50.14838
2012-04-24,57.129,57.129,57.044,53.43,45800,50.045364
2012-04-25,56.937,57.044,56.905,53.43,12700,50.045364
2012-04-26,57.129,57.172,57.118,53.52,4500,50.12965
2012-04-27,57.129,57.204,57.118,53.560001,130400,50.167118
2012-04-30,57.225,57.268,57.225,53.610001,36000,50.213943
2012-05-01,57.166,57.177,57.017,53.5,83000,50.162395
2012-05-02,57.134,57.134,57.081,53.549999,36000,50.209267
2012-05-03,57.038,57.113,57.038,53.529999,11000,50.190517
2012-05-04,57.22,57.241,57.188,53.639999,3700,50.293652
2012-05-07,57.23,57.273,57.22,53.669998,7800,50.321789
2012-05-08,57.273,57.348,57.273,53.720001,28900,50.36866
2012-05-09,57.39,57.401,57.284,53.740002,18600,50.387398
2012-05-10,57.252,57.294,57.23,53.720001,14400,50.36866
2012-05-11,57.38,57.38,57.305,53.75,49000,50.396782
2012-05-14,57.454,57.508,57.454,53.880001,5300,50.518677
2012-05-15,57.465,57.486,57.422,53.900002,28000,50.537437
2012-05-16,57.39,57.486,57.39,53.889999,4600,50.528049
2012-05-17,57.444,57.572,57.444,53.98,17900,50.612438
2012-05-18,57.465,57.561,57.433,53.93,10800,50.565559
2012-05-21,57.508,57.518,57.476,53.900002,6300,50.537437
2012-05-22,57.433,57.433,57.358,53.830002,10000,50.471798
2012-05-23,57.486,57.572,57.486,53.91,9000,50.54681
2012-05-24,57.412,57.454,57.412,53.849998,4500,50.490562
2012-05-25,57.497,57.54,57.465,53.900002,14100,50.537437
2012-05-29,57.54,57.593,57.486,53.919998,82400,50.556183
2012-05-30,57.646,57.796,57.646,54.16,11100,50.781208
2012-05-31,57.796,57.945,57.796,54.259998,62800,50.874966
2012-06-01,57.974,58.016,57.931,54.439999,167300,51.093647
2012-06-04,57.867,57.899,57.76,54.23,41500,50.896557
2012-06-05,57.75,57.814,57.707,54.18,16500,50.849628
2012-06-06,57.697,57.697,57.526,54.02,390700,50.699471
2012-06-07,57.558,57.601,57.473,54.060001,247700,50.737019
2012-06-08,57.75,57.75,57.59,54.060001,33600,50.737019
2012-06-11,57.526,57.718,57.526,54.16,15900,50.830856
2012-06-12,57.633,57.643,57.505,53.990002,27000,50.671314
2012-06-13,57.537,57.675,57.526,54.119999,14300,50.793316
2012-06-14,57.643,57.665,57.558,54.02,24200,50.699471
2012-06-15,57.675,57.75,57.654,54.189999,14100,50.85902
2012-06-18,57.718,57.739,57.697,54.189999,21100,50.85902
2012-06-19,57.633,57.654,57.579,54.099998,16700,50.774532
2012-06-20,57.537,57.59,57.483,54.009998,11700,50.690086
2012-06-21,57.558,57.633,57.558,54.029999,22800,50.708858
2012-06-22,57.451,57.515,57.451,53.93,6200,50.615002
2012-06-25,57.601,57.654,57.59,54.099998,13700,50.774532
2012-06-26,57.569,57.622,57.547,54.049999,14900,50.727623
2012-06-27,57.622,57.633,57.537,54.080002,17900,50.755783
2012-06-28,57.76,57.76,57.707,54.18,9100,50.849628
2012-06-29,57.547,57.643,57.537,54.09,100700,50.765175
2012-07-02,57.604,57.742,57.604,54.139999,98800,50.856277
2012-07-03,57.668,57.689,57.614,54.119999,15900,50.837479
2012-07-05,57.646,57.732,57.646,54.200001,48800,50.912659
2012-07-06,57.753,57.806,57.742,54.240002,62900,50.950214
2012-07-09,57.838,57.881,57.817,54.369999,16400,51.072342
2012-07-10,57.849,57.891,57.838,54.360001,7800,51.062935
2012-07-11,57.87,57.913,57.827,54.32,17300,51.025364
2012-07-12,57.87,57.913,57.87,54.389999,10100,51.091122
2012-07-13,57.891,57.891,57.817,54.380001,12800,51.08173
2012-07-16,58.03,58.04,57.955,54.459999,16200,51.156857
2012-07-17,57.944,57.966,57.891,54.380001,10200,51.08173
2012-07-18,57.944,57.966,57.944,54.43,11100,51.128696
2012-07-19,57.913,57.976,57.891,54.43,16500,51.128696
2012-07-20,58.008,58.062,57.987,54.509998,9200,51.203842
2012-07-23,58.179,58.179,58.094,54.59,4000,51.278992
2012-07-24,58.062,58.211,58.062,54.66,36600,51.344742
2012-07-25,58.157,58.179,58.115,54.650002,4500,51.335354
2012-07-26,58.094,58.104,58.062,54.580002,6900,51.269585
2012-07-27,57.987,57.987,57.753,54.360001,1058000,51.062935
2012-07-30,57.859,57.955,57.859,54.43,428100,51.128696
2012-07-31,58.008,58.04,57.955,54.5,17800,51.19445
2012-08-01,57.85,57.903,57.775,54.349998,32100,51.099491
2012-08-02,57.871,57.956,57.85,54.400002,37700,51.1465
2012-08-03,57.712,57.712,57.637,54.25,7200,51.005478
2012-08-06,57.743,57.807,57.722,54.27,36900,51.024284
2012-08-07,57.563,57.573,57.499,54.09,75500,50.855038
2012-08-08,57.541,57.605,57.456,54.029999,24200,50.798626
2012-08-09,57.435,57.499,57.382,54.02,18100,50.789223
2012-08-10,57.584,57.584,57.541,54.119999,519100,50.883228
2012-08-13,57.616,57.616,57.541,54.099998,28500,50.864429
2012-08-14,57.456,57.456,57.403,54,22200,50.770439
2012-08-15,57.339,57.339,57.212,53.799999,13400,50.582378
2012-08-16,57.233,57.265,57.116,53.759998,92500,50.544769
2012-08-17,57.222,57.265,57.201,53.799999,3600,50.582378
2012-08-20,57.222,57.275,57.222,53.830002,47200,50.610584
2012-08-21,57.18,57.265,57.148,53.82,12800,50.601189
2012-08-22,57.371,57.552,57.361,54.09,6100,50.855038
2012-08-23,57.595,57.648,57.563,54.18,319700,50.939667
2012-08-24,57.658,57.68,57.563,54.139999,22700,50.902046
2012-08-27,57.626,57.658,57.605,54.189999,204900,50.949059
2012-08-28,57.669,57.722,57.637,54.240002,16600,50.996067
2012-08-29,57.669,57.669,57.584,54.209999,27100,50.967854
2012-08-30,57.712,57.743,57.69,54.279999,10000,51.033669
2012-08-31,57.775,57.914,57.701,54.439999,194000,51.184101
2012-09-04,57.791,57.845,57.749,54.360001,13100,51.151157
2012-09-05,57.738,57.813,57.717,54.330002,22700,51.122944
2012-09-06,57.589,57.643,57.536,54.169998,12800,50.972382
2012-09-07,57.759,57.77,57.611,54.209999,12300,51.010025
2012-09-10,57.674,57.674,57.568,54.220001,12900,51.019451
2012-09-11,57.621,57.621,57.558,54.16,63000,50.962971
2012-09-12,57.483,57.483,57.441,54.080002,9400,50.887703
2012-09-13,57.547,57.6,57.313,54.16,16300,50.962971
2012-09-14,57.409,57.409,57.26,53.900002,45500,50.71833
2012-09-17,57.303,57.377,57.303,53.959999,8900,50.774761
2012-09-18,57.462,57.462,57.388,54.009998,5600,50.821838
2012-09-19,57.504,57.504,57.43,54.060001,19500,50.868893
2012-09-20,57.579,57.579,57.451,54.080002,6900,50.887703
2012-09-21,57.451,57.547,57.451,54.139999,8500,50.944141
2012-09-24,57.558,57.632,57.558,54.189999,10100,50.991219
2012-09-25,57.621,57.674,57.547,54.25,52600,51.047661
2012-09-26,57.706,57.802,57.706,54.380001,32000,51.169991
2012-09-27,57.749,57.781,57.738,54.360001,38400,51.151157
2012-09-28,57.791,57.845,57.749,54.360001,87700,51.151157
2012-10-01,57.694,57.736,57.662,54.349998,64900,51.181309
2012-10-02,57.662,57.736,57.662,54.349998,10300,51.181309
2012-10-03,57.736,57.768,57.704,54.400002,46600,51.228394
2012-10-04,57.704,57.726,57.63,54.279999,20200,51.115376
