"Date","SCHR.Open","SCHR.High","SCHR.Low","SCHR.Close","SCHR.Volume","SCHR.Adjusted"
2010-11-09,56.12,56.12,55.738,51.080002,22600,46.811218
2010-11-10,55.771,55.924,55.367,51.220001,24400,46.939503
2010-11-11,55.727,55.869,55.716,51.110001,8500,46.838711
2010-11-12,55.716,55.771,55.443,50.82,78000,46.572948
2010-11-15,55.269,55.334,55.04,50.450001,5600,46.23386
2010-11-16,55.203,55.203,54.941,50.580002,2800,46.352997
2010-11-17,55.236,55.291,55.236,50.650002,8300,46.417156
2010-11-18,55.083,55.083,54.898,50.439999,15600,46.224701
2010-11-19,55.029,55.094,55.007,50.48,7700,46.26136
2010-11-22,55.192,55.334,55.171,50.709999,9900,46.472157
2010-11-23,55.509,55.52,55.378,50.810001,10300,46.563766
2010-11-24,55.269,55.269,54.909,50.330002,19500,46.123913
2010-11-26,55.094,55.16,55.04,50.549999,9500,46.325489
2010-11-29,55.203,55.269,55.138,50.599998,20600,46.371323
2010-11-30,55.378,55.465,55.291,50.68,10900,46.444637
2010-12-01,54.815,54.837,54.663,50.169998,17800,46.03722
2010-12-02,54.608,54.717,54.532,50.049999,27000,45.92709
2010-12-03,54.848,54.87,54.641,50.16,6400,46.028027
2010-12-06,54.892,54.935,54.826,50.380001,17100,46.229919
2010-12-07,54.641,54.641,54.194,49.779999,25000,45.679352
2010-12-08,53.998,53.998,53.682,49.48,23400,45.404057
2010-12-09,53.965,53.965,53.769,49.459999,11000,45.385704
2010-12-10,53.802,53.813,53.617,49.200001,15900,45.14711
2010-12-13,53.562,53.846,53.54,49.349998,11100,45.284767
2010-12-14,53.649,53.726,53.333,48.990002,15500,44.954414
2010-12-15,53.497,53.551,53.181,48.889999,19600,44.862656
2010-12-16,53.257,53.464,53.126,49.060001,5500,45.018658
2010-12-17,53.54,53.769,53.54,49.32,17600,45.257217
2010-12-20,53.878,53.955,53.693,49.330002,11400,45.266415
2010-12-21,53.824,53.824,53.649,49.330002,7800,45.266415
2010-12-22,53.78,53.78,53.628,49.25,19000,45.192997
2010-12-23,53.617,53.617,53.508,49.139999,13600,45.09206
2010-12-27,53.442,53.639,53.41,49.209999,16100,45.1563
2010-12-28,53.617,53.617,53.257,48.869999,9200,44.844296
2010-12-29,53.174,53.61,53.131,49.25,10300,45.254116
2010-12-30,53.49,53.501,53.403,49.16,4500,45.171425
2010-12-31,53.49,53.653,53.49,49.279999,5400,45.281689
2011-01-03,53.523,53.653,53.435,49.299999,12100,45.300064
2011-01-04,53.675,53.751,53.631,49.279999,4000,45.281689
2011-01-05,53.435,53.435,53.218,48.990002,17200,45.015202
2011-01-06,53.392,53.457,53.392,49.080002,3800,45.097912
2011-01-07,53.523,53.827,53.523,49.369999,6500,45.36438
2011-01-10,53.838,53.914,53.816,49.540001,7700,45.520592
2011-01-11,53.903,53.903,53.718,49.439999,7600,45.428703
2011-01-12,53.61,53.708,53.555,49.349998,3400,45.346004
2011-01-13,53.751,53.925,53.74,49.549999,10100,45.529766
2011-01-14,53.991,54.056,53.86,49.5,25100,45.483826
2011-01-18,53.827,53.827,53.675,49.389999,10100,45.382755
2011-01-19,53.751,53.893,53.751,49.470001,4900,45.456264
2011-01-20,53.718,53.718,53.501,49.25,11000,45.254116
2011-01-21,53.512,53.675,53.49,49.290001,12400,45.290871
2011-01-24,53.664,53.784,53.631,49.32,5600,45.318439
