"Date","ITR.Open","ITR.High","ITR.Low","ITR.Close","ITR.Volume","ITR.Adjusted"
2009-05-11,39.612,39.833,39.599,30.58,3700,23.476368
2009-05-12,39.781,39.898,39.768,30.620001,11000,23.507086
2009-05-13,39.963,39.963,39.716,30.65,6600,23.5301
2009-05-14,39.729,39.937,39.729,30.57,8800,23.468706
2009-05-15,39.794,39.833,39.755,30.57,11900,23.468706
2009-05-18,39.885,39.885,39.703,30.57,5500,23.468706
2009-05-19,39.612,39.794,39.612,30.549999,4900,23.45335
2009-05-20,39.742,40.081,39.742,30.77,2800,23.622242
2009-05-21,40.028,40.028,39.755,30.58,15100,23.476368
2009-05-22,39.898,39.924,39.807,30.57,1700,23.468706
2009-05-26,39.963,39.963,39.742,30.51,6000,23.422642
2009-05-27,39.494,39.885,39.494,30.51,7100,23.422642
2009-05-28,39.781,39.781,39.507,30.51,11600,23.422642
2009-05-29,39.937,40.055,39.833,30.75,10600,23.60689
2009-06-01,40.34,40.34,39.666,30.610001,3000,23.5984
2009-06-02,39.809,39.912,39.666,30.75,5700,23.706331
2009-06-03,39.874,40.12,39.874,30.870001,8200,23.798853
2009-06-04,39.951,39.951,39.835,30.719999,4100,23.683208
2009-06-05,39.42,39.64,39.368,30.469999,3500,23.490465
2009-06-08,39.42,39.523,39.277,30.360001,14300,23.405672
2009-06-09,39.562,39.653,39.303,30.299999,31600,23.359428
2009-06-10,39.303,39.653,39.238,30.48,32400,23.498184
2009-06-11,39.549,39.731,39.316,30.629999,8200,23.613827
2009-06-12,39.549,39.874,39.549,30.709999,9700,23.675489
2009-06-15,39.848,39.912,39.757,30.76,8200,23.714048
2009-06-16,39.835,39.951,39.835,30.780001,7500,23.729475
2009-06-17,39.925,40.003,39.835,30.790001,10500,23.737175
2009-06-18,39.692,39.705,39.575,30.530001,6300,23.536728
2009-06-19,39.822,39.822,39.575,30.68,6200,23.652374
2009-06-22,39.796,39.874,39.731,30.73,4700,23.69092
2009-06-23,40.003,40.003,39.886,30.77,4400,23.721762
2009-06-24,39.848,40.172,39.848,30.75,7300,23.706331
2009-06-25,39.99,40.133,39.99,30.9,3000,23.82198
2009-06-26,40.159,40.198,39.977,30.99,2300,23.891369
2009-06-29,40.159,40.25,40.159,31.02,6600,23.91449
2009-06-30,40.094,40.172,40.081,30.940001,5400,23.852814
2009-07-01,39.641,40.197,39.616,30.75,8900,23.80636
2009-07-02,39.938,40.003,39.732,30.959999,8100,23.968948
2009-07-06,39.938,40.003,39.693,30.969999,4000,23.976685
2009-07-07,39.9,40.068,39.745,31.01,4000,24.007648
2009-07-08,39.99,41.372,39.926,31.129999,5300,24.10055
2009-07-09,40.21,40.223,40.132,31.129999,4200,24.10055
2009-07-10,40.081,40.352,40.081,31.190001,11000,24.147007
2009-07-13,40.21,40.326,39.9,31.120001,6000,24.092813
2009-07-14,40.068,40.261,40.068,31.110001,3200,24.085073
2009-07-15,40.042,40.042,39.913,30.91,3100,23.930239
2009-07-16,39.913,40.119,39.913,31,5900,23.999914
2009-07-17,39.887,40.145,39.758,31.01,14100,24.007648
2009-07-20,39.938,40.429,39.938,31.27,8000,24.208935
2009-07-21,40.248,40.688,40.248,31.459999,38600,24.356033
2009-07-22,40.468,40.597,40.081,31.32,17700,24.247643
2009-07-23,40.352,40.391,40.093,31.040001,8700,24.03088
2009-07-24,40.184,40.378,40.184,31.26,24600,24.201199
2009-07-27,40.274,40.416,40.197,31.27,27000,24.208935
2009-07-28,40.378,42.38,40.378,31.299999,24700,24.23217
2009-07-29,40.403,40.533,40.403,31.379999,5000,24.294104
2009-07-30,40.378,40.739,40.378,31.450001,9500,24.348289
2009-07-31,40.765,41.036,40.713,31.75,23000,24.580555
2009-08-03,40.51,40.51,39.983,31.26,15800,24.323008
2009-08-04,40.253,40.42,40.098,31.389999,3500,24.42416
2009-08-05,40.355,40.497,40.343,31.42,9300,24.447506
2009-08-06,40.291,40.548,40.047,31.32,20600,24.369701
2009-08-07,40.047,40.407,39.906,31.43,20300,24.45529
2009-08-10,40.214,40.432,40.214,31.459999,10300,24.478622
2009-08-11,40.574,40.69,40.548,31.620001,34500,24.603125
2009-08-12,40.625,40.625,40.355,31.559999,18100,24.556429
