"Date","ITR.Open","ITR.High","ITR.Low","ITR.Close","ITR.Volume","ITR.Adjusted"
2009-08-13,40.42,40.754,40.42,31.620001,7900,24.603125
2009-08-14,40.587,40.908,40.587,31.76,13700,24.712048
2009-08-17,40.574,40.831,40.574,31.77,15300,24.719828
2009-08-18,40.818,40.818,40.6,31.59,11400,24.579773
2009-08-19,40.779,40.805,40.625,31.73,8100,24.688704
2009-08-20,40.702,40.741,40.612,31.629999,13100,24.610905
2009-08-21,40.664,40.664,40.51,31.52,9000,24.525312
2009-08-24,40.368,40.792,40.368,31.719999,13800,24.680923
2009-08-25,40.51,40.792,40.51,31.74,12500,24.696487
2009-08-26,40.651,40.857,40.651,31.700001,10600,24.665356
2009-08-27,40.857,40.895,40.767,31.719999,8800,24.680923
2009-08-28,40.587,40.921,40.587,31.77,16600,24.719828
2009-08-31,40.818,41.011,40.818,31.9,10300,24.82098
2009-09-01,40.58,40.836,40.58,31.84,7200,24.849081
2009-09-02,40.657,40.887,40.657,31.91,3700,24.903706
2009-09-03,40.631,40.887,40.631,31.91,10400,24.903706
2009-09-04,40.682,40.785,40.58,31.690001,25600,24.732008
2009-09-08,40.682,40.746,40.618,31.77,2800,24.794447
2009-09-09,40.734,40.734,40.554,31.75,13400,24.778828
2009-09-10,40.708,40.939,40.708,31.91,7400,24.903706
2009-09-11,40.887,41.195,40.887,32,90100,24.973949
2009-09-14,41.233,41.233,40.862,32.02,17300,24.989552
2009-09-15,40.695,41.092,40.695,32.040001,6400,25.005169
2009-09-16,40.939,41.156,40.913,32.049999,58300,25.01298
2009-09-17,40.875,41.195,40.875,32.150002,4800,25.091013
2009-09-18,41.092,41.156,41.067,32.099998,16600,25.051983
2009-09-21,41.041,41.144,40.862,32,16500,24.973949
2009-09-22,41.067,41.144,40.875,32.02,14600,24.989552
2009-09-23,41.118,41.195,40.811,32.139999,11900,25.083206
2009-09-24,41.195,41.195,41.08,32.150002,4100,25.091013
2009-09-25,41.105,41.208,41.08,32.16,16300,25.098824
2009-09-28,41.233,41.349,41.092,32.18,1400,25.114431
2009-09-29,41.067,41.297,41.067,32.220001,4100,25.145641
2009-09-30,41.118,41.272,41.118,32.18,14400,25.114431
2009-10-01,40.86,40.962,40.809,32.080002,9700,25.131664
2009-10-02,40.949,40.949,40.758,32,10500,25.068985
2009-10-05,40.949,41.026,40.796,32.139999,5700,25.178648
2009-10-06,41.052,41.077,40.822,32.029999,9000,25.092485
2009-10-07,41.077,41.141,41.077,32.209999,2100,25.233505
2009-10-08,41.103,41.103,41.013,32.150002,8800,25.186493
2009-10-09,40.771,40.898,40.579,31.860001,23500,24.959307
2009-10-12,40.63,40.886,40.63,32.009998,6600,25.076818
2009-10-13,40.822,40.924,40.72,32.040001,3400,25.100327
2009-10-14,40.847,40.886,40.72,31.98,22100,25.053324
2009-10-15,40.694,40.835,40.694,31.92,14300,25.006319
2009-10-16,40.72,40.809,40.72,31.969999,9500,25.045485
2009-10-19,40.783,40.886,40.669,32.029999,12600,25.092485
2009-10-20,40.937,40.962,40.937,32.07,3300,25.123829
2009-10-21,40.847,41,40.707,32.040001,14800,25.100327
2009-10-22,40.783,41,40.783,31.959999,22100,25.037645
2009-10-23,40.745,40.898,40.63,31.83,25600,24.935808
2009-10-26,40.898,40.962,40.783,32.049999,40500,25.108156
2009-10-27,40.949,41.039,40.72,32.150002,12300,25.186493
2009-10-28,41.013,41.115,40.949,32.16,21400,25.194324
2009-10-29,40.873,41.052,40.618,32,143900,25.068985
2009-10-30,40.924,41.026,40.924,32.119999,7100,25.162989
2009-11-02,40.737,40.813,40.673,31.99,13800,25.152781
2009-11-03,40.648,40.673,40.559,31.92,14200,25.097729
2009-11-04,40.609,40.953,40.571,31.940001,8500,25.113468
2009-11-05,40.546,40.686,40.546,31.99,8700,25.152781
2009-11-06,40.609,40.737,40.584,31.959999,30600,25.129185
2009-11-09,40.648,40.8,40.648,31.959999,22600,25.129185
2009-11-10,40.609,40.724,40.241,31.719999,244900,24.940481
2009-11-11,40.673,40.864,40.241,31.870001,49600,25.05842
2009-11-12,40.724,40.724,40.419,31.84,25100,25.03484
2009-11-13,40.673,40.673,40.253,31.780001,30800,24.987661
2009-11-16,40.673,40.724,40.393,31.860001,12700,25.05056
2009-11-17,40.698,40.838,40.495,32.040001,11700,25.192095
2009-11-18,40.609,40.813,40.597,32.09,17100,25.2314
2009-11-19,40.902,40.966,40.724,32.139999,16400,25.270718
2009-11-20,40.902,40.902,40.698,32,3400,25.160637
2009-11-23,40.724,40.838,40.609,32.060001,11100,25.207815
2009-11-24,40.889,40.915,40.711,32.16,21000,25.286434
2009-11-25,40.813,41.067,40.673,32.290001,8300,25.388651
2009-11-27,40.902,41.042,40.902,32.259998,6500,25.365068
2009-11-30,40.915,41.144,40.864,32.349998,9800,25.435841
2009-12-01,40.834,40.872,40.631,32.200001,13700,25.407425
2009-12-02,40.758,40.796,40.707,32.130001,7500,25.352192
2009-12-03,40.644,40.758,40.517,32.16,10900,25.375868
2009-12-04,40.606,40.656,40.555,32.060001,17800,25.296955
2009-12-07,40.656,40.694,40.428,32.110001,6800,25.336422
2009-12-08,40.72,40.821,40.517,32.16,8900,25.375868
2009-12-09,40.771,40.771,40.542,32.110001,12400,25.336422
2009-12-10,40.682,40.758,40.466,32.130001,16300,25.352192
2009-12-11,40.656,40.682,40.416,32.09,15000,25.320642
2009-12-14,40.707,40.758,40.466,31.959999,12300,25.218054
2009-12-15,40.492,40.517,40.39,31.889999,8700,25.16283
2009-12-16,40.72,40.72,40.479,32.080002,7400,25.312735
2009-12-17,40.656,40.809,40.618,32.200001,10500,25.407425
2009-12-18,40.859,40.859,40.682,32.200001,6300,25.407425
2009-12-21,40.732,40.732,40.555,32.009998,9900,25.257507
2009-12-22,40.403,40.504,40.34,31.92,14600,25.186487
2009-12-23,40.542,40.568,40.466,31.950001,11600,25.210165
2009-12-24,40.466,40.479,40.276,31.879999,6900,25.154932
2009-12-28,40.302,40.378,40.226,31.74,5100,25.04446
2009-12-29,39.848,39.986,39.822,31.59,7100,25.051607
2009-12-30,39.822,40.024,39.822,31.74,11400,25.170553
2009-12-31,39.923,39.961,39.759,31.67,3300,25.115046
2010-01-04,40.062,40.062,39.81,31.73,12200,25.162628
2010-01-05,40.049,40.226,39.948,31.74,8100,25.170553
2010-01-06,40.011,40.264,39.999,31.860001,15400,25.265707
2010-01-07,40.188,40.213,40.125,31.860001,3800,25.265707
2010-01-08,40.327,40.327,40.049,31.940001,12000,25.329157
2010-01-11,40.301,40.365,40.112,31.99,7300,25.368807
2010-01-12,40.415,40.415,40.301,32.02,19900,25.392601
2010-01-13,40.415,40.415,40.301,32,21300,25.376747
2010-01-14,40.352,40.39,40.226,32.009998,71100,25.384668
2010-01-15,40.415,40.453,40.264,32.040001,27200,25.408453
2010-01-19,40.314,40.365,40.301,32,5900,25.376747
2010-01-20,40.39,40.428,40.251,32.049999,29200,25.416395
2010-01-21,40.516,40.528,40.377,32.080002,19500,25.440182
2010-01-22,40.428,40.478,40.327,32.080002,5700,25.440182
2010-01-25,40.352,40.516,40.276,32.130001,22900,25.479843
2010-01-26,40.528,40.528,40.365,32.110001,21000,25.463978
2010-01-27,40.491,40.491,40.352,32.060001,22900,25.424326
2010-01-28,40.453,40.478,40.415,32.099998,8700,25.456045
2010-01-29,40.377,40.629,40.314,32.209999,13600,25.543276
2010-02-01,40.254,40.317,40.041,32.060001,26700,25.509857
2010-02-02,40.267,40.279,40.116,32.049999,8400,25.501902
2010-02-03,40.229,40.33,40.078,32,76700,25.462116
2010-02-04,40.154,40.305,40.078,32.07,11000,25.517811
2010-02-05,40.33,40.43,40.204,32.119999,9000,25.557594
2010-02-08,40.305,40.305,40.254,32.060001,2900,25.509857
2010-02-09,40.305,40.342,40.217,32.040001,12100,25.493938
2010-02-10,40.254,40.254,40.116,31.969999,17800,25.438242
2010-02-11,40.141,40.154,40.078,31.940001,5200,25.414377
2010-02-12,40.129,40.217,40.116,31.99,6500,25.454157
2010-02-16,40.217,40.217,40.078,31.99,7100,25.454157
2010-02-17,40.066,40.292,40.066,31.99,7200,25.454157
2010-02-18,40.191,40.191,40.003,31.92,83500,25.39846
2010-02-19,40.104,40.204,40.053,31.969999,23200,25.438242
2010-02-22,40.166,40.279,40.078,32.009998,5700,25.470064
2010-02-23,40.154,40.38,40.154,32.130001,24000,25.565552
2010-02-24,40.33,40.443,40.217,32.139999,8800,25.573509
2010-02-25,40.405,40.43,40.38,32.16,16700,25.589418
2010-02-26,40.518,40.569,40.292,32.18,51700,25.605341
2010-03-01,40.241,40.303,40.003,32.119999,17600,25.646053
2010-03-02,40.316,40.353,40.241,32.220001,29200,25.725914
2010-03-03,40.291,40.378,40.253,32.220001,5700,25.725914
2010-03-04,40.291,40.378,40.278,32.240002,6100,25.74188
2010-03-05,40.278,40.341,40.241,32.209999,17700,25.717916
2010-03-08,40.216,40.328,40.216,32.189999,12000,25.701958
2010-03-09,40.328,40.404,40.291,32.200001,9400,25.709929
2010-03-10,40.291,40.416,40.291,32.240002,53300,25.74188
2010-03-11,40.191,40.316,40.191,32.16,18800,25.677996
2010-03-12,40.253,40.404,40.153,32.200001,48700,25.709929
2010-03-15,40.316,40.353,40.203,32.220001,23100,25.725914
2010-03-16,40.416,40.454,40.266,32.27,17500,25.765827
2010-03-17,40.416,40.516,40.366,32.34,39000,25.821714
2010-03-18,40.378,40.579,40.366,32.349998,15900,25.829708
2010-03-19,40.541,40.591,40.416,32.369999,20800,25.845676
2010-03-22,40.591,40.654,40.454,32.459999,45300,25.917534
2010-03-23,40.679,40.717,40.491,32.470001,22700,25.925518
2010-03-24,40.541,40.554,40.216,32.139999,109300,25.662027
2010-03-25,40.341,40.429,40.228,32.220001,32000,25.725914
2010-03-26,40.253,40.479,40.228,32.310001,42500,25.79777
2010-03-29,40.266,40.516,40.266,32.25,32100,25.749863
2010-03-30,40.266,40.491,40.266,32.299999,25400,25.789776
2010-03-31,40.566,40.579,40.366,32.299999,14200,25.789776
2010-04-01,40.096,40.258,40.084,32.209999,18100,25.802597
2010-04-05,40.009,40.084,39.871,32.099998,46700,25.714479
2010-04-06,40.209,40.209,39.984,32.040001,16200,25.666416
2010-04-07,39.984,40.184,39.984,32.139999,3600,25.746525
2010-04-08,40.246,40.296,40.196,32.220001,10600,25.810598
2010-04-09,40.084,40.296,40.084,32.209999,24100,25.802597
2010-04-12,40.184,40.358,40.184,32.32,51500,25.890722
2010-04-13,40.408,40.408,40.246,32.290001,26000,25.866684
2010-04-14,40.308,40.471,40.246,32.240002,14900,25.826635
2010-04-15,40.433,40.496,40.383,32.439999,36100,25.986841
2010-04-16,40.471,40.683,40.471,32.5,24000,26.034908
2010-04-19,40.446,40.595,40.446,32.490002,22100,26.026909
2010-04-20,40.433,40.571,40.433,32.5,36900,26.034908
2010-04-21,40.496,40.62,40.496,32.48,19000,26.018888
2010-04-22,40.533,40.67,40.533,32.490002,36600,26.026909
2010-04-23,40.421,40.521,40.421,32.450001,29600,25.994858
2010-04-26,40.546,40.583,40.371,32.439999,92400,25.986841
